FIPS,year,multiplier
p13159,2010,0.639210925
p17181,2010,0.65946765
p37077,2010,0.896272179
p28131,2010,1.293265832
p12117,2010,0.847965773
p40071,2010,1.140829587
p39037,2010,1.475017634
p20177,2010,1.128636273
p27061,2010,0.92633334
p29175,2010,1.049704352
p08073,2010,0.819102405
p31055,2010,1.170065134
p08083,2010,1.024214993
p01121,2010,1.171250234
p55067,2010,0.885412189
p35023,2010,1.634639954
p19129,2010,0.770522841
p04003,2010,1.634639954
p22039,2010,1.415278839
p21113,2010,1.292738578
p48325,2010,1.092831107
p12007,2010,1.010012457
p12031,2010,1.127886036
p08001,2010,0.694129304
p48369,2010,0.946705704
p47107,2010,1.322193365
p21083,2010,0.929153581
p29041,2010,1.049704352
p08103,2010,0.902670972
p08087,2010,0.694129304
p41045,2010,1.212719897
p21059,2010,0.694893657
p26105,2010,0.965898675
p47111,2010,0.920373829
p05023,2010,0.972573741
p19123,2010,1.148971889
p54093,2010,0.773654069
p18135,2010,1.475017634
p31173,2010,0.826609535
p37045,2010,1.125390437
p21091,2010,0.694893657
p17199,2010,0.65946765
p20171,2010,0.932674107
p28039,2010,1.293265832
p20045,2010,1.198858027
p22115,2010,1.415278839
p29177,2010,0.774166358
p08045,2010,0.865678123
p47079,2010,0.903663737
p08055,2010,0.819102405
p48255,2010,1.092831107
p31111,2010,0.655945189
p22079,2010,1.415278839
p49027,2010,1.056764784
p05067,2010,0.972573741
p19137,2010,0.770522841
p04011,2010,1.634639954
p29186,2010,1.1729925
p29107,2010,0.774166358
p08007,2010,0.945008831
p27037,2010,1.29908956
p01009,2010,0.72940925
p21029,2010,0.700547747
p29055,2010,0.920922519
p38055,2010,0.735116352
p47125,2010,0.903663737
p48159,2010,1.004226752
p55095,2010,0.823497425
p13169,2010,0.639210925
p40005,2010,1.264250243
p17129,2010,0.843556401
p13015,2010,1.56585526
p12069,2010,0.847965773
p27021,2010,0.92633334
p40111,2010,1.053878781
p37003,2010,1.014340668
p41025,2010,1.212719897
p27003,2010,1.34886752
p05065,2010,0.972573741
p19107,2010,1.148971889
p29165,2010,0.774929795
p29021,2010,0.774929795
p40041,2010,0.83275576
p18065,2010,1.475017634
p19165,2010,0.770522841
p19011,2010,1.287164491
p46029,2010,1.395816181
p39067,2010,0.777759268
p27025,2010,1.29908956
p12035,2010,1.010012457
p54029,2010,0.520313448
p56025,2010,0.449461496
p26021,2010,0.961886126
p21039,2010,0.929153581
p31121,2010,1.307489604
p31113,2010,0.655945189
p17127,2010,1.071381317
p22009,2010,1.415278839
p21229,2010,1.292738578
p21015,2010,0.879482032
p55001,2010,0.723917192
p23031,2010,0.924131713
p38083,2010,1.013839578
p20091,2010,1.198858027
p21101,2010,0.163951836
p31085,2010,0.655945189
p20107,2010,0.850683136
p19103,2010,1.110416358
p38049,2010,1.013839578
p48163,2010,1.092831107
p31047,2010,0.655945189
p18127,2010,1.189799275
p18083,2010,0.827380908
p35006,2010,1.024214993
p49041,2010,0.791581599
p55121,2010,1.021564245
p22059,2010,1.415278839
p18061,2010,0.807782247
p01115,2010,0.72940925
p31067,2010,1.335187553
p40103,2010,1.140829587
p08089,2010,0.819102405
p45055,2010,1.310592061
p12103,2010,0.876309797
p48089,2010,1.2714597
p04019,2010,1.634639954
p33013,2010,1.171064094
p21021,2010,1.292738578
p18019,2010,0.94759193
p27169,2010,1.611545348
p38061,2010,1.013839578
p35043,2010,0.945008831
p29183,2010,1.555122218
p18131,2010,1.189799275
p37135,2010,0.974819989
p24023,2010,0.773654069
p40147,2010,0.657200953
p54077,2010,0.773654069
p55135,2010,0.885412189
p01117,2010,0.72940925
p56005,2010,0.373543116
p21031,2010,0.716626741
p29073,2010,0.920922519
p31097,2010,1.335187553
p37161,2010,1.125390437
p27007,2010,0.92633334
p47121,2010,1.322193365
p19163,2010,1.110416358
p54071,2010,0.773654069
p38059,2010,0.79950378
p56039,2010,0.929170983
p05063,2010,0.972573741
p05085,2010,1.02311861
p18111,2010,1.189799275
p49037,2010,1.024214993
p08067,2010,0.945008831
p54043,2010,0.675948378
p54009,2010,0.520313448
p45079,2010,1.310592061
p25009,2010,0.924131713
p21149,2010,0.716626741
p20083,2010,0.932674107
p21239,2010,1.292738578
p12009,2010,0.847965773
p17083,2010,0.985797425
p20093,2010,0.932674107
p49039,2010,0.791581599
p47005,2010,0.903663737
p26005,2010,0.923231798
p54053,2010,0.592323247
p08035,2010,0.81956909
p13021,2010,0.639210925
p08041,2010,0.819102405
p55093,2010,0.823497425
p13233,2010,1.56585526
p48343,2010,1.004226752
p20067,2010,0.932674107
p46127,2010,0.826609535
p29101,2010,0.774166358
p08039,2010,0.81956909
p13035,2010,0.639210925
p18121,2010,1.198691543
p29217,2010,0.850683136
p08027,2010,0.819102405
p39165,2010,1.014106427
p20117,2010,1.128636273
p40105,2010,0.657200953
p48285,2010,1.2714597
p54103,2010,0.693424694
p16007,2010,0.929170983
p20003,2010,0.850683136
p19031,2010,1.287164491
p47001,2010,1.322193365
p13227,2010,1.56585526
p16029,2010,0.929170983
p29049,2010,0.774929795
p08119,2010,0.81956909
p29187,2010,1.1729925
p37109,2010,1.125390437
p38065,2010,1.013839578
p37063,2010,0.974819989
p19085,2010,0.770522841
p13057,2010,1.56585526
p21185,2010,0.821797451
p19101,2010,1.148971889
p21005,2010,1.292738578
p49013,2010,1.327526719
p12089,2010,1.127886036
p47169,2010,0.920373829
p17021,2010,0.843556401
p46039,2010,1.395816181
p19135,2010,1.148971889
p27053,2010,1.34886752
p32027,2010,1.250238337
p19115,2010,1.110416358
p26163,2010,0.957279947
p39025,2010,1.014106427
p27001,2010,0.92633334
p12049,2010,0.876309797
p37145,2010,0.974819989
p49007,2010,1.327526719
p42125,2010,0.86820649
p29057,2010,1.588325951
p19139,2010,1.110416358
p48069,2010,0.946705704
p12095,2010,0.847965773
p21215,2010,0.700547747
p21147,2010,1.190359263
p20161,2010,1.128636273
p39105,2010,0.885398785
p37027,2010,1.014340668
p18173,2010,0.189048331
p21077,2010,0.837844092
p51031,2010,0.896272179
p38025,2010,1.013839578
p42059,2010,0.86820649
p31093,2010,1.307489604
p18177,2010,1.475017634
p20131,2010,1.128636273
p21223,2010,0.821797451
p20101,2010,0.932674107
p21203,2010,1.190359263
p27073,2010,1.395816181
p20103,2010,0.774929795
p20197,2010,1.128636273
p08071,2010,0.819102405
p46051,2010,1.395816181
p31101,2010,0.655945189
p22019,2010,1.473545375
p29155,2010,1.069683033
p40135,2010,1.053878781
p21187,2010,0.8565451
p22011,2010,1.473545375
p21207,2010,1.190359263
p21045,2010,1.190359263
p18073,2010,1.189799275
p20069,2010,0.932674107
p13171,2010,0.639210925
p40119,2010,1.140829587
p48361,2010,1.473545375
p48219,2010,0.946705704
p48351,2010,1.473545375
p21003,2010,0.920373829
p01021,2010,1.171250234
p55011,2010,1.021564245
p49019,2010,1.327526719
p48177,2010,1.2714597
p45043,2010,0.982728979
p21231,2010,1.190359263
p56023,2010,0.982484215
p35003,2010,1.024214993
p26091,2010,0.957279947
p31109,2010,0.853242009
p40047,2010,1.140829587
p51117,2010,0.896272179
p29143,2010,1.069683033
p20085,2010,1.128636273
p48189,2010,0.946705704
p19029,2010,0.770522841
p31023,2010,1.170065134
p12057,2010,0.876309797
p55111,2010,0.723917192
p05137,2010,0.972573741
p19093,2010,0.826609535
p33001,2010,1.171064094
p29013,2010,0.850683136
p31037,2010,1.170065134
p08049,2010,0.58408586
p49033,2010,0.929170983
p40001,2010,0.83275576
p31135,2010,0.655945189
p39053,2010,0.885398785
p55071,2010,0.965898675
p39103,2010,0.869347066
p12001,2010,1.010012457
p17077,2010,0.65946765
p21079,2010,1.292738578
p54079,2010,0.712028613
p31063,2010,0.655945189
p31081,2010,1.307489604
p18123,2010,0.801262673
p31079,2010,1.307489604
p27095,2010,1.34886752
p18041,2010,1.475017634
p55021,2010,0.723917192
p56041,2010,0.929170983
p32013,2010,1.250238337
p01127,2010,0.72940925
p01073,2010,0.72940925
p18007,2010,1.189799275
p47129,2010,1.322193365
p46037,2010,1.395816181
p17185,2010,0.904586204
p54069,2010,0.520313448
p40061,2010,1.053878781
p26121,2010,1.094816423
p12053,2010,1.326048889
p01007,2010,1.171250234
p27011,2010,1.395816181
p55133,2010,1.094816423
p56015,2010,0.570505434
p12127,2010,0.847965773
p55057,2010,0.723917192
p13115,2010,1.56585526
p05075,2010,0.972573741
p31181,2010,1.023326745
p39153,2010,0.869347066
p55109,2010,0.823497425
p54039,2010,0.675948378
p19183,2010,1.022040182
p45091,2010,1.125390437
p55019,2010,0.885412189
p21069,2010,0.85080526
p56035,2010,0.982484215
p31043,2010,0.826609535
p45017,2010,1.310592061
p29137,2010,1.049704352
p39017,2010,1.014106427
p29069,2010,1.069683033
p13207,2010,0.639210925
p56013,2010,0.982484215
p18115,2010,0.966094868
p33017,2010,0.924131713
p56027,2010,0.570505434
p13129,2010,1.56585526
p47105,2010,1.322193365
p21041,2010,0.910556339
p05025,2010,1.02311861
p26115,2010,0.957279947
p18181,2010,1.189799275
p21139,2010,0.929153581
p38057,2010,0.735116352
p29133,2010,1.069683033
p48277,2010,1.264250243
p29031,2010,0.859683923
p49055,2010,0.791581599
p31035,2010,1.023326745
p40013,2010,1.264250243
p18091,2010,1.189799275
p39013,2010,0.777759268
p13067,2010,1.56585526
p18153,2010,0.711676409
p55047,2010,0.723917192
p21177,2010,0.716626741
p54091,2010,0.83319172
p18089,2010,1.189799275
p21075,2010,0.588060078
p12019,2010,1.010012457
p39061,2010,0.966094868
p17107,2010,0.843556401
p56019,2010,0.373543116
p29119,2010,1.023534727
p17117,2010,0.843556401
p32017,2010,1.056764784
p45039,2010,1.310592061
p20055,2010,0.932674107
p17131,2010,0.647874853
p08075,2010,0.694129304
p19019,2010,1.287164491
p48493,2010,1.092831107
p18161,2010,1.475017634
p55141,2010,0.885412189
p16073,2010,1.250238337
p08057,2010,0.58408586
p12097,2010,0.847965773
p39075,2010,0.869347066
p39029,2010,0.777759268
p18079,2010,1.049937351
p17165,2010,0.65946765
p21213,2010,0.920373829
p45089,2010,0.982728979
p18021,2010,0.711676409
p18037,2010,0.827380908
p21027,2010,0.716626741
p31159,2010,0.853242009
p29077,2010,1.588325951
p45027,2010,1.031303824
p12017,2010,1.326048889
p22003,2010,1.415278839
p18027,2010,0.827380908
p21093,2010,0.700547747
p05053,2010,1.02311861
p18143,2010,1.049937351
p33009,2010,1.171064094
p18137,2010,1.049937351
p39019,2010,0.777759268
p18129,2010,0.904586204
p48311,2010,1.092831107
p56033,2010,0.373543116
p21211,2010,0.700547747
p49047,2010,1.327526719
p05087,2010,0.83275576
p40023,2010,1.264250243
p40101,2010,1.053878781
p12083,2010,1.010012457
p47037,2010,0.920373829
p05007,2010,0.83275576
p17033,2010,0.664684026
p29043,2010,1.588325951
p21111,2010,0.700547747
p29121,2010,1.049704352
p31177,2010,1.170065134
p49023,2010,1.056764784
p47165,2010,0.920373829
p19133,2010,0.826609535
p08081,2010,0.902670972
p05015,2010,0.83275576
p48297,2010,1.092831107
p48015,2010,1.2714597
p48279,2010,0.946705704
p37023,2010,1.014340668
p04001,2010,1.024214993
p01097,2010,1.293265832
p31019,2010,1.307489604
p40091,2010,1.053878781
p45021,2010,1.125390437
p40143,2010,0.657200953
p05001,2010,1.02311861
p48387,2010,1.004226752
p29109,2010,1.588325951
p08121,2010,0.694129304
p17045,2010,1.198691543
p17133,2010,0.743564057
p48149,2010,1.2714597
p21085,2010,0.716626741
p20081,2010,0.932674107
p19095,2010,1.287164491
p38015,2010,0.735116352
p39163,2010,0.885398785
p18047,2010,1.014106427
p31001,2010,1.307489604
p55091,2010,1.021564245
p19193,2010,0.826609535
p18029,2010,1.014106427
p56001,2010,0.58408586
p13293,2010,0.639210925
p19179,2010,1.148971889
p21047,2010,0.903663737
p18125,2010,0.827380908
p17135,2010,0.843556401
p30075,2010,0.373543116
p18171,2010,1.198691543
p17003,2010,0.544956652
p29099,2010,0.920922519
p29113,2010,1.555122218
p16019,2010,0.929170983
p48013,2010,1.092831107
p31151,2010,0.853242009
p22043,2010,1.415278839
p17055,2010,0.65946765
p19047,2010,0.826609535
p55069,2010,0.885412189
p48017,2010,0.946705704
p19087,2010,1.022040182
p17115,2010,0.843556401
p05119,2010,1.02311861
p17101,2010,0.664684026
p29005,2010,1.335187553
p48283,2010,1.092831107
p04023,2010,1.634639954
p17151,2010,0.65946765
p40053,2010,1.140829587
p29205,2010,1.049704352
p31061,2010,1.023326745
p17071,2010,0.647874853
p17047,2010,0.904586204
p31129,2010,1.023326745
p25017,2010,0.924131713
p20203,2010,0.932674107
p47123,2010,1.322193365
p45041,2010,0.982728979
p31163,2010,1.307489604
p05117,2010,1.02311861
p41037,2010,1.212719897
p30011,2010,0.46486196
p48147,2010,1.264250243
p48499,2010,1.004226752
p05125,2010,1.02311861
p39157,2010,0.869347066
p01025,2010,1.452893371
p29139,2010,0.920922519
p21163,2010,0.700547747
p01043,2010,0.72940925
p18099,2010,0.961886126
p17065,2010,0.65946765
p29510,2010,1.555122218
p17157,2010,0.743564057
p21235,2010,1.190359263
p21155,2010,1.292738578
p48037,2010,1.004226752
p37119,2010,1.014340668
p47131,2010,0.588060078
p22025,2010,1.415278839
p05041,2010,1.02311861
p39145,2010,0.885398785
p42007,2010,0.651461531
p27049,2010,1.29908956
p13049,2010,1.127886036
p18139,2010,1.475017634
p49031,2010,1.056764784
p33005,2010,1.171064094
p21191,2010,0.837844092
p21181,2010,0.85080526
p51165,2010,0.773654069
p13255,2010,0.639210925
p47043,2010,0.903663737
p51590,2010,0.896272179
p05021,2010,0.870302378
p31029,2010,0.655945189
p18035,2010,1.475017634
p29017,2010,0.859683923
p48437,2010,0.946705704
p45083,2010,1.125390437
p39093,2010,0.869347066
p48459,2010,1.004226752
p20043,2010,0.774929795
p22087,2010,1.913975072
p37001,2010,0.974819989
p05147,2010,0.972573741
p31167,2010,1.170065134
p19009,2010,0.770522841
p05039,2010,1.02311861
p18071,2010,1.049937351
p40121,2010,1.053878781
p47085,2010,0.903663737
p04021,2010,1.634639954
p55033,2010,1.021564245
p17163,2010,0.743564057
p39051,2010,0.957279947
p55055,2010,0.723917192
p26123,2010,0.923231798
p20057,2010,0.932674107
p17145,2010,0.65946765
p12125,2010,1.127886036
p21179,2010,1.292738578
p20061,2010,1.128636273
p48025,2010,1.092831107
p31051,2010,0.826609535
p55059,2010,0.923231798
p13151,2010,0.639210925
p31005,2010,0.655945189
p29209,2010,1.588325951
p39083,2010,0.869347066
p55063,2010,1.021564245
p18025,2010,0.801262673
p08077,2010,1.327526719
p47009,2010,1.322193365
p45029,2010,1.031303824
p37111,2010,1.125390437
p49049,2010,0.791581599
p21067,2010,1.292738578
p48241,2010,1.473545375
p45061,2010,1.310592061
p37181,2010,0.896272179
p39173,2010,0.957279947
p22097,2010,1.415278839
p18101,2010,0.827380908
p47007,2010,1.322193365
p39123,2010,0.957279947
p54095,2010,0.693424694
p21105,2010,0.588060078
p55049,2010,0.723917192
p17187,2010,0.647874853
p54087,2010,0.675948378
p54005,2010,0.675948378
p47159,2010,0.920373829
p21227,2010,0.920373829
p47021,2010,0.920373829
p17191,2010,0.904586204
p20201,2010,1.128636273
p29067,2010,1.588325951
p21097,2010,0.85080526
p13039,2010,1.127886036
p21107,2010,0.716626741
p21151,2010,1.292738578
p48067,2010,1.004226752
p37159,2010,1.014340668
p47151,2010,1.322193365
p48051,2010,1.2714597
p21001,2010,1.190359263
p05031,2010,0.972573741
p47045,2010,0.588060078
p29161,2010,0.920922519
p54001,2010,0.83319172
p01057,2010,0.72940925
p21061,2010,0.716626741
p13231,2010,0.639210925
p13123,2010,1.56585526
p22113,2010,1.473545375
p29023,2010,1.069683033
p48315,2010,1.004226752
p48245,2010,1.473545375
p29195,2010,1.049704352
p08117,2010,0.865678123
p21073,2010,1.292738578
p18119,2010,0.711676409
p17039,2010,0.843556401
p37025,2010,1.014340668
p51111,2010,0.896272179
p13269,2010,0.639210925
p29039,2010,1.588325951
p17125,2010,0.843556401
p19045,2010,1.110416358
p45081,2010,1.310592061
p21141,2010,0.920373829
p12115,2010,0.876309797
p13055,2010,1.56585526
p48119,2010,1.004226752
p48223,2010,1.004226752
p47013,2010,1.322193365
p29115,2010,1.049704352
p21011,2010,0.85080526
p47149,2010,0.920373829
p18175,2010,1.049937351
p39139,2010,0.869347066
p17159,2010,0.664684026
p39009,2010,1.064333153
p40115,2010,0.878857993
p37149,2010,1.125390437
p54033,2010,0.83319172
p13217,2010,0.639210925
p13263,2010,0.639210925
p30003,2010,0.373543116
p38053,2010,1.013839578
p24001,2010,0.773654069
p55078,2010,0.885412189
p19003,2010,0.770522841
p37183,2010,0.974819989
p13213,2010,1.56585526
p19125,2010,1.148971889
p19061,2010,1.287164491
p27173,2010,1.395816181
p19013,2010,1.287164491
p40073,2010,1.140829587
p39077,2010,0.869347066
p46057,2010,1.395816181
p55127,2010,1.094816423
p26015,2010,0.923231798
p55139,2010,0.965898675
p28111,2010,1.293265832
p27109,2010,1.611545348
p17061,2010,0.843556401
p18157,2010,1.189799275
p31095,2010,0.853242009
p27065,2010,1.34886752
p22029,2010,1.415278839
p27057,2010,0.92633334
p42003,2010,0.651461531
p54099,2010,0.675948378
p20027,2010,1.128636273
p27055,2010,1.611545348
p13143,2010,1.56585526
p54107,2010,0.712028613
p21009,2010,0.920373829
p21121,2010,1.190359263
p51147,2010,0.896272179
p31073,2010,0.655945189
p21171,2010,0.920373829
p27149,2010,1.395816181
p21209,2010,1.292738578
p01027,2010,1.171250234
p16081,2010,0.929170983
p29105,2010,1.588325951
p51011,2010,0.896272179
p17075,2010,1.189799275
p17091,2010,1.189799275
p13225,2010,0.639210925
p26117,2010,0.923231798
p05111,2010,0.972573741
p46025,2010,1.395816181
p37193,2010,1.014340668
p39133,2010,0.869347066
p22127,2010,1.415278839
p39027,2010,1.014106427
p08059,2010,0.81956909
p40037,2010,0.657200953
p21143,2010,0.929153581
p45057,2010,1.310592061
p21219,2010,0.716626741
p51171,2010,0.773654069
p13289,2010,0.639210925
p13121,2010,1.56585526
p37185,2010,0.896272179
p08093,2010,0.81956909
p13237,2010,0.639210925
p27093,2010,1.34886752
p18107,2010,1.198691543
p17031,2010,0.961886126
p13295,2010,1.56585526
p21109,2010,1.190359263
p39131,2010,0.885398785
p17197,2010,1.189799275
p49025,2010,0.923591639
p18015,2010,1.189799275
p40077,2010,1.053878781
p21205,2010,0.85080526
p21233,2010,0.716626741
p19161,2010,0.826609535
p20013,2010,1.128636273
p18117,2010,0.801262673
p01099,2010,1.452893371
p27045,2010,1.611545348
p29151,2010,0.920922519
p29125,2010,0.920922519
p48203,2010,1.004226752
p29027,2010,0.920922519
p39031,2010,0.869347066
p39167,2010,1.036524204
p17173,2010,0.843556401
p13313,2010,1.56585526
p22085,2010,1.415278839
p27139,2010,1.29908956
p29063,2010,0.774929795
p40081,2010,1.140829587
p21053,2010,1.190359263
p31125,2010,1.307489604
p13153,2010,0.639210925
p50027,2010,1.171064094
p33003,2010,1.171064094
p01133,2010,0.72940925
p26027,2010,0.961886126
p18031,2010,1.049937351
p40079,2010,1.053878781
p21089,2010,0.767860555
p17079,2010,0.711676409
p19021,2010,0.826609535
p21019,2010,0.767860555
p22001,2010,1.473545375
p01055,2010,0.72940925
p27035,2010,0.92633334
p08014,2010,0.58408586
p21017,2010,0.85080526
p49051,2010,0.791581599
p27097,2010,1.34886752
p17069,2010,0.65946765
p54017,2010,0.83319172
p39143,2010,0.957279947
p37157,2010,0.896272179
p01105,2010,1.171250234
p27151,2010,1.395816181
p35017,2010,1.634639954
p21217,2010,1.292738578
p54045,2010,0.675948378
p05095,2010,1.02311861
p51019,2010,0.896272179
p05121,2010,0.972573741
p18005,2010,1.049937351
p47187,2010,0.920373829
p39113,2010,1.475017634
p21051,2010,1.190359263
p37069,2010,0.974819989
p29145,2010,1.023534727
p21055,2010,0.929153581
p29157,2010,1.040328134
p39069,2010,0.957279947
p18049,2010,0.961886126
p17171,2010,0.843556401
p29223,2010,0.859683923
p39071,2010,0.981040033
p45003,2010,1.310592061
p48123,2010,1.2714597
p31141,2010,1.170065134
p12033,2010,1.120753649
p05055,2010,0.870302378
p13319,2010,0.639210925
p27155,2010,1.395816181
p27017,2010,0.92633334
p55053,2010,1.021564245
p30087,2010,0.373543116
p55017,2010,1.021564245
p19145,2010,0.770522841
p05107,2010,1.02311861
p46091,2010,1.395816181
p17059,2010,0.65946765
p39059,2010,0.777759268
p55099,2010,0.885412189
p54105,2010,0.712028613
p01015,2010,1.171250234
p38037,2010,0.79950378
p31133,2010,1.335187553
p18017,2010,1.189799275
p18133,2010,1.198691543
p08005,2010,0.694129304
p38069,2010,1.013839578
p31147,2010,1.335187553
p20119,2010,0.932674107
p17081,2010,0.65946765
p17073,2010,0.703896822
p49005,2010,0.929170983
p19111,2010,1.022040182
p26075,2010,0.957279947
p50025,2010,1.171064094
p45087,2010,1.125390437
p46027,2010,0.826609535
p25027,2010,0.924131713
p13009,2010,0.639210925
p21049,2010,1.292738578
p42111,2010,1.043202622
p01053,2010,1.452893371
p29083,2010,0.774166358
p17035,2010,0.711676409
p18059,2010,1.475017634
p13045,2010,1.56585526
p17097,2010,0.923231798
p05043,2010,1.02311861
p48199,2010,1.473545375
p13097,2010,1.56585526
p29033,2010,0.774166358
p29093,2010,1.1729925
