FIPS,year,multiplier
p39083,2018,1.071700072
p51155,2018,0.876758113
p37091,2018,0.957260461
p42085,2018,0.97952198
p22091,2018,1.002093645
p39155,2018,1.071700072
p13069,2018,1.534448355
p39117,2018,0.95106153
p37117,2018,0.957260461
p01005,2018,1.040235836
p35049,2018,1.544961589
p20079,2018,1.011062039
p22063,2018,1.002093645
p48137,2018,1.167321546
p51750,2018,0.957260461
p22095,2018,1.294446944
p25003,2018,1.319050573
p22105,2018,1.294446944
p48267,2018,1.167321546
p13239,2018,0.873562314
p24031,2018,1.027442514
p30083,2018,0.942259369
p27107,2018,1.196863332
p39041,2018,0.823773492
p28077,2018,1.213389227
p30085,2018,0.942259369
p38045,2018,1.064026592
p42061,2018,1.188966093
p48299,2018,0.817308813
p26157,2018,0.95106153
p51670,2018,0.957260461
p13165,2018,1.187577894
p48271,2018,1.167321546
p27091,2018,0.993013627
p13027,2018,1.534448355
p12085,2018,0.984158485
p48323,2018,1.167321546
p32019,2018,1.626276739
p48415,2018,0.848311507
p13147,2018,1.153824614
p41035,2018,1.415386418
p19079,2018,0.792391939
p51177,2018,1.027442514
p12065,2018,1.201903129
p28015,2018,0.882640127
p13155,2018,0.873562314
p47103,2018,0.75820915
p50009,2018,1.319050573
p23011,2018,1.319050573
p28141,2018,0.75820915
p28051,2018,0.882640127
p30031,2018,1.178429111
p20155,2018,0.995767746
p48225,2018,0.817308813
p28085,2018,0.939342967
p28081,2018,0.75820915
p51059,2018,1.027442514
p40149,2018,0.821877186
p37061,2018,1.205409942
p27165,2018,1.247286552
p09180,2018,1.319050573
p26143,2018,1.153644277
p42031,2018,0.97952198
p48309,2018,0.817308813
p28101,2018,1.253686869
p13029,2018,1.534448355
p30109,2018,0.942259369
p37107,2018,1.205409942
p51179,2018,1.027442514
p48349,2018,0.984630488
p28029,2018,0.939342967
p51683,2018,1.027442514
p28017,2018,0.75820915
p40153,2018,0.821877186
p39085,2018,0.95106153
p48179,2018,0.848311507
p48455,2018,0.976997786
p13095,2018,0.873562314
p22005,2018,1.002093645
p51036,2018,0.957260461
p16039,2018,1.626276739
p13031,2018,1.225811557
p12021,2018,1.179286027
p51181,2018,0.957260461
p12129,2018,1.201903129
p28113,2018,1.213389227
p26131,2018,1.138833821
p50023,2018,1.319050573
p22089,2018,1.294446944
p13019,2018,1.534448355
p16023,2018,1.178429111
p51685,2018,1.027442514
p25007,2018,1.319050573
p46023,2018,0.993013627
p42121,2018,0.97952198
p13267,2018,1.534448355
p26017,2018,1.153644277
p23013,2018,1.319050573
p28127,2018,1.213389227
p28161,2018,0.882640127
p28159,2018,0.75820915
p46073,2018,1.064026592
p46061,2018,0.993013627
p16001,2018,1.626276739
p30091,2018,0.942259369
p48281,2018,0.817308813
p13279,2018,0.873562314
p48357,2018,0.690103558
p48195,2018,0.690103558
p42033,2018,0.94469176
p20159,2018,1.011062039
p12099,2018,1.179286027
p48295,2018,0.690103558
p47127,2018,1.059353718
p19197,2018,0.993013627
p27027,2018,1.196863332
p35047,2018,0.956004168
p48319,2018,1.167321546
p35021,2018,0.956004168
p48337,2018,0.885540546
p48247,2018,1.167321546
p51620,2018,0.957260461
p48139,2018,0.984630488
p13037,2018,0.873562314
p40045,2018,0.690103558
p22007,2018,1.002093645
p48099,2018,0.817308813
p42001,2018,1.188966093
p30001,2018,1.178429111
p42065,2018,0.94469176
p13277,2018,0.873562314
p46102,2018,0.588907179
p28117,2018,0.75820915
p13061,2018,0.873562314
p37073,2018,0.957260461
p40067,2018,0.885540546
p48161,2018,0.984630488
p38019,2018,0.942259369
p22057,2018,1.294446944
p51093,2018,0.957260461
p51800,2018,0.957260461
p48101,2018,0.848311507
p32029,2018,1.626276739
p48269,2018,0.848311507
p13161,2018,1.534448355
p40137,2018,0.885540546
p38017,2018,1.064026592
p51033,2018,0.957260461
p51127,2018,0.957260461
p48497,2018,0.885540546
p48317,2018,0.848311507
p48003,2018,0.848311507
p13075,2018,1.534448355
p12037,2018,1.201903129
p26061,2018,1.138833821
p50001,2018,1.319050573
p48341,2018,0.848311507
p12131,2018,1.052812799
p48421,2018,0.690103558
p48439,2018,0.885540546
p19081,2018,0.993013627
p35015,2018,0.848311507
p48205,2018,0.848311507
p09160,2018,1.319050573
p19189,2018,1.247286552
p51600,2018,1.027442514
p35019,2018,0.956004168
p28163,2018,0.882640127
p51630,2018,1.027442514
p36115,2018,1.656660315
p36083,2018,1.656660315
p39055,2018,0.95106153
p31015,2018,0.993013627
p46043,2018,0.993013627
p24013,2018,1.027442514
p48047,2018,1.167321546
p51101,2018,0.957260461
p48087,2018,0.848311507
p28123,2018,1.253686869
p28049,2018,0.939342967
p48227,2018,0.848311507
p06091,2018,1.415386418
p16027,2018,1.626276739
p28093,2018,0.857541662
p26079,2018,1.153644277
p26013,2018,1.138833821
p42041,2018,1.188966093
p28009,2018,0.857541662
p13043,2018,0.873562314
p28115,2018,0.75820915
p38003,2018,1.064026592
p26103,2018,1.138833821
p48433,2018,0.848311507
p46035,2018,1.064026592
p48233,2018,0.848311507
p48075,2018,0.848311507
p48505,2018,1.167321546
p01067,2018,1.040235836
p24027,2018,1.027442514
p27031,2018,1.196863332
p31103,2018,0.573421352
p23007,2018,1.319050573
p28155,2018,0.75820915
p22093,2018,1.002093645
p38063,2018,0.942259369
p37013,2018,1.205409942
p28003,2018,0.823408118
p26041,2018,1.138833821
p26129,2018,1.153644277
p48261,2018,1.167321546
p13205,2018,0.873562314
p04015,2018,1.174829328
p28071,2018,0.882640127
p13007,2018,0.873562314
p40031,2018,0.821877186
p24017,2018,1.027442514
p40075,2018,0.821877186
p28139,2018,0.857541662
p09130,2018,1.319050573
p26011,2018,1.153644277
p51610,2018,1.027442514
p38039,2018,0.942259369
p28099,2018,0.75820915
p42099,2018,1.188966093
p28097,2018,0.882640127
p42067,2018,1.188966093
p42087,2018,1.188966093
p30057,2018,1.178429111
p16013,2018,1.178429111
p30021,2018,0.942259369
p46129,2018,0.899343084
p37049,2018,1.205409942
p37103,2018,1.205409942
p16031,2018,1.178429111
p51013,2018,1.027442514
p37133,2018,1.395714255
p01031,2018,1.141738644
p28121,2018,1.253686869
p36021,2018,1.656660315
p46003,2018,1.064026592
p28019,2018,0.75820915
p51095,2018,0.957260461
p51099,2018,1.027442514
p50015,2018,1.319050573
p16083,2018,1.626276739
p13099,2018,0.873562314
p11001,2018,1.027442514
p50019,2018,1.319050573
p13109,2018,1.534448355
p48151,2018,0.848311507
p35013,2018,1.442046323
p42027,2018,0.94469176
p48411,2018,0.817308813
p26039,2018,1.153644277
p42039,2018,0.97952198
p51510,2018,1.027442514
p35057,2018,1.544961589
p39007,2018,1.071700072
p30111,2018,0.486171729
p48111,2018,0.651234569
p30009,2018,0.486171729
p01061,2018,1.253686869
p06089,2018,1.415386418
p27069,2018,1.196863332
p12073,2018,1.201903129
p46069,2018,1.064026592
p26009,2018,1.1213433
p25019,2018,1.319050573
p46041,2018,0.899343084
p46137,2018,0.745753491
p22109,2018,0.976997786
p51097,2018,0.957260461
p28145,2018,0.75820915
p48335,2018,0.848311507
p37041,2018,0.957260461
p13275,2018,1.534448355
p13071,2018,1.534448355
p50007,2018,1.319050573
p32021,2018,1.626276739
p36103,2018,1.656660315
p28013,2018,0.75820915
p46053,2018,0.993013627
p24033,2018,1.027442514
p01045,2018,1.141738644
p35033,2018,1.544961589
p23027,2018,1.319050573
p30079,2018,0.522680626
p48483,2018,0.848311507
p48435,2018,1.167321546
p46017,2018,1.064026592
p48393,2018,0.848311507
p40129,2018,0.821877186
p09140,2018,1.319050573
p48217,2018,0.817308813
p36091,2018,1.656660315
p12077,2018,1.201903129
p06093,2018,1.415386418
p51830,2018,0.957260461
p16059,2018,1.178429111
p48327,2018,1.167321546
p26063,2018,0.95106153
p09170,2018,1.319050573
p48035,2018,0.817308813
p42053,2018,0.97952198
p38099,2018,0.942259369
p51700,2018,0.957260461
p51199,2018,0.957260461
p42133,2018,1.188966093
p51057,2018,0.957260461
p37029,2018,0.957260461
p36113,2018,1.656660315
p06057,2018,1.415386418
p24005,2018,1.027442514
p46121,2018,0.573421352
p46007,2018,0.573421352
p37143,2018,0.957260461
p46123,2018,0.573421352
p37187,2018,0.957260461
p12059,2018,1.052812799
p48077,2018,0.885540546
p23025,2018,1.319050573
p36031,2018,1.656660315
p36001,2018,1.656660315
p13201,2018,0.873562314
p28007,2018,0.882640127
p48367,2018,0.885540546
p51550,2018,0.957260461
p37139,2018,0.957260461
p28079,2018,1.253686869
p38097,2018,1.196863332
p24003,2018,1.027442514
p06103,2018,1.415386418
p51073,2018,0.957260461
p46107,2018,1.064026592
p26135,2018,1.153644277
p46015,2018,1.064026592
p48465,2018,1.167321546
p40009,2018,0.821877186
p12011,2018,1.179286027
p38035,2018,1.196863332
p41017,2018,1.415386418
p26069,2018,1.153644277
p48155,2018,0.848311507
p30067,2018,1.178429111
p48251,2018,0.885540546
p42047,2018,0.94469176
p16047,2018,1.626276739
p51193,2018,1.027442514
p48211,2018,0.690103558
p36027,2018,1.656660315
p48307,2018,1.167321546
p28089,2018,0.882640127
p51740,2018,0.957260461
p48197,2018,0.848311507
p48237,2018,0.885540546
p51650,2018,0.957260461
p48193,2018,0.817308813
p16067,2018,1.178429111
p51119,2018,0.957260461
p48275,2018,0.848311507
p12133,2018,1.052812799
p48333,2018,0.817308813
p12005,2018,1.052812799
p36093,2018,1.656660315
p40057,2018,0.848311507
p23009,2018,1.319050573
p06061,2018,1.415386418
p16037,2018,1.178429111
p32003,2018,1.19478292
p48329,2018,0.848311507
p48135,2018,0.848311507
p41013,2018,1.415386418
p24510,2018,1.027442514
p01069,2018,1.040235836
p32510,2018,1.626276739
p26153,2018,1.1213433
p26029,2018,1.1213433
p48495,2018,0.848311507
p46119,2018,1.064026592
p51159,2018,0.957260461
p42123,2018,0.97952198
p40033,2018,0.821877186
p36039,2018,1.656660315
p48173,2018,0.848311507
p48353,2018,0.848311507
p16015,2018,1.626276739
p06007,2018,1.415386418
p38091,2018,0.942259369
p24037,2018,1.027442514
p51735,2018,0.957260461
p13131,2018,0.873562314
p51710,2018,0.957260461
p37053,2018,0.957260461
p13087,2018,0.873562314
p50011,2018,1.319050573
p48207,2018,0.848311507
p26137,2018,1.153644277
p37095,2018,0.957260461
p12045,2018,1.201903129
p37031,2018,1.395714255
p16075,2018,1.626276739
p26003,2018,1.138833821
p51103,2018,0.957260461
p37137,2018,1.205409942
p48427,2018,1.167321546
p48215,2018,1.167321546
p12039,2018,1.201903129
p24009,2018,1.027442514
p32005,2018,1.626276739
p16045,2018,1.626276739
p48253,2018,0.848311507
p46065,2018,1.064026592
p12087,2018,1.179286027
p42049,2018,0.97952198
p06115,2018,1.415386418
p09190,2018,1.319050573
p51115,2018,0.957260461
p30033,2018,0.486171729
p48413,2018,1.167321546
p40065,2018,0.848311507
p37177,2018,0.957260461
p13253,2018,0.873562314
p51810,2018,0.957260461
p16025,2018,1.626276739
p30065,2018,0.486171729
p35027,2018,0.956004168
p48431,2018,0.848311507
p42043,2018,1.188966093
p40055,2018,0.821877186
p30019,2018,0.942259369
p16053,2018,1.626276739
p24025,2018,1.027442514
p26001,2018,1.153644277
p30055,2018,0.942259369
p46085,2018,1.064026592
p42023,2018,0.94469176
p30097,2018,1.178429111
p23019,2018,1.319050573
p38067,2018,0.942259369
p36057,2018,1.656660315
p51133,2018,0.957260461
p48301,2018,0.848311507
p42109,2018,1.188966093
p40141,2018,0.821877186
p36035,2018,1.656660315
p09120,2018,1.319050573
p30095,2018,1.178429111
p16063,2018,1.178429111
p42071,2018,1.188966093
p26119,2018,1.153644277
p42035,2018,0.94469176
p36111,2018,1.656660315
p48095,2018,1.167321546
p12086,2018,1.179286027
p51131,2018,0.957260461
p50013,2018,1.319050573
p48221,2018,0.885540546
p36019,2018,1.656660315
p41023,2018,1.415386418
p06017,2018,1.415386418
p36041,2018,1.656660315
p12063,2018,1.052812799
p36095,2018,1.656660315
p48363,2018,0.885540546
p46071,2018,0.558816285
p42083,2018,0.97952198
p24035,2018,1.027442514
p48485,2018,0.885540546
p46095,2018,0.573421352
p42119,2018,1.188966093
p24041,2018,1.027442514
p48489,2018,1.167321546
p26047,2018,1.1213433
p24029,2018,1.027442514
p36079,2018,1.656660315
p48009,2018,0.885540546
p48093,2018,0.817308813
p48141,2018,1.442046323
p48081,2018,0.848311507
p24019,2018,1.027442514
p12013,2018,1.201903129
p36013,2018,0.97952198
p48441,2018,0.848311507
p42075,2018,1.188966093
p23021,2018,1.319050573
p42097,2018,1.188966093
p06003,2018,1.415386418
p32009,2018,1.626276739
p46117,2018,1.064026592
p26097,2018,1.1213433
p51001,2018,0.957260461
p04012,2018,1.174829328
p26031,2018,1.1213433
p48143,2018,0.817308813
p48503,2018,0.885540546
p48425,2018,0.817308813
p48105,2018,1.167321546
p36119,2018,1.656660315
p46055,2018,0.558816285
p26007,2018,1.153644277
p48487,2018,0.848311507
p48389,2018,0.848311507
p48451,2018,1.167321546
p48023,2018,0.848311507
p24015,2018,1.027442514
p37055,2018,0.957260461
p16087,2018,1.626276739
p30069,2018,0.486171729
p24039,2018,0.957260461
p48049,2018,0.817308813
p26083,2018,1.138833821
p48109,2018,0.848311507
p48461,2018,0.848311507
p48103,2018,0.848311507
p48475,2018,0.848311507
p42105,2018,0.94469176
p41029,2018,1.415386418
p48383,2018,0.848311507
p48083,2018,1.167321546
p48447,2018,0.848311507
p04027,2018,1.174829328
p36033,2018,1.656660315
p48417,2018,0.848311507
p42029,2018,1.188966093
p16085,2018,1.626276739
p36071,2018,1.656660315
p06051,2018,1.415386418
p30037,2018,0.486171729
p35035,2018,1.442046323
p42107,2018,1.188966093
p36025,2018,1.656660315
p41001,2018,1.415386418
p36009,2018,0.97952198
p26141,2018,1.153644277
p48061,2018,1.167321546
p41019,2018,1.415386418
p42081,2018,1.188966093
p42011,2018,1.188966093
p46075,2018,0.573421352
p06105,2018,1.415386418
p48399,2018,0.848311507
p41069,2018,1.415386418
p06021,2018,1.415386418
p36077,2018,1.656660315
p06005,2018,1.415386418
p30105,2018,0.876443174
p24011,2018,1.027442514
p36059,2018,1.656660315
p23029,2018,1.319050573
p36043,2018,1.656660315
p42093,2018,1.188966093
p48235,2018,0.848311507
p48429,2018,0.885540546
p06101,2018,1.415386418
p36087,2018,1.656660315
p36105,2018,1.656660315
p48059,2018,0.848311507
p42117,2018,0.94469176
p42037,2018,1.188966093
p10003,2018,1.027442514
p10001,2018,1.027442514
p48371,2018,0.848311507
p16003,2018,1.626276739
p24045,2018,1.027442514
p36089,2018,1.656660315
p26095,2018,1.1213433
p06011,2018,1.415386418
p41039,2018,1.415386418
p30043,2018,1.178429111
p30027,2018,0.486171729
p06009,2018,1.415386418
p36003,2018,0.94469176
p10005,2018,1.027442514
p48133,2018,0.885540546
p06109,2018,1.415386418
p30007,2018,1.178429111
p30093,2018,1.178429111
p48229,2018,1.279601627
p34003,2018,1.656660315
p36005,2018,1.656660315
p48443,2018,1.167321546
p34033,2018,1.188966093
p24047,2018,0.957260461
p06067,2018,1.415386418
p36065,2018,1.656660315
p26033,2018,1.1213433
p42045,2018,1.188966093
p30107,2018,0.486171729
p36081,2018,1.656660315
p34031,2018,1.656660315
p36061,2018,1.656660315
p41031,2018,1.415386418
p42091,2018,1.188966093
p34037,2018,1.656660315
p34011,2018,1.188966093
p36029,2018,0.97952198
p42079,2018,1.188966093
p36049,2018,1.656660315
p36101,2018,0.94469176
p42113,2018,1.188966093
p42077,2018,1.188966093
p30071,2018,0.486171729
p36053,2018,1.656660315
p34015,2018,1.188966093
p06071,2018,1.022481251
p34017,2018,1.656660315
p06113,2018,1.415386418
p36047,2018,1.656660315
p34027,2018,1.656660315
p36017,2018,1.656660315
p42103,2018,1.656660315
p42025,2018,1.188966093
p34013,2018,1.656660315
p42015,2018,1.188966093
p06027,2018,1.039847326
p42127,2018,1.656660315
p30059,2018,1.178429111
p41033,2018,1.415386418
p06045,2018,1.415386418
p41043,2018,1.415386418
p42101,2018,1.188966093
p42017,2018,1.188966093
p30023,2018,1.178429111
p36085,2018,1.656660315
p06033,2018,1.415386418
p41065,2018,1.415386418
p34009,2018,1.188966093
p36121,2018,0.97952198
p34039,2018,1.656660315
p41061,2018,1.415386418
p42131,2018,1.188966093
p34025,2018,1.656660315
p06077,2018,1.415386418
p42095,2018,1.188966093
p23003,2018,1.319050573
p36007,2018,1.656660315
p48243,2018,0.848311507
p41059,2018,1.415386418
p34007,2018,1.188966093
p41049,2018,1.415386418
p06043,2018,1.415386418
p06065,2018,1.022481251
p06095,2018,1.415386418
p34023,2018,1.656660315
p06023,2018,1.415386418
p34001,2018,1.188966093
p41063,2018,1.415386418
p34005,2018,1.188966093
p42115,2018,1.656660315
p36051,2018,0.94469176
p34035,2018,1.656660315
p06015,2018,1.415386418
p41021,2018,1.415386418
p42089,2018,1.188966093
p06055,2018,1.415386418
p30045,2018,0.486171729
p36015,2018,0.94469176
p30081,2018,1.178429111
p36045,2018,1.656660315
p48043,2018,1.167321546
p06039,2018,1.415386418
p34041,2018,1.656660315
p30077,2018,1.178429111
p30039,2018,1.178429111
p06099,2018,1.415386418
p16049,2018,1.626276739
p36063,2018,0.86925969
p36075,2018,1.656660315
p34019,2018,1.188966093
p42069,2018,1.188966093
p41055,2018,1.415386418
p30049,2018,1.178429111
p41047,2018,1.415386418
p06019,2018,1.415386418
p36067,2018,1.656660315
p36023,2018,1.656660315
p36037,2018,0.97952198
p06025,2018,1.022481251
p36097,2018,0.94469176
p34021,2018,1.188966093
p41015,2018,1.415386418
p34029,2018,1.656660315
p36107,2018,0.94469176
p36069,2018,0.94469176
p06013,2018,1.415386418
p30005,2018,0.486171729
p41005,2018,1.415386418
p36123,2018,0.94469176
p06097,2018,1.415386418
p41011,2018,1.415386418
p06047,2018,1.415386418
p36109,2018,0.94469176
p36073,2018,0.97952198
p30013,2018,1.178429111
p36011,2018,1.656660315
p48377,2018,1.279601627
p36099,2018,0.94469176
p36055,2018,0.97952198
p06001,2018,1.415386418
p41027,2018,1.415386418
p41003,2018,1.415386418
p30015,2018,0.486171729
p06041,2018,1.415386418
p36117,2018,0.94469176
p53039,2018,1.415386418
p30063,2018,1.178429111
p06107,2018,1.039847326
p16069,2018,1.626276739
p06075,2018,1.415386418
p53005,2018,1.415386418
p06085,2018,1.415386418
p41053,2018,1.415386418
p41051,2018,1.415386418
p41041,2018,1.415386418
p30041,2018,0.486171729
p06029,2018,1.039847326
p06081,2018,1.415386418
p53003,2018,1.415386418
p53023,2018,1.415386418
p16061,2018,1.626276739
p53013,2018,1.415386418
p53071,2018,1.415386418
p53059,2018,1.415386418
p53077,2018,1.415386418
p41071,2018,1.415386418
p53011,2018,1.415386418
p41067,2018,1.415386418
p16035,2018,1.178429111
p53021,2018,1.415386418
p30099,2018,1.178429111
p30061,2018,1.178429111
p06069,2018,1.415386418
p06087,2018,1.415386418
p30047,2018,1.178429111
p41057,2018,1.415386418
p30089,2018,1.178429111
p06031,2018,1.415386418
p53075,2018,1.415386418
p06073,2018,1.022481251
p06053,2018,1.415386418
p41009,2018,1.415386418
p30029,2018,1.178429111
p53015,2018,1.415386418
p16057,2018,1.626276739
p16079,2018,1.178429111
p30051,2018,0.486171729
p53041,2018,1.415386418
p53025,2018,1.415386418
p30073,2018,1.178429111
p53001,2018,1.415386418
p06037,2018,1.039847326
p53037,2018,1.415386418
p41007,2018,1.415386418
p30101,2018,0.486171729
p53069,2018,1.415386418
p53053,2018,1.415386418
p16009,2018,1.626276739
p30035,2018,1.178429111
p53067,2018,1.415386418
p06079,2018,1.415386418
p53017,2018,1.415386418
p53049,2018,1.415386418
p53063,2018,1.415386418
p53043,2018,1.415386418
p53007,2018,1.415386418
p53033,2018,1.415386418
p16055,2018,1.626276739
p06111,2018,1.039847326
p30053,2018,1.178429111
p06059,2018,1.022481251
p53027,2018,1.415386418
p06083,2018,1.039847326
p53045,2018,1.415386418
p53065,2018,1.415386418
p16017,2018,1.178429111
p53019,2018,1.415386418
p53035,2018,1.415386418
p53061,2018,1.415386418
p53047,2018,1.415386418
p53051,2018,1.415386418
p53031,2018,1.415386418
p53029,2018,1.415386418
p16021,2018,1.178429111
p53057,2018,1.415386418
p53009,2018,1.415386418
p53073,2018,1.415386418
p53055,2018,1.415386418
p31039,2016,0.887713263
p19137,2016,0.770747521
p29186,2016,1.18972653
p29107,2016,0.841612665
p08007,2016,1.215618739
p27021,2016,1.143337866
p21029,2016,0.930095242
p29055,2016,1.188122156
p38055,2016,0.836781637
p05067,2016,1.017965516
p47125,2016,0.929703238
p55095,2016,0.992965015
p13169,2016,0.843874274
p48089,2016,0.771603728
p21021,2016,1.119650837
p18019,2016,0.961893932
p22079,2016,1.147587671
p31111,2016,0.722719272
p47079,2016,0.929703238
p22115,2016,1.147587671
p18141,2016,0.967770062
p27003,2016,1.217552343
p19107,2016,0.975902824
p40041,2016,0.769397693
p46029,2016,1.284668036
p12035,2016,1.191089585
p56025,2016,0.537342564
p21039,2016,0.75196021
p31121,2016,0.799647527
p31113,2016,0.722719272
p17127,2016,0.801832984
p22009,2016,1.147587671
p21229,2016,1.119650837
p21015,2016,0.88093073
p55001,2016,1.151953859
p41025,2016,1.013328249
p27037,2016,1.217552343
p38061,2016,1.062121971
p29183,2016,1.126245772
p18131,2016,1.192013385
p18083,2016,1.110097812
p49041,2016,0.95932598
p55121,2016,1.070532714
p22059,2016,1.147587671
p18061,2016,0.991782588
p01115,2016,0.686404285
p31067,2016,0.784269405
p40103,2016,0.880309996
p08089,2016,0.74832171
p45055,2016,1.171332767
p51169,2016,0.917542476
p19177,2016,0.975902824
p47145,2016,1.11687415
p39151,2016,1.141151982
p26161,2016,1.081315136
p20121,2016,0.958400405
p20011,2016,0.958400405
p31047,2016,0.722719272
p37135,2016,1.086462392
p01117,2016,0.686404285
p56005,2016,0.481223856
p21031,2016,0.971896695
p29073,2016,1.188122156
p31097,2016,0.784269405
p37161,2016,1.361719927
p33013,2016,1.511384949
p24023,2016,0.980665696
p21101,2016,1.003668781
p31085,2016,0.722719272
p20107,2016,0.958400405
p19103,2016,0.96074049
p48163,2016,1.243798361
p45085,2016,1.171332767
p55119,2016,1.080302874
p18155,2016,0.939357304
p29219,2016,1.126245772
p08069,2016,0.706007849
p05135,2016,1.017965516
p37035,2016,1.11290767
p21195,2016,1.104457178
p40113,2016,0.880309996
p40021,2016,0.935853331
p49015,2016,0.95932598
p47035,2016,1.11687415
p40035,2016,0.938794927
p17167,2016,0.891537641
p35045,2016,1.058017514
p19055,2016,1.050348101
p19051,2016,0.975902824
p12075,2016,1.337757158
p19105,2016,1.050348101
p55027,2016,1.151953859
p54017,2016,0.85973292
p40083,2016,0.880309996
p55115,2016,1.080302874
p55101,2016,0.927874286
p27141,2016,1.180641177
p31155,2016,0.887713263
p27145,2016,1.180641177
p29207,2016,1.058132016
p45067,2016,1.221304855
p21145,2016,0.75196021
p29095,2016,0.841612665
p47093,2016,1.11687415
p31021,2016,0.887713263
p17017,2016,0.891537641
p56021,2016,0.575350889
p49043,2016,1.593540438
p18045,2016,1.054693655
p27009,2016,1.180641177
p21161,2016,0.966862878
p27059,2016,1.180641177
p17087,2016,0.878150392
p08107,2016,1.208077344
p31153,2016,0.770747521
p21183,2016,0.971896695
p05081,2016,0.976969428
p27123,2016,1.217552343
p29009,2016,0.965100278
p48079,2016,0.836482264
p32007,2016,1.077503055
p55073,2016,1.080302874
p18149,2016,0.967770062
p29167,2016,1.234701981
p45075,2016,1.149949687
p32015,2016,1.077503055
p04007,2016,1.213501711
p08123,2016,0.706007849
p04009,2016,1.058017514
p12107,2016,1.191089585
p54023,2016,0.980665696
p42051,2016,0.892621233
p27163,2016,1.217552343
p40145,2016,0.938794927
p40127,2016,0.891514742
p27157,2016,1.312664187
p46109,2016,1.284668036
p28041,2016,1.457974197
p51083,2016,1.029842742
p37097,2016,1.11290767
p21023,2016,0.966862878
p39079,2016,0.889381809
p39135,2016,1.328593856
p26127,2016,1.048621541
p56037,2016,1.593540438
p20005,2016,0.811682011
p19113,2016,1.050348101
p29177,2016,0.841612665
p08045,2016,1.090074472
p54031,2016,0.980665696
p12103,2016,1.211078829
p18127,2016,1.192013385
p38049,2016,1.062121971
p35006,2016,1.058017514
p04019,2016,1.330966322
p27007,2016,1.143337866
p55135,2016,1.080302874
p54077,2016,0.980665696
p55089,2016,0.927874286
p56011,2016,0.481223856
p29071,2016,1.18972653
p18163,2016,1.110097812
p12119,2016,1.337757158
p12101,2016,1.211078829
p32033,2016,1.118116034
p17193,2016,1.110097812
p55131,2016,1.048621541
p18055,2016,0.937859419
p45071,2016,1.171332767
p51037,2016,1.029842742
p21095,2016,1.104457178
p01037,2016,1.190948781
p48055,2016,0.771603728
p55117,2016,1.048621541
p40147,2016,0.669298762
p35043,2016,1.215618739
p27169,2016,1.312664187
p20091,2016,0.841612665
p29165,2016,0.811682011
p05065,2016,1.017965516
p20001,2016,0.958400405
p54057,2016,0.980665696
p56009,2016,0.575350889
p31025,2016,0.784269405
p40089,2016,0.891514742
p39169,2016,1.141151982
p33019,2016,1.511384949
p29221,2016,1.18972653
p38089,2016,0.730391918
p21117,2016,0.88093073
p31041,2016,0.722719272
p08043,2016,0.789859588
p47161,2016,0.929703238
p29021,2016,0.811682011
p19165,2016,0.770747521
p38083,2016,1.062121971
p40111,2016,0.935853331
p12069,2016,0.938443344
p13015,2016,1.187954642
p17129,2016,0.891537641
p40005,2016,0.891514742
p48159,2016,0.912498907
p01009,2016,0.686404285
p04011,2016,1.058017514
p49027,2016,1.118116034
p48255,2016,1.243798361
p08055,2016,0.74832171
p37003,2016,1.11290767
p26021,2016,0.967770062
p27025,2016,1.217552343
p19011,2016,1.050348101
p18065,2016,1.328593856
p55097,2016,1.080302874
p45063,2016,1.171332767
p55039,2016,1.048621541
p37033,2016,1.086462392
p21113,2016,1.119650837
p12031,2016,0.803719451
p08001,2016,0.669736004
p47107,2016,1.11687415
p21083,2016,0.75196021
p21059,2016,1.119836503
p20045,2016,0.992076042
p19123,2016,0.975902824
p54093,2016,0.980665696
p18135,2016,1.328593856
p31173,2016,0.956073167
p54001,2016,0.85973292
p21091,2016,1.119836503
p17199,2016,0.878150392
p20171,2016,0.792081202
p28039,2016,1.165444833
p01003,2016,1.457974197
p18077,2016,1.041586008
p04005,2016,1.213501711
p55035,2016,1.070532714
p05143,2016,0.769397693
p31117,2016,0.722719272
p21081,2016,0.88093073
p18043,2016,0.991782588
p39095,2016,1.081315136
p20209,2016,0.841612665
p51143,2016,1.029842742
p29059,2016,1.234701981
p39005,2016,1.141151982
p48303,2016,0.836482264
p18167,2016,0.937859419
p47083,2016,0.929703238
p19007,2016,0.975902824
p49009,2016,1.220056051
p26105,2016,1.048621541
p55067,2016,1.080302874
p01121,2016,1.190948781
p08073,2016,0.789859588
p27061,2016,1.143337866
p20177,2016,0.992076042
p12117,2016,0.938443344
p54027,2016,0.980665696
p48449,2016,0.912498907
p37045,2016,1.361719927
p05023,2016,1.017965516
p41045,2016,1.013328249
p08087,2016,0.669736004
p08103,2016,1.090074472
p29041,2016,1.04922936
p48369,2016,0.836482264
p19129,2016,0.770747521
p12007,2016,1.191089585
p56007,2016,1.220056051
p48325,2016,1.243798361
p29175,2016,1.04922936
p13159,2016,0.843874274
p17181,2016,0.878150392
p37077,2016,1.029842742
p54033,2016,0.85973292
p28131,2016,1.165444833
p40071,2016,0.880309996
p39037,2016,1.328593856
p31055,2016,0.887713263
p08083,2016,1.058017514
p35023,2016,1.330966322
p04003,2016,1.330966322
p22039,2016,1.147587671
p56031,2016,0.537342564
p21149,2016,0.971896695
p20083,2016,0.792081202
p21239,2016,1.119650837
p12009,2016,0.938443344
p20093,2016,0.792081202
