ba,node_b,bin,cap_mw,marginal_$_per_MW,marginal_$_per_kW,cum_cap_mw_node
p63,b001057,7,254.67382556307308,558476.2277283575,558.4762277283576,582.8282846713369
p63,b001057,8,52.45880751727415,1455670.1695349184,1455.6701695349184,635.287092188611
p63,b001057,9,36.04776213855164,1546788.41881199,1546.78841881199,671.3348543271627
p63,b001057,11,11.04931261527872,2647143.4430617127,2647.143443061713,682.3841669424414
p63,b001057,12,53.26718196445777,13324546.040327424,13324.546040327425,735.6513489068992
p63,b001154,4,46.612042954957474,230844.972823203,230.844972823203,46.612042954957474
p63,b001154,8,0.3724155514144056,1455670.1695349184,1455.6701695349184,46.98445850637188
p63,b001208,0,22.470033597116583,20387.568418505747,20.387568418505747,22.470033597116583
p63,b001208,8,1.309218102288127,1455670.1695349184,1455.6701695349184,23.77925169940471
p63,b001208,9,6.476073866261,1546788.41881199,1546.78841881199,30.25532556566571
p63,b001208,10,6.845061404800844,1798049.4042675337,1798.0494042675336,37.10038697046655
p63,b001208,11,1.6503731470681369,2647143.4430617127,2647.143443061713,38.75076011753469
p63,b001316,8,0.3724155514144056,1455670.1695349184,1455.6701695349184,0.3724155514144056
p63,b001358,7,0.135696863391189,558476.2277283575,558.4762277283576,0.135696863391189
p63,b001358,8,0.3724155514144056,1455670.1695349184,1455.6701695349184,0.5081124148055945
p63,b001358,9,0.4717147709458228,1546788.41881199,1546.78841881199,0.9798271857514174
p63,b001358,10,0.0113931521807728,1798049.4042675337,1798.0494042675336,0.9912203379321902
p63,b001358,11,1.6609768427549905,2647143.4430617127,2647.143443061713,2.652197180687181
p63,b001449,0,168.0,20387.568418505747,20.387568418505747,168.0
p63,b001707,4,2.323278058036391,230844.972823203,230.844972823203,2.323278058036391
p63,b001707,8,0.3724155514143923,1455670.1695349184,1455.6701695349184,2.6956936094507835
p63,b001736,8,0.3724155514144056,1455670.1695349184,1455.6701695349184,0.3724155514144056
p63,b001811,2,10.743733157387055,116549.41439949298,116.54941439949296,10.743733157387055
p63,b001811,4,1.2636199089399405,230844.972823203,230.844972823203,12.007353066326996
p63,b001811,8,0.3724155514143914,1455670.1695349184,1455.6701695349184,12.379768617741387
p63,b001811,12,3.577632245566917,13324546.040327424,13324.546040327425,15.957400863308305
p63,b001913,8,0.3724155514143914,1455670.1695349184,1455.6701695349184,0.3724155514143914
p63,b001992,8,0.3724155514143914,1455670.1695349184,1455.6701695349184,0.3724155514143914
p63,b002062,2,63.04204854764031,116549.41439949298,116.54941439949296,63.04204854764031
p63,b002062,5,69.69181440975089,294196.8424194549,294.19684241945487,132.7338629573912
p63,b002062,6,10.057422103232051,401464.1098962409,401.4641098962409,142.79128506062327
p63,b002062,8,0.3724155514144056,1455670.1695349184,1455.6701695349184,143.16370061203767
p63,b002062,9,24.209027786897096,1546788.41881199,1546.78841881199,167.37272839893475
p63,b002062,10,15.68969162272742,1798049.4042675337,1798.0494042675336,183.06242002166218
p63,b002062,11,29.717868877440385,2647143.4430617127,2647.143443061713,212.78028889910257
p63,b002062,12,1.6367952790777691,13324546.040327424,13324.546040327425,214.41708417818035
p63,b002103,8,0.3724155514144056,1455670.1695349184,1455.6701695349184,0.3724155514144056
p63,b002103,11,30.65280328092506,2647143.4430617127,2647.143443061713,31.025218832339466
p63,b002178,5,8.565774062172494,294196.8424194549,294.19684241945487,8.565774062172494
p63,b002178,6,3.867867740350845,401464.1098962409,401.4641098962409,12.43364180252334
p63,b002178,8,34.96834746999344,1455670.1695349184,1455.6701695349184,47.40198927251678
p63,b002178,9,22.192263744177627,1546788.41881199,1546.78841881199,69.59425301669441
p63,b002178,10,2.881818111452389,1798049.4042675337,1798.0494042675336,72.4760711281468
p63,b002178,12,1.29291213267123,13324546.040327424,13324.546040327425,73.76898326081802
p63,b002267,8,0.3724155514144056,1455670.1695349184,1455.6701695349184,0.3724155514144056
p63,b002267,12,0.6010110560920323,13324546.040327424,13324.546040327425,0.973426607506438
p63,b002347,2,14.138072828200634,116549.41439949298,116.54941439949296,14.138072828200634
p63,b002347,7,24.618730770397494,558476.2277283575,558.4762277283576,38.756803598598125
p63,b002347,8,0.3724155514143914,1455670.1695349184,1455.6701695349184,39.12921915001252
p63,b002347,9,43.6800929443794,1546788.41881199,1546.78841881199,82.80931209439191
p63,b002373,0,93.2861729019741,20387.568418505747,20.387568418505747,93.2861729019741
p63,b002373,8,4.114156739672834,1455670.1695349184,1455.6701695349184,97.40032964164693
p63,b002373,12,0.1355341723613744,13324546.040327424,13324.546040327425,97.53586381400831
p63,b002379,0,40.42935878332793,20387.568418505747,20.387568418505747,40.42935878332793
p63,b002379,1,16.898145469445225,68201.60623169896,68.20160623169896,57.32750425277315
p63,b002379,2,1.1908411926641946,116549.41439949298,116.54941439949296,58.51834544543735
p63,b002379,4,277.1498521862157,230844.972823203,230.844972823203,335.668197631653
p63,b002379,6,2.1418391716225638,401464.1098962409,401.4641098962409,337.81003680327564
p63,b002379,8,0.3724155514144056,1455670.1695349184,1455.6701695349184,338.18245235469004
p63,b002522,6,13.46776521597962,401464.1098962409,401.4641098962409,13.46776521597962
p63,b002522,8,182.02083307846044,1455670.1695349184,1455.6701695349184,195.48859829444007
p63,b002522,9,158.50593980406498,1546788.41881199,1546.78841881199,353.994538098505
p63,b002522,12,0.1912625611489597,13324546.040327424,13324.546040327425,354.185800659654
p63,b002540,0,19.493781733372305,20387.568418505747,20.387568418505747,19.493781733372305
p63,b002540,6,30.95604826808912,401464.1098962409,401.4641098962409,50.44983000146142
p63,b002540,7,19.216181140090743,558476.2277283575,558.4762277283576,69.66601114155216
p63,b002540,8,0.3724155514143914,1455670.1695349184,1455.6701695349184,70.03842669296655
p63,b002540,12,5.647650297020206,13324546.040327424,13324.546040327425,75.68607698998676
p63,b002639,0,478.4437991671912,20387.568418505747,20.387568418505747,478.4437991671912
p63,b002639,8,0.3724155514144056,1455670.1695349184,1455.6701695349184,478.8162147186056
p63,b002645,8,0.3724155514144056,1455670.1695349184,1455.6701695349184,0.3724155514144056
p63,b002647,4,2.0193734925991293,230844.972823203,230.844972823203,2.0193734925991293
p63,b002647,5,91.20607798485037,294196.8424194549,294.19684241945487,93.2254514774495
p63,b002647,8,2.322100230723662,1455670.1695349184,1455.6701695349184,95.54755170817316
p63,b002647,11,34.76337359062005,2647143.4430617127,2647.143443061713,130.31092529879322
p63,b002687,0,8.906838213323931,20387.568418505747,20.387568418505747,8.906838213323931
p63,b002687,2,20.041312586527678,116549.41439949298,116.54941439949296,28.94815079985161
p63,b002687,8,0.3724155514143914,1455670.1695349184,1455.6701695349184,29.320566351266
p63,b002716,0,1.1581735161802088e-13,20387.568418505747,20.387568418505747,1.1581735161802088e-13
p63,b002716,2,2.350949196812096,116549.41439949298,116.54941439949296,2.350949196812212
p63,b002716,5,3.6126488888474304,294196.8424194549,294.19684241945487,5.963598085659642
p63,b002716,6,3.339158297691626,401464.1098962409,401.4641098962409,9.302756383351268
p63,b002716,7,0.7250344530565479,558476.2277283575,558.4762277283576,10.027790836407815
p63,b002716,8,0.9219045408870108,1455670.1695349184,1455.6701695349184,10.949695377294827
p63,b002716,11,23.55267876272212,2647143.4430617127,2647.143443061713,34.50237414001695
p63,b002716,12,0.0256913331103944,13324546.040327424,13324.546040327425,34.52806547312734
p63,b002734,0,22.82624806357192,20387.568418505747,20.387568418505747,22.82624806357192
p63,b002734,1,411.5438862816086,68201.60623169896,68.20160623169896,434.37013434518053
p63,b002734,4,52.44714160010835,230844.972823203,230.844972823203,486.8172759452889
p63,b002734,8,0.3724155514144056,1455670.1695349184,1455.6701695349184,487.1896914967033
p63,b002734,9,2.0410062776361984,1546788.41881199,1546.78841881199,489.2306977743395
p63,b002734,11,99.78054283468182,2647143.4430617127,2647.143443061713,589.0112406090213
p63,b002863,5,215.0419104598334,294196.8424194549,294.19684241945487,215.0419104598334
p63,b002863,6,18.95808954016661,401464.1098962409,401.4641098962409,234.0
p63,b002876,0,53.61163783470023,20387.568418505747,20.387568418505747,53.61163783470023
p63,b002876,8,0.3724155514144056,1455670.1695349184,1455.6701695349184,53.98405338611464
p63,b002998,0,12.296476338488022,20387.568418505747,20.387568418505747,12.296476338488022
