region,capacity_GW,cum_cost_$,slope_$/kW
b355cb4ba1b964c33e6ff093d6501ed2,28.560343,4970428168.8,721.0673
b355cb4ba1b964c33e6ff093d6501ed2,29.944979,6342638942.8,991.0264
b355cb4ba1b964c33e6ff093d6501ed2,31.228529,7926756102.9,1234.1686
b355cb4ba1b964c33e6ff093d6501ed2,32.945246,10585882425.8,1548.9602
b355cb4ba1b964c33e6ff093d6501ed2,32.969974,10639361587.3,2162.6966
b355cb4ba1b964c33e6ff093d6501ed2,32.989341,10684963737.2,2354.6316
b355cb4ba1b964c33e6ff093d6501ed2,34.753155,15672997380.8,2827.9817
b355cb4ba1b964c33e6ff093d6501ed2,34.775762,15892484984.2,9708.8337
b5be3a471b0c9c04dc99b1becf49e3dc,6.063592,1678712963.5,
b5be3a471b0c9c04dc99b1becf49e3dc,9.043735,0.0,-563.2995
b5be3a471b0c9c04dc99b1becf49e3dc,9.67632,32749535.7,51.771
b5be3a471b0c9c04dc99b1becf49e3dc,11.522679,199610764.3,90.3731
b5be3a471b0c9c04dc99b1becf49e3dc,12.481605,407349245.0,216.6366
b5be3a471b0c9c04dc99b1becf49e3dc,12.647002,612648807.6,1241.2532
b5be3a471b0c9c04dc99b1becf49e3dc,13.132339,1273903511.1,1362.4651
b5be3a471b0c9c04dc99b1becf49e3dc,13.204653,1382981095.4,1508.3882
b5be3a471b0c9c04dc99b1becf49e3dc,13.551426,1997615600.6,1772.4405
b5be3a471b0c9c04dc99b1becf49e3dc,13.957305,4466888021.5,6083.7649
b5be3a471b0c9c04dc99b1becf49e3dc,13.988505,4754367177.6,9214.0755
b5be3a471b0c9c04dc99b1becf49e3dc,14.356447,8231177686.7,9449.3439
b5be3a471b0c9c04dc99b1becf49e3dc,14.35865,8279336796.6,21860.6945
b5be3a471b0c9c04dc99b1becf49e3dc,14.358683,8838795588.0,16953296.7092
b7687c633dd4a085a428626479838633,18.060226,0.0,
b7687c633dd4a085a428626479838633,22.973573,62899320.5,12.8017
b7687c633dd4a085a428626479838633,25.780336,178232860.2,41.0913
b7687c633dd4a085a428626479838633,27.15403,322324712.2,104.8937
b7687c633dd4a085a428626479838633,30.0663,1004104604.5,234.106
b7687c633dd4a085a428626479838633,86.316468,36873931490.1,637.6839
b7687c633dd4a085a428626479838633,106.227354,49861889547.5,652.3044
b7687c633dd4a085a428626479838633,189.314407,105774018738.8,672.9343
b7687c633dd4a085a428626479838633,262.475167,155551445394.4,680.3842
b7687c633dd4a085a428626479838633,278.205791,166565806215.8,700.1859
b7687c633dd4a085a428626479838633,280.149395,168069925647.5,773.8816
b7687c633dd4a085a428626479838633,481.740184,325529542550.3,781.0854
b7687c633dd4a085a428626479838633,481.991443,326857526947.3,5285.3207
bce66f1b478885743e24754e2296e7ad,9.019571,0.0,
bce66f1b478885743e24754e2296e7ad,10.485223,94115159.5,64.2139
bce66f1b478885743e24754e2296e7ad,11.560736,171325540.5,71.7894
bce66f1b478885743e24754e2296e7ad,12.77728,278304869.6,87.9371
bce66f1b478885743e24754e2296e7ad,16.145153,768698605.4,145.6093
bce66f1b478885743e24754e2296e7ad,17.746372,1181155136.2,257.5891
bce66f1b478885743e24754e2296e7ad,17.982874,1246352761.9,275.6747
bce66f1b478885743e24754e2296e7ad,19.600512,1897094212.3,402.2788
bce66f1b478885743e24754e2296e7ad,20.083706,2198468122.3,623.712
bce66f1b478885743e24754e2296e7ad,20.278647,2333642198.6,693.4102
bce66f1b478885743e24754e2296e7ad,22.563041,4168205028.6,803.0851
bce66f1b478885743e24754e2296e7ad,26.736327,7685142101.6,842.7261
bce66f1b478885743e24754e2296e7ad,29.216626,10045289049.6,951.5574
bce66f1b478885743e24754e2296e7ad,35.446309,18306900328.7,1326.1688
bce66f1b478885743e24754e2296e7ad,35.765405,19194129792.1,2780.4468
bce66f1b478885743e24754e2296e7ad,35.769104,19231788834.6,10180.8712
c46de094adb6809e259eeb712bab99ab,13.169469,0.0,
c46de094adb6809e259eeb712bab99ab,13.777081,35667731.5,58.7015
c46de094adb6809e259eeb712bab99ab,17.428013,272441739.9,64.853
c46de094adb6809e259eeb712bab99ab,18.785106,440033787.2,123.4934
c46de094adb6809e259eeb712bab99ab,20.810562,904492811.5,229.3108
c46de094adb6809e259eeb712bab99ab,21.226915,1022957586.9,284.5297
c46de094adb6809e259eeb712bab99ab,21.52664,1172166089.0,497.818
c46de094adb6809e259eeb712bab99ab,21.591757,1208869477.3,563.6529
c46de094adb6809e259eeb712bab99ab,21.743059,1305839477.1,640.9036
c46de094adb6809e259eeb712bab99ab,22.561489,1979798504.0,823.4779
c46de094adb6809e259eeb712bab99ab,23.769003,3066204522.7,899.7047
c46de094adb6809e259eeb712bab99ab,25.684008,5062572521.8,1042.4871
c46de094adb6809e259eeb712bab99ab,27.558934,7401480941.6,1247.4671
c46de094adb6809e259eeb712bab99ab,30.493745,12806392293.0,1841.6557
c46de094adb6809e259eeb712bab99ab,31.620623,15447257636.7,2343.5237
c4bac66feffe913fc075a4fd7d7b9749,2.902138,0.0,
c4bac66feffe913fc075a4fd7d7b9749,3.75833,134861021.2,157.5126
c4bac66feffe913fc075a4fd7d7b9749,4.241073,648041548.9,1063.0512
c4bac66feffe913fc075a4fd7d7b9749,52.136107,68964453180.2,1426.3778
c4bac66feffe913fc075a4fd7d7b9749,52.43508,70104095889.2,3811.8583
c6df310b558954a2b696cddebacb33b4,13.925518,65306670.7,
c6df310b558954a2b696cddebacb33b4,18.513228,0.0,-14.2351
c6df310b558954a2b696cddebacb33b4,19.562382,39154378.4,37.32
c6df310b558954a2b696cddebacb33b4,25.675322,749629696.5,116.2248
c6df310b558954a2b696cddebacb33b4,27.166122,950209727.3,134.5452
c6df310b558954a2b696cddebacb33b4,27.284559,973906386.4,200.0782
c6df310b558954a2b696cddebacb33b4,29.115755,2241691400.6,692.3262
c6df310b558954a2b696cddebacb33b4,41.164529,10705255389.2,702.4419
c6df310b558954a2b696cddebacb33b4,59.392021,25806092310.7,828.4649
c6df310b558954a2b696cddebacb33b4,65.25711,30966123012.3,879.7873
c6df310b558954a2b696cddebacb33b4,153.76565,123866151143.3,1049.6165
c6df310b558954a2b696cddebacb33b4,158.063046,128757293852.0,1138.1643
c6df310b558954a2b696cddebacb33b4,171.963152,148380425270.7,1411.7253
c6df310b558954a2b696cddebacb33b4,171.977997,148572937519.1,12968.1541
cbecf7f8ad2b6aed586ae7818efa528d,1.673502,0.0,
cbecf7f8ad2b6aed586ae7818efa528d,2.479364,356622242.6,442.5351
cbecf7f8ad2b6aed586ae7818efa528d,4.265753,1834240005.6,827.1534
cbecf7f8ad2b6aed586ae7818efa528d,4.809856,2296011386.3,848.6838
cbecf7f8ad2b6aed586ae7818efa528d,16.985291,19216624291.4,1389.7337
cbecf7f8ad2b6aed586ae7818efa528d,59.696603,79858024283.2,1419.7972
cbecf7f8ad2b6aed586ae7818efa528d,81.663634,111162996654.2,1425.0889
cd68f69f916d3a21378ed4f2c353a5f2,24.974807,0.0,
cd68f69f916d3a21378ed4f2c353a5f2,31.142448,282976774.5,45.8809
cd68f69f916d3a21378ed4f2c353a5f2,33.548992,432105411.5,61.968
cd68f69f916d3a21378ed4f2c353a5f2,40.382238,1462047762.6,150.7252
cd68f69f916d3a21378ed4f2c353a5f2,43.676494,2090025313.0,190.628
cd68f69f916d3a21378ed4f2c353a5f2,52.722166,4286547841.6,242.8258
cd68f69f916d3a21378ed4f2c353a5f2,57.450276,5798884149.2,319.8606
cd68f69f916d3a21378ed4f2c353a5f2,61.33855,7318430767.4,390.8024
cd68f69f916d3a21378ed4f2c353a5f2,61.534863,7429686882.7,566.7282
cd68f69f916d3a21378ed4f2c353a5f2,62.549256,8065547158.6,626.8382
cd68f69f916d3a21378ed4f2c353a5f2,69.269681,12463472045.4,654.4117
cd68f69f916d3a21378ed4f2c353a5f2,69.56637,12703312897.2,808.3915
cd68f69f916d3a21378ed4f2c353a5f2,69.979786,13072250920.4,892.4135
cd68f69f916d3a21378ed4f2c353a5f2,79.983527,23884088599.4,1080.7794
cd68f69f916d3a21378ed4f2c353a5f2,96.824537,43799240751.0,1182.5391
cd68f69f916d3a21378ed4f2c353a5f2,101.169838,49835640694.0,1389.1788
cd68f69f916d3a21378ed4f2c353a5f2,102.948396,52442874578.1,1465.9257
cd68f69f916d3a21378ed4f2c353a5f2,104.633133,55331661822.8,1714.6814
cd68f69f916d3a21378ed4f2c353a5f2,104.878733,56090328842.0,3089.0351
cd68f69f916d3a21378ed4f2c353a5f2,105.29513,57511516631.7,3413.0596
d357ed0a280ef2316fad80a87b83bbb9,19.896484,0.0,
d357ed0a280ef2316fad80a87b83bbb9,21.966883,36712146.2,17.7319
d357ed0a280ef2316fad80a87b83bbb9,23.05152,79970750.4,39.883
d357ed0a280ef2316fad80a87b83bbb9,24.53232,236007025.0,105.373
d357ed0a280ef2316fad80a87b83bbb9,25.223364,314187101.0,113.1333
d357ed0a280ef2316fad80a87b83bbb9,26.448646,582480825.9,218.9649
d357ed0a280ef2316fad80a87b83bbb9,26.780928,684680415.8,307.5688
d357ed0a280ef2316fad80a87b83bbb9,31.217117,2485473725.0,405.9325
d357ed0a280ef2316fad80a87b83bbb9,35.896425,5037975173.5,545.4869
d357ed0a280ef2316fad80a87b83bbb9,37.074683,5982880729.1,801.9513
d357ed0a280ef2316fad80a87b83bbb9,37.143172,6052837385.3,1021.4291
d357ed0a280ef2316fad80a87b83bbb9,37.673318,6671601560.6,1167.1581
d357ed0a280ef2316fad80a87b83bbb9,54.622984,27090002328.9,1204.6492
d6f0e955341feea93248e49ec223acb4,3.99548,0.0,
d6f0e955341feea93248e49ec223acb4,4.732393,115740672.2,157.0615
d6f0e955341feea93248e49ec223acb4,4.941851,158418355.9,203.7529
d6f0e955341feea93248e49ec223acb4,5.228006,220197122.2,215.8927
d6f0e955341feea93248e49ec223acb4,5.498996,330955009.6,408.7158
d6f0e955341feea93248e49ec223acb4,5.681271,436407649.7,578.5359
d6f0e955341feea93248e49ec223acb4,6.33862,852881091.0,633.5652
d6f0e955341feea93248e49ec223acb4,8.351441,3932144883.4,1529.825
d6f0e955341feea93248e49ec223acb4,11.525402,9236012480.1,1671.0563
d6f0e955341feea93248e49ec223acb4,11.727351,9972824409.4,3648.505
d6f0e955341feea93248e49ec223acb4,12.483143,13048621767.0,4069.6347
dcb08f45f5327ad0a33a15d5c66f4111,3.983397,0.0,
dcb08f45f5327ad0a33a15d5c66f4111,7.989526,147305889.1,36.7701
dcb08f45f5327ad0a33a15d5c66f4111,8.664506,180150720.7,48.6605
dcb08f45f5327ad0a33a15d5c66f4111,11.140383,624123116.3,179.3192
dcb08f45f5327ad0a33a15d5c66f4111,13.7618,1831785764.0,460.6908
dcb08f45f5327ad0a33a15d5c66f4111,13.877006,2097617525.1,2307.4472
dcb08f45f5327ad0a33a15d5c66f4111,14.793123,4767532579.0,2914.3822
dcb08f45f5327ad0a33a15d5c66f4111,15.02903,5499097270.9,3101.0724
dcb08f45f5327ad0a33a15d5c66f4111,15.061426,6472528891.5,30047.8954
dcb08f45f5327ad0a33a15d5c66f4111,15.06185,6506957857.8,81200.3923
dcb08f45f5327ad0a33a15d5c66f4111,15.062551,6671782347.4,235127.6599
dcb08f45f5327ad0a33a15d5c66f4111,15.062786,6815352232.2,610935.6802
de729e10d1f453d612fae15df776bdc8,0.429884,0.0,
de729e10d1f453d612fae15df776bdc8,56.17694,61426230601.7,1101.874
de729e10d1f453d612fae15df776bdc8,56.228943,61567983908.9,2725.8679
de73b430b6b6c4ff2c828349fcc586bd,8.45363,0.0,
de73b430b6b6c4ff2c828349fcc586bd,11.829868,114602842.5,33.9439
de73b430b6b6c4ff2c828349fcc586bd,22.575726,2526488454.6,224.4479
de73b430b6b6c4ff2c828349fcc586bd,26.182836,3645740994.4,310.2907
de73b430b6b6c4ff2c828349fcc586bd,31.707743,5385830930.0,314.9537
de73b430b6b6c4ff2c828349fcc586bd,32.625742,5837723098.4,492.2578
de73b430b6b6c4ff2c828349fcc586bd,37.749827,8679083154.7,554.5107
de73b430b6b6c4ff2c828349fcc586bd,43.509745,12704039505.3,698.7871
de73b430b6b6c4ff2c828349fcc586bd,46.655963,14913570177.9,702.2815
de73b430b6b6c4ff2c828349fcc586bd,55.494328,22044364064.7,806.8001
de73b430b6b6c4ff2c828349fcc586bd,62.853887,28200006057.2,836.4145
de73b430b6b6c4ff2c828349fcc586bd,66.482995,31713399863.9,968.115
de73b430b6b6c4ff2c828349fcc586bd,72.919881,38019486585.6,979.6797
de73b430b6b6c4ff2c828349fcc586bd,76.440506,42349412495.6,1229.8742
de73b430b6b6c4ff2c828349fcc586bd,76.721195,42722641467.6,1329.6886
df7ade404997eb2b3facb82d5524a172,3.858083,0.0,
df7ade404997eb2b3facb82d5524a172,5.25994,289360864.4,206.4125
df7ade404997eb2b3facb82d5524a172,5.965224,473390632.8,260.93
df7ade404997eb2b3facb82d5524a172,6.316444,588711550.4,328.3438
df7ade404997eb2b3facb82d5524a172,7.744355,1142287712.8,387.6825
df7ade404997eb2b3facb82d5524a172,10.019693,2132784777.5,435.3186
df7ade404997eb2b3facb82d5524a172,22.15832,8001274592.8,483.4558
df7ade404997eb2b3facb82d5524a172,22.610064,8457926976.8,1010.8654
df7ade404997eb2b3facb82d5524a172,25.986669,12367823319.1,1157.9371
df7ade404997eb2b3facb82d5524a172,56.40158,51859532045.3,1298.4325
df7ade404997eb2b3facb82d5524a172,74.128407,76006425178.9,1362.1667
df7ade404997eb2b3facb82d5524a172,77.177646,80446446367.4,1456.108
df7ade404997eb2b3facb82d5524a172,95.68256,107689544517.9,1472.2088
df7ade404997eb2b3facb82d5524a172,236.837331,324930836627.5,1539.029
df7ade404997eb2b3facb82d5524a172,237.145284,326331951167.9,4549.7675
df7ade404997eb2b3facb82d5524a172,237.436872,328678765881.7,8048.3926
dfbe1abb61c4d077c4ffc926ea0d91c8,16.909935,0.0,
dfbe1abb61c4d077c4ffc926ea0d91c8,19.029058,95717539.8,45.1685
dfbe1abb61c4d077c4ffc926ea0d91c8,19.636693,164170496.7,112.6547
dfbe1abb61c4d077c4ffc926ea0d91c8,20.079488,246507015.4,185.9473
dfbe1abb61c4d077c4ffc926ea0d91c8,21.01451,504590938.0,276.0191
dfbe1abb61c4d077c4ffc926ea0d91c8,21.346115,840760660.8,1013.7655
dfbe1abb61c4d077c4ffc926ea0d91c8,21.697902,1203261090.2,1030.4543
dfbe1abb61c4d077c4ffc926ea0d91c8,24.096127,3757824739.3,1065.1893
dfbe1abb61c4d077c4ffc926ea0d91c8,26.032095,6073369799.6,1196.0658
dfbe1abb61c4d077c4ffc926ea0d91c8,26.458184,6689467167.7,1445.9359
dfbe1abb61c4d077c4ffc926ea0d91c8,28.569347,10078106704.2,1605.1056
dfbe1abb61c4d077c4ffc926ea0d91c8,46.717431,52933516258.4,2361.4289
dfbe1abb61c4d077c4ffc926ea0d91c8,46.945119,54670151066.8,7627.2566
e00b22b1c6734a2507a16cc866201315,2.563068,0.0,
e00b22b1c6734a2507a16cc866201315,4.153029,123189721.5,77.4797
e00b22b1c6734a2507a16cc866201315,5.011177,336112022.9,248.1184
e00b22b1c6734a2507a16cc866201315,6.511621,895415299.3,372.7585
e00b22b1c6734a2507a16cc866201315,6.897212,1192475670.9,770.4028
e00b22b1c6734a2507a16cc866201315,15.780048,8286564791.2,798.6289
e00b22b1c6734a2507a16cc866201315,108.53726,87280782850.5,851.6235
e00b22b1c6734a2507a16cc866201315,117.016592,94797069645.2,886.4244
e00b22b1c6734a2507a16cc866201315,119.526816,97425543366.6,1047.1072
e00b22b1c6734a2507a16cc866201315,120.606604,99763597996.8,2165.2904
e00b22b1c6734a2507a16cc866201315,121.480577,101721369958.1,2240.0829
e00b22b1c6734a2507a16cc866201315,121.878865,104339741822.0,6574.0667
e17242ccdeab827e9f7075d809a18758,1.8416,0.0,
e17242ccdeab827e9f7075d809a18758,1.959559,27756797.1,235.3089
e17242ccdeab827e9f7075d809a18758,2.074242,57685807.8,260.9716
e17242ccdeab827e9f7075d809a18758,2.167733,89620353.8,341.5788
e17242ccdeab827e9f7075d809a18758,2.258311,124872031.0,389.1859
e17242ccdeab827e9f7075d809a18758,3.375574,1389217048.1,1131.6449
e17242ccdeab827e9f7075d809a18758,3.566175,1656571835.5,1402.6935
e17242ccdeab827e9f7075d809a18758,5.131727,3890111544.8,1426.6787
e17242ccdeab827e9f7075d809a18758,7.525833,8107639631.7,1761.6296
e17242ccdeab827e9f7075d809a18758,7.978063,9125020799.9,2249.6985
e29b0ce7815148548561f1e505388a87,3.040217,0.0,
e29b0ce7815148548561f1e505388a87,3.883415,70786496.2,83.95
e29b0ce7815148548561f1e505388a87,4.057517,91878428.0,121.147
e29b0ce7815148548561f1e505388a87,4.540062,179178349.6,180.9156
e29b0ce7815148548561f1e505388a87,4.731306,226472377.8,247.2968
e29b0ce7815148548561f1e505388a87,5.245101,446477763.1,428.1968
e29b0ce7815148548561f1e505388a87,6.817737,4745760580.3,2733.8067
e29b0ce7815148548561f1e505388a87,7.082848,6324344977.8,5954.4281
e29b0ce7815148548561f1e505388a87,7.085493,6460509273.4,51479.8849
e29b0ce7815148548561f1e505388a87,7.086144,6596449727.7,208817.9021
e29b0ce7815148548561f1e505388a87,7.087253,6977883517.0,343943.9038
e29b0ce7815148548561f1e505388a87,7.087393,7133461158.1,1111268.8648
e29b0ce7815148548561f1e505388a87,7.087417,7189707463.3,2343596.0488
e29b0ce7815148548561f1e505388a87,7.087518,8280007860.9,10795053.4415
e42599847f5cfd6fbca39160b796d928,16.601053,0.0,
e42599847f5cfd6fbca39160b796d928,21.090457,74522523.0,16.5996
e42599847f5cfd6fbca39160b796d928,21.640014,116640745.6,76.6403
e42599847f5cfd6fbca39160b796d928,21.952471,148526689.4,102.0491
e42599847f5cfd6fbca39160b796d928,23.078686,347186382.1,176.3959
e42599847f5cfd6fbca39160b796d928,23.196818,398142286.4,431.3472
e42599847f5cfd6fbca39160b796d928,24.100852,836389692.5,484.7687
e42599847f5cfd6fbca39160b796d928,24.731464,1337666349.6,794.905
e42599847f5cfd6fbca39160b796d928,25.346042,3100641590.5,2868.5948
e42599847f5cfd6fbca39160b796d928,25.390052,3245419842.9,3289.6672
e42599847f5cfd6fbca39160b796d928,26.539519,7311210921.4,3537.1099
e42599847f5cfd6fbca39160b796d928,26.625534,7624986021.4,3647.9114
e42599847f5cfd6fbca39160b796d928,27.837138,12802874560.0,4273.5816
e42599847f5cfd6fbca39160b796d928,28.558438,16555110980.3,5202.0469
e42599847f5cfd6fbca39160b796d928,28.564317,16880823134.2,55402.6457
e48598cd7a048a01fb0d19563bc12db8,15.469484,0.0,
e48598cd7a048a01fb0d19563bc12db8,22.590772,331151565.2,46.5016
e48598cd7a048a01fb0d19563bc12db8,23.159367,401001617.0,122.8468
e48598cd7a048a01fb0d19563bc12db8,29.822973,1461330778.0,159.1224
e48598cd7a048a01fb0d19563bc12db8,33.671434,2164023106.7,182.5905
e48598cd7a048a01fb0d19563bc12db8,33.851102,2199943989.6,199.9292
e48598cd7a048a01fb0d19563bc12db8,36.705384,3162482885.2,337.2263
e48598cd7a048a01fb0d19563bc12db8,41.969974,5514363811.0,446.7358
e48598cd7a048a01fb0d19563bc12db8,50.132182,9513084416.9,489.9067
e48598cd7a048a01fb0d19563bc12db8,52.968912,11411370545.5,669.1811
e48598cd7a048a01fb0d19563bc12db8,53.810589,12088398502.9,804.3798
e48598cd7a048a01fb0d19563bc12db8,54.452103,12730282697.9,1000.5771
e48598cd7a048a01fb0d19563bc12db8,58.988811,17726271769.7,1101.2366
e48598cd7a048a01fb0d19563bc12db8,61.016125,21084931520.8,1656.7043
e48598cd7a048a01fb0d19563bc12db8,61.018669,21151860773.7,26308.6686
e48598cd7a048a01fb0d19563bc12db8,61.019522,21185950122.3,39964.0664
e9fd61aae466af5c81165444b0ec1149,3.866507,35363740.1,
e9fd61aae466af5c81165444b0ec1149,4.050378,0.0,-192.3291
e9fd61aae466af5c81165444b0ec1149,4.734766,202313584.6,295.6124
e9fd61aae466af5c81165444b0ec1149,5.177408,366588353.8,371.1233
e9fd61aae466af5c81165444b0ec1149,5.358432,453053622.4,477.6453
e9fd61aae466af5c81165444b0ec1149,5.630266,585508552.0,487.264
e9fd61aae466af5c81165444b0ec1149,6.554224,1497465913.2,987.0117
e9fd61aae466af5c81165444b0ec1149,61.472456,63163842115.9,1122.8762
e9fd61aae466af5c81165444b0ec1149,86.873254,94455661636.4,1231.9227
e9fd61aae466af5c81165444b0ec1149,87.751407,97597355969.4,3577.6161
e9fd61aae466af5c81165444b0ec1149,87.979535,103891644656.6,27591.0396
eafd9787fd06a55378a25ed10da9586c,21.890539,0.0,
eafd9787fd06a55378a25ed10da9586c,23.461633,65316492.6,41.5739
eafd9787fd06a55378a25ed10da9586c,24.104527,99323936.6,52.8974
eafd9787fd06a55378a25ed10da9586c,24.634685,182846340.9,157.5425
eafd9787fd06a55378a25ed10da9586c,25.673015,401341021.9,210.4289
eafd9787fd06a55378a25ed10da9586c,27.701215,909546292.9,250.5696
eafd9787fd06a55378a25ed10da9586c,30.255854,1734963137.9,323.1051
eafd9787fd06a55378a25ed10da9586c,30.824669,1921103137.5,327.2417
eafd9787fd06a55378a25ed10da9586c,157.137429,52167818191.6,397.796
eafd9787fd06a55378a25ed10da9586c,166.67736,56031413869.7,404.992
f4736d2045b334cc746fa0838f667558,2.677749,0.0,
f4736d2045b334cc746fa0838f667558,2.946176,263047304.1,979.9584
f4736d2045b334cc746fa0838f667558,3.335196,753458951.7,1260.6335
f4736d2045b334cc746fa0838f667558,52.08186,80362122746.2,1633.11
f4736d2045b334cc746fa0838f667558,52.245376,80886251157.8,3205.3647
f4736d2045b334cc746fa0838f667558,52.365943,81320071431.5,3598.1676
f53cd63c69a4fa922ba401ec01cbd256,16.558225,0.0,
f53cd63c69a4fa922ba401ec01cbd256,18.962456,59029709.0,24.5524
f53cd63c69a4fa922ba401ec01cbd256,20.117094,153499058.4,81.8173
f53cd63c69a4fa922ba401ec01cbd256,23.831029,473573235.9,86.182
f53cd63c69a4fa922ba401ec01cbd256,27.703484,1098708765.6,161.4313
f53cd63c69a4fa922ba401ec01cbd256,29.971676,1680906269.9,256.6791
f53cd63c69a4fa922ba401ec01cbd256,32.995381,2590911932.0,300.9572
f53cd63c69a4fa922ba401ec01cbd256,35.819966,3918456179.8,469.9962
f53cd63c69a4fa922ba401ec01cbd256,46.191184,10529761033.6,637.4666
f53cd63c69a4fa922ba401ec01cbd256,49.360155,12627667801.0,662.0151
f53cd63c69a4fa922ba401ec01cbd256,100.858893,47889813952.4,684.7186
f53cd63c69a4fa922ba401ec01cbd256,101.402963,48271314588.3,701.1977
f53cd63c69a4fa922ba401ec01cbd256,102.738633,49546651458.1,954.8293
f53cd63c69a4fa922ba401ec01cbd256,102.884527,50024965849.4,3278.5063
f5c501e8c6a26a4244643ebdfa78a18d,6.911926,134252195.8,
f5c501e8c6a26a4244643ebdfa78a18d,11.600671,0.0,-28.6329
f5c501e8c6a26a4244643ebdfa78a18d,13.018903,66223293.0,46.6943
f5c501e8c6a26a4244643ebdfa78a18d,14.841009,199902349.2,73.3651
f5c501e8c6a26a4244643ebdfa78a18d,16.628612,376645461.6,98.8716
f5c501e8c6a26a4244643ebdfa78a18d,18.900141,908829685.3,234.2846
f5c501e8c6a26a4244643ebdfa78a18d,22.365238,2240527251.0,384.3175
f5c501e8c6a26a4244643ebdfa78a18d,97.66421,38226906986.2,477.9133
f5c501e8c6a26a4244643ebdfa78a18d,100.294683,40613950428.3,907.4579
f8644441280e76e07363ed18c744f98e,14.791827,86847143.7,
f8644441280e76e07363ed18c744f98e,18.641134,0.0,-22.5618
f8644441280e76e07363ed18c744f98e,19.383247,21770435.5,29.3357
f8644441280e76e07363ed18c744f98e,20.143812,50035286.7,37.163
f8644441280e76e07363ed18c744f98e,22.348195,184690736.5,61.0853
f8644441280e76e07363ed18c744f98e,24.957368,442547976.6,98.8272
f8644441280e76e07363ed18c744f98e,26.918195,701003153.5,131.8093
f8644441280e76e07363ed18c744f98e,28.577074,970215061.5,162.2854
f8644441280e76e07363ed18c744f98e,36.840778,2927292935.9,236.8282
f8644441280e76e07363ed18c744f98e,42.311276,4664051482.8,317.4772
f8644441280e76e07363ed18c744f98e,44.08567,5739041608.3,605.8351
f8644441280e76e07363ed18c744f98e,44.975846,6561764282.4,924.2247
f8644441280e76e07363ed18c744f98e,46.303648,7854177919.9,973.3482
f8644441280e76e07363ed18c744f98e,47.669585,9358351737.1,1101.2029
f8644441280e76e07363ed18c744f98e,47.889719,9716049818.7,1624.9107
f8644441280e76e07363ed18c744f98e,49.203591,11853691778.5,1626.9789
f8644441280e76e07363ed18c744f98e,55.33687,29591468887.5,2892.0545
f8644441280e76e07363ed18c744f98e,55.416303,29933353931.5,4304.0681
fa341f156b16caed442301bf68792a80,2.884667,45263494.0,
fa341f156b16caed442301bf68792a80,3.014726,0.0,-348.0228
fa341f156b16caed442301bf68792a80,4.121429,116991082.0,105.7114
fa341f156b16caed442301bf68792a80,4.619155,219213784.2,205.3795
fa341f156b16caed442301bf68792a80,4.985268,393218574.3,475.2762
fa341f156b16caed442301bf68792a80,5.632804,740406398.6,536.1676
fa341f156b16caed442301bf68792a80,5.909187,930914989.3,689.292
fa341f156b16caed442301bf68792a80,8.287306,5669343358.0,1992.511
fa341f156b16caed442301bf68792a80,8.582144,6460897630.1,2684.7091
fa341f156b16caed442301bf68792a80,8.605829,7278770580.3,34531.2624
fbdd35cdc8de9b2f34a18643c2014ab5,11.419663,0.0,
fbdd35cdc8de9b2f34a18643c2014ab5,11.955548,15791923.0,29.4689
fbdd35cdc8de9b2f34a18643c2014ab5,14.361267,228642739.3,88.477
fbdd35cdc8de9b2f34a18643c2014ab5,14.744375,267329593.5,100.9816
fbdd35cdc8de9b2f34a18643c2014ab5,17.668696,645438985.6,129.2982
fbdd35cdc8de9b2f34a18643c2014ab5,18.286002,745138092.5,161.5068
fbdd35cdc8de9b2f34a18643c2014ab5,28.185032,2851106328.1,212.7449
fbdd35cdc8de9b2f34a18643c2014ab5,31.814274,4061187515.7,333.4253
fbdd35cdc8de9b2f34a18643c2014ab5,32.252113,4213392294.2,347.6273
fbdd35cdc8de9b2f34a18643c2014ab5,32.644721,4446192161.0,592.9575
fbdd35cdc8de9b2f34a18643c2014ab5,36.029124,7046360035.9,768.2796
fbdd35cdc8de9b2f34a18643c2014ab5,39.399319,10177039925.3,928.9314
fbdd35cdc8de9b2f34a18643c2014ab5,43.401769,14675511764.4,1123.9296
fbdd35cdc8de9b2f34a18643c2014ab5,75.262701,57692029925.7,1350.1337
fd832c2d91d094ad54b0e136d1568df0,2.771656,0.0,
fd832c2d91d094ad54b0e136d1568df0,3.301656,62608485.7,118.1292
fd832c2d91d094ad54b0e136d1568df0,3.551212,94273612.1,126.8859
fd832c2d91d094ad54b0e136d1568df0,3.878079,146176706.3,158.7896
fd832c2d91d094ad54b0e136d1568df0,4.167788,194639877.9,167.2822
fd832c2d91d094ad54b0e136d1568df0,4.755155,334803178.5,238.6299
fd832c2d91d094ad54b0e136d1568df0,5.161289,555854280.9,544.2812
fd832c2d91d094ad54b0e136d1568df0,5.868693,1134277740.5,817.6706
fd832c2d91d094ad54b0e136d1568df0,6.075014,1309761772.3,850.5389
fd832c2d91d094ad54b0e136d1568df0,6.838744,2089548570.1,1021.0242
fd832c2d91d094ad54b0e136d1568df0,7.266662,2600288785.3,1193.5469
fd832c2d91d094ad54b0e136d1568df0,8.310459,4593319451.1,1909.4045
fd832c2d91d094ad54b0e136d1568df0,15.845742,20195315577.6,2070.5256
