region,capacity_GW,cum_cost_$,slope_$/kW
619c1be4c89a19705bf8e782db74d127,1041.804935,192009777166.6,268.1103
619c1be4c89a19705bf8e782db74d127,1056.520091,197750700138.9,390.1367
619c1be4c89a19705bf8e782db74d127,1057.436156,198554145396.4,877.0614
619c1be4c89a19705bf8e782db74d127,1057.459555,198947355895.1,16804.5856
67ba2895e1d3d0bc081c628e49775f30,9.804204,0.0,
67ba2895e1d3d0bc081c628e49775f30,13.622425,123315240.1,32.2965
67ba2895e1d3d0bc081c628e49775f30,14.298372,175312389.1,76.9249
67ba2895e1d3d0bc081c628e49775f30,16.858666,448187886.4,106.5798
67ba2895e1d3d0bc081c628e49775f30,19.088208,828021214.7,170.3638
67ba2895e1d3d0bc081c628e49775f30,19.551842,912092750.0,181.3317
67ba2895e1d3d0bc081c628e49775f30,19.7686,1012769498.8,464.4661
67ba2895e1d3d0bc081c628e49775f30,22.256753,2371098973.1,545.9188
67ba2895e1d3d0bc081c628e49775f30,24.251863,3660520280.8,646.2908
67ba2895e1d3d0bc081c628e49775f30,26.881134,5756204172.4,797.0589
67ba2895e1d3d0bc081c628e49775f30,42.895019,18664889108.6,806.0933
67ba2895e1d3d0bc081c628e49775f30,108.950644,72171325024.9,810.0209
67ba2895e1d3d0bc081c628e49775f30,125.603748,85892278218.8,823.9277
67ba2895e1d3d0bc081c628e49775f30,184.266949,134777960052.1,833.3279
67ba2895e1d3d0bc081c628e49775f30,190.4857,140099549653.1,855.7329
67ba2895e1d3d0bc081c628e49775f30,198.504676,147324682913.3,901.0045
6dcecce2bf925ad09dd36d34a68b1f3e,5.446172,111334303.4,
6dcecce2bf925ad09dd36d34a68b1f3e,5.764707,0.0,-349.5198
6dcecce2bf925ad09dd36d34a68b1f3e,8.777426,416103513.2,138.1156
6dcecce2bf925ad09dd36d34a68b1f3e,11.23841,972158185.6,225.9481
6dcecce2bf925ad09dd36d34a68b1f3e,11.779287,1095666283.4,228.3478
6dcecce2bf925ad09dd36d34a68b1f3e,12.849538,1413027932.0,296.5301
6dcecce2bf925ad09dd36d34a68b1f3e,13.061882,1481770820.7,323.7336
6dcecce2bf925ad09dd36d34a68b1f3e,181.583547,60617606524.8,350.9094
6dcecce2bf925ad09dd36d34a68b1f3e,182.065572,60793954769.0,365.8488
6e2922432dd30a1b2ce963e779f3b32f,13.314142,0.0,
6e2922432dd30a1b2ce963e779f3b32f,18.962858,218075950.5,38.6063
6e2922432dd30a1b2ce963e779f3b32f,22.683165,381848274.6,44.0212
6e2922432dd30a1b2ce963e779f3b32f,24.870854,483006611.0,46.2398
6e2922432dd30a1b2ce963e779f3b32f,31.25794,1055336350.4,89.6073
6e2922432dd30a1b2ce963e779f3b32f,33.683957,1545934454.0,202.2237
6e2922432dd30a1b2ce963e779f3b32f,34.554637,1726064355.8,206.8842
6e2922432dd30a1b2ce963e779f3b32f,38.64048,2679988449.5,233.4706
6e2922432dd30a1b2ce963e779f3b32f,40.962588,3510540041.5,357.6714
6e2922432dd30a1b2ce963e779f3b32f,50.253804,7827135976.4,464.5889
6e2922432dd30a1b2ce963e779f3b32f,57.858258,12740443261.1,646.1091
6e2922432dd30a1b2ce963e779f3b32f,70.700534,22131353260.8,731.2497
6e2922432dd30a1b2ce963e779f3b32f,83.097435,31974787770.8,794.0238
6e2922432dd30a1b2ce963e779f3b32f,89.686456,40137253595.2,1238.798
6e2922432dd30a1b2ce963e779f3b32f,89.705801,41120408755.6,50822.1846
6e2922432dd30a1b2ce963e779f3b32f,89.706113,41149013708.0,91682.5398
6e2922432dd30a1b2ce963e779f3b32f,89.706186,41177092929.0,384646.8626
73ef543f06f457ad704934364529893c,4.246599,110285617.6,
73ef543f06f457ad704934364529893c,4.425539,0.0,-616.3274
73ef543f06f457ad704934364529893c,7.855991,290628908.0,84.7203
73ef543f06f457ad704934364529893c,9.702132,468950815.7,96.5917
73ef543f06f457ad704934364529893c,10.062494,513259069.9,122.9548
73ef543f06f457ad704934364529893c,17.678148,1648551147.8,149.0735
73ef543f06f457ad704934364529893c,18.161129,1726715935.4,161.8382
73ef543f06f457ad704934364529893c,82.286091,12801227760.8,172.702
73ef543f06f457ad704934364529893c,94.818432,15022592671.1,177.2506
73ef543f06f457ad704934364529893c,124.746014,21327824189.7,210.683
73ef543f06f457ad704934364529893c,126.575418,21809634613.7,263.3702
73ef543f06f457ad704934364529893c,224.245978,51109703227.5,299.9887
73ef543f06f457ad704934364529893c,244.539542,57364238122.2,308.2029
73ef543f06f457ad704934364529893c,252.914454,61268503694.4,466.1859
73ef543f06f457ad704934364529893c,253.531287,61570748693.9,489.9949
73ef543f06f457ad704934364529893c,256.232778,62930925560.5,503.4912
746de7a2ddd516aba7e075df93ee1984,5.03755,0.0,
746de7a2ddd516aba7e075df93ee1984,5.383481,44929885.7,129.8811
746de7a2ddd516aba7e075df93ee1984,8.127272,718516062.8,245.4947
746de7a2ddd516aba7e075df93ee1984,8.472542,814718487.6,278.6296
746de7a2ddd516aba7e075df93ee1984,8.606322,857535415.0,320.0548
746de7a2ddd516aba7e075df93ee1984,10.194726,1409202212.1,347.3089
746de7a2ddd516aba7e075df93ee1984,10.271571,1464023028.0,713.3947
746de7a2ddd516aba7e075df93ee1984,30.014243,16457389959.5,759.4396
746de7a2ddd516aba7e075df93ee1984,46.361217,35625120048.7,1172.5552
78095380718d012c536fc85ad430b2ca,1.803726,0.0,
78095380718d012c536fc85ad430b2ca,3.730507,799702492.9,415.0459
78095380718d012c536fc85ad430b2ca,5.051142,2345555506.0,1170.5377
78095380718d012c536fc85ad430b2ca,29.609005,34380475261.0,1304.4669
78095380718d012c536fc85ad430b2ca,42.868371,55117801368.0,1563.9757
78095380718d012c536fc85ad430b2ca,72.326195,104931318103.3,1691.0114
78095380718d012c536fc85ad430b2ca,73.765195,107419843397.3,1729.3435
78095380718d012c536fc85ad430b2ca,85.623704,129283735477.9,1843.7303
78095380718d012c536fc85ad430b2ca,92.796994,142548754250.2,1849.2238
78095380718d012c536fc85ad430b2ca,96.261648,149557262737.9,2022.8596
7a1f63f7dba60ce6146ec87d673f8f0a,2.340299,0.0,
7a1f63f7dba60ce6146ec87d673f8f0a,3.731965,159875007.5,114.8803
7a1f63f7dba60ce6146ec87d673f8f0a,4.813636,381468651.6,204.8623
7a1f63f7dba60ce6146ec87d673f8f0a,5.290036,557576561.2,369.664
7a1f63f7dba60ce6146ec87d673f8f0a,5.55438,667150818.3,414.5139
7a1f63f7dba60ce6146ec87d673f8f0a,6.990215,1379988117.2,496.4618
7a1f63f7dba60ce6146ec87d673f8f0a,7.569191,1763470730.6,662.3463
7a1f63f7dba60ce6146ec87d673f8f0a,9.678129,3426469354.4,788.5479
7a1f63f7dba60ce6146ec87d673f8f0a,10.069381,3788720839.7,925.8777
7a1f63f7dba60ce6146ec87d673f8f0a,37.29535,32253762550.9,1045.5107
7a1f63f7dba60ce6146ec87d673f8f0a,38.698125,34962653614.5,1931.0945
7a1f63f7dba60ce6146ec87d673f8f0a,38.718871,35005954306.8,2087.1827
7a1f63f7dba60ce6146ec87d673f8f0a,38.718885,35033668355.9,1979574.9368
7b56d37854e7ba51f10637e34fa89ab7,3.987347,35057723.1,
7b56d37854e7ba51f10637e34fa89ab7,5.049846,0.0,-32.9955
7b56d37854e7ba51f10637e34fa89ab7,7.107879,93431941.6,45.3987
7b56d37854e7ba51f10637e34fa89ab7,7.788743,148569651.7,80.982
7b56d37854e7ba51f10637e34fa89ab7,8.822794,282896303.3,129.9033
836c5e72d8a00e869414a49da87fa712,7.500401,0.0,
836c5e72d8a00e869414a49da87fa712,9.646751,64109957.0,29.8693
836c5e72d8a00e869414a49da87fa712,10.568209,141505356.4,83.9923
836c5e72d8a00e869414a49da87fa712,12.311831,358631937.5,124.5262
836c5e72d8a00e869414a49da87fa712,12.509026,389010746.7,154.0547
836c5e72d8a00e869414a49da87fa712,16.730563,1828808896.2,341.0602
836c5e72d8a00e869414a49da87fa712,16.788269,1863858032.0,607.3742
836c5e72d8a00e869414a49da87fa712,20.626683,4421282286.7,666.2711
836c5e72d8a00e869414a49da87fa712,25.57187,8870295869.2,899.6654
836c5e72d8a00e869414a49da87fa712,29.985601,13045713040.4,946.0063
836c5e72d8a00e869414a49da87fa712,30.155132,13791852490.6,4401.1977
83da8c6a48b3856ca8d1fb06e894d798,8.826596,33980195.4,
83da8c6a48b3856ca8d1fb06e894d798,13.433405,0.0,-7.3761
83da8c6a48b3856ca8d1fb06e894d798,14.602497,333046366.1,284.8761
83da8c6a48b3856ca8d1fb06e894d798,17.494907,1212381816.3,304.0148
83da8c6a48b3856ca8d1fb06e894d798,22.57642,9842603834.6,1698.3568
83da8c6a48b3856ca8d1fb06e894d798,22.632417,9950378028.4,1924.6423
83da8c6a48b3856ca8d1fb06e894d798,25.254724,18466778587.2,3247.6749
83da8c6a48b3856ca8d1fb06e894d798,25.412511,19163105464.3,4413.0814
83da8c6a48b3856ca8d1fb06e894d798,25.473799,19496724724.8,5443.4679
84627be9a4c4c58b839ec0de01f5ce71,0.465636,0.0,
84627be9a4c4c58b839ec0de01f5ce71,0.573299,6134881.9,56.9823
84627be9a4c4c58b839ec0de01f5ce71,0.612062,8833232.4,69.6115
84627be9a4c4c58b839ec0de01f5ce71,0.676052,33030594.7,378.1429
84627be9a4c4c58b839ec0de01f5ce71,0.689713,82997878.8,3657.6593
8575de00d4306c012cf42a221a3755c2,8.787322,0.0,
8575de00d4306c012cf42a221a3755c2,9.739016,47941770.8,50.3752
8575de00d4306c012cf42a221a3755c2,10.559754,108688269.0,74.0145
8575de00d4306c012cf42a221a3755c2,11.756195,292190544.9,153.3734
8575de00d4306c012cf42a221a3755c2,12.07287,360272655.9,214.9905
8575de00d4306c012cf42a221a3755c2,18.296742,2611353810.5,361.685
8575de00d4306c012cf42a221a3755c2,19.898645,3326953592.0,446.7185
8575de00d4306c012cf42a221a3755c2,21.410701,4213441465.8,586.2798
8575de00d4306c012cf42a221a3755c2,22.26328,4827030995.5,719.6864
8575de00d4306c012cf42a221a3755c2,24.805886,8089996095.6,1283.3153
8575de00d4306c012cf42a221a3755c2,28.652467,13321747502.6,1360.1043
8575de00d4306c012cf42a221a3755c2,28.82585,13625551156.4,1752.2113
8575de00d4306c012cf42a221a3755c2,29.027834,14181575109.5,2752.8119
8575de00d4306c012cf42a221a3755c2,29.063368,14374239889.2,5421.984
8575de00d4306c012cf42a221a3755c2,29.169677,15068496581.3,6530.5543
8575de00d4306c012cf42a221a3755c2,29.169782,15079061344.5,100616.7921
8b16b8589a919b5ac2a8e967f5840851,1.85529,0.0,
8b16b8589a919b5ac2a8e967f5840851,3.167273,24214027.2,18.4561
8b16b8589a919b5ac2a8e967f5840851,3.705376,100669516.0,142.0834
8b16b8589a919b5ac2a8e967f5840851,4.552103,429260535.3,388.072
8b16b8589a919b5ac2a8e967f5840851,5.035304,642161119.2,440.6046
8b16b8589a919b5ac2a8e967f5840851,6.730207,1573946297.9,549.7572
8b16b8589a919b5ac2a8e967f5840851,10.380149,5877916984.9,1179.1888
8b16b8589a919b5ac2a8e967f5840851,13.587873,10474268783.5,1432.9013
8b16b8589a919b5ac2a8e967f5840851,17.496364,17294920668.8,1745.0857
8bb4fb487323fd17e6ebc62985b328af,18.858606,0.0,
8bb4fb487323fd17e6ebc62985b328af,25.796199,83483105.7,12.0334
8bb4fb487323fd17e6ebc62985b328af,30.325457,165515117.1,18.1116
8bb4fb487323fd17e6ebc62985b328af,44.29179,592847197.9,30.5973
8bb4fb487323fd17e6ebc62985b328af,45.705735,680573882.0,62.0439
8bb4fb487323fd17e6ebc62985b328af,100.173651,4624603392.2,72.4101
8bb4fb487323fd17e6ebc62985b328af,100.664812,4670270184.4,92.9772
8bb4fb487323fd17e6ebc62985b328af,118.870236,7893747601.2,177.0614
8bb4fb487323fd17e6ebc62985b328af,139.70667,15776881621.5,378.3341
8bb4fb487323fd17e6ebc62985b328af,139.804628,16606779957.9,8471.9812
8bb4fb487323fd17e6ebc62985b328af,139.815049,16803057858.7,18834.8432
8bb4fb487323fd17e6ebc62985b328af,139.815721,16836862751.2,50304.8995
8bb4fb487323fd17e6ebc62985b328af,139.81577,16849013514.7,247974.7661
8bcad4839a1e0e439e62911ff7b2d1c0,2.265,0.0,
8bcad4839a1e0e439e62911ff7b2d1c0,3.194934,56138848.5,60.3686
8bcad4839a1e0e439e62911ff7b2d1c0,4.436377,208553189.8,122.7719
8bcad4839a1e0e439e62911ff7b2d1c0,10.483216,1623674472.6,234.0266
8bcad4839a1e0e439e62911ff7b2d1c0,17.679067,3568664092.1,270.2932
8bcad4839a1e0e439e62911ff7b2d1c0,24.279514,5629250421.8,312.1889
8bcad4839a1e0e439e62911ff7b2d1c0,27.592829,7058607134.7,431.3978
8bcad4839a1e0e439e62911ff7b2d1c0,51.822504,17628872009.9,436.2529
8bcad4839a1e0e439e62911ff7b2d1c0,54.185177,18818308355.4,503.4283
8bcad4839a1e0e439e62911ff7b2d1c0,59.331642,21580968761.2,536.8074
8bcad4839a1e0e439e62911ff7b2d1c0,125.160138,64467474626.4,651.4885
8bcad4839a1e0e439e62911ff7b2d1c0,129.208423,67141359703.8,660.4982
8bcad4839a1e0e439e62911ff7b2d1c0,133.199511,69877282175.5,685.5079
8bcad4839a1e0e439e62911ff7b2d1c0,170.532533,95616032851.4,689.4366
8bcad4839a1e0e439e62911ff7b2d1c0,175.346422,99888049588.9,887.4357
94b7031bb5bd63658dccb1e100b9867e,20.794193,139164031.1,
94b7031bb5bd63658dccb1e100b9867e,21.290614,0.0,-280.3347
94b7031bb5bd63658dccb1e100b9867e,22.731314,31575103.4,21.9165
94b7031bb5bd63658dccb1e100b9867e,23.439448,67750825.1,51.086
94b7031bb5bd63658dccb1e100b9867e,26.970081,334657042.7,75.5973
94b7031bb5bd63658dccb1e100b9867e,27.585383,390155722.1,90.1975
94b7031bb5bd63658dccb1e100b9867e,28.77112,861029770.5,397.1151
94b7031bb5bd63658dccb1e100b9867e,29.349753,1119732288.2,447.0926
94b7031bb5bd63658dccb1e100b9867e,29.983815,1423983354.5,479.8443
94b7031bb5bd63658dccb1e100b9867e,30.171048,1524860755.1,538.78
94b7031bb5bd63658dccb1e100b9867e,30.351825,1638650558.1,629.4485
94b7031bb5bd63658dccb1e100b9867e,32.755262,3351211306.3,712.5466
94b7031bb5bd63658dccb1e100b9867e,38.455479,9356268946.4,1053.4788
94b7031bb5bd63658dccb1e100b9867e,38.57907,9488140107.9,1066.9965
94b7031bb5bd63658dccb1e100b9867e,44.225477,16096803463.0,1170.4192
94b7031bb5bd63658dccb1e100b9867e,44.624777,16655651722.0,1399.5699
94b7031bb5bd63658dccb1e100b9867e,46.16153,19816278211.7,2056.6913
94b7031bb5bd63658dccb1e100b9867e,46.201248,19910737235.1,2378.2422
94b7031bb5bd63658dccb1e100b9867e,46.201283,19914615036.2,110794.3168
95f010dcc44da9cb878c408bfd8e2c56,12.977187,0.0,
95f010dcc44da9cb878c408bfd8e2c56,14.275939,16026919.0,12.3402
95f010dcc44da9cb878c408bfd8e2c56,15.930338,65931459.6,30.1648
95f010dcc44da9cb878c408bfd8e2c56,17.25634,131034143.1,49.097
95f010dcc44da9cb878c408bfd8e2c56,18.827621,352488021.7,140.9384
95f010dcc44da9cb878c408bfd8e2c56,22.474677,1048076576.2,190.726
95f010dcc44da9cb878c408bfd8e2c56,23.62669,1462201708.8,359.4796
95f010dcc44da9cb878c408bfd8e2c56,23.952521,1750093196.8,883.5608
99076f48936f656075dee0ad0473cfe2,16.514378,0.0,
99076f48936f656075dee0ad0473cfe2,18.602318,699702353.7,335.1161
99076f48936f656075dee0ad0473cfe2,26.474438,4902504918.2,533.8845
9b41b861cfb327b36569ebeac8912005,7.465648,427746511.1,
9b41b861cfb327b36569ebeac8912005,8.653208,0.0,-360.1894
9b41b861cfb327b36569ebeac8912005,9.794069,48195221.1,42.2446
9b41b861cfb327b36569ebeac8912005,10.829741,205751125.2,152.1292
9b41b861cfb327b36569ebeac8912005,11.460445,365120425.3,252.6848
9b41b861cfb327b36569ebeac8912005,12.069092,544333950.1,294.4458
9b41b861cfb327b36569ebeac8912005,12.355586,710509518.1,580.0316
9b41b861cfb327b36569ebeac8912005,18.608613,4360859489.4,583.7733
9b41b861cfb327b36569ebeac8912005,50.944496,26945161481.4,698.4285
9b41b861cfb327b36569ebeac8912005,54.793256,30188109173.4,842.5955
9b41b861cfb327b36569ebeac8912005,55.734326,31016887901.4,880.677
9b41b861cfb327b36569ebeac8912005,65.183652,39841997017.2,933.9406
9b41b861cfb327b36569ebeac8912005,74.937982,49725805819.2,1013.274
9b41b861cfb327b36569ebeac8912005,74.960388,49755986264.4,1346.9805
9b41b861cfb327b36569ebeac8912005,74.971705,49783422301.9,2424.3207
9b41b861cfb327b36569ebeac8912005,74.984746,50125664178.3,26243.5301
9b41b861cfb327b36569ebeac8912005,74.98485,50231008356.8,1012924.7932
9b962221bbdda9573305c5c7106f66fe,17.355338,0.0,
9b962221bbdda9573305c5c7106f66fe,18.089085,35739099.5,48.7077
9b962221bbdda9573305c5c7106f66fe,19.112391,108784302.1,71.3816
9b962221bbdda9573305c5c7106f66fe,22.201091,454665136.4,111.9827
9b962221bbdda9573305c5c7106f66fe,23.205342,605462794.8,150.1593
9b962221bbdda9573305c5c7106f66fe,23.303182,678833917.3,749.9093
9b962221bbdda9573305c5c7106f66fe,25.307625,2256390480.3,787.0299
9b962221bbdda9573305c5c7106f66fe,32.41259,8170007852.9,832.3218
9b962221bbdda9573305c5c7106f66fe,36.422229,12405500933.3,1056.3278
9b962221bbdda9573305c5c7106f66fe,39.799078,17207387356.1,1422.0021
9b962221bbdda9573305c5c7106f66fe,45.684101,25923492133.8,1481.0655
9b962221bbdda9573305c5c7106f66fe,54.428832,39090102787.5,1505.6622
9b962221bbdda9573305c5c7106f66fe,85.41422,91277484113.6,1684.2578
9b962221bbdda9573305c5c7106f66fe,110.295242,133902303136.2,1713.1458
9b962221bbdda9573305c5c7106f66fe,159.7458,221585926410.7,1773.1574
9b962221bbdda9573305c5c7106f66fe,172.054301,245520716593.5,1944.5739
9b962221bbdda9573305c5c7106f66fe,181.575351,267258766491.2,2283.1568
9b962221bbdda9573305c5c7106f66fe,183.161198,272960762022.0,3595.5521
9f7e16bb747b8f99aefaf75261613b71,16.533213,0.0,
9f7e16bb747b8f99aefaf75261613b71,20.674441,26451577.7,6.3874
9f7e16bb747b8f99aefaf75261613b71,22.281764,145435129.4,74.0259
9f7e16bb747b8f99aefaf75261613b71,22.942396,215573498.3,106.1686
9f7e16bb747b8f99aefaf75261613b71,24.313996,440775431.4,164.1892
9f7e16bb747b8f99aefaf75261613b71,24.955911,551054785.9,171.7974
9f7e16bb747b8f99aefaf75261613b71,25.410021,643220616.3,202.9593
9f7e16bb747b8f99aefaf75261613b71,27.322699,1264548136.6,324.8469
9f7e16bb747b8f99aefaf75261613b71,27.984879,1700308849.7,658.0699
9f7e16bb747b8f99aefaf75261613b71,33.947163,11519915538.0,1646.9539
9f7e16bb747b8f99aefaf75261613b71,34.008023,11630233352.4,1812.6489
9f7e16bb747b8f99aefaf75261613b71,34.011207,12080532261.8,141425.5369
9fc373d0ebace3e362fd05ce042e7579,1.299572,0.0,
9fc373d0ebace3e362fd05ce042e7579,2.093801,58960433.9,74.2361
9fc373d0ebace3e362fd05ce042e7579,2.525735,92018438.7,76.5349
9fc373d0ebace3e362fd05ce042e7579,3.52579,226207738.3,134.1819
9fc373d0ebace3e362fd05ce042e7579,4.063352,308282135.9,152.6789
9fc373d0ebace3e362fd05ce042e7579,5.082388,528700392.9,216.3008
9fc373d0ebace3e362fd05ce042e7579,5.745212,679615871.9,227.6856
9fc373d0ebace3e362fd05ce042e7579,64.387971,14493089355.9,235.5529
9fc373d0ebace3e362fd05ce042e7579,67.167163,15178310244.3,246.554
9fc373d0ebace3e362fd05ce042e7579,70.444285,15998714944.2,250.343
9fc373d0ebace3e362fd05ce042e7579,78.145534,18158167928.4,280.403
9fc373d0ebace3e362fd05ce042e7579,78.827609,18363620701.1,301.2173
9fc373d0ebace3e362fd05ce042e7579,84.291733,20034256111.9,305.7462
9fc373d0ebace3e362fd05ce042e7579,111.910982,28614707467.2,310.6692
9fc373d0ebace3e362fd05ce042e7579,114.973187,29838610138.8,399.6802
9fc373d0ebace3e362fd05ce042e7579,153.598041,46081638018.5,420.5331
9fc373d0ebace3e362fd05ce042e7579,154.752015,46671048780.3,510.7661
a182e260da3f30b54260bf499f0db584,3.69545,0.0,
a182e260da3f30b54260bf499f0db584,4.415072,32521175.6,45.192
a182e260da3f30b54260bf499f0db584,4.938751,65037973.3,62.093
a182e260da3f30b54260bf499f0db584,6.128173,160687218.3,80.4166
a182e260da3f30b54260bf499f0db584,6.315096,186214938.8,136.5681
a182e260da3f30b54260bf499f0db584,8.950158,837182220.5,247.0406
a182e260da3f30b54260bf499f0db584,12.424623,2186279056.3,388.2891
a182e260da3f30b54260bf499f0db584,13.6909,3851364174.5,1314.9454
a182e260da3f30b54260bf499f0db584,13.731039,4019335436.0,4184.7396
a182e260da3f30b54260bf499f0db584,13.76258,4628492556.5,19313.1835
a69f0e7f6f71f675655d71b6d5c43893,4.369923,0.0,
a69f0e7f6f71f675655d71b6d5c43893,5.908618,142545872.7,92.6408
a69f0e7f6f71f675655d71b6d5c43893,8.260352,369199084.6,96.3771
a69f0e7f6f71f675655d71b6d5c43893,14.864443,1006484552.6,96.4986
a69f0e7f6f71f675655d71b6d5c43893,120.876636,12809490242.6,111.3363
a69f0e7f6f71f675655d71b6d5c43893,146.371169,15886239334.9,120.6827
a69f0e7f6f71f675655d71b6d5c43893,217.968897,25161961792.0,129.5533
a69f0e7f6f71f675655d71b6d5c43893,243.351857,28790988896.0,142.971
a69f0e7f6f71f675655d71b6d5c43893,1237.237921,171293626162.5,143.3792
a69f0e7f6f71f675655d71b6d5c43893,1255.845537,174154742740.6,153.7605
a69f0e7f6f71f675655d71b6d5c43893,1255.982192,174791119907.7,4656.8158
a6fce5e6ca5bec22c9b802d4f91da3eb,21.797274,0.0,
a6fce5e6ca5bec22c9b802d4f91da3eb,22.212953,16946754.4,40.7688
a6fce5e6ca5bec22c9b802d4f91da3eb,22.922523,46050968.8,41.0167
a6fce5e6ca5bec22c9b802d4f91da3eb,25.460258,199495053.7,60.465
a6fce5e6ca5bec22c9b802d4f91da3eb,26.427325,310411088.7,114.6932
a6fce5e6ca5bec22c9b802d4f91da3eb,27.540657,445617334.0,121.4429
a6fce5e6ca5bec22c9b802d4f91da3eb,28.425418,597923290.6,172.1436
a6fce5e6ca5bec22c9b802d4f91da3eb,31.402817,1222975509.9,209.9323
a6fce5e6ca5bec22c9b802d4f91da3eb,32.147009,1408731109.1,249.6071
a6fce5e6ca5bec22c9b802d4f91da3eb,33.264838,1746029149.5,301.7439
a6fce5e6ca5bec22c9b802d4f91da3eb,45.057427,5996120541.3,360.4036
a6fce5e6ca5bec22c9b802d4f91da3eb,45.340991,6225347568.1,808.3784
a6fce5e6ca5bec22c9b802d4f91da3eb,45.64638,6473897719.2,813.8805
a6fce5e6ca5bec22c9b802d4f91da3eb,45.904161,6725394903.7,975.6234
a6fce5e6ca5bec22c9b802d4f91da3eb,48.561434,9336126523.7,982.4853
a6fce5e6ca5bec22c9b802d4f91da3eb,48.62319,9420733059.9,1370.0132
a6fce5e6ca5bec22c9b802d4f91da3eb,48.635459,9462402309.3,3396.3036
a6fce5e6ca5bec22c9b802d4f91da3eb,48.736951,10072374932.0,6010.0562
a6fce5e6ca5bec22c9b802d4f91da3eb,49.032815,11921330919.2,6249.3442
a6fce5e6ca5bec22c9b802d4f91da3eb,49.040384,12050563824.4,17073.9735
a6fce5e6ca5bec22c9b802d4f91da3eb,49.041665,12129947493.2,61970.0772
ad2f0d0246c2984fbadd6170660c68b2,12.433523,0.0,
ad2f0d0246c2984fbadd6170660c68b2,14.757577,80117618.6,34.4732
ad2f0d0246c2984fbadd6170660c68b2,16.547927,219749359.6,77.9913
ad2f0d0246c2984fbadd6170660c68b2,16.92607,263990189.6,116.995
ad2f0d0246c2984fbadd6170660c68b2,17.764974,364876737.5,120.2599
ad2f0d0246c2984fbadd6170660c68b2,19.431645,645418578.8,168.3247
ad2f0d0246c2984fbadd6170660c68b2,21.49365,1931540706.5,623.7241
ad2f0d0246c2984fbadd6170660c68b2,22.132618,2990593495.4,1657.4426
ad2f0d0246c2984fbadd6170660c68b2,25.576088,9985751913.3,2031.4271
ad2f0d0246c2984fbadd6170660c68b2,25.672557,10401934848.8,4314.1624
aedcebc1529b01e8bf77393c81406931,10.867463,0.0,
aedcebc1529b01e8bf77393c81406931,13.373343,79694237.9,31.8029
aedcebc1529b01e8bf77393c81406931,14.230448,127988270.2,56.3455
aedcebc1529b01e8bf77393c81406931,19.067223,726712692.1,123.7859
aedcebc1529b01e8bf77393c81406931,20.017012,866846362.5,147.5419
aedcebc1529b01e8bf77393c81406931,23.752301,1571995667.6,188.7804
aedcebc1529b01e8bf77393c81406931,23.968743,1613172976.7,190.2464
aedcebc1529b01e8bf77393c81406931,29.209992,3724397513.6,402.8094
aedcebc1529b01e8bf77393c81406931,29.531372,3909579093.6,576.2075
aedcebc1529b01e8bf77393c81406931,32.142162,5844163541.8,740.9958
aedcebc1529b01e8bf77393c81406931,38.596354,11663778991.7,901.6799
aedcebc1529b01e8bf77393c81406931,46.68122,19457259523.0,963.9591
aedcebc1529b01e8bf77393c81406931,47.410574,20213212503.7,1036.4692
aedcebc1529b01e8bf77393c81406931,48.237187,21179338381.7,1168.7765
aedcebc1529b01e8bf77393c81406931,64.21142,45554235974.5,1525.8884
b0a9bfcdece7417e88b93d054508e38e,11.416448,0.0,
b0a9bfcdece7417e88b93d054508e38e,14.341544,82936171.5,28.3533
b0a9bfcdece7417e88b93d054508e38e,15.933997,165511981.9,51.8545
b0a9bfcdece7417e88b93d054508e38e,16.567504,202474260.3,58.3455
b0a9bfcdece7417e88b93d054508e38e,18.741029,375750942.6,79.7215
b0a9bfcdece7417e88b93d054508e38e,20.185446,500541898.6,86.3954
b0a9bfcdece7417e88b93d054508e38e,20.694337,571073443.2,138.5985
b0a9bfcdece7417e88b93d054508e38e,21.89205,882826644.2,260.2904
b0a9bfcdece7417e88b93d054508e38e,22.722667,1129247170.4,296.6717
b0a9bfcdece7417e88b93d054508e38e,32.329757,5442539637.9,448.9697
b0a9bfcdece7417e88b93d054508e38e,34.909611,6781359252.3,518.9517
b0a9bfcdece7417e88b93d054508e38e,35.23999,7008447633.3,687.3572
b0a9bfcdece7417e88b93d054508e38e,36.851781,8314395761.7,810.2466
b0a9bfcdece7417e88b93d054508e38e,44.621457,14967412915.3,856.2799
b0a9bfcdece7417e88b93d054508e38e,47.410449,17470422124.2,897.4602
b0a9bfcdece7417e88b93d054508e38e,68.894768,37906198180.5,951.195
b0a9bfcdece7417e88b93d054508e38e,80.972787,51557036288.1,1130.2216
b0a9bfcdece7417e88b93d054508e38e,81.777587,53404529591.5,2295.5931
b0a9bfcdece7417e88b93d054508e38e,81.802859,53480648723.4,3011.9948
b355cb4ba1b964c33e6ff093d6501ed2,12.192547,0.0,
b355cb4ba1b964c33e6ff093d6501ed2,13.99082,29381160.9,16.3385
b355cb4ba1b964c33e6ff093d6501ed2,15.135778,86073545.2,49.5148
b355cb4ba1b964c33e6ff093d6501ed2,18.567332,562047833.6,138.7052
b355cb4ba1b964c33e6ff093d6501ed2,19.895304,882318621.4,241.1728
b355cb4ba1b964c33e6ff093d6501ed2,23.109143,2014689182.5,352.342
b355cb4ba1b964c33e6ff093d6501ed2,25.075082,2842398771.0,421.0251
b355cb4ba1b964c33e6ff093d6501ed2,27.510227,4213223897.3,562.9337
