*r,rtscbin,sc_cat,value
p40139,bin3,cap,20000
p40003,bin1,cost,107.66
p40003,bin1,cap,1000
p40003,bin2,cost,331.26
p40003,bin2,cap,2000
p40003,bin3,cost,3312.63
p40003,bin3,cap,20000
p40005,bin1,cost,107.66
p40005,bin1,cap,1000
p40005,bin2,cost,331.26
p40005,bin2,cap,2000
p40005,bin3,cost,3312.63
p40005,bin3,cap,20000
p40009,bin1,cost,107.66
p40009,bin1,cap,1000
p40009,bin2,cost,331.26
p40009,bin2,cap,2000
p40009,bin3,cost,3312.63
p40009,bin3,cap,20000
p40011,bin1,cost,107.66
p40011,bin1,cap,1000
p40011,bin2,cost,331.26
p40011,bin2,cap,2000
p40011,bin3,cost,3312.63
p40011,bin3,cap,20000
p40013,bin1,cost,107.66
p40013,bin1,cap,1000
p40013,bin2,cost,331.26
p40013,bin2,cap,2000
p40013,bin3,cost,3312.63
p40013,bin3,cap,20000
p40015,bin1,cost,107.66
p40015,bin1,cap,1000
p40015,bin2,cost,331.26
p40015,bin2,cap,2000
p40015,bin3,cost,3312.63
p40015,bin3,cap,20000
p40017,bin1,cost,107.66
p40017,bin1,cap,1000
p40017,bin2,cost,331.26
p40017,bin2,cap,2000
p40017,bin3,cost,3312.63
p40017,bin3,cap,20000
p40019,bin1,cost,107.66
p40019,bin1,cap,1000
p40019,bin2,cost,331.26
p40019,bin2,cap,2000
p40019,bin3,cost,3312.63
p40019,bin3,cap,20000
p40023,bin1,cost,107.66
p40023,bin1,cap,1000
p40023,bin2,cost,331.26
p40023,bin2,cap,2000
p40023,bin3,cost,3312.63
p40023,bin3,cap,20000
p40027,bin1,cost,107.66
p40027,bin1,cap,1000
p40027,bin2,cost,331.26
p40027,bin2,cap,2000
p40027,bin3,cost,3312.63
p40027,bin3,cap,20000
p40029,bin1,cost,107.66
p40029,bin1,cap,1000
p40029,bin2,cost,331.26
p40029,bin2,cap,2000
p40029,bin3,cost,3312.63
p40029,bin3,cap,20000
p40031,bin1,cost,107.66
p40031,bin1,cap,1000
p40031,bin2,cost,331.26
p40031,bin2,cap,2000
p40031,bin3,cost,3312.63
p40031,bin3,cap,20000
p40033,bin1,cost,107.66
p40033,bin1,cap,1000
p40033,bin2,cost,331.26
p40033,bin2,cap,2000
p40033,bin3,cost,3312.63
p40033,bin3,cap,20000
p40039,bin1,cost,107.66
p40039,bin1,cap,1000
p40039,bin2,cost,331.26
p40039,bin2,cap,2000
p40039,bin3,cost,3312.63
p40039,bin3,cap,20000
p40043,bin1,cost,107.66
p40043,bin1,cap,1000
p40043,bin2,cost,331.26
p40043,bin2,cap,2000
p40043,bin3,cost,3312.63
p40043,bin3,cap,20000
p40045,bin1,cost,107.66
p40045,bin1,cap,1000
p40045,bin2,cost,331.26
p40045,bin2,cap,2000
p40045,bin3,cost,3312.63
p40045,bin3,cap,20000
p40047,bin1,cost,107.66
p40047,bin1,cap,1000
p40047,bin2,cost,331.26
p40047,bin2,cap,2000
p40047,bin3,cost,3312.63
p40047,bin3,cap,20000
p40049,bin1,cost,107.66
p40049,bin1,cap,1000
p40049,bin2,cost,331.26
p40049,bin2,cap,2000
p40049,bin3,cost,3312.63
p40049,bin3,cap,20000
p40051,bin1,cost,107.66
p40051,bin1,cap,1000
p40051,bin2,cost,331.26
p40051,bin2,cap,2000
p40051,bin3,cost,3312.63
p40051,bin3,cap,20000
p40053,bin1,cost,107.66
p40053,bin1,cap,1000
p40053,bin2,cost,331.26
p40053,bin2,cap,2000
p40053,bin3,cost,3312.63
p40053,bin3,cap,20000
p40055,bin1,cost,107.66
p40055,bin1,cap,1000
p40055,bin2,cost,331.26
p40055,bin2,cap,2000
p40055,bin3,cost,3312.63
p40055,bin3,cap,20000
p40057,bin1,cost,107.66
p40057,bin1,cap,1000
p40057,bin2,cost,331.26
p40057,bin2,cap,2000
p40057,bin3,cost,3312.63
p40057,bin3,cap,20000
p40059,bin1,cost,107.66
p40059,bin1,cap,1000
p40059,bin2,cost,331.26
p40059,bin2,cap,2000
p40059,bin3,cost,3312.63
p40059,bin3,cap,20000
p40061,bin1,cost,107.66
p40061,bin1,cap,1000
p40061,bin2,cost,331.26
p40061,bin2,cap,2000
p40061,bin3,cost,3312.63
p40061,bin3,cap,20000
p40063,bin1,cost,107.66
p40063,bin1,cap,1000
p40063,bin2,cost,331.26
p40063,bin2,cap,2000
p40063,bin3,cost,3312.63
p40063,bin3,cap,20000
p40065,bin1,cost,107.66
p40065,bin1,cap,1000
p40065,bin2,cost,331.26
p40065,bin2,cap,2000
p40065,bin3,cost,3312.63
p40065,bin3,cap,20000
p40067,bin1,cost,107.66
p40067,bin1,cap,1000
p40067,bin2,cost,331.26
p40067,bin2,cap,2000
p40067,bin3,cost,3312.63
p40067,bin3,cap,20000
p40069,bin1,cost,107.66
p40069,bin1,cap,1000
p40069,bin2,cost,331.26
p40069,bin2,cap,2000
p40069,bin3,cost,3312.63
p40069,bin3,cap,20000
p40071,bin1,cost,107.66
p40071,bin1,cap,1000
p40071,bin2,cost,331.26
p40071,bin2,cap,2000
p40071,bin3,cost,3312.63
p40071,bin3,cap,20000
p40073,bin1,cost,107.66
p40073,bin1,cap,1000
p40073,bin2,cost,331.26
p40073,bin2,cap,2000
p40073,bin3,cost,3312.63
p40073,bin3,cap,20000
p40075,bin1,cost,107.66
p40075,bin1,cap,1000
p40075,bin2,cost,331.26
p40075,bin2,cap,2000
p40075,bin3,cost,3312.63
p40075,bin3,cap,20000
p40077,bin1,cost,107.66
p40077,bin1,cap,1000
p40077,bin2,cost,331.26
p40077,bin2,cap,2000
p40077,bin3,cost,3312.63
p40077,bin3,cap,20000
p40079,bin1,cost,107.66
p40079,bin1,cap,1000
p40079,bin2,cost,331.26
p40079,bin2,cap,2000
p40079,bin3,cost,3312.63
p40079,bin3,cap,20000
p40081,bin1,cost,107.66
p40081,bin1,cap,1000
p40081,bin2,cost,331.26
p40081,bin2,cap,2000
p40081,bin3,cost,3312.63
p40081,bin3,cap,20000
p40083,bin1,cost,107.66
p40083,bin1,cap,1000
p40083,bin2,cost,331.26
p40083,bin2,cap,2000
p40083,bin3,cost,3312.63
p40083,bin3,cap,20000
p40085,bin1,cost,107.66
p40085,bin1,cap,1000
p40085,bin2,cost,331.26
p40085,bin2,cap,2000
p40085,bin3,cost,3312.63
p40085,bin3,cap,20000
p40087,bin1,cost,107.66
p40087,bin1,cap,1000
p40087,bin2,cost,331.26
p40087,bin2,cap,2000
p40087,bin3,cost,3312.63
p40087,bin3,cap,20000
p40089,bin1,cost,107.66
p40089,bin1,cap,1000
p40089,bin2,cost,331.26
p40089,bin2,cap,2000
p40089,bin3,cost,3312.63
p40089,bin3,cap,20000
p40091,bin1,cost,107.66
p40091,bin1,cap,1000
p40091,bin2,cost,331.26
p40091,bin2,cap,2000
p40091,bin3,cost,3312.63
p40091,bin3,cap,20000
p40093,bin1,cost,107.66
p40093,bin1,cap,1000
p40093,bin2,cost,331.26
p40093,bin2,cap,2000
p40093,bin3,cost,3312.63
p40093,bin3,cap,20000
p40095,bin1,cost,107.66
p40095,bin1,cap,1000
p40095,bin2,cost,331.26
p40095,bin2,cap,2000
p40095,bin3,cost,3312.63
p40095,bin3,cap,20000
p40099,bin1,cost,107.66
p40099,bin1,cap,1000
p40099,bin2,cost,331.26
p40099,bin2,cap,2000
p40099,bin3,cost,3312.63
p40099,bin3,cap,20000
p40103,bin1,cost,107.66
p40103,bin1,cap,1000
p40103,bin2,cost,331.26
p40103,bin2,cap,2000
p40103,bin3,cost,3312.63
p40103,bin3,cap,20000
p40107,bin1,cost,107.66
p40107,bin1,cap,1000
p40107,bin2,cost,331.26
p40107,bin2,cap,2000
p40107,bin3,cost,3312.63
p40107,bin3,cap,20000
p40109,bin1,cost,107.66
p40109,bin1,cap,1000
p40109,bin2,cost,331.26
p40109,bin2,cap,2000
p40109,bin3,cost,3312.63
p40109,bin3,cap,20000
p40117,bin1,cost,107.66
p40117,bin1,cap,1000
p40117,bin2,cost,331.26
p40117,bin2,cap,2000
p40117,bin3,cost,3312.63
p40117,bin3,cap,20000
p40119,bin1,cost,107.66
p40119,bin1,cap,1000
p40119,bin2,cost,331.26
p40119,bin2,cap,2000
p40119,bin3,cost,3312.63
p40119,bin3,cap,20000
p40121,bin1,cost,107.66
p40121,bin1,cap,1000
p40121,bin2,cost,331.26
p40121,bin2,cap,2000
p40121,bin3,cost,3312.63
p40121,bin3,cap,20000
p40123,bin1,cost,107.66
p40123,bin1,cap,1000
p40123,bin2,cost,331.26
p40123,bin2,cap,2000
p40123,bin3,cost,3312.63
p40123,bin3,cap,20000
p40125,bin1,cost,107.66
p40125,bin1,cap,1000
p40125,bin2,cost,331.26
p40125,bin2,cap,2000
p40125,bin3,cost,3312.63
p40125,bin3,cap,20000
p40127,bin1,cost,107.66
p40127,bin1,cap,1000
p40127,bin2,cost,331.26
p40127,bin2,cap,2000
p40127,bin3,cost,3312.63
p40127,bin3,cap,20000
p40129,bin1,cost,107.66
p40129,bin1,cap,1000
p40129,bin2,cost,331.26
p40129,bin2,cap,2000
p40129,bin3,cost,3312.63
p40129,bin3,cap,20000
p40133,bin1,cost,107.66
p40133,bin1,cap,1000
p40133,bin2,cost,331.26
p40133,bin2,cap,2000
p40133,bin3,cost,3312.63
p40133,bin3,cap,20000
p40135,bin1,cost,107.66
p40135,bin1,cap,1000
p40135,bin2,cost,331.26
p40135,bin2,cap,2000
p40135,bin3,cost,3312.63
p40135,bin3,cap,20000
p40137,bin1,cost,107.66
p40137,bin1,cap,1000
p40137,bin2,cost,331.26
p40137,bin2,cap,2000
p40137,bin3,cost,3312.63
p40137,bin3,cap,20000
p40141,bin1,cost,107.66
p40141,bin1,cap,1000
p40141,bin2,cost,331.26
p40141,bin2,cap,2000
p40141,bin3,cost,3312.63
p40141,bin3,cap,20000
p40149,bin1,cost,107.66
p40149,bin1,cap,1000
p40149,bin2,cost,331.26
p40149,bin2,cap,2000
p40149,bin3,cost,3312.63
p40149,bin3,cap,20000
p40151,bin1,cost,107.66
p40151,bin1,cap,1000
p40151,bin2,cost,331.26
p40151,bin2,cap,2000
p40151,bin3,cost,3312.63
p40151,bin3,cap,20000
p40153,bin1,cost,107.66
p40153,bin1,cap,1000
p40153,bin2,cost,331.26
p40153,bin2,cap,2000
p40153,bin3,cost,3312.63
p40153,bin3,cap,20000
p40001,bin1,cost,107.66
p40001,bin1,cap,1000
p40001,bin2,cost,331.26
p40001,bin2,cap,2000
p40001,bin3,cost,3312.63
p40001,bin3,cap,20000
p40021,bin1,cost,107.66
p40021,bin1,cap,1000
p40021,bin2,cost,331.26
p40021,bin2,cap,2000
p40021,bin3,cost,3312.63
p40021,bin3,cap,20000
p40035,bin1,cost,107.66
p40035,bin1,cap,1000
p40035,bin2,cost,331.26
p40035,bin2,cap,2000
p40035,bin3,cost,3312.63
p40035,bin3,cap,20000
p40037,bin1,cost,107.66
p40037,bin1,cap,1000
p40037,bin2,cost,331.26
p40037,bin2,cap,2000
p40037,bin3,cost,3312.63
p40037,bin3,cap,20000
p40041,bin1,cost,107.66
p40041,bin1,cap,1000
p40041,bin2,cost,331.26
p40041,bin2,cap,2000
p40041,bin3,cost,3312.63
p40041,bin3,cap,20000
p40097,bin1,cost,107.66
p40097,bin1,cap,1000
p40097,bin2,cost,331.26
p40097,bin2,cap,2000
p40097,bin3,cost,3312.63
p40097,bin3,cap,20000
p40101,bin1,cost,107.66
p40101,bin1,cap,1000
p40101,bin2,cost,331.26
p40101,bin2,cap,2000
p40101,bin3,cost,3312.63
p40101,bin3,cap,20000
p40105,bin1,cost,107.66
p40105,bin1,cap,1000
p40105,bin2,cost,331.26
p40105,bin2,cap,2000
p40105,bin3,cost,3312.63
p40105,bin3,cap,20000
p40111,bin1,cost,107.66
p40111,bin1,cap,1000
p40111,bin2,cost,331.26
p40111,bin2,cap,2000
p40111,bin3,cost,3312.63
p40111,bin3,cap,20000
p40113,bin1,cost,107.66
p40113,bin1,cap,1000
p40113,bin2,cost,331.26
p40113,bin2,cap,2000
p40113,bin3,cost,3312.63
p40113,bin3,cap,20000
p40115,bin1,cost,107.66
p40115,bin1,cap,1000
p40115,bin2,cost,331.26
p40115,bin2,cap,2000
p40115,bin3,cost,3312.63
p40115,bin3,cap,20000
p40131,bin1,cost,107.66
p40131,bin1,cap,1000
p40131,bin2,cost,331.26
p40131,bin2,cap,2000
p40131,bin3,cost,3312.63
p40131,bin3,cap,20000
p40143,bin1,cost,107.66
p40143,bin1,cap,1000
p40143,bin2,cost,331.26
p40143,bin2,cap,2000
p40143,bin3,cost,3312.63
p40143,bin3,cap,20000
p40145,bin1,cost,107.66
p40145,bin1,cap,1000
p40145,bin2,cost,331.26
p40145,bin2,cap,2000
p40145,bin3,cost,3312.63
p40145,bin3,cap,20000
p40147,bin1,cost,107.66
p40147,bin1,cap,1000
p40147,bin2,cost,331.26
p40147,bin2,cap,2000
p40147,bin3,cost,3312.63
p40147,bin3,cap,20000
p20023,bin1,cost,107.66
p20023,bin1,cap,1000
p20023,bin2,cost,331.26
p20023,bin2,cap,2000
p20023,bin3,cost,3312.63
p20023,bin3,cap,20000
p20039,bin1,cost,107.66
p20039,bin1,cap,1000
p20039,bin2,cost,331.26
p20039,bin2,cap,2000
p20039,bin3,cost,3312.63
p20039,bin3,cap,20000
p20055,bin1,cost,107.66
p20055,bin1,cap,1000
p20055,bin2,cost,331.26
p20055,bin2,cap,2000
p20055,bin3,cost,3312.63
p20055,bin3,cap,20000
p20063,bin1,cost,107.66
p20063,bin1,cap,1000
p20063,bin2,cost,331.26
p20063,bin2,cap,2000
p20063,bin3,cost,3312.63
p20063,bin3,cap,20000
p20065,bin1,cost,107.66
p20065,bin1,cap,1000
p20065,bin2,cost,331.26
p20065,bin2,cap,2000
p20065,bin3,cost,3312.63
p20065,bin3,cap,20000
p20067,bin1,cost,107.66
p20067,bin1,cap,1000
p20067,bin2,cost,331.26
p20067,bin2,cap,2000
p20067,bin3,cost,3312.63
p20067,bin3,cap,20000
p20071,bin1,cost,107.66
p20071,bin1,cap,1000
p20071,bin2,cost,331.26
p20071,bin2,cap,2000
p20071,bin3,cost,3312.63
p20071,bin3,cap,20000
p20075,bin1,cost,107.66
p20075,bin1,cap,1000
p20075,bin2,cost,331.26
p20075,bin2,cap,2000
p20075,bin3,cost,3312.63
p20075,bin3,cap,20000
p20093,bin1,cost,107.66
p20093,bin1,cap,1000
p20093,bin2,cost,331.26
p20093,bin2,cap,2000
p20093,bin3,cost,3312.63
p20093,bin3,cap,20000
p20101,bin1,cost,107.66
p20101,bin1,cap,1000
p20101,bin2,cost,331.26
p20101,bin2,cap,2000
p20101,bin3,cost,3312.63
p20101,bin3,cap,20000
p20109,bin1,cost,107.66
p20109,bin1,cap,1000
p20109,bin2,cost,331.26
p20109,bin2,cap,2000
p20109,bin3,cost,3312.63
p20109,bin3,cap,20000
p20129,bin1,cost,107.66
p20129,bin1,cap,1000
p20129,bin2,cost,331.26
p20129,bin2,cap,2000
p20129,bin3,cost,3312.63
p20129,bin3,cap,20000
p20137,bin1,cost,107.66
p20137,bin1,cap,1000
p20137,bin2,cost,331.26
p20137,bin2,cap,2000
p20137,bin3,cost,3312.63
p20137,bin3,cap,20000
p20153,bin1,cost,107.66
p20153,bin1,cap,1000
p20153,bin2,cost,331.26
p20153,bin2,cap,2000
p20153,bin3,cost,3312.63
p20153,bin3,cap,20000
p20171,bin1,cost,107.66
p20171,bin1,cap,1000
p20171,bin2,cost,331.26
p20171,bin2,cap,2000
p20171,bin3,cost,3312.63
p20171,bin3,cap,20000
p20179,bin1,cost,107.66
p20179,bin1,cap,1000
p20179,bin2,cost,331.26
p20179,bin2,cap,2000
p20179,bin3,cost,3312.63
p20179,bin3,cap,20000
p20181,bin1,cost,107.66
p20181,bin1,cap,1000
p20181,bin2,cost,331.26
p20181,bin2,cap,2000
p20181,bin3,cost,3312.63
p20181,bin3,cap,20000
p20187,bin1,cost,107.66
p20187,bin1,cap,1000
p20187,bin2,cost,331.26
p20187,bin2,cap,2000
p20187,bin3,cost,3312.63
p20187,bin3,cap,20000
p20189,bin1,cost,107.66
p20189,bin1,cap,1000
p20189,bin2,cost,331.26
p20189,bin2,cap,2000
p20189,bin3,cost,3312.63
p20189,bin3,cap,20000
p20193,bin1,cost,107.66
p20193,bin1,cap,1000
p20193,bin2,cost,331.26
p20193,bin2,cap,2000
p20193,bin3,cost,3312.63
p20193,bin3,cap,20000
p20195,bin1,cost,107.66
p20195,bin1,cap,1000
p20195,bin2,cost,331.26
p20195,bin2,cap,2000
p20195,bin3,cost,3312.63
p20195,bin3,cap,20000
p20199,bin1,cost,107.66
p20199,bin1,cap,1000
p20199,bin2,cost,331.26
p20199,bin2,cap,2000
p20199,bin3,cost,3312.63
p20199,bin3,cap,20000
p20203,bin1,cost,107.66
p20203,bin1,cap,1000
p20203,bin2,cost,331.26
p20203,bin2,cap,2000
p20203,bin3,cost,3312.63
p20203,bin3,cap,20000
p20001,bin1,cost,107.66
p20001,bin1,cap,1000
p20001,bin2,cost,331.26
p20001,bin2,cap,2000
p20001,bin3,cost,3312.63
p20001,bin3,cap,20000
p20003,bin1,cost,107.66
p20003,bin1,cap,1000
p20003,bin2,cost,331.26
p20003,bin2,cap,2000
p20003,bin3,cost,3312.63
p20003,bin3,cap,20000
p20005,bin1,cost,107.66
p20005,bin1,cap,1000
p20005,bin2,cost,331.26
p20005,bin2,cap,2000
p20005,bin3,cost,3312.63
p20005,bin3,cap,20000
p20007,bin1,cost,107.66
p20007,bin1,cap,1000
p20007,bin2,cost,331.26
p20007,bin2,cap,2000
p20007,bin3,cost,3312.63
p20007,bin3,cap,20000
p20009,bin1,cost,107.66
p20009,bin1,cap,1000
p20009,bin2,cost,331.26
p20009,bin2,cap,2000
p20009,bin3,cost,3312.63
p20009,bin3,cap,20000
p20011,bin1,cost,107.66
p20011,bin1,cap,1000
p20011,bin2,cost,331.26
p20011,bin2,cap,2000
p20011,bin3,cost,3312.63
p20011,bin3,cap,20000
p20013,bin1,cost,107.66
p20013,bin1,cap,1000
p20013,bin2,cost,331.26
p20013,bin2,cap,2000
p20013,bin3,cost,3312.63
p20013,bin3,cap,20000
p20015,bin1,cost,107.66
p20015,bin1,cap,1000
p20015,bin2,cost,331.26
p20015,bin2,cap,2000
p20015,bin3,cost,3312.63
p20015,bin3,cap,20000
p20017,bin1,cost,107.66
p20017,bin1,cap,1000
p20017,bin2,cost,331.26
p20017,bin2,cap,2000
p20017,bin3,cost,3312.63
p20017,bin3,cap,20000
p20019,bin1,cost,107.66
p20019,bin1,cap,1000
p20019,bin2,cost,331.26
p20019,bin2,cap,2000
p20019,bin3,cost,3312.63
p20019,bin3,cap,20000
p20021,bin1,cost,107.66
p20021,bin1,cap,1000
p20021,bin2,cost,331.26
p20021,bin2,cap,2000
p20021,bin3,cost,3312.63
p20021,bin3,cap,20000
p20025,bin1,cost,107.66
p20025,bin1,cap,1000
p20025,bin2,cost,331.26
p20025,bin2,cap,2000
p20025,bin3,cost,3312.63
p20025,bin3,cap,20000
p20027,bin1,cost,107.66
p20027,bin1,cap,1000
p20027,bin2,cost,331.26
p20027,bin2,cap,2000
p20027,bin3,cost,3312.63
p20027,bin3,cap,20000
p20029,bin1,cost,107.66
p20029,bin1,cap,1000
p20029,bin2,cost,331.26
p20029,bin2,cap,2000
p20029,bin3,cost,3312.63
p20029,bin3,cap,20000
p20031,bin1,cost,107.66
p20031,bin1,cap,1000
p20031,bin2,cost,331.26
p20031,bin2,cap,2000
p20031,bin3,cost,3312.63
p20031,bin3,cap,20000
p20033,bin1,cost,107.66
p20033,bin1,cap,1000
p20033,bin2,cost,331.26
p20033,bin2,cap,2000
p20033,bin3,cost,3312.63
p20033,bin3,cap,20000
p20035,bin1,cost,107.66
p20035,bin1,cap,1000
p20035,bin2,cost,331.26
p20035,bin2,cap,2000
p20035,bin3,cost,3312.63
p20035,bin3,cap,20000
p20037,bin1,cost,107.66
p20037,bin1,cap,1000
p20037,bin2,cost,331.26
p20037,bin2,cap,2000
p20037,bin3,cost,3312.63
p20037,bin3,cap,20000
p20041,bin1,cost,107.66
p20041,bin1,cap,1000
p20041,bin2,cost,331.26
p20041,bin2,cap,2000
p20041,bin3,cost,3312.63
p20041,bin3,cap,20000
p20043,bin1,cost,107.66
p20043,bin1,cap,1000
p20043,bin2,cost,331.26
p20043,bin2,cap,2000
p20043,bin3,cost,3312.63
p20043,bin3,cap,20000
p20045,bin1,cost,107.66
p20045,bin1,cap,1000
p20045,bin2,cost,331.26
p20045,bin2,cap,2000
p20045,bin3,cost,3312.63
p20045,bin3,cap,20000
p20047,bin1,cost,107.66
p20047,bin1,cap,1000
p20047,bin2,cost,331.26
p20047,bin2,cap,2000
p20047,bin3,cost,3312.63
p20047,bin3,cap,20000
p20049,bin1,cost,107.66
p20049,bin1,cap,1000
p20049,bin2,cost,331.26
p20049,bin2,cap,2000
p20049,bin3,cost,3312.63
p20049,bin3,cap,20000
p20051,bin1,cost,107.66
p20051,bin1,cap,1000
p20051,bin2,cost,331.26
p20051,bin2,cap,2000
p20051,bin3,cost,3312.63
p20051,bin3,cap,20000
p20053,bin1,cost,107.66
p20053,bin1,cap,1000
p20053,bin2,cost,331.26
p20053,bin2,cap,2000
p20053,bin3,cost,3312.63
p20053,bin3,cap,20000
p20057,bin1,cost,107.66
p20057,bin1,cap,1000
p20057,bin2,cost,331.26
p20057,bin2,cap,2000
p20057,bin3,cost,3312.63
p20057,bin3,cap,20000
p20059,bin1,cost,107.66
p20059,bin1,cap,1000
p20059,bin2,cost,331.26
p20059,bin2,cap,2000
p20059,bin3,cost,3312.63
p20059,bin3,cap,20000
p20061,bin1,cost,107.66
p20061,bin1,cap,1000
p20061,bin2,cost,331.26
p20061,bin2,cap,2000
p20061,bin3,cost,3312.63
p20061,bin3,cap,20000
p20069,bin1,cost,107.66
p20069,bin1,cap,1000
p20069,bin2,cost,331.26
p20069,bin2,cap,2000
p20069,bin3,cost,3312.63
p20069,bin3,cap,20000
p20073,bin1,cost,107.66
p20073,bin1,cap,1000
p20073,bin2,cost,331.26
p20073,bin2,cap,2000
p20073,bin3,cost,3312.63
p20073,bin3,cap,20000
p20077,bin1,cost,107.66
p20077,bin1,cap,1000
p20077,bin2,cost,331.26
p20077,bin2,cap,2000
p20077,bin3,cost,3312.63
p20077,bin3,cap,20000
p20079,bin1,cost,107.66
p20079,bin1,cap,1000
p20079,bin2,cost,331.26
p20079,bin2,cap,2000
p20079,bin3,cost,3312.63
p20079,bin3,cap,20000
p20081,bin1,cost,107.66
p20081,bin1,cap,1000
p20081,bin2,cost,331.26
p20081,bin2,cap,2000
p20081,bin3,cost,3312.63
p20081,bin3,cap,20000
p20083,bin1,cost,107.66
p20083,bin1,cap,1000
p20083,bin2,cost,331.26
p20083,bin2,cap,2000
p20083,bin3,cost,3312.63
p20083,bin3,cap,20000
p20085,bin1,cost,107.66
p20085,bin1,cap,1000
p20085,bin2,cost,331.26
p20085,bin2,cap,2000
p20085,bin3,cost,3312.63
p20085,bin3,cap,20000
p20087,bin1,cost,107.66
p20087,bin1,cap,1000
p20087,bin2,cost,331.26
p20087,bin2,cap,2000
p20087,bin3,cost,3312.63
p20087,bin3,cap,20000
p20089,bin1,cost,107.66
p20089,bin1,cap,1000
p20089,bin2,cost,331.26
p20089,bin2,cap,2000
p20089,bin3,cost,3312.63
p20089,bin3,cap,20000
p20091,bin1,cost,107.66
p20091,bin1,cap,1000
p20091,bin2,cost,331.26
p20091,bin2,cap,2000
p20091,bin3,cost,3312.63
p20091,bin3,cap,20000
p20095,bin1,cost,107.66
p20095,bin1,cap,1000
p20095,bin2,cost,331.26
p20095,bin2,cap,2000
p20095,bin3,cost,3312.63
p20095,bin3,cap,20000
p20097,bin1,cost,107.66
p20097,bin1,cap,1000
p20097,bin2,cost,331.26
p20097,bin2,cap,2000
p20097,bin3,cost,3312.63
p20097,bin3,cap,20000
p20099,bin1,cost,107.66
p20099,bin1,cap,1000
p20099,bin2,cost,331.26
p20099,bin2,cap,2000
p20099,bin3,cost,3312.63
p20099,bin3,cap,20000
p20103,bin1,cost,107.66
p20103,bin1,cap,1000
p20103,bin2,cost,331.26
p20103,bin2,cap,2000
p20103,bin3,cost,3312.63
p20103,bin3,cap,20000
p20105,bin1,cost,107.66
p20105,bin1,cap,1000
p20105,bin2,cost,331.26
p20105,bin2,cap,2000
p20105,bin3,cost,3312.63
p20105,bin3,cap,20000
p20107,bin1,cost,107.66
p20107,bin1,cap,1000
p20107,bin2,cost,331.26
p20107,bin2,cap,2000
p20107,bin3,cost,3312.63
p20107,bin3,cap,20000
p20111,bin1,cost,107.66
p20111,bin1,cap,1000
p20111,bin2,cost,331.26
p20111,bin2,cap,2000
p20111,bin3,cost,3312.63
p20111,bin3,cap,20000
p20113,bin1,cost,107.66
p20113,bin1,cap,1000
p20113,bin2,cost,331.26
p20113,bin2,cap,2000
p20113,bin3,cost,3312.63
p20113,bin3,cap,20000
p20115,bin1,cost,107.66
p20115,bin1,cap,1000
p20115,bin2,cost,331.26
p20115,bin2,cap,2000
p20115,bin3,cost,3312.63
p20115,bin3,cap,20000
p20117,bin1,cost,107.66
p20117,bin1,cap,1000
p20117,bin2,cost,331.26
p20117,bin2,cap,2000
p20117,bin3,cost,3312.63
p20117,bin3,cap,20000
p20119,bin1,cost,107.66
p20119,bin1,cap,1000
p20119,bin2,cost,331.26
p20119,bin2,cap,2000
p20119,bin3,cost,3312.63
p20119,bin3,cap,20000
p20121,bin1,cost,107.66
p20121,bin1,cap,1000
p20121,bin2,cost,331.26
p20121,bin2,cap,2000
p20121,bin3,cost,3312.63
p20121,bin3,cap,20000
p20123,bin1,cost,107.66
p20123,bin1,cap,1000
p20123,bin2,cost,331.26
p20123,bin2,cap,2000
p20123,bin3,cost,3312.63
p20123,bin3,cap,20000
p20125,bin1,cost,107.66
p20125,bin1,cap,1000
p20125,bin2,cost,331.26
p20125,bin2,cap,2000
p20125,bin3,cost,3312.63
p20125,bin3,cap,20000
p20127,bin1,cost,107.66
p20127,bin1,cap,1000
p20127,bin2,cost,331.26
p20127,bin2,cap,2000
p20127,bin3,cost,3312.63
p20127,bin3,cap,20000
p20131,bin1,cost,107.66
p20131,bin1,cap,1000
p20131,bin2,cost,331.26
p20131,bin2,cap,2000
p20131,bin3,cost,3312.63
p20131,bin3,cap,20000
p20133,bin1,cost,107.66
p20133,bin1,cap,1000
p20133,bin2,cost,331.26
p20133,bin2,cap,2000
p20133,bin3,cost,3312.63
p20133,bin3,cap,20000
p20135,bin1,cost,107.66
p20135,bin1,cap,1000
p20135,bin2,cost,331.26
p20135,bin2,cap,2000
p20135,bin3,cost,3312.63
p20135,bin3,cap,20000
p20139,bin1,cost,107.66
p20139,bin1,cap,1000
p20139,bin2,cost,331.26
p20139,bin2,cap,2000
p20139,bin3,cost,3312.63
p20139,bin3,cap,20000
p20141,bin1,cost,107.66
p20141,bin1,cap,1000
p20141,bin2,cost,331.26
p20141,bin2,cap,2000
p20141,bin3,cost,3312.63
p20141,bin3,cap,20000
p20143,bin1,cost,107.66
p20143,bin1,cap,1000
p20143,bin2,cost,331.26
p20143,bin2,cap,2000
p20143,bin3,cost,3312.63
p20143,bin3,cap,20000
p20145,bin1,cost,107.66
p20145,bin1,cap,1000
p20145,bin2,cost,331.26
p20145,bin2,cap,2000
p20145,bin3,cost,3312.63
p20145,bin3,cap,20000
p20147,bin1,cost,107.66
p20147,bin1,cap,1000
p20147,bin2,cost,331.26
p20147,bin2,cap,2000
p20147,bin3,cost,3312.63
p20147,bin3,cap,20000
p20149,bin1,cost,107.66
p20149,bin1,cap,1000
p20149,bin2,cost,331.26
p20149,bin2,cap,2000
