*r,rtscbin,sc_cat,value
p17145,bin1,cost,107.66
p17145,bin1,cap,1000
p17145,bin2,cost,331.26
p17145,bin2,cap,2000
p17145,bin3,cost,3312.63
p17145,bin3,cap,20000
p17147,bin1,cost,107.66
p17147,bin1,cap,1000
p17147,bin2,cost,331.26
p17147,bin2,cap,2000
p17147,bin3,cost,3312.63
p17147,bin3,cap,20000
p17149,bin1,cost,107.66
p17149,bin1,cap,1000
p17149,bin2,cost,331.26
p17149,bin2,cap,2000
p17149,bin3,cost,3312.63
p17149,bin3,cap,20000
p17151,bin1,cost,107.66
p17151,bin1,cap,1000
p17151,bin2,cost,331.26
p17151,bin2,cap,2000
p17151,bin3,cost,3312.63
p17151,bin3,cap,20000
p17153,bin1,cost,107.66
p17153,bin1,cap,1000
p17153,bin2,cost,331.26
p17153,bin2,cap,2000
p17153,bin3,cost,3312.63
p17153,bin3,cap,20000
p17155,bin1,cost,107.66
p17155,bin1,cap,1000
p17155,bin2,cost,331.26
p17155,bin2,cap,2000
p17155,bin3,cost,3312.63
p17155,bin3,cap,20000
p17157,bin1,cost,107.66
p17157,bin1,cap,1000
p17157,bin2,cost,331.26
p17157,bin2,cap,2000
p17157,bin3,cost,3312.63
p17157,bin3,cap,20000
p17159,bin1,cost,107.66
p17159,bin1,cap,1000
p17159,bin2,cost,331.26
p17159,bin2,cap,2000
p17159,bin3,cost,3312.63
p17159,bin3,cap,20000
p17161,bin1,cost,107.66
p17161,bin1,cap,1000
p17161,bin2,cost,331.26
p17161,bin2,cap,2000
p17161,bin3,cost,3312.63
p17161,bin3,cap,20000
p17163,bin1,cost,107.66
p17163,bin1,cap,1000
p17163,bin2,cost,331.26
p17163,bin2,cap,2000
p17163,bin3,cost,3312.63
p17163,bin3,cap,20000
p17165,bin1,cost,107.66
p17165,bin1,cap,1000
p17165,bin2,cost,331.26
p17165,bin2,cap,2000
p17165,bin3,cost,3312.63
p17165,bin3,cap,20000
p17167,bin1,cost,107.66
p17167,bin1,cap,1000
p17167,bin2,cost,331.26
p17167,bin2,cap,2000
p17167,bin3,cost,3312.63
p17167,bin3,cap,20000
p17169,bin1,cost,107.66
p17169,bin1,cap,1000
p17169,bin2,cost,331.26
p17169,bin2,cap,2000
p17169,bin3,cost,3312.63
p17169,bin3,cap,20000
p17171,bin1,cost,107.66
p17171,bin1,cap,1000
p17171,bin2,cost,331.26
p17171,bin2,cap,2000
p17171,bin3,cost,3312.63
p17171,bin3,cap,20000
p17173,bin1,cost,107.66
p17173,bin1,cap,1000
p17173,bin2,cost,331.26
p17173,bin2,cap,2000
p17173,bin3,cost,3312.63
p17173,bin3,cap,20000
p17175,bin1,cost,107.66
p17175,bin1,cap,1000
p17175,bin2,cost,331.26
p17175,bin2,cap,2000
p17175,bin3,cost,3312.63
p17175,bin3,cap,20000
p17177,bin1,cost,107.66
p17177,bin1,cap,1000
p17177,bin2,cost,331.26
p17177,bin2,cap,2000
p17177,bin3,cost,3312.63
p17177,bin3,cap,20000
p17179,bin1,cost,107.66
p17179,bin1,cap,1000
p17179,bin2,cost,331.26
p17179,bin2,cap,2000
p17179,bin3,cost,3312.63
p17179,bin3,cap,20000
p17181,bin1,cost,107.66
p17181,bin1,cap,1000
p17181,bin2,cost,331.26
p17181,bin2,cap,2000
p17181,bin3,cost,3312.63
p17181,bin3,cap,20000
p17183,bin1,cost,107.66
p17183,bin1,cap,1000
p17183,bin2,cost,331.26
p17183,bin2,cap,2000
p17183,bin3,cost,3312.63
p17183,bin3,cap,20000
p17185,bin1,cost,107.66
p17185,bin1,cap,1000
p17185,bin2,cost,331.26
p17185,bin2,cap,2000
p17185,bin3,cost,3312.63
p17185,bin3,cap,20000
p17187,bin1,cost,107.66
p17187,bin1,cap,1000
p17187,bin2,cost,331.26
p17187,bin2,cap,2000
p17187,bin3,cost,3312.63
p17187,bin3,cap,20000
p17189,bin1,cost,107.66
p17189,bin1,cap,1000
p17189,bin2,cost,331.26
p17189,bin2,cap,2000
p17189,bin3,cost,3312.63
p17189,bin3,cap,20000
p17191,bin1,cost,107.66
p17191,bin1,cap,1000
p17191,bin2,cost,331.26
p17191,bin2,cap,2000
p17191,bin3,cost,3312.63
p17191,bin3,cap,20000
p17193,bin1,cost,107.66
p17193,bin1,cap,1000
p17193,bin2,cost,331.26
p17193,bin2,cap,2000
p17193,bin3,cost,3312.63
p17193,bin3,cap,20000
p17195,bin1,cost,107.66
p17195,bin1,cap,1000
p17195,bin2,cost,331.26
p17195,bin2,cap,2000
p17195,bin3,cost,3312.63
p17195,bin3,cap,20000
p17197,bin1,cost,107.66
p17197,bin1,cap,1000
p17197,bin2,cost,331.26
p17197,bin2,cap,2000
p17197,bin3,cost,3312.63
p17197,bin3,cap,20000
p17199,bin1,cost,107.66
p17199,bin1,cap,1000
p17199,bin2,cost,331.26
p17199,bin2,cap,2000
p17199,bin3,cost,3312.63
p17199,bin3,cap,20000
p17201,bin1,cost,107.66
p17201,bin1,cap,1000
p17201,bin2,cost,331.26
p17201,bin2,cap,2000
p17201,bin3,cost,3312.63
p17201,bin3,cap,20000
p17203,bin1,cost,107.66
p17203,bin1,cap,1000
p17203,bin2,cost,331.26
p17203,bin2,cap,2000
p17203,bin3,cost,3312.63
p17203,bin3,cap,20000
p18001,bin1,cost,107.66
p18001,bin1,cap,1000
p18001,bin2,cost,331.26
p18001,bin2,cap,2000
p18001,bin3,cost,3312.63
p18001,bin3,cap,20000
p18003,bin1,cost,107.66
p18003,bin1,cap,1000
p18003,bin2,cost,331.26
p18003,bin2,cap,2000
p18003,bin3,cost,3312.63
p18003,bin3,cap,20000
p18005,bin1,cost,107.66
p18005,bin1,cap,1000
p18005,bin2,cost,331.26
p18005,bin2,cap,2000
p18005,bin3,cost,3312.63
p18005,bin3,cap,20000
p18007,bin1,cost,107.66
p18007,bin1,cap,1000
p18007,bin2,cost,331.26
p18007,bin2,cap,2000
p18007,bin3,cost,3312.63
p18007,bin3,cap,20000
p18009,bin1,cost,107.66
p18009,bin1,cap,1000
p18009,bin2,cost,331.26
p18009,bin2,cap,2000
p18009,bin3,cost,3312.63
p18009,bin3,cap,20000
p18011,bin1,cost,107.66
p18011,bin1,cap,1000
p18011,bin2,cost,331.26
p18011,bin2,cap,2000
p18011,bin3,cost,3312.63
p18011,bin3,cap,20000
p18013,bin1,cost,107.66
p18013,bin1,cap,1000
p18013,bin2,cost,331.26
p18013,bin2,cap,2000
p18013,bin3,cost,3312.63
p18013,bin3,cap,20000
p18015,bin1,cost,107.66
p18015,bin1,cap,1000
p18015,bin2,cost,331.26
p18015,bin2,cap,2000
p18015,bin3,cost,3312.63
p18015,bin3,cap,20000
p18017,bin1,cost,107.66
p18017,bin1,cap,1000
p18017,bin2,cost,331.26
p18017,bin2,cap,2000
p18017,bin3,cost,3312.63
p18017,bin3,cap,20000
p18019,bin1,cost,107.66
p18019,bin1,cap,1000
p18019,bin2,cost,331.26
p18019,bin2,cap,2000
p18019,bin3,cost,3312.63
p18019,bin3,cap,20000
p18021,bin1,cost,107.66
p18021,bin1,cap,1000
p18021,bin2,cost,331.26
p18021,bin2,cap,2000
p18021,bin3,cost,3312.63
p18021,bin3,cap,20000
p18023,bin1,cost,107.66
p18023,bin1,cap,1000
p18023,bin2,cost,331.26
p18023,bin2,cap,2000
p18023,bin3,cost,3312.63
p18023,bin3,cap,20000
p18025,bin1,cost,107.66
p18025,bin1,cap,1000
p18025,bin2,cost,331.26
p18025,bin2,cap,2000
p18025,bin3,cost,3312.63
p18025,bin3,cap,20000
p18027,bin1,cost,107.66
p18027,bin1,cap,1000
p18027,bin2,cost,331.26
p18027,bin2,cap,2000
p18027,bin3,cost,3312.63
p18027,bin3,cap,20000
p18029,bin1,cost,107.66
p18029,bin1,cap,1000
p18029,bin2,cost,331.26
p18029,bin2,cap,2000
p18029,bin3,cost,3312.63
p18029,bin3,cap,20000
p18031,bin1,cost,107.66
p18031,bin1,cap,1000
p18031,bin2,cost,331.26
p18031,bin2,cap,2000
p18031,bin3,cost,3312.63
p18031,bin3,cap,20000
p18033,bin1,cost,107.66
p18033,bin1,cap,1000
p18033,bin2,cost,331.26
p18033,bin2,cap,2000
p18033,bin3,cost,3312.63
p18033,bin3,cap,20000
p18035,bin1,cost,107.66
p18035,bin1,cap,1000
p18035,bin2,cost,331.26
p18035,bin2,cap,2000
p18035,bin3,cost,3312.63
p18035,bin3,cap,20000
p18037,bin1,cost,107.66
p18037,bin1,cap,1000
p18037,bin2,cost,331.26
p18037,bin2,cap,2000
p18037,bin3,cost,3312.63
p18037,bin3,cap,20000
p18039,bin1,cost,107.66
p18039,bin1,cap,1000
p18039,bin2,cost,331.26
p18039,bin2,cap,2000
p18039,bin3,cost,3312.63
p18039,bin3,cap,20000
p18041,bin1,cost,107.66
p18041,bin1,cap,1000
p18041,bin2,cost,331.26
p18041,bin2,cap,2000
p18041,bin3,cost,3312.63
p18041,bin3,cap,20000
p18043,bin1,cost,107.66
p18043,bin1,cap,1000
p18043,bin2,cost,331.26
p18043,bin2,cap,2000
p18043,bin3,cost,3312.63
p18043,bin3,cap,20000
p18045,bin1,cost,107.66
p18045,bin1,cap,1000
p18045,bin2,cost,331.26
p18045,bin2,cap,2000
p18045,bin3,cost,3312.63
p18045,bin3,cap,20000
p18047,bin1,cost,107.66
p18047,bin1,cap,1000
p18047,bin2,cost,331.26
p18047,bin2,cap,2000
p18047,bin3,cost,3312.63
p18047,bin3,cap,20000
p18049,bin1,cost,107.66
p18049,bin1,cap,1000
p18049,bin2,cost,331.26
p18049,bin2,cap,2000
p18049,bin3,cost,3312.63
p18049,bin3,cap,20000
p18051,bin1,cost,107.66
p18051,bin1,cap,1000
p18051,bin2,cost,331.26
p18051,bin2,cap,2000
p18051,bin3,cost,3312.63
p18051,bin3,cap,20000
p18053,bin1,cost,107.66
p18053,bin1,cap,1000
p18053,bin2,cost,331.26
p18053,bin2,cap,2000
p18053,bin3,cost,3312.63
p18053,bin3,cap,20000
p18055,bin1,cost,107.66
p18055,bin1,cap,1000
p18055,bin2,cost,331.26
p18055,bin2,cap,2000
p18055,bin3,cost,3312.63
p18055,bin3,cap,20000
p18057,bin1,cost,107.66
p18057,bin1,cap,1000
p18057,bin2,cost,331.26
p18057,bin2,cap,2000
p18057,bin3,cost,3312.63
p18057,bin3,cap,20000
p18059,bin1,cost,107.66
p18059,bin1,cap,1000
p18059,bin2,cost,331.26
p18059,bin2,cap,2000
p18059,bin3,cost,3312.63
p18059,bin3,cap,20000
p18061,bin1,cost,107.66
p18061,bin1,cap,1000
p18061,bin2,cost,331.26
p18061,bin2,cap,2000
p18061,bin3,cost,3312.63
p18061,bin3,cap,20000
p18063,bin1,cost,107.66
p18063,bin1,cap,1000
p18063,bin2,cost,331.26
p18063,bin2,cap,2000
p18063,bin3,cost,3312.63
p18063,bin3,cap,20000
p18065,bin1,cost,107.66
p18065,bin1,cap,1000
p18065,bin2,cost,331.26
p18065,bin2,cap,2000
p18065,bin3,cost,3312.63
p18065,bin3,cap,20000
p18067,bin1,cost,107.66
p18067,bin1,cap,1000
p18067,bin2,cost,331.26
p18067,bin2,cap,2000
p18067,bin3,cost,3312.63
p18067,bin3,cap,20000
p18069,bin1,cost,107.66
p18069,bin1,cap,1000
p18069,bin2,cost,331.26
p18069,bin2,cap,2000
p18069,bin3,cost,3312.63
p18069,bin3,cap,20000
p18071,bin1,cost,107.66
p18071,bin1,cap,1000
p18071,bin2,cost,331.26
p18071,bin2,cap,2000
p18071,bin3,cost,3312.63
p18071,bin3,cap,20000
p18073,bin1,cost,107.66
p18073,bin1,cap,1000
p18073,bin2,cost,331.26
p18073,bin2,cap,2000
p18073,bin3,cost,3312.63
p18073,bin3,cap,20000
p18075,bin1,cost,107.66
p18075,bin1,cap,1000
p18075,bin2,cost,331.26
p18075,bin2,cap,2000
p18075,bin3,cost,3312.63
p18075,bin3,cap,20000
p18077,bin1,cost,107.66
p18077,bin1,cap,1000
p18077,bin2,cost,331.26
p18077,bin2,cap,2000
p18077,bin3,cost,3312.63
p18077,bin3,cap,20000
p18079,bin1,cost,107.66
p18079,bin1,cap,1000
p18079,bin2,cost,331.26
p18079,bin2,cap,2000
p18079,bin3,cost,3312.63
p18079,bin3,cap,20000
p18081,bin1,cost,107.66
p18081,bin1,cap,1000
p18081,bin2,cost,331.26
p18081,bin2,cap,2000
p18081,bin3,cost,3312.63
p18081,bin3,cap,20000
p18083,bin1,cost,107.66
p18083,bin1,cap,1000
p18083,bin2,cost,331.26
p18083,bin2,cap,2000
p18083,bin3,cost,3312.63
p18083,bin3,cap,20000
p18085,bin1,cost,107.66
p18085,bin1,cap,1000
p18085,bin2,cost,331.26
p18085,bin2,cap,2000
p18085,bin3,cost,3312.63
p18085,bin3,cap,20000
p18087,bin1,cost,107.66
p18087,bin1,cap,1000
p18087,bin2,cost,331.26
p18087,bin2,cap,2000
p18087,bin3,cost,3312.63
p18087,bin3,cap,20000
p18089,bin1,cost,107.66
p18089,bin1,cap,1000
p18089,bin2,cost,331.26
p18089,bin2,cap,2000
p18089,bin3,cost,3312.63
p18089,bin3,cap,20000
p18091,bin1,cost,107.66
p18091,bin1,cap,1000
p18091,bin2,cost,331.26
p18091,bin2,cap,2000
p18091,bin3,cost,3312.63
p18091,bin3,cap,20000
p18093,bin1,cost,107.66
p18093,bin1,cap,1000
p18093,bin2,cost,331.26
p18093,bin2,cap,2000
p18093,bin3,cost,3312.63
p18093,bin3,cap,20000
p18095,bin1,cost,107.66
p18095,bin1,cap,1000
p18095,bin2,cost,331.26
p18095,bin2,cap,2000
p18095,bin3,cost,3312.63
p18095,bin3,cap,20000
p18097,bin1,cost,107.66
p18097,bin1,cap,1000
p18097,bin2,cost,331.26
p18097,bin2,cap,2000
p18097,bin3,cost,3312.63
p18097,bin3,cap,20000
p18099,bin1,cost,107.66
p18099,bin1,cap,1000
p18099,bin2,cost,331.26
p18099,bin2,cap,2000
p18099,bin3,cost,3312.63
p18099,bin3,cap,20000
p18101,bin1,cost,107.66
p18101,bin1,cap,1000
p18101,bin2,cost,331.26
p18101,bin2,cap,2000
p18101,bin3,cost,3312.63
p18101,bin3,cap,20000
p18103,bin1,cost,107.66
p18103,bin1,cap,1000
p18103,bin2,cost,331.26
p18103,bin2,cap,2000
p18103,bin3,cost,3312.63
p18103,bin3,cap,20000
p18105,bin1,cost,107.66
p18105,bin1,cap,1000
p18105,bin2,cost,331.26
p18105,bin2,cap,2000
p18105,bin3,cost,3312.63
p18105,bin3,cap,20000
p18107,bin1,cost,107.66
p18107,bin1,cap,1000
p18107,bin2,cost,331.26
p18107,bin2,cap,2000
p18107,bin3,cost,3312.63
p18107,bin3,cap,20000
p18109,bin1,cost,107.66
p18109,bin1,cap,1000
p18109,bin2,cost,331.26
p18109,bin2,cap,2000
p18109,bin3,cost,3312.63
p18109,bin3,cap,20000
p18111,bin1,cost,107.66
p18111,bin1,cap,1000
p18111,bin2,cost,331.26
p18111,bin2,cap,2000
p18111,bin3,cost,3312.63
p18111,bin3,cap,20000
p18113,bin1,cost,107.66
p18113,bin1,cap,1000
p18113,bin2,cost,331.26
p18113,bin2,cap,2000
p18113,bin3,cost,3312.63
p18113,bin3,cap,20000
p18115,bin1,cost,107.66
p18115,bin1,cap,1000
p18115,bin2,cost,331.26
p18115,bin2,cap,2000
p18115,bin3,cost,3312.63
p18115,bin3,cap,20000
p18117,bin1,cost,107.66
p18117,bin1,cap,1000
p18117,bin2,cost,331.26
p18117,bin2,cap,2000
p18117,bin3,cost,3312.63
p18117,bin3,cap,20000
p18119,bin1,cost,107.66
p18119,bin1,cap,1000
p18119,bin2,cost,331.26
p18119,bin2,cap,2000
p18119,bin3,cost,3312.63
p18119,bin3,cap,20000
p18121,bin1,cost,107.66
p18121,bin1,cap,1000
p18121,bin2,cost,331.26
p18121,bin2,cap,2000
p18121,bin3,cost,3312.63
p18121,bin3,cap,20000
p18123,bin1,cost,107.66
p18123,bin1,cap,1000
p18123,bin2,cost,331.26
p18123,bin2,cap,2000
p18123,bin3,cost,3312.63
p18123,bin3,cap,20000
p18125,bin1,cost,107.66
p18125,bin1,cap,1000
p18125,bin2,cost,331.26
p18125,bin2,cap,2000
p18125,bin3,cost,3312.63
p18125,bin3,cap,20000
p18127,bin1,cost,107.66
p18127,bin1,cap,1000
p18127,bin2,cost,331.26
p18127,bin2,cap,2000
p18127,bin3,cost,3312.63
p18127,bin3,cap,20000
p18129,bin1,cost,107.66
p18129,bin1,cap,1000
p18129,bin2,cost,331.26
p18129,bin2,cap,2000
p18129,bin3,cost,3312.63
p18129,bin3,cap,20000
p18131,bin1,cost,107.66
p18131,bin1,cap,1000
p18131,bin2,cost,331.26
p18131,bin2,cap,2000
p18131,bin3,cost,3312.63
p18131,bin3,cap,20000
p18133,bin1,cost,107.66
p18133,bin1,cap,1000
p18133,bin2,cost,331.26
p18133,bin2,cap,2000
p18133,bin3,cost,3312.63
p18133,bin3,cap,20000
p18135,bin1,cost,107.66
p18135,bin1,cap,1000
p18135,bin2,cost,331.26
p18135,bin2,cap,2000
p18135,bin3,cost,3312.63
p18135,bin3,cap,20000
p18137,bin1,cost,107.66
p18137,bin1,cap,1000
p18137,bin2,cost,331.26
p18137,bin2,cap,2000
p18137,bin3,cost,3312.63
p18137,bin3,cap,20000
p18139,bin1,cost,107.66
p18139,bin1,cap,1000
p18139,bin2,cost,331.26
p18139,bin2,cap,2000
p18139,bin3,cost,3312.63
p18139,bin3,cap,20000
p18141,bin1,cost,107.66
p18141,bin1,cap,1000
p18141,bin2,cost,331.26
p18141,bin2,cap,2000
p18141,bin3,cost,3312.63
p18141,bin3,cap,20000
p18143,bin1,cost,107.66
p18143,bin1,cap,1000
p18143,bin2,cost,331.26
p18143,bin2,cap,2000
p18143,bin3,cost,3312.63
p18143,bin3,cap,20000
p18145,bin1,cost,107.66
p18145,bin1,cap,1000
p18145,bin2,cost,331.26
p18145,bin2,cap,2000
p18145,bin3,cost,3312.63
p18145,bin3,cap,20000
p18147,bin1,cost,107.66
p18147,bin1,cap,1000
p18147,bin2,cost,331.26
p18147,bin2,cap,2000
p18147,bin3,cost,3312.63
p18147,bin3,cap,20000
p18149,bin1,cost,107.66
p18149,bin1,cap,1000
p18149,bin2,cost,331.26
p18149,bin2,cap,2000
p18149,bin3,cost,3312.63
p18149,bin3,cap,20000
p18151,bin1,cost,107.66
p18151,bin1,cap,1000
p18151,bin2,cost,331.26
p18151,bin2,cap,2000
p18151,bin3,cost,3312.63
p18151,bin3,cap,20000
p18153,bin1,cost,107.66
p18153,bin1,cap,1000
p18153,bin2,cost,331.26
p18153,bin2,cap,2000
p18153,bin3,cost,3312.63
p18153,bin3,cap,20000
p18155,bin1,cost,107.66
p18155,bin1,cap,1000
p18155,bin2,cost,331.26
p18155,bin2,cap,2000
p18155,bin3,cost,3312.63
p18155,bin3,cap,20000
p18157,bin1,cost,107.66
p18157,bin1,cap,1000
p18157,bin2,cost,331.26
p18157,bin2,cap,2000
p18157,bin3,cost,3312.63
p18157,bin3,cap,20000
p18159,bin1,cost,107.66
p18159,bin1,cap,1000
p18159,bin2,cost,331.26
p18159,bin2,cap,2000
p18159,bin3,cost,3312.63
p18159,bin3,cap,20000
p18161,bin1,cost,107.66
p18161,bin1,cap,1000
p18161,bin2,cost,331.26
p18161,bin2,cap,2000
p18161,bin3,cost,3312.63
p18161,bin3,cap,20000
p18163,bin1,cost,107.66
p18163,bin1,cap,1000
p18163,bin2,cost,331.26
p18163,bin2,cap,2000
p18163,bin3,cost,3312.63
p18163,bin3,cap,20000
p18165,bin1,cost,107.66
p18165,bin1,cap,1000
p18165,bin2,cost,331.26
p18165,bin2,cap,2000
p18165,bin3,cost,3312.63
p18165,bin3,cap,20000
p18167,bin1,cost,107.66
p18167,bin1,cap,1000
p18167,bin2,cost,331.26
p18167,bin2,cap,2000
p18167,bin3,cost,3312.63
p18167,bin3,cap,20000
p18169,bin1,cost,107.66
p18169,bin1,cap,1000
p18169,bin2,cost,331.26
p18169,bin2,cap,2000
p18169,bin3,cost,3312.63
p18169,bin3,cap,20000
p18171,bin1,cost,107.66
p18171,bin1,cap,1000
p18171,bin2,cost,331.26
p18171,bin2,cap,2000
p18171,bin3,cost,3312.63
p18171,bin3,cap,20000
p18173,bin1,cost,107.66
p18173,bin1,cap,1000
p18173,bin2,cost,331.26
p18173,bin2,cap,2000
p18173,bin3,cost,3312.63
p18173,bin3,cap,20000
p18175,bin1,cost,107.66
p18175,bin1,cap,1000
p18175,bin2,cost,331.26
p18175,bin2,cap,2000
p18175,bin3,cost,3312.63
p18175,bin3,cap,20000
p18177,bin1,cost,107.66
p18177,bin1,cap,1000
p18177,bin2,cost,331.26
p18177,bin2,cap,2000
p18177,bin3,cost,3312.63
p18177,bin3,cap,20000
p18179,bin1,cost,107.66
p18179,bin1,cap,1000
p18179,bin2,cost,331.26
p18179,bin2,cap,2000
p18179,bin3,cost,3312.63
p18179,bin3,cap,20000
p18181,bin1,cost,107.66
p18181,bin1,cap,1000
p18181,bin2,cost,331.26
p18181,bin2,cap,2000
p18181,bin3,cost,3312.63
p18181,bin3,cap,20000
p18183,bin1,cost,107.66
p18183,bin1,cap,1000
p18183,bin2,cost,331.26
p18183,bin2,cap,2000
p18183,bin3,cost,3312.63
p18183,bin3,cap,20000
p19001,bin1,cost,107.66
p19001,bin1,cap,1000
p19001,bin2,cost,331.26
p19001,bin2,cap,2000
p19001,bin3,cost,3312.63
p19001,bin3,cap,20000
p19003,bin1,cost,107.66
p19003,bin1,cap,1000
p19003,bin2,cost,331.26
p19003,bin2,cap,2000
p19003,bin3,cost,3312.63
p19003,bin3,cap,20000
p19005,bin1,cost,107.66
p19005,bin1,cap,1000
p19005,bin2,cost,331.26
p19005,bin2,cap,2000
p19005,bin3,cost,3312.63
p19005,bin3,cap,20000
p19007,bin1,cost,107.66
p19007,bin1,cap,1000
p19007,bin2,cost,331.26
p19007,bin2,cap,2000
p19007,bin3,cost,3312.63
p19007,bin3,cap,20000
p19009,bin1,cost,107.66
p19009,bin1,cap,1000
p19009,bin2,cost,331.26
p19009,bin2,cap,2000
p19009,bin3,cost,3312.63
p19009,bin3,cap,20000
p19011,bin1,cost,107.66
p19011,bin1,cap,1000
p19011,bin2,cost,331.26
p19011,bin2,cap,2000
p19011,bin3,cost,3312.63
p19011,bin3,cap,20000
p19013,bin1,cost,107.66
p19013,bin1,cap,1000
p19013,bin2,cost,331.26
p19013,bin2,cap,2000
p19013,bin3,cost,3312.63
p19013,bin3,cap,20000
p19015,bin1,cost,107.66
p19015,bin1,cap,1000
p19015,bin2,cost,331.26
p19015,bin2,cap,2000
p19015,bin3,cost,3312.63
p19015,bin3,cap,20000
p19017,bin1,cost,107.66
p19017,bin1,cap,1000
p19017,bin2,cost,331.26
p19017,bin2,cap,2000
p19017,bin3,cost,3312.63
p19017,bin3,cap,20000
p19019,bin1,cost,107.66
p19019,bin1,cap,1000
p19019,bin2,cost,331.26
p19019,bin2,cap,2000
p19019,bin3,cost,3312.63
p19019,bin3,cap,20000
p19021,bin1,cost,107.66
p19021,bin1,cap,1000
p19021,bin2,cost,331.26
p19021,bin2,cap,2000
p19021,bin3,cost,3312.63
p19021,bin3,cap,20000
p19023,bin1,cost,107.66
p19023,bin1,cap,1000
p19023,bin2,cost,331.26
p19023,bin2,cap,2000
p19023,bin3,cost,3312.63
p19023,bin3,cap,20000
p19025,bin1,cost,107.66
p19025,bin1,cap,1000
p19025,bin2,cost,331.26
p19025,bin2,cap,2000
p19025,bin3,cost,3312.63
p19025,bin3,cap,20000
p19027,bin1,cost,107.66
p19027,bin1,cap,1000
p19027,bin2,cost,331.26
p19027,bin2,cap,2000
p19027,bin3,cost,3312.63
p19027,bin3,cap,20000
p19029,bin1,cost,107.66
p19029,bin1,cap,1000
p19029,bin2,cost,331.26
p19029,bin2,cap,2000
p19029,bin3,cost,3312.63
p19029,bin3,cap,20000
p19031,bin1,cost,107.66
p19031,bin1,cap,1000
p19031,bin2,cost,331.26
p19031,bin2,cap,2000
p19031,bin3,cost,3312.63
p19031,bin3,cap,20000
p19033,bin1,cost,107.66
p19033,bin1,cap,1000
p19033,bin2,cost,331.26
p19033,bin2,cap,2000
p19033,bin3,cost,3312.63
p19033,bin3,cap,20000
p19035,bin1,cost,107.66
p19035,bin1,cap,1000
p19035,bin2,cost,331.26
p19035,bin2,cap,2000
p19035,bin3,cost,3312.63
p19035,bin3,cap,20000
p19037,bin1,cost,107.66
p19037,bin1,cap,1000
p19037,bin2,cost,331.26
p19037,bin2,cap,2000
p19037,bin3,cost,3312.63
p19037,bin3,cap,20000
p19039,bin1,cost,107.66
p19039,bin1,cap,1000
p19039,bin2,cost,331.26
p19039,bin2,cap,2000
p19039,bin3,cost,3312.63
p19039,bin3,cap,20000
p19041,bin1,cost,107.66
p19041,bin1,cap,1000
p19041,bin2,cost,331.26
p19041,bin2,cap,2000
p19041,bin3,cost,3312.63
p19041,bin3,cap,20000
p19043,bin1,cost,107.66
p19043,bin1,cap,1000
p19043,bin2,cost,331.26
p19043,bin2,cap,2000
p19043,bin3,cost,3312.63
p19043,bin3,cap,20000
p19045,bin1,cost,107.66
p19045,bin1,cap,1000
p19045,bin2,cost,331.26
p19045,bin2,cap,2000
p19045,bin3,cost,3312.63
p19045,bin3,cap,20000
p19047,bin1,cost,107.66
p19047,bin1,cap,1000
p19047,bin2,cost,331.26
p19047,bin2,cap,2000
p19047,bin3,cost,3312.63
p19047,bin3,cap,20000
p19049,bin1,cost,107.66
p19049,bin1,cap,1000
p19049,bin2,cost,331.26
p19049,bin2,cap,2000
p19049,bin3,cost,3312.63
p19049,bin3,cap,20000
p19051,bin1,cost,107.66
p19051,bin1,cap,1000
p19051,bin2,cost,331.26
p19051,bin2,cap,2000
p19051,bin3,cost,3312.63
p19051,bin3,cap,20000
p19053,bin1,cost,107.66
p19053,bin1,cap,1000
p19053,bin2,cost,331.26
p19053,bin2,cap,2000
p19053,bin3,cost,3312.63
p19053,bin3,cap,20000
p19055,bin1,cost,107.66
p19055,bin1,cap,1000
p19055,bin2,cost,331.26
p19055,bin2,cap,2000
p19055,bin3,cost,3312.63
p19055,bin3,cap,20000
p19057,bin1,cost,107.66
p19057,bin1,cap,1000
p19057,bin2,cost,331.26
p19057,bin2,cap,2000
p19057,bin3,cost,3312.63
p19057,bin3,cap,20000
p19059,bin1,cost,107.66
p19059,bin1,cap,1000
p19059,bin2,cost,331.26
p19059,bin2,cap,2000
p19059,bin3,cost,3312.63
p19059,bin3,cap,20000
p19061,bin1,cost,107.66
p19061,bin1,cap,1000
p19061,bin2,cost,331.26
p19061,bin2,cap,2000
p19061,bin3,cost,3312.63
p19061,bin3,cap,20000
p19063,bin1,cost,107.66
p19063,bin1,cap,1000
p19063,bin2,cost,331.26
p19063,bin2,cap,2000
p19063,bin3,cost,3312.63
p19063,bin3,cap,20000
p19065,bin1,cost,107.66
p19065,bin1,cap,1000
p19065,bin2,cost,331.26
p19065,bin2,cap,2000
p19065,bin3,cost,3312.63
p19065,bin3,cap,20000
p19067,bin1,cost,107.66
p19067,bin1,cap,1000
p19067,bin2,cost,331.26
p19067,bin2,cap,2000
p19067,bin3,cost,3312.63
p19067,bin3,cap,20000
p19069,bin1,cost,107.66
p19069,bin1,cap,1000
p19069,bin2,cost,331.26
p19069,bin2,cap,2000
p19069,bin3,cost,3312.63
p19069,bin3,cap,20000
p19071,bin1,cost,107.66
p19071,bin1,cap,1000
p19071,bin2,cost,331.26
p19071,bin2,cap,2000
p19071,bin3,cost,3312.63
p19071,bin3,cap,20000
p19073,bin1,cost,107.66
p19073,bin1,cap,1000
p19073,bin2,cost,331.26
p19073,bin2,cap,2000
p19073,bin3,cost,3312.63
