case_name,x_Batt,x_Dem,x_Fuel,x_Pol,x_REcost,x_Siting,cap_CoalOldScr,cap_CoalOldScr_coal-CCS_mod,cap_Gas-CC_Gas-CC-CCS_mod,cap_Gas-CC_H2-CC,cap_H2-CC,cap_H2-CT,cap_battery_li,cap_coal-ccs_mod,cap_distpv,cap_electrolyzer,cap_gas-cc,cap_gas-cc-ccs_mod,cap_gas-ct,cap_hydED,cap_hydEND,cap_hydUD,cap_lfill-gas,cap_nuclear,cap_nuclear-smr,cap_o-g-s,cap_pumped-hydro,gen_CoalOldScr,gen_CoalOldScr_coal-CCS_mod,gen_Gas-CC_Gas-CC-CCS_mod,gen_Gas-CC_H2-CC,gen_Gas-CT_H2-CT,gen_H2-CC,gen_H2-CT,gen_battery_li,gen_coal-ccs_mod,gen_coal-igcc,gen_coal-new,gen_distpv,gen_gas-cc,gen_gas-cc-ccs_mod,gen_gas-ct,gen_hydED,gen_hydEND,gen_hydUD,gen_lfill-gas,gen_nuclear,gen_nuclear-smr,gen_o-g-s,gen_pumped-hydro,tran_AC_total,tran_total,cost_inv_h2_production,cost_inv_h2_storage,cost_inv_investment_capacity_costs,cost_inv_investment_refurbishment_capacity,cost_inv_investment_spurline_costs_rsc_technologies,cost_inv_itc_payments_negative,cost_inv_transmission_interzone_ac_investment,cost_inv_transmission_intrazone_investment,cost_op_co2_incentive_negative,cost_op_co2_transport_storage,cost_op_consume_fom,cost_op_fom_costs,cost_op_fuelcosts_objfn,cost_op_h2_storage,cost_op_h2_transport_intrareg,cost_op_ptc_payments_negative,cost_op_spurline_fom,cost_op_startcost,cost_op_transmission_fom,cost_op_transmission_intrazone_fom,cost_op_vom_costs,cost_total,runtime_seconds,cap_upv,cap_wind-ons,gen_upv,gen_wind-ofs,gen_wind-ons
test0_DemHi_FuelHi_REcostHi_SitingLim_BattHi_PolIRA,2,2,2,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,6656.234466,0.0,12994.628099,0.0,90987.868049,2993.511584,43356.116664,142.0,405.8,0.0,24.4,4980.0,0.0,1160.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-95126.871127,0.0,0.0,0.0,30008120.2923,411535320.701324,22089169.876261,112505486.284945,299655.216,443341.2192,0.0,100884.403638,38031103.86808,0.0,1199897.066743,-1290.92025,34478.6,34478.6,0.0,0.0,0.0,1010883474.423761,0.0,0.0,0.0,0.0,0.0,90338586.093852,0.0,5109452196.497225,7844171823.982027,0.0,0.0,-185792913.565925,297282737.225088,168139689.403019,375947903.342,235296599.896612,1347309648.282638,16293029745.580296,3051.250599,81551.061563,50599.914218,179662195.093754,0.0,161921683.856102
test0_DemHi_FuelHi_REcostHi_SitingLim_BattHi_PolOBBBA,2,2,2,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,5602.558935,0.0,12994.628099,0.0,91776.241106,31102.220368,29017.162532,142.0,405.8,0.0,24.4,4980.0,0.0,1270.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-74156.208245,0.0,0.0,0.0,30008120.2923,405418119.724652,193577391.571718,78893351.873036,299655.216,443341.2192,0.0,100884.403638,38061979.640945,0.0,1386103.097005,-1220.655,34478.6,34478.6,0.0,0.0,1493095403.565195,4647348053.883406,373234435.030064,0.0,0.0,0.0,0.0,791727758.969629,0.0,5105908255.419971,9362530461.961962,0.0,-0.0,0.0,180114570.2001,80655632.392678,375947903.342,187197662.725909,1690731330.416452,24288491467.907364,2669.430375,45678.425631000006,35476.821265,95171580.815174,0.0,113948581.018166
test0_DemHi_FuelHi_REcostHi_SitingLim_BattLo_PolIRA,0,2,2,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,18948.35869,0.0,12994.628099,0.0,92983.190173,4506.482818,23133.896041,142.0,405.8,0.0,24.4,4980.0,0.0,1160.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4556579.955687,0.0,0.0,0.0,30008120.2923,438462802.48367,33253408.817606,73120376.623744,299655.216,443341.2192,0.0,112207.647773,39195140.743258,0.0,1192339.096697,-1152.498,34478.6,34478.6,0.0,0.0,1642203486.074344,526631260.397103,469475742.676365,0.0,0.0,0.0,0.0,135997230.869768,0.0,5108464412.055023,7628325897.075325,0.0,-0.0,-216997521.906753,293242012.868586,79360009.36618,375947903.342,229332021.509823,1341516770.864005,17613499225.19177,2415.774068,86042.90522200002,46168.557172,195547289.378461,0.0,151103346.17163
test0_DemHi_FuelHi_REcostHi_SitingLim_BattLo_PolOBBBA,0,2,2,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,10082.427746,0.0,12994.628099,0.0,91248.457171,26323.311737,23701.790036,142.0,405.8,0.0,24.4,4980.0,0.0,1237.544536,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1907501.642396,0.0,0.0,0.0,30008120.2923,419742668.374395,187932651.815237,55651863.59807,299655.216,443341.2192,0.0,112207.647773,39194703.10423,0.0,1150954.325503,-1556.727,34478.6,34478.6,0.0,0.0,5188271493.359872,4746848666.907933,1321674897.289633,0.0,0.0,109144436.04912,0.0,768642258.469341,0.0,4955207802.808416,9077332384.221071,0.0,0.0,0.0,188821950.75027,87523803.453959,375947903.342,183046643.570411,1667687404.987912,28670149645.20993,2646.300478,53417.501521,32673.604955,119638299.384296,0.0,105012955.669988
test0_DemHi_FuelHi_REcostHi_SitingLim_BattMd_PolIRA,1,2,2,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,9056.679689,0.0,12994.628099,0.0,91554.547613,2264.020427,36334.097735,142.0,405.8,0.0,24.4,4980.0,0.0,1160.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1801120.247831,0.0,0.0,0.0,30008120.2923,424367072.893908,16706242.956621,102597664.170385,299655.216,443341.2192,0.0,100884.403638,38073340.07766,0.0,1172191.376531,-1152.498,34478.6,34478.6,0.0,0.0,0.0,1319114274.788494,0.0,0.0,0.0,0.0,0.0,68323906.063282,0.0,5078602657.678534,7750190949.845238,0.0,-0.0,-182946167.049518,292774830.909198,116607997.358587,375947903.342,232261918.645437,1347454517.051154,16398332788.632404,3032.319731,81812.14697,49720.877157999996,183928782.49920598,0.0,161997757.25401002
test0_DemHi_FuelHi_REcostHi_SitingLim_BattMd_PolOBBBA,1,2,2,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,7226.126995,0.0,12994.628099,0.0,90325.219612,27671.46526,26976.467259,142.0,405.8,0.0,24.4,4980.0,0.0,1270.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1202022.841265,0.0,0.0,0.0,30008120.2923,402422522.142008,193265430.565759,69545970.623055,299655.216,443341.2192,0.0,111342.102176,38868913.483807,0.0,1243210.890878,-1556.727,34478.6,34478.6,0.0,0.0,4604090977.957445,3113859761.313532,1196126940.349354,0.0,0.0,13491685.798355,0.0,790511446.83415,0.0,5013111045.114794,9155175584.324368,0.0,-0.0,0.0,189995979.536632,88699709.391502,375947903.342,184193028.068145,1651511110.350695,26376715172.380974,2679.215298,52062.158900999995,33164.431811,115480605.229013,0.0,106905638.330483
test0_DemHi_FuelHi_REcostHi_SitingOpen_BattHi_PolIRA,2,2,2,0,2,0,0.0,0.0,502.735267,0.0,0.0,0.0,8238.576697,0.0,12994.628099,0.0,91649.997296,8282.179739,38527.943115,142.0,405.8,0.0,24.4,4980.0,0.0,1160.4,5.0,0.0,0.0,264237.656232,0.0,0.0,0.0,0.0,-205854.603113,0.0,0.0,0.0,26050734.039,406569673.910331,61108746.950468,61869684.677831,299140.608,442785.0048,0.0,101131.532569,38094656.16744,0.0,1144024.923818,-1247.889,34478.6,34478.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250944015.04791,0.0,5390251411.778747,7367500866.375302,0.0,-0.0,-1290514.018959,303753956.076571,222596269.278571,375947903.342,230012345.520199,1217171874.728557,15356888128.128897,2687.684762,70207.75638199999,60455.403302,146487584.164879,0.0,228046281.11242
test0_DemHi_FuelHi_REcostHi_SitingOpen_BattHi_PolOBBBA,2,2,2,1,2,0,0.0,0.0,7578.436144,0.0,0.0,0.0,6815.058446,0.0,12994.628099,0.0,95722.222092,16423.578758,28297.621528,142.0,405.8,0.0,24.4,4980.0,0.0,1270.4,5.0,0.0,0.0,54977264.489062,0.0,0.0,0.0,0.0,-87793.98822,0.0,0.0,-0.0,26050734.039,424885237.135381,65373355.342553,62624584.702339,299140.608,442785.0048,0.0,101131.532569,38086644.771792,0.0,1275564.653427,-1700.925,34478.6,34478.6,0.0,0.0,6775759695.144608,1036534722.03971,1190979860.730856,0.0,0.0,140102446.556311,-703212300.395221,483672386.364156,0.0,5373921564.740194,8345156057.173103,0.0,-0.0,0.0,225678166.920924,239373930.604739,375947903.342,207709896.473295,1467377119.62449,25159001449.319164,2800.025955,64093.440889000005,44283.336987,134846836.156479,0.0,160311274.45318002
test0_DemHi_FuelHi_REcostHi_SitingOpen_BattLo_PolIRA,0,2,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,14249.582878,0.0,12994.628099,0.0,89989.661106,9266.339704,25605.710066,142.0,405.8,0.0,24.4,4980.0,0.0,1160.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3381219.306256,0.0,0.0,0.0,26050734.039,423057995.570637,68508125.094017,41026716.813527,299140.608,442785.0048,0.0,111696.201888,38996119.73772,0.0,1103915.358469,-695.934,34478.6,34478.6,0.0,0.0,227211505.948382,118991907.468846,0.0,0.0,0.0,0.0,0.0,280179254.88388,0.0,5332578574.466721,7318317406.542624,0.0,-0.0,-1290514.018959,302493835.513206,111750246.172138,375947903.342,224068956.906697,1267495963.73037,15557745040.955902,2736.181223,70398.69089299999,59639.855734000004,150363791.230118,0.0,223712987.468818
test0_DemHi_FuelHi_REcostHi_SitingOpen_BattLo_PolOBBBA,0,2,2,1,2,0,0.0,0.0,7226.134549,0.0,0.0,0.0,14134.009867,0.0,12994.628099,0.0,88834.366495,17544.389068,21091.136369,142.0,405.8,0.0,24.4,4980.0,0.0,1270.4,5.0,0.0,0.0,52251344.476052,0.0,0.0,0.0,0.0,-3320202.876968,0.0,0.0,0.0,26050734.039,410482212.284976,115819391.596079,39439144.077013,299140.608,442785.0048,0.0,112207.905888,39114109.040242,0.0,1130551.025656,-2009.985,34478.6,34478.6,0.0,0.0,2171773229.778157,950440887.349136,304804856.119497,0.0,0.0,44894901.573121,-668345151.204428,679260750.308236,0.0,5241547214.66438,8456321389.456293,0.0,-0.0,0.0,217795561.85998,133558599.995835,375947903.342,202699137.904096,1468223434.786624,19578922715.932926,2795.665803,63693.014229,41452.454206,136009284.03108,0.0,150992692.048135
test0_DemHi_FuelHi_REcostHi_SitingOpen_BattMd_PolIRA,1,2,2,0,2,0,0.0,0.0,328.473633,0.0,0.0,0.0,8391.503734,0.0,12994.628099,0.0,90486.920711,8998.739664,32074.584889,142.0,405.8,0.0,24.4,4980.0,0.0,1160.4,5.0,0.0,0.0,172645.741671,0.0,0.0,0.0,0.0,-1819333.311128,0.0,0.0,0.0,26050734.039,415574537.135869,66529698.054898,50726032.481452,299140.608,442785.0048,0.0,109600.475514,38556028.300556,0.0,1124531.456824,-1243.041,34605.045656,34605.045656,0.0,0.0,0.0,16449036.389136,0.0,0.0,0.0,0.0,0.0,272757581.071723,0.0,5389115960.834177,7370241096.515475,0.0,0.0,-1290514.018959,302565311.828607,139292389.5803,377876884.927398,224270591.759075,1242509357.633762,15333787696.520697,2694.840477,69668.88104000001,59785.047179,147423796.106465,0.0,225050111.75484702
test0_DemHi_FuelHi_REcostHi_SitingOpen_BattMd_PolOBBBA,1,2,2,1,2,0,0.0,0.0,8467.996854,0.0,0.0,0.0,7864.357453,0.0,12994.628099,0.0,92483.91338,15465.636777,24786.78129,142.0,405.8,0.0,24.4,4980.0,0.0,1160.4,5.0,0.0,0.0,61860206.188561,0.0,0.0,0.0,0.0,-1804685.63385,0.0,0.0,0.0,26050734.039,411459458.952872,80269150.559494,60666545.625256,299140.608,442785.0048,0.0,109600.475514,38996119.73772,0.0,1180551.264274,-1456.38,34478.6,34478.6,0.0,0.0,4864066019.80975,1036534722.03971,821796597.942988,0.0,0.0,62138906.402464,-791251771.092314,571665269.627952,0.0,5307662893.578588,8429212453.665793,0.0,-0.0,0.0,219333925.740237,145569582.053233,375947903.342,202275811.97367,1495566750.655289,22740519065.73936,2736.269946,63575.8776,42606.350631,135100581.692148,0.0,154395508.515782
test0_DemHi_FuelHi_REcostHi_SitingRef_BattHi_PolIRA,2,2,2,0,2,1,0.0,0.0,1593.28656,0.0,0.0,0.0,9375.015287,0.0,12994.628099,0.0,83112.429113,6282.945588,47584.991246,142.0,405.8,0.0,24.4,4980.0,0.0,1160.4,5.0,0.0,0.0,8677846.045598,0.0,0.0,0.0,0.0,-290542.817221,0.0,0.0,0.0,26920965.006,383843753.813205,46389249.135164,88847735.675702,299450.736,442984.704,0.0,99190.809096,37881676.42455,0.0,1113704.602829,-1314.123,34478.6,34478.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110904912.488805,223885940.153222,0.0,5328266024.976494,7517962548.636051,0.0,-0.0,0.0,307891133.475857,229668399.12121,375947903.342,234973571.462893,1296817584.525196,15404508193.20412,2889.191474,77381.982011,57936.514574999994,171161114.766073,0.0,205660053.16917098
test0_DemHi_FuelHi_REcostHi_SitingRef_BattHi_PolOBBBA,2,2,2,1,2,1,0.0,0.0,9347.111723,0.0,0.0,0.0,7899.299753,0.0,12994.628099,0.0,90681.145439,16784.685512,33310.775808,142.0,405.8,0.0,24.4,4980.0,0.0,1270.4,5.0,0.0,0.0,68606800.888916,0.0,0.0,0.0,0.0,-118709.090567,0.0,0.0,0.0,26920965.006,401775144.180743,72238536.842631,89488267.790108,299450.736,442984.704,0.0,99174.643764,37860931.79604,0.0,1407723.039293,-1770.753,34478.6,34478.6,0.0,0.0,3884272044.061548,1416740850.890077,341398182.04849,0.0,0.0,0.0,-877641147.110285,565327211.506289,0.0,5333938563.057343,8826066394.62185,0.0,-0.0,0.0,213583116.848468,195561496.5845,375947903.342,205727106.058523,1610279852.7572,22091201574.666,2774.30799,63556.635051000005,39360.666031,136877361.15751502,0.0,133760423.992239
test0_DemHi_FuelHi_REcostHi_SitingRef_BattLo_PolIRA,0,2,2,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,16587.423025,0.0,12994.628099,0.0,90456.169168,7053.137203,25765.725035,142.0,405.8,0.0,24.4,4980.0,0.0,1160.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4418328.459505,0.0,0.0,0.0,26920965.006,431213057.448638,52124771.659767,44368989.134419,299450.736,442984.704,0.0,110311.351716,39040761.22992,0.0,1089788.409958,-550.2,34478.6,34478.6,0.0,0.0,504535626.049936,120046332.878406,112068319.972929,0.0,0.0,0.0,0.0,213175877.526699,0.0,5235998289.224203,7265623037.321494,0.0,0.0,0.0,300718733.77646,96299886.62297,375947903.342,225934652.393807,1263403981.885492,15713752640.994394,2761.21599,75109.683314,57027.69706499999,170113915.571885,0.0,209905503.576711
test0_DemHi_FuelHi_REcostHi_SitingRef_BattLo_PolOBBBA,0,2,2,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,12335.176373,0.0,12994.628099,0.0,88441.382747,25154.509309,25101.016765,142.0,405.8,0.0,24.4,4980.0,0.0,1242.83351,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2605665.184549,0.0,0.0,0.0,26920965.006,411788040.531125,181350931.774154,47410657.744637,299450.736,442984.704,0.0,110311.351716,39040761.22992,0.0,1195800.078492,-1435.095,34478.6,34478.6,0.0,0.0,5508751054.868196,1272329590.890861,1080375188.268267,0.0,0.0,91875941.864286,0.0,741702242.099588,0.0,5065798099.679803,8807471694.55276,0.0,-0.0,0.0,191670109.680521,75560888.132289,375947903.342,191041950.847093,1550155477.83253,24952680142.0582,2573.562203,54791.540151,38957.747365,124073578.966517,0.0,139978274.10877803
test0_DemHi_FuelHi_REcostHi_SitingRef_BattMd_PolIRA,1,2,2,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,10389.710252,0.0,12994.628099,0.0,88231.794852,6617.123113,34983.970283,142.0,405.8,0.0,24.4,4980.0,0.0,1160.4,5.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-2626163.917252,0.0,0.0,0.0,26920965.006,419261393.966348,48902498.476993,61928528.34436,299450.736,442984.704,0.0,108170.187756,38431091.645231,0.0,1090918.01516,-1469.841,34478.6,34478.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199997672.778824,0.0,5235335923.55293,7372012114.790811,0.0,-0.0,0.0,299415226.015994,123183443.968145,375947903.342,227837985.262589,1304293567.754456,15138023837.465748,2753.127914,74107.035873,57172.496493,166212928.190538,0.0,210283049.837398
test0_DemHi_FuelHi_REcostHi_SitingRef_BattMd_PolOBBBA,1,2,2,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,9988.713204,0.0,12994.628099,0.0,89680.011006,27790.904505,24552.363433,142.0,405.8,0.0,24.4,4980.0,0.0,1270.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2297274.043393,0.0,0.0,0.0,26920965.006,410663389.354587,186777631.470778,47555153.644378,299450.736,442984.704,0.0,110311.351716,39040761.22992,0.0,1195507.639512,-1609.245,34478.6,34478.6,0.0,0.0,4972468620.341915,1532571698.945846,993498482.617668,0.0,0.0,0.0,0.0,763910005.219726,0.0,5177085259.25988,8839022646.125454,0.0,-0.0,0.0,187939865.567325,79880334.628659,375947903.342,189730811.709584,1551713607.010744,24663769234.7688,2578.702283,53007.897008,39138.111793000004,119291676.43945399,0.0,139968578.135114
test0_DemHi_FuelHi_REcostLo_SitingLim_BattHi_PolIRA,2,2,2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,5946.607721,0.0,12994.628099,0.0,53128.500602,0.0,72922.880476,142.0,405.8,0.0,24.4,4980.0,0.0,1160.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-735554.067653,0.0,0.0,0.0,30008120.2923,220066425.538205,0.0,85725055.158308,299655.216,443341.2192,0.0,91660.707426,36998185.804088,0.0,1059315.60325,-2432.9895,42220.809933,42220.809933,0.0,0.0,499145457.872908,712943767.036912,83263577.487814,0.0,0.0,0.0,0.0,0.0,0.0,5401647932.425263,4556965673.057398,0.0,0.0,-408771513.348105,464760184.307947,268679040.637285,451476123.995488,282610850.026364,856629735.644238,13169350829.143509,3596.059054,105424.800788,96159.90371400001,250140211.541728,0.0,335336429.90658
test0_DemHi_FuelHi_REcostLo_SitingLim_BattHi_PolOBBBA,2,2,2,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,6338.705476,0.0,12994.628099,0.0,79079.21642,3764.930163,47722.88583,142.0,405.8,0.0,24.4,4980.0,0.0,1158.9,5.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-324185.154196,0.0,0.0,0.0,30008120.2923,341038929.014256,27286055.118657,63345255.821368,299655.216,443341.2192,0.0,96903.527634,37239167.221535,0.0,1085132.115523,-2401.55625,34478.6,34478.6,0.0,0.0,6315501359.814793,70784040.3849,2030414997.932503,0.0,0.0,0.0,0.0,111592407.198039,0.0,4960377780.601985,6111517453.062856,0.0,-0.0,0.0,353082324.817715,228258854.838153,375947903.342,236496152.279938,999399928.956484,21793373203.229366,3222.864915,80251.921856,73888.231998,195855313.6079,0.0,262297654.40187198
test0_DemHi_FuelHi_REcostLo_SitingLim_BattLo_PolIRA,0,2,2,0,0,2,0.0,1157.37246,0.0,0.0,0.0,0.0,30496.086526,342.062539,12994.628099,0.0,63407.51064,0.0,46015.850281,142.0,405.8,0.0,24.4,4980.0,0.0,1270.4,5.0,0.0,608314.964816,0.0,0.0,0.0,0.0,0.0,-10672639.850967,179788.070602,0.0,0.0,30008120.2923,259624818.464225,0.0,39993391.369846,299655.216,443341.2192,0.0,102351.494081,37763117.953803,0.0,983195.037923,-2368.47,41453.698245,41453.698245,0.0,0.0,4363258195.811712,85681654.443338,1056689113.777792,0.0,0.0,0.0,0.0,11222944.419526,0.0,5664430885.276423,4229146059.591194,0.0,0.0,-476169726.670293,454864253.68857,149352150.774901,442789037.141399,282682746.188316,729955219.168523,16993902533.611404,2681.138192,126171.695478,82010.334444,310212288.862529,0.0,290536326.46061295
test0_DemHi_FuelHi_REcostLo_SitingLim_BattLo_PolOBBBA,0,2,2,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,12302.784505,0.0,12994.628099,0.0,87164.170741,788.403693,34954.930385,142.0,405.8,0.0,24.4,4980.0,0.0,1158.9,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3026144.000078,0.0,0.0,0.0,30008120.2923,381690249.803021,5817643.468484,47981674.213444,299655.216,443341.2192,0.0,96903.527634,37660645.7451,0.0,1050166.664127,-2388.90975,34478.6,34478.6,0.0,0.0,5938646606.236647,0.0,1694317528.390307,0.0,0.0,0.0,0.0,23792550.298859,0.0,4879050630.876935,6046364894.910046,0.0,0.0,0.0,332956915.352874,158202228.303624,375947903.342,234090417.570239,944582718.187333,20627952393.46886,3065.119821,81384.70628099999,70687.369721,200664027.64893898,0.0,256172373.193794
test0_DemHi_FuelHi_REcostLo_SitingLim_BattMd_PolIRA,1,2,2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,9882.34457,0.0,12994.628099,0.0,51833.932874,0.0,67730.611624,142.0,405.8,0.0,24.4,4980.0,0.0,1160.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3206258.599481,0.0,0.0,0.0,30008120.2923,224025862.955289,0.0,83984827.565839,299655.216,443341.2192,0.0,94287.18327,37217625.399402,0.0,1042605.7133,-1927.062,41941.184485,41941.184485,0.0,0.0,728018261.696255,405104960.006783,87401071.514003,0.0,0.0,0.0,0.0,0.0,0.0,5411530702.808021,4593184120.325017,0.0,0.0,-453689718.194716,457602286.230644,106419533.719487,448656693.849189,280856135.689584,866643271.328555,12931727318.972822,3121.066154,108454.04625,93804.79982900001,257612884.23249403,0.0,327966189.748934
test0_DemHi_FuelHi_REcostLo_SitingLim_BattMd_PolOBBBA,1,2,2,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,6862.571938,0.0,12994.628099,0.0,81332.522639,1989.330542,43600.285763,142.0,405.8,0.0,24.4,4980.0,0.0,1160.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1282256.249907,0.0,0.0,0.0,30008120.2923,352679349.127347,14679301.896857,61697221.232331,299655.216,443341.2192,0.0,96903.527634,37611214.052607,0.0,1105974.817958,-2431.17,34478.6,34478.6,0.0,0.0,6287110559.564331,43309124.558949,1792438278.31038,0.0,0.0,0.0,0.0,60034278.591518,0.0,4912486355.661459,6052844261.15409,0.0,-0.0,0.0,343226925.978158,188813563.582219,375947903.342,234570237.308122,972556403.468894,21263337891.52012,3133.130816,80593.982434,73412.090027,196853445.330147,0.0,264796247.02355605
test0_DemHi_FuelHi_REcostLo_SitingOpen_BattHi_PolIRA,2,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7344.137236,0.0,12994.628099,0.0,74695.439396,0.0,53880.933792,142.0,405.8,0.0,24.4,4980.0,0.0,1115.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-582371.173797,0.0,0.0,0.0,26050734.039,286538194.030733,0.0,30755648.05878,299140.608,442785.0048,0.0,92826.723763,36922041.234111,0.0,875268.294771,-2842.071,46137.605043,46137.605043,0.0,0.0,0.0,0.0,0.0,0.0,6024248.173616,0.0,0.0,0.0,0.0,5463886104.371123,4341146131.04307,3826810.62118,-0.0,-117804675.880214,441846991.375224,543271834.757739,519407205.737333,285141796.393234,661860390.871319,12148606837.463623,3302.506756,102839.47614999999,92747.044663,232176158.85203302,0.0,359129502.189241
test0_DemHi_FuelHi_REcostLo_SitingOpen_BattHi_PolOBBBA,2,2,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6111.485327,0.0,12994.628099,0.0,87861.480049,3047.383126,40322.22911,142.0,405.8,0.0,24.4,4980.0,0.0,1205.185036,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-485373.838463,0.0,0.0,0.0,26050734.039,375349792.234688,22529986.063435,40852825.709194,299140.608,442785.0048,0.0,97050.07486,37695710.55294,0.0,1051310.039884,-1380.258,36108.847843,36108.847843,0.0,0.0,4638988544.545319,111907930.1715,1703253838.152967,0.0,0.0,0.0,0.0,92141402.193309,0.0,4912103821.889462,6070606778.788319,0.0,-0.0,0.0,334334455.757188,294615687.446487,389584144.027795,224346694.242939,959285134.619332,19731168431.834614,2550.325315,70626.835924,74364.32208,164388274.47661802,0.0,302412125.90867305
test0_DemHi_FuelHi_REcostLo_SitingOpen_BattLo_PolIRA,0,2,2,0,0,0,0.0,0.0,0.0,102.044155,635.510168,0.0,19857.296982,0.0,12994.628099,543.917225,75820.462614,0.0,40165.941194,142.0,405.8,0.0,24.4,4980.0,0.0,1270.4,5.0,0.0,0.0,0.0,53634.407929,0.0,334024.144179,0.0,-6417227.756647,0.0,0.0,0.0,26050734.039,289136593.12995,0.0,22970134.938167,299140.608,442785.0048,0.0,101778.184392,38191554.31122,0.0,1003623.669735,-2359.401,46785.244928,46785.244928,0.0,0.0,30838419.446196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9658104.275085,5529041424.78956,4248333073.006208,3594538.692079,6682620.620015,-124308998.060666,435455695.228812,204754357.086601,529429066.03591,282914066.093093,652294896.269377,11808687263.482271,2916.729251,104364.407701,89446.852222,236385667.063263,0.0,365602425.910941
test0_DemHi_FuelHi_REcostLo_SitingOpen_BattLo_PolOBBBA,0,2,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9794.191933,0.0,12994.628099,0.0,89778.618219,2356.459562,33431.678038,142.0,405.8,0.0,24.4,4980.0,0.0,1160.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2649089.300298,0.0,0.0,0.0,26050734.039,386996201.13847,17421833.389955,28015809.928416,299140.608,442785.0048,0.0,103738.962943,37804680.092867,0.0,1034692.85744,-1662.009,35989.992570999995,35989.992570999995,0.0,0.0,4521344163.348803,12082417.17624,1746510600.742573,0.0,0.0,0.0,0.0,71250472.717067,0.0,4862003866.454495,5923812868.078218,0.0,-0.0,0.0,332104782.990242,257646093.443232,388589976.72784,223680866.855926,905943307.941621,19244969416.476257,2512.526067,73139.90127100001,71731.568073,171915932.96792302,0.0,303332356.83968
test0_DemHi_FuelHi_REcostLo_SitingOpen_BattMd_PolIRA,1,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8923.312952,0.0,12994.628099,0.0,74061.267232,0.0,49521.437197,142.0,405.8,0.0,24.4,4980.0,0.0,1114.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2898150.942647,0.0,0.0,0.0,26050734.039,268144935.632086,0.0,26436377.312131,299140.608,442785.0048,0.0,101778.184392,37713294.637045,0.0,828595.912642,-2526.117,50798.047645,50798.047645,0.0,0.0,48592336.379893,0.0,0.0,0.0,1069743.722078,0.0,0.0,0.0,0.0,5492279288.175766,4033496565.704711,5526868.163614,0.0,-194579469.676675,449157170.030524,450539570.894527,583351296.467988,292163800.686932,584711728.61943,11746308899.168789,3162.285566,109508.148971,90279.611778,246290105.62181398,0.0,370424597.617081
