source_id,source_kind,tech,region,capacity_mw,start_year,retire_year,duration_hours
PR100_RA_10h_2045_pr167,official_PR100_storage_prescription,battery_li,pr167,3.6737058767018103,2045,2051,10.0
PR100_RA_10h_2045_pr169,official_PR100_storage_prescription,battery_li,pr169,2.1429950947427225,2045,2051,10.0
PR100_RA_10h_2045_pr296,official_PR100_storage_prescription,battery_li,pr296,9.79654900453816,2045,2051,10.0
PR100_RA_10h_2045_pr321,official_PR100_storage_prescription,battery_li,pr321,4.916643031652589,2045,2051,10.0
PR100_RA_10h_2045_pr41,official_PR100_storage_prescription,battery_li,pr41,1.5307107819590875,2045,2051,10.0
PR100_RA_10h_2045_pr428,official_PR100_storage_prescription,battery_li,pr428,1.5307107819590875,2045,2051,10.0
PR100_RA_10h_2045_pr440,official_PR100_storage_prescription,battery_li,pr440,1.22456862556727,2045,2051,10.0
PR100_RA_10h_2045_pr8,official_PR100_storage_prescription,battery_li,pr8,1.5307107819590875,2045,2051,10.0
PR100_RA_10h_2045_pr97014,official_PR100_storage_prescription,battery_li,pr97014,2.0205382321859955,2045,2051,10.0
PR100_RA_10h_2045_pr97064,official_PR100_storage_prescription,battery_li,pr97064,1.5307107819590875,2045,2051,10.0
PR100_RA_10h_2050_pr107,official_PR100_storage_prescription,battery_li,pr107,136.34184838985124,2050,2051,10.0
PR100_RA_10h_2050_pr116,official_PR100_storage_prescription,battery_li,pr116,23.518968847249333,2050,2051,10.0
PR100_RA_10h_2050_pr1206,official_PR100_storage_prescription,battery_li,pr1206,113.61820699154269,2050,2051,10.0
PR100_RA_10h_2050_pr14,official_PR100_storage_prescription,battery_li,pr14,80.44169055001224,2050,2051,10.0
PR100_RA_10h_2050_pr16,official_PR100_storage_prescription,battery_li,pr16,51.12819314619421,2050,2051,10.0
PR100_RA_10h_2050_pr167,official_PR100_storage_prescription,battery_li,pr167,68.17092419492562,2050,2051,10.0
PR100_RA_10h_2050_pr169,official_PR100_storage_prescription,battery_li,pr169,39.76637244703994,2050,2051,10.0
PR100_RA_10h_2050_pr296,official_PR100_storage_prescription,battery_li,pr296,181.7891311864683,2050,2051,10.0
PR100_RA_10h_2050_pr321,official_PR100_storage_prescription,battery_li,pr321,91.23542021420877,2050,2051,10.0
PR100_RA_10h_2050_pr41,official_PR100_storage_prescription,battery_li,pr41,28.404551747885673,2050,2051,10.0
PR100_RA_10h_2050_pr428,official_PR100_storage_prescription,battery_li,pr428,28.404551747885673,2050,2051,10.0
PR100_RA_10h_2050_pr440,official_PR100_storage_prescription,battery_li,pr440,22.723641398308537,2050,2051,10.0
PR100_RA_10h_2050_pr8,official_PR100_storage_prescription,battery_li,pr8,28.404551747885673,2050,2051,10.0
PR100_RA_10h_2050_pr97014,official_PR100_storage_prescription,battery_li,pr97014,37.494008307209086,2050,2051,10.0
PR100_RA_10h_2050_pr97064,official_PR100_storage_prescription,battery_li,pr97064,28.404551747885673,2050,2051,10.0
PR100_RA_BIODIESEL_2050,official_PR100_RA_biodiesel_proxy,o-g-s,pr106,1318.4938065462215,2050,2051,
