output,r2,rmse,mae,nrmse
cap_CoalOldScr_coal-CCS_mod_p63,0.6633497314029178,652.1346081115325,352.8101914798602,0.160229633442637
cap_CoalOldScr_coal-CCS_mod_p64,0.5814552781748661,127.02685009124117,79.45536096700299,0.2920157473361866
cap_CoalOldScr_coal-CCS_mod_p65,0.7205030270607334,81.88660736692292,37.25672082996674,0.20942866334251387
cap_CoalOldScr_coal-CCS_mod_p67,0.6870309326603818,447.55705576347947,283.6152648760425,0.18532887962232117
cap_CoalOldScr_p63,0.03681891161553874,108.335582683288,32.22893925500568,0.06711000424863665
cap_CoalOldScr_p64,0.5386507131893485,73.76355664276065,32.692313921803084,0.16957139458105897
cap_CoalOldScr_p65,0.2039614486082083,37.5895770356299,11.693575859034203,0.09613702566657263
cap_CoalOldScr_p67,0.7498612413046282,211.2101424347794,143.4407522386191,0.0903003635288469
cap_Gas-CC_Gas-CC-CCS_mod_p67,0.3012520842041363,792.3687318909535,163.33552433220513,0.08477150539895752
cap_Gas-CC_H2-CC_p60,0.6296260708660659,26.65656724908756,7.929835046456605,0.11492327876417802
cap_Gas-CC_H2-CC_p62,0.3680596047540403,98.66588709513202,24.072092957217045,0.0727344911137935
cap_Gas-CC_H2-CC_p63,-0.25272209395118916,1.0883413600728773,0.14411971085243974,0.050717982388898956
cap_Gas-CC_H2-CC_p64,0.19315112913841403,64.52285079138615,12.171473856006722,0.06420184158346881
cap_Gas-CC_H2-CC_p65,0.7620599455135596,50.65946212579295,11.290592244042976,0.049606587700424344
cap_H2-CC_p60,0.16618530090721406,11.470087000472406,3.5729362122290484,0.0860472895247305
cap_H2-CC_p61,0.8503836082735639,315.7102308047268,90.92971502296503,0.05111079431832479
cap_H2-CC_p62,0.05954538825909328,1.7758065673301349,0.3784058196100296,0.08443676054892796
cap_H2-CC_p65,-0.3078625769239052,33.770394914383985,5.912269290898556,0.08404126068157403
cap_H2-CT_p60,0.7395510942941357,158.97465455089082,32.84588004256361,0.04799844091875428
cap_H2-CT_p61,0.8385156646449282,328.63753154295114,91.02878555393045,0.04096552108352296
cap_H2-CT_p62,0.7499911605443788,119.7942320495781,24.86593433657321,0.04412648324795151
cap_H2-CT_p63,0.3867717022669791,122.58314346451026,21.70596033028586,0.06702539904001392
cap_H2-CT_p64,0.3412711966819343,267.5076410832899,42.90881933612509,0.05617672400134409
cap_H2-CT_p65,0.5502689867476602,278.7786754115373,65.09014508033056,0.06757866017224688
cap_H2-CT_p67,-0.3029684000473394,38.57510546898474,4.199992513634487,0.051725124140038624
cap_battery_li_p60,0.5389297968494858,637.1061396680368,468.2564007702493,0.11589517409555286
