output,r2,rmse,mae,nrmse
cap_CoalOldScr_coal-CCS_mod_p63,0.6800111425363291,635.7921970391368,431.3734138414196,0.15621429902681494
cap_CoalOldScr_coal-CCS_mod_p64,0.4607458398174946,144.18541982408672,105.62275467948429,0.3314607352277856
cap_CoalOldScr_coal-CCS_mod_p65,0.6070382926075287,97.09557545527697,56.714319373928426,0.24832627993676976
cap_CoalOldScr_coal-CCS_mod_p67,0.5188661591200598,554.9203513138087,394.0266023619035,0.22978694149548243
cap_CoalOldScr_p63,-0.4999599662048777,135.19386499730146,66.6745521554642,0.08374774593572296
cap_CoalOldScr_p64,0.4598630248037118,79.81396313032914,45.196378922336734,0.1834803750122509
cap_CoalOldScr_p65,-0.32049765852441525,48.41380385690003,22.677743273771203,0.12382047022225072
cap_CoalOldScr_p67,0.6568537283103453,247.37961914851115,177.1844539807781,0.10576418954708226
cap_Gas-CC_Gas-CC-CCS_mod_p67,0.4336289314598628,713.374525670421,237.0299936256394,0.07632031656528226
cap_Gas-CC_H2-CC_p60,0.6119597724609112,27.28490163545455,13.021068810891812,0.11763218899882362
cap_Gas-CC_H2-CC_p62,0.16790435528385195,113.21802915884217,39.82647573324304,0.0834620351392078
cap_Gas-CC_H2-CC_p63,-0.9003289692547658,1.340454755749075,0.3143589789791978,0.06246676198232972
cap_Gas-CC_H2-CC_p64,-0.2571159154734577,80.53879212280566,19.85751628832943,0.080138101614732
cap_Gas-CC_H2-CC_p65,0.7376382255053864,53.19576708742405,15.870753895837405,0.05209017969359941
cap_H2-CC_p60,0.14269225745773506,11.63055157675433,5.580628643891794,0.08725107654511013
cap_H2-CC_p61,0.8163839957667022,349.74727020476143,169.67361943784323,0.056621100764668315
cap_H2-CC_p62,0.22229991374121627,1.6148523175026153,0.6020138976368731,0.07678364353604779
cap_H2-CC_p65,0.6434105357276456,17.633533065494657,3.808462932392056,0.043882944006176844
cap_H2-CT_p60,0.5978465907779633,197.54338838913853,67.51162378369794,0.05964331033316571
cap_H2-CT_p61,0.826506710941381,340.63816131308874,147.53784617169345,0.042461430724628185
cap_H2-CT_p62,0.8570263924779322,90.5912314920232,35.87277981459419,0.03336949025383512
cap_H2-CT_p63,0.3761400171313234,123.64120379545695,32.861550387477614,0.0676039199841325
cap_H2-CT_p64,0.20487183563192757,293.9012501198344,82.62384600871664,0.06171939367702521
cap_H2-CT_p65,0.6506675166664984,245.6985634044631,82.67593097500827,0.05955971953955381
cap_H2-CT_p67,-1.1373158851766392,49.405413369012074,11.37294008952893,0.06624741808565512
cap_battery_li_p60,0.36449683120942067,747.9750684603932,565.4179843832993,0.1360632010602163
cap_battery_li_p61,0.42803782488222997,676.5760669478161,504.90572634899655,0.16277552656453503
cap_battery_li_p62,0.463704098670101,340.4154451429915,231.17200216561457,0.10417560372144359
cap_battery_li_p63,0.8134857971894903,1555.5679590987359,1136.0963071522983,0.08014048730804314
cap_battery_li_p64,0.5154248998559332,870.4862118119146,651.2561229566397,0.1097301148835113
cap_battery_li_p65,0.7522398453839875,1558.0202334872026,1158.646762854766,0.09892277149683557
cap_battery_li_p67,0.7617394044706329,1163.2968488300344,874.5395596580461,0.08011870391433808
cap_coal-ccs_mod_p67,0.9131819098479927,469.5181783150235,334.5197916853751,0.07746384449380275
cap_electrolyzer_p60,0.6483033875431434,105.52781266807197,35.415340442074964,0.056949252029313675
cap_electrolyzer_p61,0.7768918157326115,351.2941662235726,160.3234677366612,0.059854391846410906
cap_electrolyzer_p62,0.8376056403918123,68.50951095819295,29.344340460839152,0.0396360355214339
cap_electrolyzer_p63,0.361414731772289,65.27740889745031,17.46447905744553,0.0662796234817963
