sc_point_gid,class,capacity,capital_adder_per_mw,cf,FIPS,dist_spur_km,dist_reinforcement_km,cost_spur_usd_per_mw,cost_poi_usd_per_mw,cost_reinforcement_usd_per_mw,cost_total_trans_usd_per_mw,region,supply_curve_cost_per_mw
429,3,7.749,0.0,0.19235538,p99093,6.050015023053919,0.0,22185.35,0.0,0.0,22185.35,pr956,22185.35
430,3,24.374,0.0,0.19235536,p99020,1.220956753908375,0.0,4477.2373,0.0,0.0,4477.2373,pr82,4477.2373
431,3,75.019,0.0,0.19399005,p99020,4.175884424903306,0.0,15312.93,0.0,0.0,15312.93,pr82,15312.93
432,3,39.641000000000005,0.0,0.19505635,p99093,11.720398558613685,0.0,42978.594,0.0,0.0,42978.594,pr956,42978.594
433,3,65.14200000000001,0.0,0.1958535,p99051,4.948679493886258,0.0,18146.762,0.0,0.0,18146.762,pr211,18146.762
434,4,21.266,0.0,0.19687955,p99051,2.331341402437462,0.0,8549.008,0.0,0.0,8549.008,pr211,8549.008
435,4,86.072,0.0,0.19749705,p99051,1.6099321163385476,0.0,5903.6064,0.0,0.0,5903.6064,pr211,5903.6064
436,4,26.306,0.0,0.19788833,p99051,4.087614416524469,0.0,14989.245,0.0,0.0,14989.245,pr211,14989.245
456,3,33.908,0.0,0.19228673,p99054,17.216626525725296,0.0,63133.21,0.0,0.0,63133.21,pr232,63133.21
457,2,16.506,0.0,0.19002727,p99053,10.176523323647062,0.0,37317.22,0.0,0.0,37317.22,pr231,37317.22
458,2,9.604,0.0,0.18924262,p99053,7.948202816051922,0.0,29145.986,0.0,0.0,29145.986,pr231,29145.986
459,1,6.839,0.0,0.18650599,p99053,6.204773621081016,0.0,22752.848,0.0,0.0,22752.848,pr231,22752.848
460,1,21.021,0.0,0.1841639,p99053,5.594637606743621,0.0,20515.484,0.0,0.0,20515.484,pr231,20515.484
461,1,6.258000000000001,0.0,0.18464786,p99053,6.355567478245153,0.0,23305.809,0.0,0.0,23305.809,pr231,23305.809
462,1,9.366,0.0,0.18495034,p99053,8.187124510185749,0.0,30022.111,0.0,0.0,30022.111,pr231,30022.111
463,1,32.452,0.0,0.18453096,p99073,13.306398100390778,0.0,48794.44,0.0,0.0,48794.44,pr352,48794.44
464,1,7.994000000000001,0.0,0.18143962,p99013,5.730915315159828,0.0,21015.215,0.0,0.0,21015.215,pr35,21015.215
465,1,8.687,0.0,0.18286203,p99013,2.965181629685437,0.0,10873.294,0.0,0.0,10873.294,pr35,10873.294
466,1,23.058000000000003,0.0,0.18499087,p99013,1.0147322181004803,0.0,3721.014,0.0,0.0,3721.014,pr35,3721.014
467,1,47.782,0.0,0.18547796,p99013,3.191255954581239,0.0,11702.307,0.0,0.0,11702.307,pr35,11702.307
470,1,13.993000000000002,0.0,0.18459997,p99013,11.631954802459209,0.0,42654.273,0.0,0.0,42654.273,pr35,42654.273
471,1,10.423,0.0,0.18625766,p99071,11.632053546592102,0.0,42654.633,0.0,0.0,42654.633,pr335,42654.633
472,1,32.655,0.0,0.18425615,p99071,10.231027822554267,0.0,37517.086,0.0,0.0,37517.086,pr335,37517.086
473,1,78.673,0.0,0.18181354,p99092,8.28130228214473,0.0,30367.46,0.0,0.0,30367.46,pr902,30367.46
474,1,7.196,0.0,0.18355474,p99092,5.5231066841121335,0.0,20253.182,0.0,0.0,20253.182,pr902,20253.182
485,2,15.624,0.0,0.18722634,p99045,2.62701816556486,0.0,9633.252,0.0,0.0,9633.252,pr177,9633.252
486,1,9.968,0.0,0.18608393,p99045,4.166316298502604,0.0,15277.844,0.0,0.0,15277.844,pr177,15277.844
487,1,10.486,0.0,0.18504377,p99089,3.2444095985867585,0.0,11897.221,0.0,0.0,11897.221,pr555,11897.221
488,1,6.888,0.0,0.18425028,p99089,3.703744199361112,0.0,13581.597,0.0,0.0,13581.597,pr555,13581.597
491,1,9.044,0.0,0.18325877,p99078,1.3973326855935924,0.0,5124.0063,0.0,0.0,5124.0063,pr400,5124.0063
492,1,47.418,0.0,0.18420815,p99078,3.1050547718727497,0.0,11386.208,0.0,0.0,11386.208,pr400,11386.208
494,1,12.502,0.0,0.18287948,p99066,0.7743344286588199,0.0,2839.4773,0.0,0.0,2839.4773,pr310,2839.4773
497,1,14.469,0.0,0.1808112,p99029,5.427667556976382,0.0,19903.207,0.0,0.0,19903.207,pr99,19903.207
499,1,6.51,0.0,0.18200722,p99029,7.796513260596192,0.0,28589.742,0.0,0.0,28589.742,pr99,28589.742
500,1,8.722,0.0,0.18255089,p99061,0.8219610782846647,0.0,3014.1238,0.0,0.0,3014.1238,pr280,3014.1238
503,1,10.521,0.0,0.18536103,p99038,4.985286904429217,0.0,18281.002,0.0,0.0,18281.002,pr120,18281.002
504,2,54.537,0.0,0.18796945,p99093,3.2892469411629564,0.0,12061.639,0.0,0.0,12061.639,pr956,12061.639
505,2,61.915000000000006,0.0,0.18850876,p99093,3.33479613259214,0.0,12228.667,0.0,0.0,12228.667,pr956,12228.667
506,2,36.337,0.0,0.19022794,p99093,5.264285521371074,0.0,19304.088,0.0,0.0,19304.088,pr956,19304.088
507,3,38.696000000000005,0.0,0.19222671,p99093,7.881963418058375,0.0,28903.088,0.0,0.0,28903.088,pr956,28903.088
