sc_point_gid,class,capacity,capital_adder_per_mw,cf,mean_resource_temp,mean_resource_depth,lcoe_site_usd_per_mwh,lcoe_all_in_usd_per_mwh
84616,9,103.27,0,0.9943,148,6000,91.7641,92.91184
84617,9,98.82,0,0.9943,147,6000,92.27882,93.75217
84618,8,128.28,0,0.9947,165,7000,93.00186,95.042336
84619,8,136.25,0,0.9947,168,7000,92.21411,94.31618
84620,8,107.48,0,0.9947,165,7000,92.78281,94.563866
84621,9,67.71,0,0.9943,145,6000,93.04363,94.67899
84622,9,65.62,0,0.9943,146,6000,92.71116,94.39238
84623,9,103.41,0,0.9943,147,6000,92.26714,93.48134
84624,9,178.76,0,0.9944,149,6000,91.59923,92.75283
84625,9,148.66,0,0.9943,146,6000,92.77587,93.75696
84626,9,180.99,0,0.9943,145,6000,93.10482,94.61696
84627,9,215.12,0,0.9943,144,6000,93.61031,95.247
84628,9,228.43,0,0.9942,142,6000,94.27559,96.55353
84629,8,219.2,0,0.9946,162,7000,93.885506,95.96338
84630,8,215.83,0,0.9946,163,7000,93.42325,95.6241
84631,9,214.21,0,0.9943,145,6000,93.05139,94.54007
84632,9,226.1,0,0.9943,147,6000,92.44132,93.73505
84633,8,248.5,0,0.9947,170,7000,91.67166,94.106125
84634,8,194.71,0,0.9944,150,6000,91.112465,93.96103
84635,8,206.61,0,0.9944,153,6000,90.15389,92.05227
84636,8,252.18,0,0.9944,154,6000,89.89466,91.75069
84637,8,232.91,0,0.9945,156,6000,89.31759,91.182076
84638,8,252.56,0,0.9945,155,6000,89.45713,91.192474
84639,8,270.54,0,0.9945,155,6000,89.50197,91.27331
84640,8,279.49,0,0.9945,157,6000,88.89787,90.77477
84641,8,259.24,0,0.9945,160,6000,88.26525,89.9201
84642,9,132.2,0,0.9941,141,5000,87.73428,89.43346
84643,8,274.98,0,0.9946,162,6000,87.74116,90.28379
84644,8,279.38,0,0.9946,162,6000,87.68017,90.23839
84645,7,228.84,0,0.9948,188,7000,88.02163,90.462814
84646,7,437.8,0,0.9948,187,7000,88.248024,90.800095
84647,8,290.26,0,0.9946,164,6000,87.19881,89.21592
84648,8,279.37,0,0.9946,169,6000,86.04987,88.04661
84649,8,308.64,0,0.9947,170,6000,85.9011,86.6914
84650,8,130.56,0,0.9947,171,6000,85.65219,86.12378
84651,8,182.27,0,0.9947,172,6000,85.40483,85.97278
84652,7,241.93,0,0.9947,176,6000,84.74088,85.39159
84653,8,336.55,0,0.9947,174,6000,85.0607,85.998535
84654,8,233.99,0,0.9947,171,6000,85.63103,86.48036
84655,8,181.29,0,0.9947,171,6000,85.66688,86.41753
84656,8,212.71,0,0.9947,171,6000,85.603645,86.31331
84657,8,197.09,0,0.9947,172,6000,85.41667,86.0095
84658,8,154.38,0,0.9947,172,6000,85.361084,86.07369
84659,8,181.72,0,0.9947,173,6000,85.15372,86.224556
84660,7,105.11,0,0.9947,180,6000,84.00423,85.07551
84661,7,113.43,0,0.9948,184,6000,83.44974,84.848755
84662,7,118.22,0,0.9948,184,6000,83.45742,84.76828
84663,7,138.74,0,0.9948,185,6000,83.426216,84.54508
84664,7,159.97,0,0.9948,185,6000,83.31778,84.29748
84665,7,215.22,0,0.9948,185,6000,83.3103,84.509926
84669,7,125.11,0,0.9948,183,6000,83.585556,85.320526
84969,1,1795.07,0,0.9941,336,7000,73.54898,83.698975
84970,7,80.13,0,0.9947,196,4000,74.341965,85.51793
84971,7,199.69,0,0.9947,192,4000,74.62644,84.722595
84972,1,267.27,0,0.9939,346,7000,72.77103,83.27444
84973,1,126.71,0,0.994,340,7000,73.29851,84.11517
84974,1,22.46,0,0.9939,345,7000,72.7294,83.81909
84975,1,9.51,0,0.9938,352,7000,72.367096,81.85069
84978,6,137.13,0,0.9947,217,4000,73.178795,79.389435
84979,6,215.17,0,0.9947,208,4000,73.59244,79.43834
84980,7,159.82,0,0.9947,192,4000,74.602036,79.956985
84981,1,3615.14,0,0.9939,346,7000,72.668785,77.51779
84982,1,3177.94,0,0.9939,346,7000,72.84612,77.900955
84983,1,3623.87,0,0.9938,352,7000,72.287155,77.62123
84984,6,99.21,0,0.9947,206,4000,73.725204,79.63559
84985,6,147.8,0,0.9947,223,4000,72.88649,78.09903
84986,5,115.97,0,0.9947,231,4000,72.59193,75.51904
84987,1,8.01,0,0.9932,372,7000,70.86545,73.83736
84988,1,580.24,0,0.9939,345,7000,72.82214,75.642845
84989,1,164.01,0,0.9938,349,7000,72.52615,75.162025
84990,1,923.93,0,0.9938,350,7000,72.50693,75.00805
84991,6,12.34,0,0.9947,215,4000,73.257164,75.94732
84992,6,8.68,0,0.9947,205,4000,73.786446,76.67731
84993,6,26.02,0,0.9947,207,4000,73.69079,76.75663
84994,7,29.25,0,0.9947,191,4000,74.69352,80.49817
84995,7,153.17,0,0.9947,192,4000,74.60098,80.74305
84996,7,149.41,0,0.9947,190,4000,74.71429,79.99614
84997,6,76.84,0,0.9947,208,4000,73.624504,79.82307
84998,7,80.13,0,0.9947,198,4000,74.15287,80.162285
84999,8,110.27,0,0.9945,173,4000,76.36371,82.18975
85000,7,98.71,0,0.9946,179,4000,75.67617,81.25942
85001,7,47.61,0,0.9946,186,4000,75.05558,80.80313
85002,8,43.44,0,0.9945,173,4000,76.357666,82.29506
85003,7,161.26,0,0.9947,189,4000,74.85788,81.00442
85004,6,23.78,0,0.9947,201,4000,74.00728,80.4242
85005,7,2.61,0,0.9946,179,4000,75.75415,83.230865
85008,7,8.96,0,0.9947,186,4000,75.03586,82.08769
85009,7,37.7,0,0.9946,185,4000,75.17439,82.05386
85010,6,59.65,0,0.9947,202,4000,73.95953,80.75708
85011,7,6.58,0,0.9946,182,4000,75.38898,82.69078
85012,7,174.2,0,0.9947,186,4000,75.05242,82.70481
85013,7,450.13,0,0.9947,187,4000,74.97573,82.99914
85014,7,45.01,0,0.9947,194,4000,74.47927,82.853874
85015,6,1.56,0,0.9947,201,4000,74.054184,82.7216
85017,6,27.66,0,0.9947,206,4000,73.72556,82.79235
85018,6,1.79,0,0.9947,204,4000,73.86257,83.14338
85020,7,110.53,0,0.9947,187,4000,74.96043,79.444305
85021,7,409.28,0,0.9946,183,4000,75.31368,79.012726
85022,7,99.14,0,0.9946,178,4000,75.86532,79.50791
85023,7,31.54,0,0.9947,191,4000,74.67074,78.584625
85024,6,293.49,0,0.9947,201,4000,74.02884,77.87095
85025,7,435.89,0,0.9947,197,4000,74.26423,78.182625
85026,7,126.96,0,0.9946,183,4000,75.31653,78.59938
85027,7,91.46,0,0.9947,186,4000,75.03535,78.31674
85028,7,8.45,0,0.9947,197,4000,74.240265,76.99819
85029,7,219.73,0,0.9947,193,4000,74.50631,77.17088
85030,7,504.41,0,0.9947,188,4000,74.93449,77.63518
85031,7,433.26,0,0.9946,183,4000,75.35486,78.326035
85032,7,702.23,0,0.9946,180,4000,75.65692,78.19412
85033,7,547.07,0,0.9947,185,4000,75.11879,77.58115
85034,7,467.01,0,0.9947,187,4000,75.025665,77.7532
85035,7,372.63,0,0.9947,187,4000,75.00848,77.54194
85036,7,402.49,0,0.9947,188,4000,74.87894,77.1721
85037,7,366.33,0,0.9947,194,4000,74.457855,76.80983
85038,7,408.44,0,0.9947,195,4000,74.41254,76.934296
85039,7,585.7,0,0.9947,196,4000,74.32569,77.180695
85040,6,643.9,0,0.9947,203,4000,73.88801,76.85801
85041,6,450.02,0,0.9947,203,4000,73.89392,77.02872
85042,1,1363.71,0,0.9939,344,7000,72.913345,76.29527
85043,1,264.98,0,0.9939,346,7000,72.8245,76.23456
85044,6,54.82,0,0.9947,204,4000,73.876434,77.44931
85045,6,39.37,0,0.9947,207,4000,73.707954,76.4021
85049,1,285.78,0,0.9935,364,7000,71.449745,74.22671
85050,1,453.35,0,0.9937,355,7000,72.06242,74.664246
85051,1,225.96,0,0.9939,347,7000,72.730446,75.12828
85052,6,164.01,0,0.9947,212,4000,73.45256,75.50548
85053,1,2048.4,0,0.9939,348,7000,72.65556,74.70793
85054,1,1161.63,0,0.9938,349,7000,72.55106,74.35662
85055,6,170.21,0,0.9947,213,4000,73.37068,74.878334
85056,6,320.38,0,0.9947,212,4000,73.458145,74.43277
85057,6,536.45,0,0.9947,207,4000,73.68462,74.608025
85058,6,520.0,0,0.9947,201,4000,74.045975,75.185074
85059,7,640.16,0,0.9947,194,4000,74.46355,75.94182
85060,7,602.9,0,0.9947,193,4000,74.51422,76.35868
85061,7,257.12,0,0.9947,186,4000,75.058495,77.2953
85062,7,1.64,0,0.9946,178,4000,75.856834,78.39515
85063,7,8.59,0,0.9947,188,4000,74.93636,78.016365
85064,7,2.02,0,0.9947,188,4000,74.87046,78.900665
85065,8,41.97,0,0.9945,173,4000,76.30715,82.50463
85066,7,93.24,0,0.9946,180,4000,75.586365,81.32131
85067,7,15.11,0,0.9946,183,4000,75.364105,81.46404
85073,6,12.3,0,0.9948,205,5000,77.14614,86.1564
85074,7,170.24,0,0.9948,198,5000,77.62491,86.91158
85075,8,84.46,0,0.9944,160,4000,78.015656,86.35958
85076,8,201.83,0,0.9944,163,4000,77.616425,85.76329
85077,7,199.9,0,0.9947,186,5000,78.779594,87.22679
85078,7,259.99,0,0.9947,176,5000,80.011925,88.01084
85079,8,343.21,0,0.9946,172,5000,80.65026,88.55616
85080,8,285.48,0,0.9946,172,5000,80.53268,87.37247
85081,8,344.16,0,0.9946,167,5000,81.40712,88.0242
85082,8,422.04,0,0.9946,168,5000,81.13726,87.64112
85083,8,473.82,0,0.9946,167,5000,81.31681,87.62361
85084,8,213.14,0,0.9945,166,5000,81.49863,87.58348
85085,7,312.39,0,0.9948,198,6000,81.722626,88.15174
85086,7,192.84,0,0.9948,196,6000,82.03695,88.62444
85087,7,177.67,0,0.9948,184,6000,83.5251,90.47976
85088,7,141.75,0,0.9947,180,6000,84.01758,91.14949
85089,7,106.42,0,0.9947,180,6000,84.02502,91.53168
85090,8,53.39,0,0.9944,153,5000,84.30939,91.846
85091,9,247.2,0,0.9943,149,5000,85.368324,93.102196
85092,9,207.14,0,0.9943,150,5000,85.11901,90.40963
85093,9,113.1,0,0.9942,145,5000,86.40973,91.65028
85094,8,232.56,0,0.9943,151,5000,84.662476,89.43621
85095,9,360.18,0,0.9943,150,5000,85.067276,89.78364
85096,8,528.81,0,0.9947,172,6000,85.385445,89.80318
85097,8,588.11,0,0.9947,174,6000,84.97631,89.70989
85098,7,546.7,0,0.9947,177,6000,84.62482,89.77157
85099,7,405.3,0,0.9947,175,6000,84.818245,89.79874
85100,7,602.85,0,0.9947,175,6000,84.79936,89.77908
85101,7,626.33,0,0.9947,177,6000,84.51676,89.166885
85102,7,599.94,0,0.9947,176,6000,84.765434,89.04337
85103,8,604.6,0,0.9947,174,6000,85.067245,89.36434
85104,8,570.17,0,0.9947,174,6000,85.04335,89.09513
85105,8,406.01,0,0.9943,151,5000,84.71126,88.965996
85106,8,304.36,0,0.9943,150,5000,84.96574,89.25923
85107,8,359.69,0,0.9943,151,5000,84.695595,88.6656
85108,8,401.64,0,0.9943,152,5000,84.590546,88.17052
85109,8,408.05,0,0.9944,154,5000,83.92286,87.17051
85110,8,376.99,0,0.9944,155,5000,83.68684,86.67827
85111,8,256.26,0,0.9944,153,5000,84.31699,87.077194
85112,8,340.36,0,0.9943,152,5000,84.65601,87.20398
85113,8,322.21,0,0.9943,151,5000,84.85412,87.15779
85114,9,37.52,0,0.9943,149,5000,85.45591,87.45271
85115,8,40.01,0,0.9943,151,5000,84.710945,86.4175
85116,8,49.33,0,0.9944,154,5000,83.924706,85.36019
85117,8,43.55,0,0.9947,175,6000,84.89061,86.0344
85118,7,86.39,0,0.9947,180,6000,84.14396,85.0885
85119,7,338.29,0,0.9948,186,6000,83.23289,83.66327
85120,7,415.69,0,0.9948,189,6000,82.8127,83.66481
85121,7,576.57,0,0.9948,192,6000,82.51181,83.366745
85122,7,538.19,0,0.9948,193,6000,82.326416,83.18167
85123,7,545.92,0,0.9948,191,6000,82.5894,83.83442
85124,7,546.82,0,0.9948,184,6000,83.47879,84.85966
85125,8,343.84,0,0.9944,155,5000,83.89038,85.64217
85126,8,347.53,0,0.9944,156,5000,83.67407,85.67101
85127,8,379.17,0,0.9944,155,5000,83.871765,86.17913
85128,8,326.38,0,0.9944,153,5000,84.175125,86.74728
85129,8,324.33,0,0.9943,152,5000,84.476456,87.25451
85130,7,458.16,0,0.9947,177,6000,84.49223,86.92663
85131,7,507.61,0,0.9947,179,6000,84.29501,87.13848
85132,7,541.27,0,0.9947,179,6000,84.23889,87.33472
85133,7,488.17,0,0.9947,176,6000,84.6702,88.021835
85134,8,346.35,0,0.9943,151,5000,84.79643,88.45066
85135,8,360.29,0,0.9943,151,5000,84.880936,88.649345
85136,9,346.73,0,0.9943,150,5000,85.085686,89.15528
85137,9,344.43,0,0.9943,149,5000,85.19041,89.531075
85138,9,315.77,0,0.9943,148,5000,85.64423,89.9825
85139,8,120.23,0,0.9947,171,6000,85.70019,89.93315
85140,8,175.28,0,0.9947,169,6000,85.958176,90.13466
85141,8,294.32,0,0.9947,171,6000,85.685844,90.04712
85142,8,392.35,0,0.9947,170,6000,85.9072,90.20677
85143,8,352.35,0,0.9946,167,6000,86.47508,90.49769
85144,8,243.01,0,0.9946,166,6000,86.71819,90.509964
85145,8,408.53,0,0.9947,170,6000,85.88795,89.302704
85146,8,403.36,0,0.9946,168,6000,86.33421,89.6943
85147,8,256.78,0,0.9946,165,6000,87.02521,90.53657
85148,8,198.03,0,0.9946,163,6000,87.50109,91.268425
85149,8,204.71,0,0.9946,162,6000,87.60718,91.57226
85150,8,200.48,0,0.9946,161,6000,87.80507,91.99901
85151,8,169.04,0,0.9945,159,6000,88.378395,92.5168
85152,8,135.98,0,0.9945,157,6000,89.134605,93.34115
85153,8,117.45,0,0.9945,156,6000,89.41717,93.41492
85154,8,147.05,0,0.9945,155,6000,89.49105,93.46203
85155,8,122.95,0,0.9945,157,6000,89.10036,93.29009
85156,8,181.97,0,0.9945,158,6000,88.68829,93.061905
85157,8,304.1,0,0.9945,159,6000,88.36691,92.951805
85158,8,178.87,0,0.9945,156,6000,89.320015,93.95495
85159,8,90.18,0,0.9944,153,6000,90.083824,93.81106
85160,8,52.41,0,0.9945,156,6000,89.285164,92.80312
85161,8,65.36,0,0.9945,156,6000,89.37978,92.688065
85162,8,79.8,0,0.9946,161,6000,87.80612,91.024506
85163,8,62.67,0,0.9946,162,6000,87.558975,90.70217
85164,8,42.48,0,0.9946,161,6000,87.880684,90.81943
85165,8,49.48,0,0.9945,159,6000,88.55028,91.07803
85166,8,68.76,0,0.9945,159,6000,88.34511,90.83719
85167,8,104.63,0,0.9946,162,6000,87.566025,90.260025
85168,8,61.17,0,0.9946,161,6000,87.79935,90.64436
85169,8,99.63,0,0.9945,157,6000,88.999695,92.08564
85170,8,80.81,0,0.9945,156,6000,89.1941,92.52394
85171,8,84.08,0,0.9945,156,6000,89.14328,92.753746
85172,7,101.7,0,0.9948,182,7000,89.11758,92.54939
85173,8,56.7,0,0.9945,156,6000,89.19397,92.83847
85174,8,59.13,0,0.9945,157,6000,89.11566,92.52622
85175,8,58.03,0,0.9945,158,6000,88.67357,92.14596
85176,8,58.69,0,0.9945,159,6000,88.30764,91.733864
85177,8,52.71,0,0.9945,161,6000,87.93223,91.28238
85178,8,68.58,0,0.9945,161,6000,87.996864,91.78565
85179,8,82.09,0,0.9946,161,6000,87.803444,91.55399
85180,8,90.12,0,0.9946,162,6000,87.726204,90.75689
85181,8,76.72,0,0.9945,161,6000,87.894325,90.72441
85182,8,73.19,0,0.9946,162,6000,87.59088,90.20536
85183,8,102.06,0,0.9946,164,6000,87.13416,89.57111
85184,8,50.1,0,0.9946,164,6000,87.09433,89.815544
85185,8,98.08,0,0.9946,164,6000,87.11207,90.09415
85186,8,118.76,0,0.9946,166,6000,86.67453,89.44858
85187,8,100.04,0,0.9946,167,6000,86.38416,89.12413
85188,8,82.11,0,0.9946,165,6000,87.01925,89.40189
85189,8,93.2,0,0.9946,162,6000,87.69932,90.21751
85190,8,60.53,0,0.9946,161,6000,87.821396,89.495804
85191,8,79.96,0,0.9946,167,6000,86.48153,87.739265
85192,8,145.84,0,0.9946,168,6000,86.23129,87.31574
85193,8,131.94,0,0.9946,167,6000,86.48548,87.62637
85194,8,189.09,0,0.9946,167,6000,86.504875,87.587296
85195,8,162.97,0,0.9946,167,6000,86.45029,87.528786
85196,8,140.23,0,0.9946,168,6000,86.31967,87.47875
85197,8,140.66,0,0.9946,168,6000,86.27356,87.63841
85198,8,142.08,0,0.9947,170,6000,85.90725,87.43655
85199,8,200.79,0,0.9947,169,6000,86.005974,87.3111
85200,8,245.19,0,0.9947,169,6000,86.01818,87.423515
85201,8,296.83,0,0.9946,169,6000,86.06191,87.39594
85202,8,305.01,0,0.9946,168,6000,86.30535,87.426384
85203,8,364.77,0,0.9946,168,6000,86.30284,87.70819
85204,8,239.11,0,0.9946,168,6000,86.32181,88.639046
85205,8,299.74,0,0.9946,165,6000,87.031975,89.26777
85206,8,241.31,0,0.9946,165,6000,86.95147,89.25289
85207,8,231.87,0,0.9946,166,6000,86.70433,90.36276
85208,8,82.53,0,0.9946,165,6000,86.83984,90.217224
85209,8,2.39,0,0.9946,161,6000,87.78362,91.00675
85210,8,31.1,0,0.9945,160,6000,88.19832,90.9348
85211,8,102.58,0,0.9945,160,6000,88.07834,90.20521
85212,8,306.82,0,0.9946,161,6000,87.84909,89.97001
85213,8,184.14,0,0.9945,159,6000,88.561676,90.86766
85214,8,268.28,0,0.9945,158,6000,88.64617,91.151276
85215,8,257.8,0,0.9945,159,6000,88.34645,90.90189
85216,8,195.11,0,0.9945,159,6000,88.49319,91.26549
85217,8,187.66,0,0.9945,157,6000,88.925476,91.98655
85218,7,108.95,0,0.9948,184,7000,88.7829,90.27201
85219,7,96.03,0,0.9948,181,7000,89.26019,90.558815
85220,9,35.47,0,0.994,137,5000,89.421875,90.59086
85221,7,53.49,0,0.9947,177,7000,90.02204,91.063156
85222,8,0.96,0,0.9944,153,6000,90.26176,91.58052
85223,8,66.51,0,0.9944,152,6000,90.405396,91.50445
85224,8,40.83,0,0.9944,152,6000,90.45651,91.84335
85225,8,98.34,0,0.9944,152,6000,90.65926,92.31797
85226,8,76.26,0,0.9944,151,6000,90.98066,92.56838
85236,8,103.58,0,0.9944,150,6000,91.093376,92.74793
85237,8,135.11,0,0.9944,150,6000,91.210144,93.01422
85238,8,234.94,0,0.9947,170,7000,91.588234,93.953705
85239,8,204.02,0,0.9947,169,7000,91.747986,94.129684
85240,8,275.32,0,0.9947,170,7000,91.523674,94.25423
85241,8,348.68,0,0.9947,172,7000,91.14484,93.6505
85242,8,294.85,0,0.9947,174,7000,90.74477,93.49614
85243,8,233.13,0,0.9944,152,6000,90.39241,93.317696
85244,8,201.01,0,0.9945,155,6000,89.66108,93.01162
85245,8,224.31,0,0.9945,156,6000,89.17495,92.71454
85246,8,213.52,0,0.9945,158,6000,88.75296,91.36044
85247,8,93.39,0,0.9945,161,6000,88.00253,90.46084
85248,8,80.35,0,0.9945,160,6000,88.095184,90.09893
85249,7,156.66,0,0.9948,185,7000,88.481346,90.50149
85250,7,86.31,0,0.9948,186,7000,88.29834,89.994865
85251,8,105.78,0,0.9946,161,6000,87.80014,88.99444
85252,8,74.85,0,0.9945,161,6000,88.01715,89.24914
85253,8,31.67,0,0.9945,160,6000,88.175255,88.929085
85256,8,35.55,0,0.9945,158,6000,88.72367,89.70186
85257,8,62.41,0,0.9945,159,6000,88.368546,89.49164
85258,8,75.8,0,0.9945,159,6000,88.48153,90.413
85259,8,100.44,0,0.9945,157,6000,88.902466,90.99347
85260,8,101.14,0,0.9945,158,6000,88.76181,90.65808
85261,8,61.62,0,0.9945,159,6000,88.571396,89.91132
85262,8,83.85,0,0.9945,160,6000,88.269295,89.723114
85288,9,75.17,0,0.9944,149,6000,91.63295,93.1188
85289,8,69.55,0,0.9944,151,6000,90.92859,92.6016
85290,8,70.13,0,0.9944,153,6000,90.228645,91.65377
85291,8,54.83,0,0.9944,151,6000,90.731346,92.00012
85292,9,77.19,0,0.9943,148,6000,92.03504,93.62422
85293,9,65.23,0,0.9943,146,6000,92.6541,94.145744
85294,9,71.32,0,0.9943,146,6000,92.785645,94.77498
85295,9,77.8,0,0.9943,146,6000,92.8497,94.30971
85296,9,113.8,0,0.9943,146,6000,92.77743,93.91147
85297,9,73.18,0,0.9943,148,6000,92.11211,93.191505
85298,9,93.35,0,0.9944,149,6000,91.589935,92.755844
85299,9,140.9,0,0.9943,148,6000,91.887314,93.2221
85300,9,88.37,0,0.9944,149,6000,91.65649,93.15224
85301,9,80.21,0,0.9943,147,6000,92.36537,93.8606
85302,9,68.51,0,0.9943,146,6000,92.51855,95.0882
85303,9,55.59,0,0.9943,147,6000,92.38329,94.53894
85304,9,51.15,0,0.9943,147,6000,92.460365,94.437035
85305,9,58.77,0,0.9943,147,6000,92.46617,94.508865
85306,9,89.25,0,0.9943,147,6000,92.336044,94.51665
85307,9,160.9,0,0.9943,148,6000,92.06334,94.53187
85308,9,197.54,0,0.9943,147,6000,92.23757,93.39983
85309,9,152.78,0,0.9943,145,6000,92.98526,94.019585
85310,9,167.92,0,0.9943,146,6000,92.887115,93.98619
85311,9,178.87,0,0.9943,144,6000,93.37238,94.643524
85312,8,186.08,0,0.9946,160,7000,94.59276,96.92588
85313,8,225.18,0,0.9946,161,7000,94.23038,96.21549
85314,9,216.79,0,0.9943,144,6000,93.46944,95.73772
85315,9,221.13,0,0.9943,145,6000,93.09404,94.6734
85316,9,245.33,0,0.9943,147,6000,92.26129,93.70883
85317,9,219.63,0,0.9944,150,6000,91.38731,93.44023
85318,8,214.75,0,0.9944,151,6000,90.79998,92.81878
85319,8,246.38,0,0.9944,153,6000,90.12944,91.82589
85320,8,265.62,0,0.9945,155,6000,89.67664,91.3416
85321,8,243.45,0,0.9945,155,6000,89.67698,91.30662
85322,7,426.09,0,0.9948,179,7000,89.73683,91.45721
85323,7,386.65,0,0.9948,183,7000,88.81582,90.54104
85324,8,244.57,0,0.9945,159,6000,88.42554,90.02668
85325,8,261.07,0,0.9945,160,6000,88.08502,89.70648
85326,8,172.68,0,0.9946,161,6000,87.87171,89.80613
85327,8,253.8,0,0.9946,161,6000,87.84724,90.37043
85328,8,287.95,0,0.9945,161,6000,87.8885,90.57977
85329,7,290.31,0,0.9948,188,7000,87.97192,90.66703
85330,7,384.0,0,0.9948,185,7000,88.51043,91.11409
85331,8,247.85,0,0.9946,162,6000,87.64016,89.719574
85332,8,337.44,0,0.9946,167,6000,86.40324,88.198296
85333,8,200.4,0,0.9946,169,6000,86.08296,87.27208
85334,8,125.15,0,0.9947,171,6000,85.56811,86.3277
85335,8,69.26,0,0.9947,173,6000,85.26453,85.631096
85336,8,234.37,0,0.9947,173,6000,85.32543,86.537056
85337,8,240.98,0,0.9947,173,6000,85.16699,86.310745
85338,8,276.83,0,0.9947,173,6000,85.1586,86.16401
85339,8,229.29,0,0.9947,172,6000,85.428734,86.42902
85340,8,164.61,0,0.9947,169,6000,85.94163,86.87192
85341,8,231.75,0,0.9947,170,6000,85.9027,86.6758
85342,8,208.72,0,0.9947,171,6000,85.52244,86.31614
85343,7,118.98,0,0.9947,177,6000,84.598175,85.78966
85344,7,127.32,0,0.9948,183,6000,83.57279,84.40963
85345,7,161.6,0,0.9948,184,6000,83.5446,85.04582
85346,7,171.02,0,0.9948,184,6000,83.47476,85.2267
85347,7,111.62,0,0.9948,186,6000,83.219505,84.80178
85348,8,98.38,0,0.9944,158,5000,83.07194,84.183495
85350,7,327.94,0,0.9948,184,6000,83.460884,83.950195
85351,7,87.85,0,0.9948,184,6000,83.47067,83.881165
85352,7,90.73,0,0.9948,184,6000,83.500786,84.364876
85653,6,544.56,0,0.9947,206,4000,73.706696,83.611
85654,6,283.79,0,0.9947,201,4000,74.036156,83.30448
85655,7,177.37,0,0.9947,189,4000,74.7826,84.42628
85656,1,1116.24,0,0.994,343,7000,73.0244,83.30575
85657,2,114.78,0,0.9943,325,7000,74.246864,84.42056
85659,1,70.49,0,0.9939,346,7000,72.84752,82.131165
85660,6,0.79,0,0.9947,204,4000,73.858185,83.75339
85662,6,229.69,0,0.9947,213,4000,73.36313,79.47219
85663,6,334.23,0,0.9947,206,4000,73.710075,79.410385
85664,7,181.38,0,0.9947,198,4000,74.1722,79.87219
85665,1,1116.77,0,0.9937,352,7000,72.22226,77.74541
85666,1,4168.8,0,0.9937,357,7000,71.99472,77.41662
85667,1,329.62,0,0.9939,348,7000,72.690254,78.5332
85668,1,1600.07,0,0.994,339,7000,73.29938,79.42082
85669,6,158.07,0,0.9947,207,4000,73.61188,76.34026
85670,6,66.65,0,0.9947,210,4000,73.50868,75.928856
85671,6,109.84,0,0.9947,210,4000,73.55538,76.16892
85672,1,1432.74,0,0.9941,338,7000,73.4569,76.0031
85673,1,2908.45,0,0.9937,356,7000,72.019356,74.48237
85674,1,713.97,0,0.9939,345,7000,72.827995,75.258484
85675,1,15.3,0,0.9938,349,7000,72.63764,75.478035
85677,6,11.5,0,0.9947,203,4000,73.91779,77.32888
85678,6,7.79,0,0.9947,209,4000,73.571175,77.37274
85679,6,1.66,0,0.9947,203,4000,73.91952,79.117874
85680,7,71.04,0,0.9947,193,4000,74.5403,79.61774
85681,7,207.2,0,0.9947,199,4000,74.12013,79.750854
85682,7,128.7,0,0.9947,196,4000,74.30191,80.5572
85683,7,247.3,0,0.9947,191,4000,74.67287,80.49104
85684,7,108.09,0,0.9946,178,4000,75.837906,81.59659
85685,7,179.07,0,0.9946,183,4000,75.3194,81.087776
85686,7,83.85,0,0.9946,181,4000,75.53013,81.50221
85687,7,349.28,0,0.9947,193,4000,74.527245,80.921646
85688,7,3.19,0,0.9946,181,4000,75.48062,82.728195
85690,7,8.43,0,0.9947,193,4000,74.50292,81.79628
85691,7,0.96,0,0.9947,189,4000,74.84934,81.98222
85692,7,2.45,0,0.9947,192,4000,74.57527,81.75832
85693,7,35.57,0,0.9946,183,4000,75.292656,82.520744
85694,6,158.95,0,0.9947,213,4000,73.380356,80.58113
85695,6,37.12,0,0.9947,200,4000,74.05891,81.46192
85696,7,40.95,0,0.9947,194,4000,74.44871,82.351105
85697,7,61.64,0,0.9947,190,4000,74.782486,83.042404
85698,6,7.0,0,0.9947,201,4000,74.01407,83.04286
85701,7,13.02,0,0.9947,200,4000,74.10228,83.433945
85703,7,2.58,0,0.9947,194,4000,74.483315,84.23875
85704,7,98.31,0,0.9947,190,4000,74.77109,78.77617
85705,7,536.28,0,0.9946,186,4000,75.0986,79.017166
85706,7,20.81,0,0.9947,186,4000,75.07054,79.157745
85707,7,168.17,0,0.9947,190,4000,74.721954,78.686554
85708,6,79.06,0,0.9947,202,4000,73.97215,78.037094
85709,7,55.84,0,0.9947,193,4000,74.54648,78.16514
85710,7,106.04,0,0.9947,196,4000,74.30219,77.79455
85711,7,60.49,0,0.9947,188,4000,74.896515,78.38554
85712,7,5.09,0,0.9947,188,4000,74.9473,78.58839
85713,7,162.76,0,0.9947,190,4000,74.73535,77.6267
85714,7,505.61,0,0.9947,186,4000,75.0639,78.26932
85715,7,435.48,0,0.9947,187,4000,74.94879,78.34114
85716,7,709.48,0,0.9946,183,4000,75.37165,78.10021
85717,7,213.31,0,0.9947,189,4000,74.8142,77.76093
85718,7,542.72,0,0.9947,190,4000,74.7832,77.5615
85719,7,779.08,0,0.9947,190,4000,74.776764,77.53172
85720,7,540.26,0,0.9946,185,4000,75.19852,77.70529
85721,7,365.14,0,0.9947,193,4000,74.56737,77.07173
85722,7,515.03,0,0.9947,198,4000,74.23067,76.8252
85723,7,570.15,0,0.9947,197,4000,74.247444,76.83795
