up_reservoir_latitude,up_reservoir_longitude,low_reservoir_latitude,low_reservoir_longitude,capacity,capital_adder_per_mw
36.15990035867398,-111.68577981953136,36.175533380639095,-111.68461600095304,2651.235349721192,1502977.845073606
36.11795735507677,-112.91808802528465,36.14413133750156,-112.92537029227894,2159.9553660738857,1555340.781390004
44.96464913586286,-116.79848145484902,44.970949,-116.837102,1428.3131010929685,1560716.9721314257
35.958544514650704,-113.80601195299523,35.93283476280767,-113.79751759702772,2196.5397256497195,1569349.246522724
35.72965995988554,-113.52780321457033,35.74754360680718,-113.5394606957717,1663.7087746675902,1589925.5135330933
35.879658021549794,-113.2303803263276,35.874827679159374,-113.25960716180944,3010.630773130019,1592284.5945367664
31.44854605060973,-104.91434374817798,31.44678079392892,-104.8788267579139,2041.0375039392216,1595477.1646067612
36.0833654761832,-113.07698565947771,36.08537843150484,-113.10443788181196,2327.615003061062,1600226.6372203385
36.142181617673,-112.95603752044192,36.125866050004554,-112.93696305099589,1466.0477172783471,1608720.3094923387
36.08877827733738,-112.9582984845918,36.092541620978,-112.93967759763385,2057.44162434597,1618068.517960271
41.852412142027354,-112.05220791792188,41.845177,-112.037082,2377.4790235046053,1623369.1554045363
36.21817254913787,-112.5990201121377,36.197983853223064,-112.61881604720617,2386.9432373421914,1629279.3700852823
35.96532712550661,-113.28145223896004,35.959451456612825,-113.31217676285335,1406.8181407001769,1648454.4886277823
36.16010023697178,-112.69652685193267,36.17595569285509,-112.71715606805188,1638.692347572034,1667827.0180824604
41.73485010316231,-118.60286027512224,41.73137264342189,-118.5729368440873,1644.8203390856868,1675260.3793089893
44.84418645758824,-116.921144851306,44.835014,-116.902154,1302.3205917526743,1702407.5308599833
36.242198199074,-112.6467722066938,36.24343193693119,-112.66312650428316,1544.8668870740858,1704513.3688706406
31.41301554904028,-104.90500891956184,31.407423568003328,-104.87672051861134,1966.956170130355,1708393.6812764355
31.43307350263023,-104.91486018198935,31.44678079392892,-104.8788267579139,3290.1739981301353,1712167.0701958127
36.67428344028812,-111.62689972950731,36.68419970595326,-111.6506223039454,2546.4234000599954,1717586.6000691564
36.614478332672086,-112.65888993236857,36.59809017181935,-112.67103335665604,1965.5022885448825,1737325.5291915026
35.95227717094546,-113.80418198805248,35.927484268933085,-113.7986381282582,2193.3811569631303,1745936.6202673737
30.40993252189279,-104.64493852053066,30.38796382906142,-104.66899691888334,2199.0408547011803,1753313.3330338572
36.151503015556486,-112.87575760529386,36.167092231708935,-112.88474337189558,1721.7028987320502,1754856.6082531817
35.720489005443106,-113.59816373395704,35.71064329866138,-113.58565115290232,1232.1248738953404,1756076.2085740846
36.08895346882701,-112.55845449649192,36.07834392008246,-112.57590754478842,897.4677498098982,1758257.6056245056
33.20988360941589,-106.68219740012545,33.21842281467097,-106.66608214032064,2179.5306022809345,1759890.9401531748
36.57270931402832,-112.67359652124904,36.57814928160622,-112.654196094817,965.4125991815376,1763309.010238876
40.13954750971531,-117.03724367542716,40.14940263022207,-117.07296044830252,2760.169807209035,1778399.8786782084
35.91206722353683,-117.51674858283614,35.88333552576478,-117.53839981150728,3152.850534777868,1783820.2059503892
36.18713595060486,-112.7630774757192,36.186331283988366,-112.74956207217204,1788.010230475935,1787755.5296166476
36.16775714072893,-113.0261276861092,36.19448525448847,-113.01065693334158,1757.956017169006,1794492.83866927
35.91237606419184,-113.775936847008,35.927484268933085,-113.7986381282582,1278.8367327130695,1796560.4052697718
36.11095299514986,-112.68045074097928,36.117439801644146,-112.65183792003324,1324.4042355939105,1797078.0660413771
36.231519421679195,-112.65499955993543,36.19971458905086,-112.64518543948611,1738.6950976061328,1800820.3850279818
40.04899093371439,-119.7582444348357,40.05659635716936,-119.70150113979646,3385.680842254897,1801357.7057477774
35.652253555727015,-113.3537438132217,35.65800793939724,-113.37376667871732,1754.370253158285,1802559.569031169
35.8006303023688,-113.98507995011572,35.765975873086916,-113.99757879128776,1716.0487669504028,1803939.7055904455
38.30815733738604,-119.96349636877844,38.331332,-119.958792,1599.0677400922211,1810556.7402051468
46.53061288271107,-116.34810882935304,46.516351,-116.297014,3494.3310888674578,1819217.744294728
40.258613490535254,-119.41714222880177,40.25078257685696,-119.38848102325495,1041.6273294655316,1820618.1859582595
36.100325101021646,-113.05761428868776,36.11420265627308,-113.08777825548222,1170.97173242635,1821302.3582620835
35.87034204285362,-113.22517621709984,35.867486895594375,-113.26507774350988,1774.6743283674175,1827342.4275296344
30.45968255935728,-104.67094217594044,30.44714314445893,-104.702610738461,3456.9476961480264,1832906.701574922
35.47229834383092,-118.56890307895236,35.46957014876248,-118.53754717605328,1372.173236787086,1834895.193629695
42.09270273302881,-114.83091857623224,42.08756221469526,-114.79711463653412,2849.876991367517,1835932.8214855334
41.10577325004377,-111.64425921488598,41.10420620726491,-111.5997477306333,1371.7525677799931,1841487.21293294
30.83856190639787,-103.97107024878244,30.86744930515933,-103.96853491614048,1185.770780283215,1843445.4941443424
40.00869461513338,-119.73217832563546,40.0152776199084,-119.70659118182633,1248.9808615033403,1844009.3453151695
31.45450640616271,-104.92104972210969,31.496097221733763,-104.92565560687486,2283.847384645035,1845962.3791687272
39.04130154370313,-120.3977813705079,39.061146,-120.407324,1116.6678472581775,1846707.7628258558
30.10924962431752,-104.53193390593044,30.101532018562683,-104.55428785780296,2011.0363129826417,1848166.6756652344
