sc_point_gid,class,capacity,capital_adder_per_mw,mean_resource_temp
167882,8,391.72,0,157
167883,8,385.69,0,153
167884,8,354.25,0,157
167885,8,336.32,0,155
167886,8,257.17,0,155
167887,8,178.69,0,155
167888,8,182.0,0,152
167889,8,287.85,0,152
167890,9,311.68,0,140
167891,9,297.96,0,144
167892,9,281.92,0,146
167893,9,266.46,0,147
167894,9,221.03,0,143
167895,9,258.06,0,139
167896,9,269.08,0,140
167897,9,337.94,0,143
167898,9,221.76,0,141
167899,9,150.89,0,142
167900,9,131.85,0,147
167901,9,202.22,0,149
167902,9,348.36,0,149
167903,9,338.58,0,147
167904,9,329.23,0,149
167905,9,249.09,0,149
167906,8,217.59,0,152
167907,8,234.36,0,156
167908,8,218.53,0,154
167909,8,134.42,0,153
167910,8,256.66,0,151
167911,9,240.9,0,135
167912,9,285.07,0,136
167913,9,270.45,0,135
167914,9,289.2,0,138
167915,9,277.45,0,140
167916,9,269.34,0,142
167917,9,265.32,0,142
167918,9,280.61,0,144
167919,9,240.97,0,147
167920,9,226.03,0,147
167921,9,227.52,0,146
167922,9,263.39,0,147
167923,9,164.9,0,147
167924,9,131.79,0,149
167925,8,76.05,0,151
167926,8,189.77,0,154
167927,8,229.18,0,156
167928,8,217.65,0,159
167929,8,304.44,0,159
167930,8,345.33,0,158
167931,8,309.42,0,159
167932,8,314.88,0,165
167933,8,323.38,0,167
167934,8,148.7,0,165
167935,8,224.56,0,163
167936,8,184.07,0,158
167937,8,265.63,0,160
167938,8,280.65,0,161
167939,8,343.23,0,163
167940,8,292.53,0,164
167941,8,377.01,0,165
167942,8,269.49,0,169
167943,8,365.18,0,168
167944,8,353.36,0,171
167945,8,341.39,0,174
167946,8,349.93,0,175
167947,8,431.68,0,174
167948,8,317.99,0,172
167949,8,292.04,0,172
167950,8,178.89,0,168
167951,8,110.5,0,170
167952,8,373.64,0,173
167953,8,390.8,0,170
167954,7,404.64,0,176
167955,8,250.32,0,173
167956,8,240.52,0,162
167957,8,106.48,0,159
167958,8,69.56,0,161
167959,8,303.45,0,168
167960,8,374.53,0,172
167961,7,84.42,0,176
167962,8,41.19,0,164
167963,8,128.75,0,161
167964,8,327.29,0,166
167965,8,290.09,0,161
167966,8,257.67,0,154
167967,7,172.19,0,177
167968,8,85.02,0,174
167969,8,45.65,0,174
167970,8,44.48,0,173
167971,8,69.33,0,172
167972,8,391.92,0,171
167973,8,366.18,0,172
167974,8,387.82,0,172
167975,8,408.2,0,173
167976,8,347.54,0,171
167977,8,321.94,0,170
167978,8,364.45,0,172
167979,8,324.08,0,171
167980,8,370.83,0,172
167981,8,281.87,0,174
167982,8,276.88,0,170
167983,8,330.46,0,170
167984,8,307.89,0,170
167985,8,249.61,0,170
167986,8,184.2,0,170
167987,8,288.0,0,172
167988,8,237.79,0,171
167989,8,196.64,0,170
167990,8,212.23,0,172
167991,8,57.66,0,171
167992,8,107.18,0,171
167993,8,174.42,0,171
167994,8,289.91,0,169
167995,8,245.41,0,167
167996,8,317.63,0,168
167997,8,303.36,0,167
167998,8,326.22,0,169
167999,8,219.47,0,172
168000,8,303.54,0,171
168001,8,480.87,0,173
168002,8,347.15,0,174
168003,8,422.15,0,174
168004,8,211.02,0,173
168005,7,347.54,0,175
168006,7,359.05,0,178
168007,7,302.18,0,180
168008,7,407.5,0,180
168009,7,426.31,0,181
168010,7,417.81,0,181
168011,8,227.35,0,156
168012,8,217.54,0,157
168013,8,223.47,0,157
168014,7,272.86,0,182
168015,7,305.4,0,181
168016,7,186.74,0,180
168017,8,138.67,0,154
168018,8,195.94,0,155
168019,8,167.36,0,154
168020,8,100.17,0,154
168021,8,111.83,0,154
168022,7,196.77,0,179
168023,7,224.21,0,178
168024,8,152.81,0,154
168025,8,84.48,0,154
168026,7,90.56,0,180
168027,8,80.9,0,156
168028,8,106.45,0,154
168029,8,170.42,0,155
168030,8,87.94,0,156
168031,7,170.47,0,181
168032,7,168.39,0,177
168033,7,170.71,0,179
168034,7,145.63,0,178
168035,8,130.72,0,172
168036,8,112.16,0,173
168037,8,87.0,0,173
168038,8,128.27,0,167
168039,8,101.95,0,162
168040,8,158.79,0,169
168041,8,209.76,0,173
168042,7,183.33,0,177
168043,7,162.14,0,179
168044,7,133.3,0,179
168045,7,93.71,0,178
168046,7,0.01,0,178
168048,8,163.9,0,158
168049,8,210.21,0,159
168050,8,113.83,0,158
168051,8,132.85,0,159
168052,8,102.83,0,162
168053,8,33.71,0,159
168536,8,62.32,0,169
168537,8,492.83,0,166
168538,8,525.76,0,165
168539,8,531.39,0,170
168540,10,2.97,0,125
168541,7,715.46,0,183
168542,7,677.25,0,180
168543,7,637.79,0,176
168544,8,349.38,0,170
168545,8,605.53,0,175
168546,8,606.18,0,174
168547,8,572.54,0,172
168548,8,595.52,0,173
168549,8,550.39,0,167
168550,8,574.01,0,170
168551,8,579.76,0,171
168552,8,510.21,0,163
168553,8,527.18,0,167
168554,8,492.77,0,161
168555,8,463.15,0,163
168556,8,350.71,0,156
168557,8,528.0,0,174
168558,8,393.29,0,152
168559,8,482.2,0,165
168560,8,409.71,0,159
168561,8,451.91,0,160
168562,8,412.61,0,153
168563,8,351.76,0,155
168564,8,423.08,0,159
168565,8,386.9,0,161
168566,8,463.75,0,162
168567,8,407.15,0,156
168568,8,418.07,0,159
168569,8,377.87,0,158
168570,8,331.51,0,156
168571,8,281.73,0,153
168572,8,257.87,0,151
168573,10,6.82,0,122
168574,9,335.37,0,141
168575,9,290.58,0,145
168576,9,341.44,0,144
168577,9,308.88,0,144
168578,9,306.08,0,144
168579,9,186.67,0,142
168580,9,109.49,0,137
168581,9,174.26,0,139
168582,9,137.92,0,138
168583,9,115.52,0,141
168584,9,76.46,0,145
168585,9,157.93,0,146
168586,9,331.18,0,148
168587,9,330.69,0,149
168588,9,324.25,0,150
168589,9,174.65,0,149
168590,8,269.07,0,153
168591,8,209.73,0,154
168592,8,234.35,0,150
168593,8,246.85,0,151
168594,8,250.53,0,151
168595,8,343.64,0,153
168596,9,290.88,0,135
168597,9,251.21,0,137
168598,9,279.97,0,139
168599,9,288.72,0,140
168600,9,228.29,0,142
168601,9,281.37,0,143
168602,9,284.17,0,143
168603,9,269.33,0,145
168604,9,240.25,0,145
168605,9,211.77,0,145
168606,9,227.24,0,146
168607,9,97.62,0,146
168608,9,110.35,0,148
168609,8,128.43,0,151
168610,8,222.73,0,154
168611,8,187.16,0,157
168612,8,291.58,0,160
168613,8,294.67,0,163
168614,8,360.45,0,165
168615,8,284.53,0,162
168616,8,293.17,0,167
168617,8,366.21,0,169
168618,8,284.37,0,172
168619,8,118.97,0,165
168620,8,266.79,0,163
168621,8,286.51,0,163
168622,8,358.6,0,163
168623,8,290.15,0,166
168624,8,395.95,0,171
168625,8,343.54,0,171
168626,8,231.71,0,167
168627,8,333.68,0,169
168628,8,305.19,0,172
168629,8,307.81,0,172
168630,8,344.4,0,173
168631,7,456.57,0,179
168632,8,327.2,0,153
168633,8,395.31,0,173
168634,7,321.79,0,175
168635,8,104.26,0,174
168636,7,346.5,0,177
168637,8,367.88,0,172
168638,8,422.16,0,170
168639,8,379.1,0,169
168640,8,403.05,0,170
168641,8,199.59,0,165
168642,8,6.76,0,155
168643,8,160.01,0,160
168644,8,318.84,0,172
168645,8,127.52,0,153
168646,8,121.23,0,168
168647,8,161.53,0,158
168648,8,271.84,0,155
168649,8,241.08,0,154
168650,7,105.02,0,178
168651,8,61.64,0,175
168652,8,48.61,0,174
168653,8,21.62,0,173
168654,8,41.62,0,172
168655,8,138.57,0,173
168656,8,394.29,0,171
168657,8,462.74,0,171
168658,8,479.04,0,172
168659,8,406.78,0,173
168660,8,316.35,0,172
168661,8,371.08,0,171
168662,8,348.76,0,173
168663,8,227.79,0,171
168664,8,332.14,0,170
168665,8,353.88,0,171
168666,8,182.64,0,173
168667,8,347.51,0,174
168668,8,368.67,0,174
168669,8,287.9,0,174
168670,8,252.16,0,173
168671,8,226.81,0,174
168672,8,240.63,0,174
168673,8,284.45,0,173
168674,8,326.09,0,174
168675,7,155.79,0,176
168676,8,161.31,0,172
168677,8,176.35,0,173
168678,8,205.0,0,174
168679,8,216.08,0,169
168680,8,253.3,0,171
168681,8,230.44,0,165
168682,8,323.6,0,171
168683,8,101.66,0,175
168684,8,214.35,0,171
168685,8,289.95,0,175
168686,8,303.69,0,175
168687,8,421.95,0,175
168688,8,284.99,0,174
168689,7,412.85,0,177
168690,7,368.1,0,178
168691,7,353.9,0,180
168692,7,479.94,0,180
168693,7,374.76,0,181
168694,7,452.66,0,178
168695,7,332.73,0,180
168696,7,331.18,0,182
168697,7,261.55,0,182
168698,8,134.87,0,156
168699,7,160.43,0,180
168700,7,184.21,0,180
168701,7,183.21,0,179
168702,7,233.89,0,180
168703,7,177.78,0,177
168704,7,116.09,0,180
168705,7,126.53,0,180
168706,8,81.6,0,154
168707,8,137.87,0,153
168708,8,83.47,0,152
168709,7,82.36,0,176
168710,7,119.77,0,179
168711,7,317.35,0,179
168712,7,273.84,0,178
168713,7,283.74,0,180
168714,7,158.36,0,182
168715,7,124.12,0,181
168716,7,176.38,0,179
168717,7,166.49,0,181
168718,8,100.62,0,154
168719,7,179.43,0,176
168720,7,141.49,0,176
168721,7,161.55,0,176
168722,8,178.25,0,173
168723,7,137.72,0,176
168724,7,212.72,0,178
168725,7,259.99,0,177
168726,7,146.71,0,178
168727,7,121.57,0,179
168728,7,84.1,0,178
168729,7,3.5,0,176
168732,8,92.8,0,156
168733,8,172.78,0,158
168734,8,100.14,0,159
168735,8,149.65,0,159
168736,8,115.41,0,162
168737,8,25.72,0,159
169221,8,170.22,0,166
169222,8,520.51,0,170
169223,7,562.76,0,186
169224,9,17.15,0,127
169225,7,750.5,0,188
169226,7,670.3,0,182
169227,7,620.21,0,179
169228,7,509.8,0,177
169229,8,406.39,0,174
169230,8,624.05,0,174
169231,7,538.85,0,176
169232,8,564.27,0,172
169233,8,566.86,0,169
169234,8,594.71,0,171
169235,8,565.28,0,170
169236,8,541.43,0,166
169237,8,550.05,0,170
169238,8,511.45,0,164
169239,8,482.53,0,166
169240,8,411.94,0,163
169241,8,431.41,0,156
169242,8,422.1,0,154
169243,8,528.32,0,173
169244,8,472.22,0,166
169245,8,446.42,0,164
169246,8,482.61,0,160
169247,8,472.48,0,164
169248,8,496.98,0,164
169249,8,415.47,0,165
169250,8,476.0,0,167
169251,8,427.52,0,160
169252,8,394.12,0,159
169253,8,420.92,0,162
169254,8,396.75,0,157
169255,8,330.28,0,155
169256,8,364.74,0,153
169257,9,329.88,0,139
169258,9,335.71,0,144
169259,9,295.36,0,143
169260,9,277.74,0,141
169261,9,284.98,0,141
169262,9,232.43,0,141
169263,9,223.21,0,137
169264,9,110.8,0,138
169265,9,76.89,0,135
169266,9,102.02,0,135
169267,9,100.81,0,138
169268,10,97.5,0,123
169269,9,257.39,0,144
169270,9,272.02,0,147
169271,9,195.59,0,148
169272,9,274.94,0,147
169273,9,248.49,0,150
169274,8,224.65,0,153
169275,9,284.18,0,149
169276,9,222.16,0,149
169277,8,257.96,0,151
169278,8,343.21,0,152
169279,9,264.41,0,136
169280,9,282.14,0,136
169281,9,294.6,0,136
169282,9,315.04,0,140
169283,9,310.26,0,140
169284,9,285.59,0,141
169285,9,289.2,0,142
169286,9,214.33,0,143
169287,9,263.78,0,144
169288,9,227.35,0,146
169289,9,214.11,0,145
169290,9,145.51,0,146
169291,9,49.79,0,149
169292,9,38.63,0,148
169293,9,102.11,0,149
169294,8,121.83,0,153
169295,8,169.99,0,159
169296,8,307.56,0,162
169297,8,240.0,0,165
169298,8,341.8,0,168
169299,8,335.81,0,168
169300,8,337.31,0,169
169301,8,312.65,0,167
169302,8,342.46,0,167
169303,8,150.29,0,166
169304,8,228.05,0,166
169305,8,325.75,0,165
169306,8,336.74,0,163
169307,8,358.5,0,170
169308,8,184.16,0,150
169309,8,402.78,0,174
169310,8,306.97,0,170
169311,8,327.36,0,172
169312,8,281.14,0,173
169313,7,293.54,0,175
169314,8,398.56,0,171
169315,7,330.21,0,176
169316,8,303.34,0,151
169317,8,336.98,0,173
169318,8,369.23,0,171
169319,8,165.92,0,171
169320,7,168.73,0,177
169321,8,371.41,0,172
169322,8,341.88,0,168
169323,8,463.36,0,170
169324,8,311.7,0,172
169325,8,94.66,0,167
169326,8,33.8,0,158
169327,8,11.67,0,158
169328,10,2.24,0,122
169329,8,157.65,0,168
169330,10,2.17,0,123
169331,8,168.02,0,157
169332,8,118.16,0,154
169333,8,89.49,0,153
169334,8,43.62,0,175
169335,8,104.75,0,174
169336,8,44.5,0,172
169337,8,109.84,0,172
169338,8,43.4,0,172
169339,8,241.17,0,172
169340,8,455.76,0,171
169341,8,406.42,0,172
169342,8,319.54,0,174
169343,7,230.83,0,177
169344,7,234.92,0,175
169345,7,413.81,0,176
169346,7,337.65,0,177
169347,7,302.77,0,175
169348,8,375.84,0,173
169349,8,362.67,0,173
169350,8,389.95,0,174
169351,7,216.55,0,175
169352,8,358.35,0,175
169353,8,328.2,0,174
169354,8,265.65,0,173
169355,8,319.72,0,174
169356,8,133.31,0,174
169357,8,171.78,0,175
169358,8,281.57,0,173
169359,8,295.3,0,174
169360,7,307.47,0,176
169361,8,288.4,0,175
169362,8,211.18,0,174
169363,7,215.65,0,176
169364,8,190.05,0,173
169365,8,245.14,0,168
169366,8,240.02,0,170
169367,8,144.07,0,173
169368,7,14.68,0,176
169369,7,114.5,0,178
169370,7,374.48,0,177
169371,7,387.05,0,178
169372,7,384.12,0,178
169373,7,413.87,0,177
169374,7,346.29,0,178
169375,7,356.72,0,177
169376,7,462.55,0,176
169377,7,302.07,0,176
169378,8,299.33,0,168
169379,8,364.82,0,173
169380,7,303.15,0,177
169381,7,376.54,0,180
169382,7,312.37,0,181
169383,7,201.7,0,178
169384,7,270.7,0,179
169385,7,229.89,0,179
169386,7,179.25,0,179
169387,7,183.78,0,178
169388,8,101.71,0,155
169389,7,142.67,0,180
169390,8,121.75,0,156
169391,8,226.04,0,157
169392,7,103.12,0,178
169393,8,84.42,0,175
169394,7,211.82,0,178
169395,7,419.94,0,180
169396,7,370.02,0,177
169397,7,298.35,0,181
169398,7,159.23,0,182
169399,8,110.43,0,155
169400,8,118.46,0,156
169401,8,101.06,0,155
169402,8,79.48,0,155
169403,7,180.28,0,179
169404,8,120.76,0,154
169405,7,176.62,0,177
169406,7,115.22,0,175
169407,7,238.31,0,176
169408,7,306.24,0,177
169409,7,267.41,0,176
169410,8,145.45,0,175
169411,7,91.18,0,175
169412,7,131.43,0,176
169413,7,74.72,0,177
169416,8,170.46,0,154
169417,8,181.91,0,156
169418,8,146.31,0,158
169419,8,177.4,0,159
169420,8,158.89,0,162
169421,8,58.12,0,161
169906,8,163.82,0,175
169907,7,558.06,0,178
169908,9,1.52,0,127
169909,8,521.25,0,164
169910,7,749.39,0,189
169911,8,477.36,0,159
169912,7,580.9,0,183
169913,7,625.09,0,180
169914,7,651.68,0,181
169915,7,601.34,0,179
169916,7,571.52,0,176
169917,8,514.72,0,172
169918,8,598.02,0,172
169919,8,594.33,0,173
169920,8,560.12,0,169
169921,8,596.61,0,172
169922,8,550.58,0,169
169923,8,542.6,0,171
169924,8,500.59,0,162
169925,7,640.67,0,181
169926,7,630.59,0,180
169927,7,546.22,0,178
169928,8,604.51,0,175
169929,8,509.96,0,172
169930,8,526.91,0,172
169931,8,512.44,0,172
169932,8,561.76,0,171
169933,8,520.71,0,170
169934,8,482.84,0,170
169935,8,487.95,0,165
169936,8,450.88,0,163
169937,8,424.38,0,162
169938,8,418.0,0,160
169939,8,413.47,0,157
169940,8,416.95,0,156
169941,9,350.32,0,143
169942,9,295.58,0,139
169943,9,259.02,0,141
169944,9,287.48,0,141
169945,9,294.89,0,141
169946,9,261.99,0,139
169947,9,164.51,0,137
169948,9,121.51,0,138
169949,9,82.21,0,137
169950,9,43.37,0,136
169951,9,69.58,0,135
169952,9,126.48,0,139
169953,9,269.58,0,144
169954,9,235.01,0,148
169955,9,242.55,0,148
169956,9,206.08,0,147
169957,9,225.54,0,149
169958,8,299.78,0,151
169959,9,336.99,0,150
169960,8,294.27,0,152
169961,8,324.31,0,151
169962,8,345.28,0,152
169963,9,275.45,0,136
169964,9,273.58,0,137
169965,9,305.1,0,138
169966,9,293.63,0,141
169967,9,287.92,0,139
169968,9,282.17,0,140
169969,9,274.25,0,143
169970,9,246.44,0,144
169971,9,183.27,0,145
169972,9,274.44,0,145
169973,9,128.5,0,145
169974,9,135.09,0,144
169975,9,110.18,0,146
169976,9,81.62,0,150
169977,8,100.23,0,152
169978,8,141.38,0,154
169979,8,193.31,0,159
169980,8,359.99,0,164
169981,8,321.38,0,169
169982,8,238.97,0,169
169983,8,251.59,0,170
169984,8,388.2,0,170
169985,8,292.55,0,166
169986,8,291.5,0,163
169987,8,278.53,0,162
169988,8,219.23,0,162
169989,8,388.39,0,164
169990,8,334.64,0,166
169991,8,310.98,0,168
169992,8,281.68,0,172
169993,8,252.25,0,173
169994,8,348.78,0,172
169995,8,210.98,0,169
169996,8,266.72,0,173
169997,8,291.39,0,173
169998,8,462.68,0,175
169999,8,328.41,0,174
170000,8,396.84,0,174
170001,7,437.34,0,177
170002,8,358.68,0,174
170003,8,353.52,0,170
170004,8,126.49,0,172
170005,8,368.32,0,172
170006,8,430.58,0,170
170007,8,437.49,0,169
170008,8,319.55,0,166
170009,8,124.27,0,163
170010,8,155.82,0,166
170011,8,346.39,0,161
170012,8,224.23,0,157
170013,8,37.3,0,155
170014,8,110.97,0,155
170015,8,180.84,0,156
170016,8,243.91,0,157
170017,8,74.46,0,157
170018,8,9.53,0,175
170019,8,28.03,0,174
170020,8,144.96,0,174
170021,8,294.6,0,173
170022,8,38.95,0,174
170023,8,228.41,0,174
170024,8,294.59,0,171
170025,8,114.74,0,174
170026,7,232.81,0,178
170027,7,107.96,0,178
170028,8,205.57,0,154
170029,7,411.94,0,179
170030,7,369.26,0,179
170031,7,299.22,0,178
170032,7,353.32,0,176
170033,7,336.68,0,177
170034,7,349.78,0,177
170035,7,343.11,0,175
170036,7,215.68,0,175
170037,8,308.74,0,175
170038,8,303.67,0,174
170039,8,195.83,0,173
170040,7,235.44,0,177
170041,7,188.91,0,177
170042,8,175.52,0,174
170043,8,245.83,0,173
170044,8,321.5,0,175
170045,8,358.85,0,172
170046,8,351.48,0,174
170047,8,225.27,0,174
170048,8,264.71,0,172
170049,8,267.48,0,171
170050,8,143.75,0,170
170051,8,240.54,0,171
170052,8,3.62,0,173
170053,7,328.73,0,180
170054,7,488.42,0,180
170055,7,302.49,0,182
170056,7,292.22,0,177
170057,7,387.43,0,178
170058,7,313.56,0,178
170059,7,178.89,0,178
170060,8,309.42,0,175
170061,8,353.38,0,172
170062,8,267.5,0,169
170063,8,228.0,0,171
170064,8,340.64,0,172
170065,7,393.27,0,176
170066,7,290.27,0,178
170067,7,204.33,0,178
170068,7,221.64,0,178
170069,7,172.67,0,178
170070,7,209.8,0,181
170071,7,166.15,0,182
170072,8,91.72,0,155
170073,7,140.68,0,180
170074,8,130.33,0,155
170075,8,308.01,0,156
170076,7,275.24,0,177
170077,8,119.17,0,153
170078,7,328.99,0,178
170079,8,252.69,0,155
170080,7,270.79,0,181
170081,7,234.16,0,183
170082,7,174.52,0,180
170083,8,113.73,0,155
170084,7,204.3,0,181
170085,7,144.25,0,180
170086,7,154.26,0,180
170087,7,140.19,0,180
170088,7,169.6,0,179
170089,7,250.85,0,178
170090,7,207.31,0,176
170091,7,189.41,0,176
170092,7,276.37,0,176
170093,8,251.45,0,175
170094,8,146.36,0,172
170095,8,191.03,0,173
170096,7,186.99,0,175
170097,7,83.86,0,177
170099,7,0.17,0,179
170100,8,164.22,0,153
170101,7,306.64,0,178
170102,8,148.39,0,155
170103,8,108.3,0,158
170104,8,109.75,0,160
170105,8,33.66,0,161
170590,7,7.01,0,175
170591,7,412.88,0,177
170592,8,435.42,0,165
170593,8,519.24,0,164
170594,8,412.06,0,158
170595,8,489.33,0,162
170596,7,634.97,0,186
170597,7,659.94,0,186
170598,7,652.4,0,184
170599,7,616.21,0,179
170600,7,624.34,0,176
170601,8,607.87,0,175
170602,8,596.12,0,174
170603,7,587.9,0,176
170604,8,597.03,0,172
170605,7,657.1,0,178
170606,7,694.13,0,187
170607,7,676.61,0,184
170608,8,595.34,0,173
170609,8,501.0,0,163
170610,7,666.96,0,184
170611,8,418.08,0,160
170612,7,673.98,0,183
170613,8,438.88,0,155
170614,8,432.3,0,153
170615,8,548.1,0,168
170616,8,545.01,0,169
170617,8,538.94,0,173
170618,8,448.59,0,173
170619,8,525.7,0,170
170620,8,496.89,0,168
170621,8,476.23,0,165
170622,8,450.41,0,161
170623,8,444.64,0,159
170624,8,427.3,0,159
170625,9,343.36,0,143
170626,8,364.69,0,157
170627,9,247.24,0,141
170628,9,265.85,0,141
170629,9,292.63,0,142
170630,9,265.32,0,142
170631,9,229.67,0,141
170632,9,170.28,0,143
170633,9,181.83,0,143
170634,9,181.86,0,144
170635,9,156.36,0,144
170636,9,232.16,0,144
170637,9,302.79,0,145
170638,9,285.93,0,146
170639,9,309.48,0,147
170640,9,210.43,0,147
170641,9,180.17,0,150
170642,8,382.79,0,152
170643,9,301.43,0,150
170644,8,287.63,0,152
170645,8,319.83,0,152
170646,9,297.44,0,136
170647,9,248.84,0,136
170648,9,288.13,0,137
170649,9,315.69,0,139
170650,9,327.39,0,141
170651,9,312.3,0,139
170652,9,299.5,0,140
170653,9,293.12,0,143
170654,9,280.71,0,144
170655,9,297.03,0,146
170656,9,201.2,0,146
170657,9,186.1,0,146
170658,9,162.1,0,146
170659,9,152.91,0,148
170660,8,104.93,0,153
170661,8,147.12,0,152
170662,8,196.58,0,151
170663,8,277.85,0,162
170664,8,341.84,0,162
170665,8,287.27,0,164
170666,8,321.53,0,168
170667,8,239.2,0,171
170668,8,351.97,0,172
170669,8,343.86,0,163
170670,8,372.88,0,161
170671,8,298.06,0,165
170672,8,116.3,0,160
170673,8,332.89,0,165
170674,8,221.38,0,167
170675,8,293.91,0,165
170676,8,233.18,0,165
170677,8,238.2,0,167
170678,8,214.14,0,165
170679,8,269.64,0,166
170680,8,181.77,0,169
170681,8,322.36,0,165
170682,8,214.09,0,170
170683,8,271.93,0,170
170684,8,174.18,0,170
170685,8,392.91,0,173
170686,8,411.94,0,171
170687,8,290.74,0,169
170688,8,90.62,0,169
170689,8,268.12,0,173
170690,8,424.46,0,171
170691,8,391.79,0,167
170692,8,479.6,0,163
170693,8,361.11,0,158
170694,8,358.53,0,169
170695,8,363.65,0,168
170696,8,284.33,0,165
170697,8,73.8,0,157
170698,8,71.89,0,153
170699,7,215.55,0,179
170700,8,207.32,0,156
170701,8,123.67,0,154
170702,8,39.76,0,172
170703,8,70.96,0,172
170704,8,218.45,0,173
170705,7,34.11,0,176
170706,7,23.76,0,177
170707,8,94.25,0,171
170708,8,387.07,0,171
170709,8,343.32,0,174
170710,7,394.03,0,179
170711,7,282.42,0,177
170712,7,402.32,0,177
170713,7,373.18,0,179
170714,7,340.08,0,178
170715,7,246.67,0,178
170716,7,333.92,0,177
170717,7,368.29,0,178
170718,7,283.63,0,179
170719,7,345.03,0,178
170720,7,163.39,0,179
170721,7,271.72,0,180
170722,7,363.02,0,178
170723,7,328.7,0,177
170724,7,249.93,0,179
170725,7,315.38,0,177
170726,7,182.89,0,176
170727,8,79.08,0,174
170728,7,115.49,0,175
170729,8,309.92,0,172
170730,8,271.74,0,175
170731,8,208.79,0,173
170732,8,260.63,0,174
170733,7,314.28,0,175
170734,7,350.47,0,179
170735,7,317.8,0,178
170736,7,13.88,0,181
170737,7,488.29,0,182
170738,7,386.07,0,180
170739,7,263.74,0,178
170740,7,164.8,0,177
170741,7,249.07,0,176
170742,7,139.8,0,177
170743,7,300.04,0,177
170744,7,451.68,0,175
170745,8,419.81,0,174
170746,8,327.33,0,173
170747,8,294.19,0,173
170748,8,323.95,0,174
170749,8,244.51,0,175
170750,7,239.33,0,175
170751,7,267.66,0,177
170752,7,223.02,0,177
170753,7,100.13,0,177
170754,7,120.3,0,179
170755,7,163.13,0,181
170756,7,111.52,0,181
170757,7,172.34,0,180
170758,7,183.79,0,179
170759,7,383.52,0,180
170760,7,314.88,0,179
170761,8,82.79,0,157
170762,7,147.54,0,181
170763,7,297.63,0,182
170764,7,241.05,0,183
170765,7,272.13,0,180
170766,7,166.8,0,180
170767,7,295.41,0,182
170768,7,396.91,0,181
170769,7,287.24,0,179
170770,7,252.06,0,179
170771,7,223.34,0,180
170772,7,251.97,0,180
170773,7,277.91,0,179
170774,7,250.18,0,180
170775,7,247.88,0,179
170776,7,230.39,0,179
170777,8,198.99,0,175
170778,8,111.63,0,173
170779,8,132.33,0,175
170780,7,79.75,0,175
170781,7,57.97,0,175
170782,7,51.42,0,177
170783,7,112.02,0,177
170784,7,276.78,0,176
170785,7,317.11,0,177
170786,8,161.85,0,155
170787,8,91.48,0,157
170788,8,82.17,0,159
170789,8,60.14,0,162
170790,8,8.27,0,160
171275,7,12.9,0,176
171276,8,362.01,0,167
171277,8,497.82,0,161
171278,8,375.67,0,160
171279,7,638.13,0,186
171280,7,671.75,0,184
171281,7,726.29,0,190
171282,7,744.18,0,187
171283,7,686.45,0,181
171284,7,611.74,0,178
171285,7,498.62,0,177
171286,7,485.4,0,175
171287,8,430.71,0,174
171288,8,588.78,0,172
171289,7,573.25,0,178
171290,7,569.07,0,178
171291,8,594.11,0,173
171292,8,562.02,0,169
171293,8,564.27,0,170
171294,8,561.96,0,169
171295,8,505.49,0,163
171296,8,410.44,0,161
171297,8,466.7,0,159
171298,7,622.61,0,177
171299,8,514.22,0,164
171300,8,503.34,0,167
171301,8,539.66,0,175
171302,8,403.37,0,153
171303,8,404.16,0,154
171304,8,406.81,0,152
171305,8,546.54,0,168
171306,8,515.03,0,163
171307,8,500.56,0,163
171308,8,448.12,0,162
171309,8,397.19,0,158
171310,9,287.36,0,141
171311,9,271.39,0,145
171312,9,289.18,0,145
171313,9,302.38,0,147
171314,9,294.89,0,144
171315,9,326.57,0,145
171316,9,282.61,0,149
171317,8,321.05,0,151
171318,8,381.82,0,152
171319,9,336.3,0,149
171320,9,325.47,0,147
171321,9,266.5,0,147
171322,9,257.02,0,144
171323,9,283.13,0,146
171324,9,261.69,0,148
171325,8,327.32,0,151
171326,8,312.82,0,152
171327,8,303.48,0,150
171328,9,273.78,0,135
171329,8,309.31,0,150
171330,9,201.88,0,149
171331,8,175.2,0,153
171332,9,253.4,0,136
171333,9,292.85,0,139
171334,9,314.96,0,140
171335,9,305.65,0,139
171336,9,290.43,0,140
171337,9,282.0,0,143
171338,9,314.09,0,144
171339,9,359.52,0,146
171340,9,328.49,0,146
171341,9,193.96,0,148
171342,9,124.4,0,149
171343,9,174.45,0,149
171344,8,181.36,0,155
171345,8,204.19,0,156
171346,9,144.27,0,150
171347,8,286.48,0,160
171348,8,366.22,0,164
171349,8,364.52,0,167
171350,8,267.77,0,169
171351,9,184.05,0,149
171352,9,271.59,0,149
171353,8,310.57,0,164
171354,8,364.6,0,169
171355,8,241.11,0,168
171356,8,158.03,0,159
171357,8,267.87,0,164
171358,8,256.23,0,165
171359,8,288.93,0,162
171360,8,252.25,0,161
171361,8,316.59,0,162
171362,8,272.42,0,163
171363,8,188.5,0,165
171364,8,220.8,0,160
171365,8,246.79,0,164
171366,8,211.63,0,164
171367,8,81.4,0,168
171368,8,254.05,0,170
171369,8,305.74,0,169
171370,8,291.19,0,166
171371,8,223.07,0,164
171372,8,121.55,0,167
171373,8,99.29,0,168
171374,8,397.16,0,166
171375,8,274.41,0,166
171376,8,331.14,0,159
171377,7,400.93,0,183
171378,8,232.4,0,162
