sc_point_gid,class,capacity,capital_adder_per_mw,mean_resource_temp
94686,8,493.32,0,168
94687,8,503.34,0,167
94688,8,504.77,0,169
94689,8,480.93,0,168
94690,8,497.67,0,165
94691,8,514.66,0,164
94692,8,475.08,0,165
94693,8,405.69,0,166
94694,8,344.35,0,164
94695,8,267.11,0,163
94696,8,285.35,0,163
94697,8,356.11,0,166
94698,8,255.25,0,164
94699,8,351.62,0,161
94700,8,404.75,0,160
94701,8,388.47,0,164
94702,8,433.07,0,158
94703,7,584.38,0,175
94704,8,563.19,0,173
94705,8,602.41,0,174
94706,7,600.35,0,177
94707,7,573.33,0,178
94708,7,490.87,0,176
94709,8,228.45,0,173
94710,8,1.24,0,174
94711,7,355.01,0,175
94712,8,573.51,0,171
94713,8,466.27,0,167
94714,8,382.5,0,165
94715,8,427.94,0,166
94716,8,482.73,0,169
94717,8,200.43,0,173
94718,8,471.04,0,174
94719,8,501.48,0,174
94720,8,515.8,0,173
94721,8,524.34,0,171
94722,8,475.16,0,169
94723,8,440.08,0,167
94724,8,503.81,0,167
94725,8,528.88,0,168
94726,8,475.35,0,170
94727,8,465.39,0,170
94728,8,427.78,0,168
94729,8,347.97,0,166
94730,8,297.04,0,166
94731,8,207.17,0,165
94732,8,342.11,0,163
94733,8,344.95,0,165
94734,8,279.58,0,168
94735,8,261.86,0,170
94736,8,281.35,0,170
94737,8,178.94,0,170
94738,8,77.97,0,171
94739,8,66.87,0,170
94740,8,158.63,0,167
94741,8,117.08,0,169
94742,8,83.52,0,169
94743,8,62.74,0,168
94744,8,51.99,0,168
94745,8,52.46,0,167
94746,8,54.44,0,171
94747,8,55.51,0,169
94748,8,75.78,0,164
94749,8,106.85,0,165
94750,8,61.45,0,166
94751,8,47.94,0,162
94752,8,38.79,0,159
94753,8,47.56,0,160
94754,8,45.1,0,157
94755,8,44.7,0,155
94756,8,55.78,0,156
94757,8,51.19,0,158
94758,8,58.5,0,162
94759,8,53.57,0,161
94760,8,44.42,0,157
94761,8,41.21,0,155
94762,8,45.15,0,155
94763,8,41.57,0,150
94764,8,43.33,0,151
94765,8,51.64,0,156
94766,8,43.81,0,157
94767,8,41.57,0,156
94768,8,48.58,0,157
94769,8,46.25,0,156
94770,8,55.15,0,156
94771,8,51.97,0,160
94772,8,35.96,0,156
94773,8,42.05,0,154
94774,8,41.2,0,151
94775,9,40.08,0,149
94776,8,73.52,0,153
94777,8,197.83,0,157
94778,8,228.28,0,158
94779,8,227.24,0,159
94780,8,179.93,0,158
94781,8,215.81,0,158
94782,8,203.11,0,158
94783,8,214.25,0,160
94784,8,199.11,0,159
94785,8,80.3,0,159
94786,8,93.16,0,156
94787,8,146.52,0,155
94788,8,201.59,0,155
94789,8,248.39,0,156
94790,8,255.02,0,158
94791,8,169.79,0,156
94792,8,81.5,0,156
94793,8,150.69,0,157
94794,8,75.84,0,157
94795,8,85.52,0,160
94796,8,61.7,0,154
94797,8,75.72,0,155
94798,8,64.08,0,155
94799,8,90.89,0,152
94800,9,80.11,0,150
94801,9,86.57,0,150
94802,9,75.36,0,149
94803,8,45.38,0,150
94815,9,135.53,0,150
94816,9,139.39,0,150
94817,8,109.28,0,151
94818,8,128.76,0,154
94819,8,147.78,0,153
94820,8,108.73,0,152
94821,8,164.39,0,150
94822,8,107.99,0,151
94823,8,138.14,0,153
94824,8,105.95,0,155
94825,8,87.92,0,154
94826,8,107.47,0,155
94827,8,97.37,0,157
94828,8,90.92,0,158
94829,8,121.68,0,157
94830,8,136.6,0,155
94831,8,106.84,0,158
94832,8,104.56,0,162
94833,8,94.72,0,167
94834,8,146.11,0,170
94835,8,204.86,0,173
94836,8,88.9,0,172
94854,8,114.33,0,162
94855,8,188.88,0,159
94856,8,158.6,0,155
94857,8,211.28,0,154
94858,8,217.99,0,153
94859,8,170.02,0,156
94860,8,209.51,0,154
94861,8,250.06,0,153
94862,8,276.05,0,152
94863,8,327.86,0,153
94864,8,255.54,0,156
94865,8,316.23,0,157
94866,8,334.84,0,155
94867,8,245.97,0,153
94868,8,271.54,0,150
94869,8,312.27,0,153
94870,8,340.53,0,155
94871,8,297.91,0,155
94872,8,203.87,0,155
94873,8,247.75,0,156
94874,8,159.48,0,157
94875,8,41.16,0,157
94876,8,301.33,0,158
94877,8,304.24,0,158
94878,8,207.83,0,158
94879,8,290.32,0,163
94880,8,314.86,0,161
94881,8,193.85,0,165
94882,8,284.79,0,164
94883,8,288.34,0,160
94884,8,296.37,0,160
94885,8,295.84,0,160
94886,8,223.3,0,161
94887,8,145.3,0,161
94888,8,165.65,0,160
94889,8,97.06,0,160
94890,8,192.79,0,155
94891,8,244.52,0,151
94892,9,191.66,0,148
94893,9,162.09,0,149
94894,8,277.34,0,165
94895,9,235.0,0,148
94896,9,214.71,0,148
94897,9,185.43,0,147
94898,9,122.4,0,147
94899,8,127.47,0,156
94900,9,136.2,0,148
94901,9,74.02,0,149
94902,9,28.33,0,149
94903,8,20.24,0,157
94904,8,32.41,0,155
94905,8,16.92,0,160
94907,8,101.4,0,159
94908,8,84.86,0,162
94909,8,53.93,0,164
94910,8,89.19,0,166
95228,6,250.4,0,201
95229,8,220.57,0,172
95230,6,259.33,0,207
95231,8,258.32,0,171
95232,1,2619.24,0,344
95233,6,27.41,0,207
95234,7,8.63,0,193
95235,6,17.6,0,202
95236,6,432.01,0,207
95237,7,621.09,0,187
95238,8,480.3,0,174
95239,8,206.77,0,162
95240,7,80.61,0,179
95241,7,119.76,0,179
95242,7,131.72,0,184
95243,7,50.32,0,183
95244,7,225.54,0,178
95245,7,45.32,0,177
95246,8,161.0,0,172
95247,7,245.62,0,185
95248,8,164.37,0,170
95249,8,186.83,0,172
95250,7,218.27,0,191
95251,8,124.06,0,161
95252,8,169.65,0,173
95253,7,241.11,0,196
95254,7,211.94,0,198
95255,8,24.9,0,172
95256,7,12.64,0,183
95257,7,112.77,0,195
95258,7,75.67,0,185
95259,7,43.19,0,177
95260,7,246.8,0,182
95261,7,150.76,0,190
95262,7,381.25,0,179
95263,7,304.59,0,176
95264,7,8.03,0,182
95265,7,164.34,0,181
95266,7,102.69,0,181
95267,8,155.37,0,164
95268,7,68.54,0,176
95269,7,175.21,0,176
95270,7,272.24,0,179
95271,8,232.23,0,160
95272,7,312.28,0,185
95273,8,153.19,0,160
95274,8,80.94,0,175
95275,7,175.11,0,180
95276,7,141.27,0,176
95277,8,251.85,0,173
95278,7,400.63,0,176
95279,7,186.12,0,183
95280,7,107.73,0,186
95281,8,203.29,0,173
95282,7,47.6,0,175
95283,7,228.04,0,189
95284,7,175.03,0,183
95285,8,206.3,0,165
95286,7,117.48,0,180
95287,8,174.67,0,158
95288,8,161.55,0,155
95289,8,145.17,0,164
95290,8,170.21,0,169
95291,7,30.11,0,188
95292,8,217.62,0,171
95293,8,258.59,0,157
95294,8,232.0,0,152
95295,8,236.46,0,155
95296,8,260.01,0,164
95297,8,263.01,0,158
95298,7,291.38,0,182
95299,8,264.16,0,163
95300,7,371.38,0,190
95301,6,349.8,0,200
95302,8,182.22,0,163
95303,8,375.88,0,168
95304,8,169.84,0,167
95305,8,232.27,0,165
95306,8,310.0,0,170
95307,8,137.91,0,163
95309,8,28.71,0,161
95310,8,457.42,0,168
95311,8,402.35,0,163
95312,8,294.73,0,162
95313,7,237.6,0,188
95314,8,81.42,0,166
95315,8,61.41,0,160
95316,8,76.02,0,165
95317,8,7.33,0,160
95318,9,0.03,0,129
95319,7,244.27,0,189
95320,7,210.03,0,183
95321,7,191.0,0,180
95322,7,259.27,0,185
95323,8,74.52,0,174
95324,8,61.86,0,173
95325,7,100.98,0,178
95326,7,131.58,0,184
95327,7,32.13,0,180
95328,7,7.18,0,180
95329,7,81.66,0,182
95330,7,419.9,0,184
95331,7,445.9,0,183
95332,7,314.74,0,183
95333,7,75.61,0,181
95334,7,226.19,0,177
95335,7,2.48,0,176
95336,8,28.92,0,173
95337,7,10.19,0,176
95338,8,17.71,0,174
95339,7,20.64,0,180
95340,7,46.32,0,185
95341,7,40.26,0,187
95342,8,17.07,0,159
95343,8,32.04,0,173
95344,7,13.25,0,177
95345,7,16.94,0,199
95346,7,0.37,0,178
95347,7,1.33,0,176
95348,8,24.44,0,167
95349,8,72.57,0,174
95350,7,181.53,0,179
95351,8,69.26,0,172
95352,7,74.08,0,188
95353,7,132.29,0,179
95354,8,187.0,0,173
95355,8,176.28,0,172
95356,8,48.29,0,172
95357,8,176.82,0,175
95358,7,202.5,0,177
95359,7,332.56,0,181
95360,7,425.35,0,180
95361,7,218.64,0,178
95362,7,366.72,0,176
95363,7,292.8,0,177
95364,8,525.46,0,170
95365,8,483.94,0,161
95366,8,430.01,0,162
95367,8,537.84,0,167
95368,8,425.9,0,169
95369,8,481.94,0,171
95370,8,466.57,0,167
95371,8,506.98,0,167
95372,8,545.2,0,169
95373,8,554.97,0,166
95374,8,485.36,0,165
95375,8,507.06,0,165
95376,8,489.23,0,164
95377,8,426.1,0,163
95378,8,400.7,0,162
95379,8,375.17,0,161
95380,8,390.89,0,161
95381,8,343.68,0,161
95382,8,179.72,0,161
95383,8,357.74,0,157
95384,7,643.13,0,183
95385,7,646.05,0,179
95386,7,611.57,0,176
95387,7,590.79,0,176
95388,7,640.58,0,179
95389,7,649.26,0,178
95390,7,646.24,0,176
95391,7,636.66,0,177
95392,7,582.03,0,177
95393,7,600.64,0,176
95394,7,291.78,0,176
95395,8,512.68,0,175
95396,8,388.3,0,170
95397,8,361.35,0,169
95398,8,360.06,0,166
95399,8,386.14,0,164
95400,8,507.38,0,165
95401,8,394.04,0,168
95402,8,369.07,0,168
95403,8,499.28,0,170
95404,8,529.89,0,167
95405,8,381.74,0,166
95406,8,365.86,0,164
95407,8,388.86,0,164
95408,8,401.59,0,165
95409,8,374.77,0,167
95410,8,462.35,0,169
95411,8,393.01,0,166
95412,8,462.64,0,166
95413,8,364.69,0,166
95414,8,285.36,0,164
95415,8,333.82,0,164
95416,8,397.66,0,163
95417,8,327.15,0,165
95418,8,271.28,0,167
95419,8,289.94,0,170
95420,8,264.08,0,172
95421,8,320.51,0,172
95422,8,406.21,0,171
95423,8,285.91,0,172
95424,8,124.96,0,172
95425,8,68.08,0,170
95426,8,205.49,0,169
95427,8,81.89,0,167
95428,8,51.78,0,167
95429,8,51.98,0,166
95430,8,51.97,0,167
95431,8,57.35,0,167
95432,8,90.35,0,164
95433,8,66.18,0,164
95434,8,48.64,0,161
95435,8,47.95,0,160
95436,8,41.24,0,157
95437,8,45.36,0,156
95438,8,45.0,0,155
95439,8,47.89,0,159
95440,8,52.8,0,159
95441,8,55.0,0,160
95442,8,58.95,0,161
95443,8,49.4,0,159
95444,8,46.3,0,158
95445,8,38.18,0,152
95446,8,45.83,0,150
95447,8,61.09,0,166
95448,8,42.04,0,151
95449,8,57.73,0,155
95450,8,47.43,0,156
95451,7,56.41,0,176
95452,7,63.31,0,177
95453,8,42.09,0,153
95454,8,48.72,0,155
95455,8,66.67,0,156
95456,8,41.06,0,162
95457,8,39.27,0,156
95458,8,50.96,0,150
95459,9,44.31,0,148
95460,8,56.84,0,163
95461,9,99.9,0,150
95462,8,119.2,0,156
95463,8,136.77,0,157
95464,8,104.92,0,157
95465,8,162.6,0,158
95466,8,210.69,0,158
95467,8,179.83,0,158
95468,8,137.84,0,158
95469,8,116.1,0,158
95470,8,110.34,0,157
95471,8,111.45,0,156
95472,8,140.13,0,157
95473,8,156.4,0,158
95474,8,109.05,0,159
95475,8,134.73,0,161
95476,8,117.49,0,158
95477,8,126.93,0,156
95478,8,100.77,0,156
95479,8,79.6,0,157
95480,8,71.08,0,160
95481,8,69.36,0,162
95482,8,86.7,0,155
95483,8,63.53,0,154
95484,8,70.15,0,150
95485,8,42.25,0,153
95486,8,69.66,0,151
95487,9,44.96,0,150
95499,9,108.09,0,149
95500,9,107.81,0,150
95501,8,99.33,0,151
95502,8,160.27,0,152
95503,8,80.02,0,152
95504,8,97.38,0,152
95505,8,155.78,0,153
95506,8,100.4,0,153
95507,8,64.74,0,151
95508,8,79.98,0,152
95509,8,89.33,0,153
95510,8,106.24,0,154
95511,8,101.42,0,155
95512,8,96.29,0,157
95513,8,88.98,0,157
95514,8,133.11,0,155
95515,8,129.08,0,159
95516,8,83.6,0,163
95517,8,118.92,0,168
95518,8,169.42,0,170
95519,8,126.91,0,173
95520,8,76.4,0,174
95536,8,112.63,0,172
95537,8,217.35,0,168
95538,8,190.39,0,164
95539,8,185.33,0,160
95540,8,192.93,0,155
95541,8,214.84,0,152
95542,8,202.66,0,153
95543,8,212.95,0,155
95544,8,222.63,0,155
95545,8,223.11,0,153
95546,8,238.98,0,152
95547,8,338.09,0,153
95548,8,287.11,0,154
95549,8,381.77,0,156
95550,8,331.92,0,155
95551,8,352.03,0,152
95552,8,339.49,0,154
95553,8,309.92,0,155
95554,8,345.05,0,155
95555,8,294.99,0,155
95556,8,241.94,0,155
95557,8,223.55,0,155
95558,8,222.1,0,160
95559,8,218.48,0,159
95560,8,301.52,0,162
95561,8,329.55,0,163
95562,8,266.16,0,162
95563,8,262.67,0,161
95564,8,282.42,0,160
95565,8,210.53,0,163
95566,8,167.02,0,163
95567,8,192.8,0,160
95568,8,206.78,0,158
95569,8,249.33,0,159
95570,8,219.62,0,161
95571,8,117.12,0,161
95572,8,186.71,0,160
95573,8,153.29,0,160
95574,8,213.29,0,157
95575,8,250.89,0,152
95576,8,211.22,0,151
95577,8,155.58,0,151
95578,8,191.47,0,168
95579,9,112.31,0,147
95580,9,137.86,0,147
95581,9,121.4,0,147
95582,8,171.04,0,151
95583,8,102.27,0,153
95584,8,76.01,0,150
95585,8,36.88,0,153
95586,8,35.6,0,155
95587,8,16.59,0,158
95588,8,21.5,0,160
95589,8,20.06,0,166
95590,8,45.47,0,162
95591,8,41.78,0,162
95592,8,48.12,0,162
95911,6,215.83,0,203
95912,6,231.46,0,205
95913,6,563.55,0,205
95914,8,227.93,0,170
95915,7,413.36,0,197
95916,1,725.3,0,361
95917,6,1.17,0,202
95918,8,21.51,0,173
95919,8,14.27,0,174
95920,6,489.18,0,208
95921,7,559.83,0,181
95922,8,401.24,0,168
95923,7,366.58,0,186
95924,8,65.78,0,173
95925,8,156.64,0,174
95926,7,140.0,0,178
95927,8,250.28,0,174
95928,8,192.19,0,169
95929,8,80.97,0,163
95930,8,58.29,0,163
95931,7,72.21,0,179
95932,8,178.04,0,172
95933,7,122.19,0,188
95934,7,92.98,0,175
95935,7,111.85,0,187
95936,7,167.35,0,195
95937,6,75.55,0,205
95938,7,184.39,0,190
95939,7,193.96,0,185
95940,7,0.92,0,180
95941,7,58.83,0,192
95942,7,156.34,0,182
95943,8,22.34,0,165
95944,7,360.73,0,193
95945,7,28.76,0,176
95946,7,728.29,0,193
95947,7,198.0,0,186
95949,8,1.6,0,164
95950,7,302.12,0,179
95951,7,344.41,0,176
95952,8,109.74,0,158
95953,8,196.7,0,158
95954,7,400.41,0,182
95955,7,440.96,0,183
95956,7,253.98,0,184
95957,7,291.05,0,189
95958,8,109.11,0,172
95959,8,197.84,0,162
95960,7,313.96,0,177
95961,8,257.18,0,172
95962,7,565.02,0,182
95963,7,459.04,0,198
95964,7,382.5,0,181
95965,8,297.47,0,166
95966,8,240.96,0,160
95967,7,304.22,0,180
95968,7,461.84,0,181
95969,8,277.92,0,157
95970,8,203.3,0,162
95971,7,306.55,0,184
95972,7,176.03,0,176
95973,8,196.86,0,158
95974,8,187.51,0,157
95975,8,87.32,0,169
95976,8,143.16,0,168
95977,8,209.85,0,159
95978,8,205.65,0,152
95979,8,223.63,0,152
95980,8,247.73,0,163
95981,8,250.95,0,157
95982,7,251.68,0,181
95983,7,364.3,0,180
95984,7,273.8,0,183
95985,7,443.74,0,178
95986,8,365.41,0,165
95987,8,48.89,0,171
95988,8,43.91,0,162
95989,8,39.93,0,166
95990,8,212.82,0,159
95991,8,174.22,0,155
95993,8,25.09,0,164
95994,8,548.08,0,172
95995,8,282.95,0,164
95996,8,18.66,0,165
95997,8,71.55,0,156
95998,8,116.22,0,155
95999,7,63.56,0,176
96000,7,147.64,0,182
96001,8,30.51,0,164
96002,8,62.61,0,169
96003,7,188.22,0,185
96004,8,153.63,0,174
96005,8,253.34,0,173
96006,7,108.63,0,182
96007,8,24.69,0,166
96008,8,70.09,0,172
96009,7,232.84,0,177
96010,7,237.37,0,180
96011,8,157.96,0,175
96012,7,153.81,0,178
96013,7,181.01,0,180
96014,7,276.19,0,182
96015,7,367.44,0,183
96016,7,434.07,0,185
96017,7,32.91,0,185
96018,7,19.64,0,179
96019,7,59.0,0,177
96020,7,129.3,0,179
96021,7,175.85,0,184
96022,7,189.37,0,189
96023,8,74.39,0,160
96024,8,11.0,0,165
96025,8,44.77,0,163
96026,8,26.1,0,164
96027,7,24.16,0,176
96028,7,27.98,0,177
96029,7,73.34,0,178
96030,7,27.41,0,177
96031,8,68.29,0,173
96032,8,113.57,0,174
96033,8,135.03,0,173
96034,8,98.3,0,168
96035,8,174.12,0,163
96036,7,132.96,0,177
96037,8,200.56,0,170
96038,8,145.19,0,168
96039,8,230.21,0,173
96040,7,213.86,0,176
96041,8,222.61,0,174
96042,8,307.56,0,169
96043,8,363.87,0,173
96044,7,406.92,0,177
96045,7,274.51,0,181
96046,7,110.6,0,184
96047,7,411.55,0,183
96048,7,580.85,0,176
96049,8,495.6,0,167
96050,8,474.88,0,162
96051,8,372.76,0,164
96052,8,459.49,0,168
96053,8,498.44,0,165
96054,8,447.36,0,165
96055,8,508.53,0,164
96056,8,489.73,0,164
96057,8,527.45,0,162
96058,8,498.92,0,162
96059,8,495.67,0,162
96060,8,474.98,0,162
96061,8,408.81,0,161
96062,8,316.96,0,160
96063,8,334.33,0,159
96064,8,300.48,0,159
96065,8,354.66,0,159
96066,8,378.52,0,156
96067,7,572.85,0,175
96068,8,571.34,0,174
96069,8,621.57,0,175
96070,7,555.1,0,178
96071,7,568.52,0,176
96072,7,549.07,0,177
96073,7,519.31,0,176
96074,7,533.62,0,176
96075,7,528.53,0,175
96076,8,564.48,0,174
96077,7,518.19,0,175
96078,8,495.08,0,174
96079,8,492.45,0,173
96080,8,204.44,0,168
96081,8,63.91,0,168
96082,8,305.26,0,165
96083,8,362.72,0,165
96084,8,460.31,0,167
96085,8,329.7,0,166
96086,8,229.72,0,166
96087,8,397.73,0,167
96088,8,378.01,0,163
96089,8,201.37,0,160
96090,8,221.42,0,162
96091,8,323.8,0,164
96092,8,381.59,0,167
96093,8,422.0,0,171
96094,8,279.36,0,169
96095,8,380.15,0,166
96096,8,321.01,0,164
96097,8,396.44,0,165
96098,8,281.6,0,163
96099,8,309.63,0,163
96100,8,358.76,0,163
96101,8,241.55,0,165
96102,8,245.7,0,167
96103,8,274.44,0,170
96104,8,261.84,0,171
96105,8,217.72,0,171
96106,8,255.15,0,172
96107,8,248.93,0,173
96108,8,257.69,0,172
96109,8,102.83,0,171
96110,8,261.27,0,168
96111,8,152.7,0,166
96112,8,66.32,0,167
96113,8,66.36,0,165
96114,8,51.04,0,165
96115,8,93.69,0,166
96116,8,101.42,0,165
96117,8,52.73,0,165
96118,8,46.49,0,160
96119,8,46.11,0,158
96120,8,43.3,0,157
96121,8,42.37,0,154
96122,8,43.77,0,156
96123,8,45.75,0,158
96124,8,58.35,0,163
96125,8,53.07,0,162
96126,8,72.72,0,158
96127,8,46.75,0,158
96128,8,46.8,0,152
96129,9,38.07,0,148
96130,8,46.54,0,164
96131,8,46.44,0,163
96132,8,43.49,0,151
96133,8,41.91,0,154
96134,8,41.91,0,154
96135,8,45.3,0,155
96136,8,36.99,0,156
96137,8,58.38,0,154
96138,8,47.85,0,156
96139,8,55.53,0,162
96140,8,50.39,0,159
96141,8,46.39,0,157
96142,8,48.34,0,154
96143,8,48.57,0,154
96144,9,41.41,0,147
96145,8,62.77,0,161
96146,8,71.07,0,150
96147,8,59.94,0,160
96148,8,78.42,0,156
96149,8,150.63,0,156
96150,8,185.55,0,157
96151,8,118.85,0,155
96152,8,229.92,0,158
96153,8,234.14,0,158
96154,8,221.56,0,160
96155,8,151.26,0,159
96156,8,92.29,0,160
96157,8,109.47,0,160
96158,8,97.87,0,159
96159,8,73.52,0,159
96160,8,77.04,0,158
96161,8,69.18,0,156
96162,8,62.66,0,154
96163,8,71.5,0,154
96164,8,60.85,0,157
96165,8,45.45,0,157
96166,8,78.43,0,154
96167,8,67.89,0,153
96168,8,60.28,0,153
96169,8,37.5,0,152
96170,8,47.45,0,151
96171,9,42.3,0,148
96182,8,94.18,0,152
96183,8,92.73,0,151
96184,8,107.68,0,150
96185,8,98.52,0,150
96186,9,153.58,0,150
96187,8,61.62,0,152
96188,8,59.95,0,153
96189,8,64.01,0,153
96190,8,82.82,0,154
96191,8,93.21,0,152
96192,8,100.2,0,151
96193,8,60.17,0,151
96194,8,105.37,0,151
96195,8,128.42,0,152
96196,8,106.34,0,154
96197,8,112.68,0,154
96198,8,119.12,0,154
96199,8,96.87,0,159
96200,8,65.84,0,164
96201,8,81.43,0,167
96202,8,115.55,0,169
96203,8,117.82,0,171
96204,8,44.0,0,171
96219,7,148.68,0,175
96220,8,261.39,0,175
96221,8,244.13,0,172
96222,8,219.16,0,168
96223,8,159.01,0,162
96224,8,119.61,0,156
96225,8,147.52,0,151
96226,9,172.66,0,150
96227,8,156.4,0,153
96228,8,211.27,0,153
96229,8,246.14,0,151
96230,8,223.86,0,150
96231,8,341.33,0,153
96232,8,270.71,0,152
96233,8,332.09,0,152
96234,8,343.2,0,153
96235,8,368.71,0,153
96236,8,353.9,0,153
96237,8,258.92,0,153
96238,8,240.57,0,154
96239,8,210.38,0,154
96240,8,294.19,0,154
96241,8,152.37,0,156
96242,8,187.49,0,158
96243,8,277.73,0,159
96244,8,235.46,0,160
96245,8,228.04,0,163
96246,8,366.7,0,162
96247,8,278.51,0,160
96248,8,175.9,0,159
96249,8,204.47,0,159
96250,8,223.01,0,158
96251,8,156.31,0,155
96252,8,210.58,0,155
96253,8,226.39,0,159
96254,8,174.23,0,161
96255,8,139.04,0,159
96256,8,91.72,0,157
96257,8,98.54,0,156
96258,8,231.43,0,154
96259,8,225.08,0,152
96260,8,101.25,0,152
96261,9,114.73,0,149
96262,8,134.9,0,151
96263,8,142.94,0,153
96264,9,126.71,0,149
96265,8,98.22,0,150
96266,8,111.63,0,158
96267,8,104.52,0,155
96268,8,117.17,0,153
96269,8,41.81,0,157
96270,8,32.97,0,159
96271,8,40.88,0,166
96272,8,20.89,0,167
96273,8,37.6,0,172
96274,8,38.6,0,175
96595,6,400.85,0,201
96596,6,309.17,0,202
96597,6,386.84,0,205
96598,6,319.94,0,206
96599,6,293.19,0,206
96600,7,30.41,0,185
96601,7,27.46,0,194
96602,7,73.52,0,181
96603,6,62.54,0,201
96604,7,505.53,0,196
96605,8,466.99,0,173
96606,8,288.9,0,164
96607,7,178.16,0,179
96608,8,78.85,0,164
96609,8,167.87,0,171
96610,8,260.27,0,172
96611,7,234.26,0,177
96612,8,305.28,0,172
96613,9,7.92,0,128
96614,8,0.05,0,173
96615,7,21.77,0,195
96616,6,133.51,0,201
96617,8,38.9,0,174
96618,7,114.24,0,187
96619,7,31.29,0,177
96620,7,31.94,0,176
96621,7,317.1,0,198
96622,6,676.44,0,200
96623,7,582.66,0,193
96624,7,208.68,0,178
96625,8,187.42,0,171
96626,8,490.39,0,175
96627,7,473.06,0,177
96628,8,222.92,0,160
96629,7,119.58,0,189
96630,6,688.48,0,200
96631,7,162.15,0,193
96632,7,52.69,0,192
96633,8,70.7,0,164
96634,7,314.65,0,185
96635,7,524.39,0,187
96636,8,310.43,0,169
96637,8,73.07,0,172
96638,7,523.52,0,191
96639,7,294.89,0,180
96640,7,343.86,0,178
96641,7,287.19,0,188
96642,7,145.83,0,183
96643,8,135.64,0,171
96644,8,415.33,0,167
96645,8,357.46,0,169
96646,7,203.44,0,182
96647,7,259.99,0,177
96648,8,303.24,0,169
96649,7,230.01,0,179
96650,8,162.75,0,170
96651,7,287.28,0,183
96652,7,365.77,0,176
96653,7,443.02,0,183
96654,8,195.97,0,157
96655,8,299.44,0,171
96656,7,202.49,0,176
96657,8,380.85,0,173
96658,8,234.04,0,153
96659,8,320.89,0,162
96660,8,200.3,0,160
96661,8,230.97,0,159
96662,8,184.59,0,151
96663,8,245.12,0,160
96664,9,72.53,0,148
96665,7,299.27,0,184
96666,7,270.29,0,186
96667,8,253.58,0,169
96668,8,123.02,0,160
96669,8,488.77,0,170
96670,8,444.88,0,165
96671,8,76.16,0,160
96673,8,43.58,0,163
96674,8,248.49,0,159
96675,8,171.5,0,162
96676,8,1.17,0,154
96678,8,38.27,0,173
96679,8,200.17,0,170
96680,8,37.86,0,167
96681,8,1.94,0,158
96682,8,36.33,0,170
96683,8,84.38,0,153
96684,8,254.98,0,175
96685,8,195.4,0,163
96686,8,230.27,0,167
96687,7,182.89,0,177
96688,8,125.38,0,174
96689,8,169.14,0,169
96690,8,84.01,0,170
96691,8,113.29,0,165
96692,8,209.36,0,168
96693,8,338.6,0,174
96694,8,289.85,0,174
96695,7,237.08,0,176
96696,7,266.26,0,179
96697,7,211.87,0,178
96698,7,239.58,0,178
96699,7,290.83,0,179
96700,7,303.46,0,181
96701,7,298.81,0,180
96702,7,276.65,0,181
96703,7,273.58,0,178
96704,7,251.12,0,182
96705,7,322.43,0,186
96706,7,334.25,0,187
96707,7,346.52,0,188
96708,7,210.73,0,190
96709,8,156.96,0,166
96710,8,169.0,0,165
96711,8,220.2,0,169
96712,7,288.06,0,175
96713,7,298.24,0,181
96714,7,325.53,0,180
96715,8,262.19,0,172
96716,8,292.79,0,168
96717,8,290.97,0,169
96718,8,260.85,0,163
96719,8,263.09,0,161
96720,7,366.82,0,190
96721,8,288.54,0,163
96722,7,369.59,0,188
96723,7,271.78,0,183
96724,8,230.28,0,159
96725,8,142.24,0,158
96726,8,260.72,0,159
96727,8,373.02,0,166
96728,7,337.83,0,179
96729,7,367.29,0,185
96730,7,377.01,0,183
96731,7,433.84,0,177
96732,7,555.11,0,176
96733,8,518.43,0,170
96734,8,505.29,0,167
96735,8,459.87,0,167
96736,8,407.01,0,168
96737,8,356.62,0,165
96738,8,436.5,0,165
96739,8,496.81,0,164
96740,8,484.34,0,163
96741,8,500.39,0,159
96742,8,506.26,0,160
96743,8,498.61,0,161
96744,8,488.51,0,161
96745,8,271.07,0,161
96746,8,171.32,0,162
96747,8,87.44,0,158
96748,8,103.96,0,156
96749,7,261.68,0,179
96750,7,623.68,0,178
96751,8,455.99,0,173
96752,8,526.84,0,174
96753,7,621.98,0,178
96754,7,559.57,0,176
96755,7,618.61,0,179
96756,7,618.49,0,178
96757,7,525.52,0,177
96758,7,534.55,0,177
96759,8,518.21,0,175
96760,7,594.88,0,175
96761,8,562.75,0,172
96762,8,583.88,0,174
96763,8,504.81,0,171
96764,8,523.04,0,169
96765,8,332.56,0,168
96766,8,352.34,0,167
96767,8,466.76,0,167
96768,8,496.01,0,167
96769,8,535.44,0,168
96770,8,467.71,0,167
96771,8,537.49,0,169
96772,8,432.67,0,164
96773,8,351.24,0,162
96774,8,434.9,0,163
96775,8,375.43,0,164
96776,8,338.73,0,166
96777,8,365.82,0,168
96778,8,309.15,0,167
96779,8,301.11,0,166
96780,8,352.76,0,164
96781,8,282.04,0,165
96782,8,297.92,0,165
96783,8,209.37,0,163
96784,8,157.45,0,164
96785,8,189.39,0,165
96786,8,121.1,0,167
96787,8,228.57,0,170
96788,8,239.88,0,172
96789,8,168.22,0,170
96790,8,153.92,0,172
96791,8,311.85,0,174
96792,8,314.02,0,172
96793,8,255.19,0,170
96794,8,121.33,0,169
96795,8,148.9,0,166
96796,8,80.03,0,165
96797,8,79.67,0,164
96798,8,88.22,0,163
