sc_point_gid,class,capacity,capital_adder_per_mw,cf,mean_resource_temp
124106,7,429.69,0,0.9948,184
124107,7,266.52,0,0.9947,180
124108,7,314.78,0,0.9947,178
124109,7,197.56,0,0.9947,180
124110,7,203.2,0,0.9947,180
124111,7,406.11,0,0.9947,177
124112,8,249.71,0,0.9947,175
124113,8,99.48,0,0.9947,173
124114,8,104.54,0,0.9947,170
124115,8,87.14,0,0.9946,169
124116,8,126.99,0,0.9946,167
124117,8,82.8,0,0.9946,167
124118,8,210.71,0,0.9946,168
124119,8,112.59,0,0.9946,167
124120,8,136.74,0,0.9946,165
124121,8,161.85,0,0.9946,163
124122,8,286.06,0,0.9946,161
124123,9,75.18,0,0.9941,142
124124,9,131.63,0,0.9941,141
124125,9,191.03,0,0.9941,141
124126,9,105.13,0,0.9941,141
124127,8,93.09,0,0.9945,159
124128,8,73.37,0,0.9945,156
124129,8,74.79,0,0.9944,154
124130,8,97.1,0,0.9944,154
124131,8,113.13,0,0.9944,154
124132,8,102.99,0,0.9945,155
124133,8,105.94,0,0.9944,154
124134,9,51.45,0,0.994,136
124135,9,29.29,0,0.994,137
124136,8,44.4,0,0.9944,153
124137,8,69.72,0,0.9944,153
124138,9,27.48,0,0.994,135
124139,8,79.53,0,0.9944,152
124140,9,24.97,0,0.994,134
124141,8,34.35,0,0.9944,152
124142,8,66.95,0,0.9944,154
124143,8,61.98,0,0.9945,156
124144,9,30.74,0,0.994,136
124145,9,29.8,0,0.994,134
124146,8,38.86,0,0.9944,153
124147,8,70.8,0,0.9944,152
124148,8,80.28,0,0.9944,152
124149,8,61.58,0,0.9944,154
124150,8,128.98,0,0.9944,154
124151,8,215.32,0,0.9944,153
124152,8,261.16,0,0.9944,154
124153,8,160.56,0,0.9944,154
124154,8,166.31,0,0.9944,154
124155,8,110.44,0,0.9944,154
124156,8,50.81,0,0.9945,155
124157,8,70.44,0,0.9945,155
124158,8,97.36,0,0.9945,155
124159,8,117.31,0,0.9945,157
124160,8,133.26,0,0.9945,156
124161,8,146.35,0,0.9945,156
124162,8,55.32,0,0.9945,157
124163,8,126.13,0,0.9945,156
124164,8,150.82,0,0.9945,157
124165,8,110.81,0,0.9945,157
124166,8,97.79,0,0.9945,157
124167,8,112.0,0,0.9945,156
124168,8,105.33,0,0.9945,155
124169,8,106.03,0,0.9945,155
124170,8,72.45,0,0.9945,155
124171,8,150.3,0,0.9944,154
124172,8,101.59,0,0.9944,152
124173,8,72.56,0,0.9944,153
124174,8,37.01,0,0.9944,154
124175,9,89.78,0,0.994,137
124176,9,116.97,0,0.9941,140
124177,8,222.37,0,0.9945,160
124178,8,314.72,0,0.9945,160
124179,8,378.0,0,0.9945,161
124180,9,322.61,0,0.9942,144
124181,8,357.18,0,0.9946,163
124182,8,348.61,0,0.9945,161
124183,8,319.65,0,0.9946,161
124184,8,335.47,0,0.9946,162
124185,8,328.64,0,0.9946,163
124186,8,350.43,0,0.9946,161
124187,8,410.26,0,0.9946,162
124188,8,398.21,0,0.9946,164
124189,8,392.26,0,0.9946,164
124190,8,342.27,0,0.9946,162
124191,8,321.45,0,0.9946,163
124192,8,300.06,0,0.9946,163
124193,8,333.01,0,0.9946,167
124194,8,301.02,0,0.9947,171
124195,8,327.65,0,0.9947,172
124196,7,405.05,0,0.9947,176
124197,7,385.19,0,0.9947,182
124198,7,383.66,0,0.9948,189
124199,7,294.56,0,0.9948,191
124200,7,237.87,0,0.9948,189
124201,7,322.05,0,0.9948,189
124202,7,340.09,0,0.9948,191
124203,7,207.5,0,0.9948,190
124204,7,240.16,0,0.9948,185
124205,7,175.57,0,0.9947,181
124206,7,225.09,0,0.9947,182
124207,7,218.51,0,0.9947,180
124208,7,206.53,0,0.9947,175
124209,8,221.23,0,0.9947,174
124210,8,99.68,0,0.9947,173
124211,8,120.63,0,0.9947,172
124212,8,121.05,0,0.9947,170
124213,8,123.08,0,0.9947,170
124214,8,142.92,0,0.9947,169
124215,8,68.03,0,0.9947,170
124216,8,69.84,0,0.9947,169
124217,8,48.81,0,0.9947,169
124218,8,93.54,0,0.9946,167
124219,8,145.52,0,0.9946,167
124220,8,155.07,0,0.9946,167
124221,8,113.47,0,0.9946,166
124222,8,171.08,0,0.9946,166
124223,8,204.67,0,0.9946,165
124224,8,107.16,0,0.9946,167
124225,8,234.56,0,0.9946,166
124226,8,227.43,0,0.9946,166
124227,8,254.11,0,0.9946,165
124228,8,236.39,0,0.9946,166
124229,8,159.31,0,0.9946,168
124230,8,176.01,0,0.9946,163
124231,8,109.91,0,0.9946,169
124232,8,149.41,0,0.9947,169
124233,8,272.98,0,0.9946,164
124234,8,313.95,0,0.9946,165
124235,8,176.52,0,0.9946,167
124236,8,206.74,0,0.9946,165
124237,8,193.88,0,0.9946,167
124238,8,199.28,0,0.9946,167
124239,8,349.08,0,0.9946,166
124240,8,361.38,0,0.9946,166
124241,8,258.72,0,0.9946,167
124242,8,249.74,0,0.9946,166
124243,8,142.47,0,0.9947,169
124244,8,235.33,0,0.9947,172
124245,8,334.81,0,0.9947,170
124246,8,280.27,0,0.9947,169
124247,8,303.02,0,0.9946,167
124248,8,291.95,0,0.9946,168
124249,8,272.49,0,0.9946,169
124250,8,326.42,0,0.9946,169
124251,8,328.13,0,0.9946,169
124252,8,369.33,0,0.9946,169
124253,8,363.32,0,0.9946,166
124254,8,314.29,0,0.9946,166
124255,8,274.76,0,0.9946,165
124256,8,246.99,0,0.9946,166
124257,8,137.23,0,0.9946,165
124258,8,116.41,0,0.9946,165
124259,8,144.47,0,0.9946,167
124260,8,123.1,0,0.9946,167
124261,8,89.71,0,0.9946,167
124262,8,86.94,0,0.9946,166
124263,8,110.98,0,0.9946,163
124264,8,132.63,0,0.9946,163
124265,8,134.01,0,0.9946,165
124266,8,182.72,0,0.9946,167
124267,8,276.04,0,0.9947,169
124268,8,265.3,0,0.9947,169
124269,8,294.06,0,0.9947,171
124270,8,287.18,0,0.9947,173
124271,7,311.29,0,0.9947,176
124272,7,291.86,0,0.9947,176
124273,7,302.17,0,0.9947,179
124274,7,302.64,0,0.9947,182
124275,7,232.78,0,0.9947,181
124276,7,311.37,0,0.9947,180
124277,7,229.55,0,0.9947,181
124278,7,158.57,0,0.9947,179
124279,7,112.23,0,0.9947,177
124280,7,254.18,0,0.9947,179
124281,7,333.53,0,0.9947,176
124282,7,333.41,0,0.9947,176
124283,7,316.44,0,0.9947,176
124284,8,348.8,0,0.9947,174
124285,8,339.66,0,0.9947,173
124286,7,320.01,0,0.9947,176
124287,7,360.14,0,0.9947,176
124288,7,304.29,0,0.9947,176
124289,8,317.6,0,0.9947,175
124290,8,354.07,0,0.9947,175
124291,7,409.55,0,0.9947,177
124292,7,430.98,0,0.9947,178
124293,7,400.88,0,0.9947,176
124294,7,355.2,0,0.9947,177
124295,7,497.47,0,0.9947,182
124296,7,368.8,0,0.9947,178
124297,8,402.13,0,0.9947,175
124298,7,263.2,0,0.9947,178
124299,7,172.45,0,0.9947,175
124300,7,294.89,0,0.9947,177
124301,7,327.81,0,0.9947,179
124302,7,315.16,0,0.9947,181
124303,7,223.49,0,0.9947,180
124304,7,279.77,0,0.9947,181
124305,7,198.99,0,0.9948,184
124306,7,65.22,0,0.9948,188
124307,7,55.24,0,0.9948,191
124308,7,58.84,0,0.9948,194
124309,8,44.55,0,0.9945,164
124310,8,24.84,0,0.9945,166
124648,7,200.63,0,0.9947,197
124649,7,279.91,0,0.9946,183
124650,7,353.23,0,0.9946,181
124651,7,448.52,0,0.9947,188
124652,8,312.99,0,0.9945,174
124653,6,779.18,0,0.9948,206
124654,8,436.94,0,0.9945,172
124655,6,618.63,0,0.9948,203
124656,8,387.39,0,0.9944,163
124657,8,289.69,0,0.9945,165
124658,8,245.78,0,0.9944,165
124659,8,16.28,0,0.9944,163
124660,7,34.46,0,0.9947,189
124661,7,113.78,0,0.9947,181
124662,8,135.7,0,0.9946,175
124663,9,89.03,0,0.9942,148
124664,9,76.26,0,0.9942,148
124665,7,242.22,0,0.9947,180
124666,7,341.67,0,0.9947,185
124667,8,11.26,0,0.9944,162
124668,8,3.11,0,0.9944,163
124670,8,4.19,0,0.9945,174
124671,7,1.21,0,0.9946,177
124673,1,271.43,0,0.9935,363
124674,6,0.02,0,0.9947,213
124675,6,178.17,0,0.9947,209
124676,6,84.16,0,0.9947,201
124677,6,1.11,0,0.9947,202
124679,7,1.25,0,0.9946,184
124682,7,6.46,0,0.9947,200
124683,8,1.22,0,0.9945,174
124684,7,25.14,0,0.9947,199
124685,7,38.75,0,0.9947,198
124687,8,0.34,0,0.9945,168
124688,7,6.27,0,0.9946,175
124689,8,13.5,0,0.9945,173
124690,7,0.16,0,0.9946,176
124699,7,0.26,0,0.9946,181
124703,8,1.91,0,0.9944,163
124704,8,0.88,0,0.9945,167
124705,8,3.16,0,0.9945,174
124706,7,0.31,0,0.9948,194
124707,7,3.12,0,0.9948,196
124708,6,12.87,0,0.9948,203
124709,8,3.8,0,0.9945,167
124710,7,189.07,0,0.9948,199
124711,7,306.19,0,0.9947,190
124712,7,67.24,0,0.9947,188
124713,7,53.63,0,0.9947,180
124714,7,53.79,0,0.9947,180
124715,7,76.71,0,0.9947,181
124716,7,46.16,0,0.9947,179
124717,7,17.72,0,0.9947,178
124719,6,2.69,0,0.9949,218
124720,7,23.1,0,0.9947,178
124721,7,3.16,0,0.9947,180
124727,8,139.23,0,0.9946,168
124728,8,63.85,0,0.9946,168
124730,8,52.38,0,0.9945,166
124731,8,71.21,0,0.9945,165
124732,8,42.85,0,0.9945,165
124733,8,48.48,0,0.9945,166
124734,8,24.94,0,0.9944,154
124735,7,19.98,0,0.9947,176
124736,7,61.21,0,0.9947,176
124737,8,1.89,0,0.9947,173
124738,8,16.2,0,0.9945,159
124739,8,142.46,0,0.9944,155
124740,8,49.14,0,0.9944,155
124741,8,64.29,0,0.9945,159
124742,7,139.21,0,0.9948,189
124743,7,164.07,0,0.9948,186
124744,7,334.67,0,0.9948,185
124745,8,273.88,0,0.9945,164
124746,8,96.68,0,0.9946,168
124747,8,111.52,0,0.9946,173
124748,7,31.06,0,0.9947,176
124749,8,2.18,0,0.9946,174
124750,8,0.34,0,0.9943,155
124752,7,3.42,0,0.9947,187
124757,7,7.16,0,0.9946,185
124758,7,25.66,0,0.9947,189
124759,7,110.45,0,0.9947,194
124760,6,3.86,0,0.9947,202
124761,8,1.8,0,0.9945,168
124762,8,12.95,0,0.9945,167
124763,8,105.42,0,0.9944,160
124764,8,319.13,0,0.9945,168
124765,8,139.4,0,0.9944,161
124766,6,385.78,0,0.9948,212
124767,6,54.06,0,0.9948,210
124768,7,63.42,0,0.9947,186
124769,7,0.01,0,0.9946,179
124770,8,127.77,0,0.9944,163
124771,8,357.95,0,0.9944,165
124772,7,86.14,0,0.9946,176
124773,7,26.98,0,0.9947,188
124774,7,363.55,0,0.9948,198
124775,7,386.67,0,0.9947,191
124776,7,468.25,0,0.9947,184
124777,7,591.48,0,0.9947,184
124778,7,455.84,0,0.9947,187
124779,7,285.94,0,0.9947,176
124780,8,500.35,0,0.9946,172
124781,8,190.86,0,0.9946,170
124782,9,240.74,0,0.9941,143
124783,8,190.55,0,0.9945,164
124784,8,265.17,0,0.9945,161
124785,7,546.08,0,0.9948,188
124786,7,465.92,0,0.9948,188
124787,7,262.99,0,0.9948,188
124788,7,429.48,0,0.9948,186
124789,7,437.58,0,0.9948,184
124790,7,397.92,0,0.9947,182
124791,7,249.02,0,0.9947,179
124792,7,246.68,0,0.9947,178
124793,7,303.69,0,0.9947,178
124794,7,145.57,0,0.9947,177
124795,7,288.34,0,0.9947,176
124796,8,482.97,0,0.9947,174
124797,8,420.51,0,0.9947,174
124798,8,213.97,0,0.9947,170
124799,8,84.17,0,0.9946,168
124800,8,138.05,0,0.9946,165
124801,8,128.15,0,0.9946,165
124802,8,108.52,0,0.9946,166
124803,8,86.46,0,0.9946,167
124804,8,227.19,0,0.9946,163
124805,9,90.35,0,0.9941,141
124806,8,92.28,0,0.9945,160
124807,9,188.25,0,0.9941,141
124808,9,232.74,0,0.9941,141
124809,9,243.54,0,0.9941,142
124810,9,121.32,0,0.9941,139
124811,8,168.49,0,0.9945,156
124812,8,177.94,0,0.9945,155
124813,8,154.52,0,0.9944,154
124814,8,106.65,0,0.9944,154
124815,8,85.51,0,0.9944,154
124816,8,73.57,0,0.9944,154
124817,8,65.22,0,0.9944,154
124818,8,55.01,0,0.9944,152
124819,9,69.59,0,0.9939,133
124820,9,82.91,0,0.9943,147
124821,9,97.85,0,0.9943,148
124822,9,162.73,0,0.9944,149
124823,9,140.17,0,0.9944,149
124824,8,35.19,0,0.9944,151
124825,8,46.46,0,0.9944,151
124826,8,203.32,0,0.9944,152
124827,8,106.58,0,0.9944,153
124828,8,31.49,0,0.9944,154
124829,8,32.31,0,0.9944,153
124830,8,35.15,0,0.9944,153
124831,8,43.83,0,0.9944,153
124832,8,82.3,0,0.9944,152
124833,8,74.0,0,0.9944,152
124834,8,147.37,0,0.9944,153
124835,8,229.75,0,0.9944,154
124836,8,280.8,0,0.9944,153
124837,8,276.52,0,0.9944,153
124838,8,276.35,0,0.9944,153
124839,8,284.39,0,0.9944,154
124840,8,107.54,0,0.9945,155
124841,8,95.98,0,0.9944,154
124842,8,79.85,0,0.9945,156
124843,8,101.7,0,0.9945,158
124844,8,92.42,0,0.9945,156
124845,8,136.41,0,0.9945,156
124846,8,65.27,0,0.9945,157
124847,8,142.81,0,0.9945,156
124848,8,164.72,0,0.9945,158
124849,8,133.94,0,0.9945,156
124850,9,116.27,0,0.994,136
124851,9,46.23,0,0.994,137
124852,9,81.77,0,0.994,137
124853,8,116.84,0,0.9945,157
124854,8,114.06,0,0.9945,156
124855,8,121.72,0,0.9945,154
124856,8,128.77,0,0.9944,153
124857,8,87.63,0,0.9945,156
124858,8,96.17,0,0.9945,157
124859,8,155.48,0,0.9945,157
124860,9,134.51,0,0.9941,142
124861,9,115.18,0,0.9942,143
124862,9,203.6,0,0.9941,141
124863,8,288.8,0,0.9945,161
124864,8,284.08,0,0.9946,163
124865,8,382.81,0,0.9946,165
124866,8,154.75,0,0.9946,164
124867,8,293.84,0,0.9946,164
124868,8,343.35,0,0.9946,163
124869,8,367.14,0,0.9946,164
124870,8,400.29,0,0.9946,162
124871,8,447.13,0,0.9946,164
124872,8,430.1,0,0.9946,166
124873,8,432.64,0,0.9946,165
124874,8,416.68,0,0.9946,164
124875,8,350.04,0,0.9946,164
124876,8,361.11,0,0.9946,165
124877,8,368.84,0,0.9947,171
124878,8,307.21,0,0.9947,174
124879,8,428.49,0,0.9947,175
124880,8,475.64,0,0.9947,175
124881,7,468.02,0,0.9947,181
124882,7,415.43,0,0.9948,190
124883,7,421.85,0,0.9948,189
124884,7,368.56,0,0.9948,190
124885,7,296.74,0,0.9948,190
124886,7,288.31,0,0.9948,190
124887,7,170.82,0,0.9948,190
124888,7,219.15,0,0.9948,184
124889,7,208.45,0,0.9947,179
124890,7,223.12,0,0.9947,179
124891,7,183.79,0,0.9947,176
124892,8,187.71,0,0.9947,174
124893,8,144.73,0,0.9947,174
124894,8,140.24,0,0.9947,173
124895,8,128.6,0,0.9947,173
124896,8,142.58,0,0.9947,169
124897,8,204.1,0,0.9946,169
124898,8,124.94,0,0.9947,169
124899,8,154.37,0,0.9947,169
124900,8,116.22,0,0.9946,169
124901,8,33.31,0,0.9946,168
124902,8,128.86,0,0.9946,167
124903,8,132.72,0,0.9946,167
124904,8,126.41,0,0.9946,166
124905,8,37.79,0,0.9946,167
124906,8,45.49,0,0.9946,166
124907,8,165.47,0,0.9946,165
124908,8,80.07,0,0.9946,164
124909,8,120.47,0,0.9946,165
124910,8,156.39,0,0.9946,166
124911,8,193.43,0,0.9946,163
124912,8,195.63,0,0.9946,164
124913,8,302.74,0,0.9946,169
124914,8,313.37,0,0.9946,165
124915,8,138.18,0,0.9946,165
124916,8,107.63,0,0.9946,165
124917,8,223.99,0,0.9946,167
124918,8,394.25,0,0.9947,170
124919,8,207.12,0,0.9947,171
124920,8,248.66,0,0.9946,166
124921,8,145.72,0,0.9946,167
124922,8,205.74,0,0.9946,167
124923,8,298.76,0,0.9946,167
124924,8,376.83,0,0.9946,167
124925,8,289.34,0,0.9946,167
124926,8,142.45,0,0.9946,167
124927,8,196.19,0,0.9947,173
124928,8,365.16,0,0.9947,174
124929,8,323.11,0,0.9947,171
124930,8,247.92,0,0.9947,174
124931,8,252.19,0,0.9947,170
124932,8,232.54,0,0.9947,174
124933,8,183.54,0,0.9947,170
124934,8,318.0,0,0.9946,168
124935,8,335.27,0,0.9946,168
124936,8,324.36,0,0.9946,168
124937,8,241.43,0,0.9946,168
124938,8,279.51,0,0.9946,166
124939,8,303.44,0,0.9946,165
124940,8,253.59,0,0.9946,166
124941,8,132.63,0,0.9946,165
124942,8,102.22,0,0.9946,166
124943,8,105.83,0,0.9946,166
124944,8,92.15,0,0.9946,166
124945,8,83.52,0,0.9946,166
124946,8,100.37,0,0.9946,166
124947,8,131.29,0,0.9946,163
124948,8,91.92,0,0.9946,163
124949,8,166.65,0,0.9946,165
124950,8,129.47,0,0.9946,169
124951,8,231.56,0,0.9947,169
124952,8,216.12,0,0.9947,171
124953,8,308.77,0,0.9947,172
124954,8,239.81,0,0.9947,175
124955,7,269.27,0,0.9947,176
124956,7,254.54,0,0.9947,177
124957,7,266.85,0,0.9947,180
124958,7,309.48,0,0.9947,180
124959,7,344.77,0,0.9947,180
124960,7,290.89,0,0.9947,181
124961,7,285.84,0,0.9947,182
124962,7,205.46,0,0.9947,181
124963,7,157.8,0,0.9947,179
124964,7,313.49,0,0.9947,177
124965,7,283.48,0,0.9947,175
124966,7,345.25,0,0.9947,177
124967,8,398.29,0,0.9947,174
124968,8,296.8,0,0.9947,172
124969,8,337.94,0,0.9947,174
124970,7,316.89,0,0.9947,175
124971,8,319.06,0,0.9947,174
124972,8,315.35,0,0.9947,174
124973,8,341.34,0,0.9947,175
124974,7,346.21,0,0.9947,177
124975,7,355.85,0,0.9947,177
124976,7,445.76,0,0.9947,178
124977,7,365.82,0,0.9947,176
124978,7,289.54,0,0.9947,176
124979,7,299.94,0,0.9947,179
124980,7,241.12,0,0.9947,176
124981,7,405.31,0,0.9947,176
124982,7,305.61,0,0.9947,178
124983,7,339.44,0,0.9947,177
124984,7,347.51,0,0.9947,178
124985,7,243.83,0,0.9947,178
124986,7,304.49,0,0.9947,179
124987,7,258.37,0,0.9947,183
124988,7,233.17,0,0.9947,182
124989,7,197.74,0,0.9947,179
124990,7,27.09,0,0.9947,181
124991,7,36.71,0,0.9948,196
124992,8,59.17,0,0.9945,165
124993,8,63.72,0,0.9945,162
124994,8,27.62,0,0.9945,164
125332,6,290.71,0,0.9947,201
125333,7,293.74,0,0.9947,191
125334,7,368.43,0,0.9946,180
125335,7,250.79,0,0.9947,189
125336,7,297.6,0,0.9946,179
125337,8,378.76,0,0.9945,171
125338,6,844.57,0,0.9948,218
125339,6,656.29,0,0.9948,209
125340,8,378.38,0,0.9945,167
125341,8,404.73,0,0.9945,168
125342,8,314.48,0,0.9944,164
125343,7,82.09,0,0.9948,195
125344,7,253.03,0,0.9947,190
125345,7,184.58,0,0.9947,181
125346,8,133.37,0,0.9946,175
125347,8,122.16,0,0.9946,171
125348,8,74.67,0,0.9943,152
125349,7,369.08,0,0.9947,179
125350,7,320.6,0,0.9947,183
125351,8,34.89,0,0.9944,162
125352,8,1.56,0,0.9944,163
125354,8,12.19,0,0.9944,160
125355,8,3.94,0,0.9945,167
125357,5,32.03,0,0.9947,232
125358,6,419.75,0,0.9947,201
125359,6,513.7,0,0.9947,203
125360,1,1257.12,0,0.9937,356
125361,6,8.94,0,0.9947,216
125362,6,0.59,0,0.9947,220
125366,7,17.66,0,0.9947,190
125367,7,4.68,0,0.9947,186
125369,7,2.88,0,0.9947,189
125370,7,0.08,0,0.9946,176
125372,8,0.66,0,0.9945,169
125373,8,0.65,0,0.9944,164
125374,7,0.54,0,0.9946,178
125375,8,3.1,0,0.9945,172
125376,8,0.31,0,0.9945,171
125382,8,0.23,0,0.9945,166
125383,8,10.01,0,0.9945,169
125385,8,0.46,0,0.9944,164
125386,8,0.22,0,0.9944,162
125387,8,12.26,0,0.9945,166
125388,7,15.79,0,0.9946,176
125389,7,0.87,0,0.9946,180
125390,7,25.61,0,0.9947,187
125391,7,64.58,0,0.9948,195
125392,7,0.16,0,0.9948,199
125393,7,1.59,0,0.9948,197
125394,7,159.85,0,0.9948,197
125395,7,172.43,0,0.9947,190
125396,7,309.46,0,0.9947,188
125397,7,185.31,0,0.9947,182
125398,7,297.66,0,0.9947,182
125399,7,174.59,0,0.9947,183
125400,7,73.16,0,0.9947,181
125401,7,47.24,0,0.9947,179
125402,7,10.43,0,0.9947,180
125403,7,0.4,0,0.9947,177
125404,7,14.21,0,0.9946,175
125405,8,45.86,0,0.9946,173
125406,8,17.86,0,0.9946,173
125407,9,2.28,0,0.9941,144
125408,6,66.46,0,0.9948,202
125409,8,263.35,0,0.9945,166
125410,8,93.9,0,0.9945,166
125411,8,96.08,0,0.9945,163
125412,8,204.76,0,0.9946,172
125414,8,64.89,0,0.9945,166
125415,8,105.22,0,0.9945,165
125416,8,185.42,0,0.9945,165
125417,8,202.87,0,0.9945,162
125418,9,63.14,0,0.9938,132
125419,7,35.76,0,0.9947,175
125420,7,56.82,0,0.9947,179
125421,7,3.97,0,0.9947,175
125422,8,14.77,0,0.9944,154
125423,8,145.74,0,0.9944,158
125424,8,302.08,0,0.9944,157
125425,8,197.66,0,0.9944,158
125426,7,93.91,0,0.9948,191
125427,7,52.71,0,0.9948,186
125428,7,151.85,0,0.9948,188
125429,8,287.25,0,0.9946,167
125430,8,280.05,0,0.9946,171
125431,8,88.06,0,0.9946,174
125432,7,39.64,0,0.9946,175
125433,8,4.76,0,0.9943,156
125434,8,3.99,0,0.9943,155
125436,7,24.59,0,0.9947,180
125442,7,11.85,0,0.9947,191
125443,7,15.75,0,0.9947,197
125444,7,29.14,0,0.9947,188
125445,8,66.95,0,0.9945,174
125446,8,188.09,0,0.9944,163
125447,7,267.73,0,0.9948,195
125448,8,231.62,0,0.9944,163
125449,8,156.73,0,0.9944,164
125450,8,413.01,0,0.9945,172
125451,6,211.28,0,0.9948,202
125452,6,0.89,0,0.9948,211
125454,8,90.99,0,0.9945,166
125455,8,377.28,0,0.9945,166
125456,8,436.76,0,0.9945,172
125457,8,116.74,0,0.9944,166
125458,8,349.74,0,0.9945,166
125459,6,756.38,0,0.9948,201
125460,7,665.31,0,0.9947,189
125461,7,577.25,0,0.9947,192
125462,7,480.41,0,0.9947,185
125463,8,223.58,0,0.9946,174
125464,8,464.31,0,0.9946,172
125465,8,375.65,0,0.9945,166
125466,8,271.87,0,0.9945,165
125467,8,415.29,0,0.9945,166
125468,8,377.74,0,0.9945,162
125469,7,620.19,0,0.9948,188
125470,7,706.92,0,0.9948,189
125471,7,707.54,0,0.9948,188
125472,7,704.28,0,0.9948,187
125473,7,657.34,0,0.9947,182
125474,7,570.35,0,0.9947,181
125475,7,437.29,0,0.9947,178
125476,7,472.54,0,0.9947,177
125477,7,381.94,0,0.9947,177
125478,8,347.97,0,0.9947,174
125479,8,297.96,0,0.9947,172
125480,8,348.95,0,0.9947,172
125481,8,363.13,0,0.9947,172
125482,8,404.84,0,0.9947,169
125483,8,263.78,0,0.9946,169
125484,8,146.33,0,0.9946,167
125485,8,125.5,0,0.9946,166
125486,8,174.1,0,0.9946,166
125487,8,57.73,0,0.9946,166
125488,8,152.95,0,0.9946,161
125489,9,122.62,0,0.9941,141
125490,9,62.21,0,0.9941,141
125491,8,193.74,0,0.9945,161
125492,9,149.73,0,0.9941,140
125493,8,286.02,0,0.9945,160
125494,9,114.2,0,0.9941,138
125495,8,172.39,0,0.9945,155
125496,8,164.58,0,0.9944,153
125497,8,143.55,0,0.9944,153
125498,8,147.9,0,0.9944,153
125499,8,96.54,0,0.9944,152
125500,8,61.99,0,0.9944,151
125501,9,67.34,0,0.9939,132
125502,9,89.08,0,0.9939,131
125503,9,38.28,0,0.9938,129
125504,9,102.27,0,0.9942,144
125505,9,106.22,0,0.9943,145
125506,9,179.64,0,0.9943,146
125507,9,245.7,0,0.9943,148
125508,9,95.91,0,0.9944,149
125509,9,50.83,0,0.9944,150
125510,8,110.2,0,0.9944,150
125511,8,224.21,0,0.9944,152
125512,8,39.74,0,0.9944,154
125513,8,28.06,0,0.9944,154
125514,8,37.45,0,0.9944,153
125515,8,41.78,0,0.9944,152
125516,8,114.22,0,0.9944,153
125517,8,82.81,0,0.9944,153
125518,8,163.78,0,0.9944,154
125519,8,216.43,0,0.9944,154
125520,8,221.76,0,0.9944,154
125521,8,295.01,0,0.9944,153
125522,8,340.98,0,0.9944,153
125523,8,304.36,0,0.9944,154
125524,8,215.84,0,0.9944,154
125525,8,203.42,0,0.9944,154
125526,8,116.4,0,0.9945,155
125527,8,99.07,0,0.9944,154
125528,8,56.56,0,0.9945,156
125529,8,100.27,0,0.9945,156
125530,8,75.95,0,0.9945,157
125531,8,181.95,0,0.9945,156
125532,8,137.0,0,0.9945,157
125533,8,110.01,0,0.9945,155
125534,9,121.32,0,0.9941,140
125535,8,129.85,0,0.9945,158
125536,8,128.86,0,0.9945,158
125537,8,128.38,0,0.9945,158
125538,8,104.23,0,0.9945,157
125539,8,193.33,0,0.9945,157
125540,8,86.03,0,0.9945,158
125541,8,88.27,0,0.9946,162
125542,8,115.61,0,0.9945,158
125543,8,224.8,0,0.9945,160
125544,9,223.93,0,0.9941,142
125545,9,166.11,0,0.9941,142
125546,9,282.16,0,0.9941,141
125547,9,289.38,0,0.9941,141
125548,8,354.07,0,0.9945,161
125549,8,262.82,0,0.9946,162
125550,8,175.5,0,0.9946,166
125551,8,124.48,0,0.9946,164
125552,8,394.94,0,0.9946,163
125553,8,353.85,0,0.9946,163
125554,8,391.75,0,0.9946,162
125555,8,449.88,0,0.9946,164
125556,8,454.17,0,0.9946,167
125557,8,436.21,0,0.9946,167
125558,8,416.17,0,0.9946,167
125559,8,404.43,0,0.9946,167
125560,8,326.8,0,0.9946,167
125561,8,345.8,0,0.9947,170
125562,8,369.75,0,0.9947,173
125563,7,420.92,0,0.9947,177
125564,7,455.33,0,0.9947,175
125565,7,418.2,0,0.9947,181
125566,7,475.87,0,0.9948,188
125567,7,484.29,0,0.9948,188
125568,7,481.1,0,0.9948,189
125569,7,454.09,0,0.9948,192
125570,7,160.2,0,0.9948,191
125571,7,165.13,0,0.9948,188
125572,7,221.73,0,0.9947,182
125573,7,168.78,0,0.9947,180
125574,7,249.55,0,0.9947,178
125575,7,105.76,0,0.9947,176
125576,8,188.81,0,0.9947,174
125577,8,104.35,0,0.9947,174
125578,8,115.36,0,0.9947,174
125579,8,108.32,0,0.9947,171
125580,8,181.91,0,0.9947,169
125581,8,252.52,0,0.9946,168
125582,8,74.89,0,0.9947,169
125583,8,125.34,0,0.9947,169
125584,8,172.48,0,0.9946,169
125585,8,22.99,0,0.9946,168
125586,8,37.99,0,0.9946,166
125587,8,17.97,0,0.9946,168
125588,8,42.7,0,0.9946,167
125589,8,43.39,0,0.9946,167
125590,8,89.24,0,0.9946,167
125591,8,6.79,0,0.9946,165
125592,8,94.31,0,0.9946,165
125593,8,82.05,0,0.9946,165
125594,8,226.42,0,0.9946,165
125595,8,315.8,0,0.9946,163
125596,8,288.91,0,0.9946,162
125597,8,288.11,0,0.9946,164
125598,8,297.4,0,0.9946,164
125599,8,293.66,0,0.9946,163
125600,8,270.06,0,0.9946,164
125601,8,170.42,0,0.9946,168
125602,8,213.81,0,0.9946,168
125603,8,191.15,0,0.9946,165
125604,8,247.37,0,0.9946,165
125605,8,275.87,0,0.9946,166
