sc_point_gid,class,capacity,capital_adder_per_mw,cf,mean_resource_temp
92151,8,189.4,0,0.9945,156
92152,8,198.04,0,0.9945,155
92153,8,200.12,0,0.9945,156
92154,8,181.21,0,0.9944,154
92155,8,299.93,0,0.9947,174
92156,8,312.91,0,0.9947,173
92157,8,193.86,0,0.9944,150
92158,8,253.94,0,0.9944,150
92159,8,265.62,0,0.9944,152
92160,8,242.63,0,0.9944,153
92161,8,259.99,0,0.9944,154
92162,8,209.49,0,0.9945,155
92163,8,138.01,0,0.9944,152
92164,8,110.68,0,0.9944,152
92165,8,172.65,0,0.9947,174
92166,7,333.1,0,0.9948,179
92167,8,145.7,0,0.9945,157
92168,8,124.61,0,0.9945,160
92169,8,170.85,0,0.9946,163
92170,8,142.29,0,0.9946,166
92171,8,100.98,0,0.9947,169
92172,8,70.27,0,0.9947,174
92173,7,13.03,0,0.9947,177
92178,8,28.35,0,0.9945,161
92179,7,32.12,0,0.9948,193
92180,7,114.18,0,0.9948,194
92491,6,280.42,0,0.9947,210
92492,1,2410.64,0,0.9938,349
92493,6,430.62,0,0.9947,212
92494,1,1860.27,0,0.9937,355
92495,6,386.72,0,0.9947,210
92496,1,136.07,0,0.994,341
92497,1,60.49,0,0.9941,334
92498,6,25.38,0,0.9947,208
92499,6,66.09,0,0.9947,205
92500,6,636.16,0,0.9947,204
92501,7,647.81,0,0.9947,192
92502,7,649.06,0,0.9947,191
92503,7,390.44,0,0.9947,193
92504,7,235.59,0,0.9947,191
92505,7,502.39,0,0.9947,194
92506,7,522.82,0,0.9947,197
92507,7,557.97,0,0.9947,192
92508,6,720.16,0,0.9947,202
92509,6,213.5,0,0.9947,210
92510,6,177.31,0,0.9947,224
92511,1,335.14,0,0.9939,345
92512,6,370.7,0,0.9947,222
92513,6,53.81,0,0.9947,216
92514,6,20.83,0,0.9947,224
92515,5,82.04,0,0.9947,236
92516,6,169.51,0,0.9947,215
92517,6,136.54,0,0.9947,217
92518,6,228.8,0,0.9947,208
92519,6,135.62,0,0.9947,212
92520,6,139.03,0,0.9947,206
92521,7,31.05,0,0.9947,197
92522,7,2.23,0,0.9947,187
92523,7,69.72,0,0.9947,197
92524,6,6.67,0,0.9947,201
92525,6,34.83,0,0.9947,212
92526,6,107.56,0,0.9947,215
92529,7,2.67,0,0.9947,189
92531,7,1.02,0,0.9947,191
92532,7,4.86,0,0.9947,188
92533,7,201.51,0,0.9946,185
92534,7,526.19,0,0.9946,182
92535,7,813.87,0,0.9947,193
92536,7,364.98,0,0.9947,194
92537,6,372.79,0,0.9947,203
92538,6,245.42,0,0.9947,203
92539,6,335.1,0,0.9947,205
92540,6,128.21,0,0.9947,201
92541,6,476.54,0,0.9947,205
92542,6,146.5,0,0.9947,203
92543,6,123.79,0,0.9947,204
92544,7,28.64,0,0.9947,192
92545,7,173.45,0,0.9947,188
92546,7,214.25,0,0.9947,186
92547,7,175.76,0,0.9946,183
92548,7,88.13,0,0.9947,186
92549,7,100.86,0,0.9946,178
92550,7,249.71,0,0.9946,179
92551,7,109.73,0,0.9947,188
92552,7,253.94,0,0.9947,198
92553,7,119.39,0,0.9946,176
92554,7,210.17,0,0.9947,198
92555,7,5.42,0,0.9947,192
92556,6,54.35,0,0.9947,202
92557,6,75.85,0,0.9947,208
92558,7,9.18,0,0.9947,192
92559,7,55.53,0,0.9947,194
92560,6,105.04,0,0.9947,202
92561,7,65.7,0,0.9947,190
92562,7,206.32,0,0.9947,189
92563,7,11.89,0,0.9946,180
92564,7,29.72,0,0.9947,190
92565,7,114.78,0,0.9947,196
92566,7,511.72,0,0.9947,194
92567,7,464.96,0,0.9947,198
92568,6,128.43,0,0.9947,207
92569,6,143.21,0,0.9947,202
92570,7,189.37,0,0.9947,191
92571,7,506.09,0,0.9946,179
92572,7,399.89,0,0.9946,178
92573,7,190.73,0,0.9946,183
92574,7,160.25,0,0.9946,180
92575,7,197.99,0,0.9947,189
92576,7,256.78,0,0.9947,188
92577,7,179.28,0,0.9947,190
92578,7,217.13,0,0.9947,199
92579,7,184.99,0,0.9946,180
92580,7,297.04,0,0.9947,189
92581,7,313.49,0,0.9947,187
92582,7,153.91,0,0.9946,180
92583,7,4.59,0,0.9947,180
92584,7,273.83,0,0.9947,186
92585,7,162.89,0,0.9947,190
92586,7,277.4,0,0.9947,185
92587,7,91.95,0,0.9947,188
92588,7,114.26,0,0.9947,188
92590,6,28.23,0,0.9949,215
92591,6,51.22,0,0.9948,206
92592,6,114.11,0,0.9948,204
92593,8,66.39,0,0.9945,166
92594,8,19.28,0,0.9945,166
92595,8,6.22,0,0.9946,169
92596,8,14.79,0,0.9946,174
92597,8,20.13,0,0.9946,173
92598,8,39.01,0,0.9946,167
92599,7,40.79,0,0.9947,181
92600,7,89.53,0,0.9947,180
92601,7,49.44,0,0.9947,179
92602,8,56.65,0,0.9945,162
92603,8,29.91,0,0.9946,171
92604,8,59.75,0,0.9946,174
92605,8,49.85,0,0.9946,167
92606,8,52.93,0,0.9946,168
92607,8,82.32,0,0.9946,172
92608,8,33.68,0,0.9946,170
92609,7,117.82,0,0.9947,177
92610,7,133.37,0,0.9947,184
92611,7,110.66,0,0.9947,188
92612,7,137.71,0,0.9947,185
92613,8,41.7,0,0.9946,172
92614,8,65.98,0,0.9945,166
92615,7,73.06,0,0.9947,178
92616,7,241.74,0,0.9947,186
92617,7,250.52,0,0.9947,184
92618,8,284.29,0,0.9946,170
92619,8,383.56,0,0.9945,164
92620,8,198.5,0,0.9945,164
92621,8,338.23,0,0.9945,160
92622,8,386.51,0,0.9945,161
92623,8,353.56,0,0.9945,162
92624,8,373.04,0,0.9945,161
92625,8,391.95,0,0.9945,163
92626,8,355.43,0,0.9945,163
92627,8,308.91,0,0.9945,162
92628,8,473.17,0,0.9945,163
92629,8,429.34,0,0.9945,162
92630,8,455.55,0,0.9945,163
92631,8,535.99,0,0.9946,167
92632,8,542.79,0,0.9946,169
92633,8,565.89,0,0.9946,170
92634,8,549.03,0,0.9946,170
92635,8,565.91,0,0.9946,171
92636,8,561.93,0,0.9946,171
92637,8,531.71,0,0.9946,169
92638,8,474.58,0,0.9946,170
92639,8,469.12,0,0.9946,170
92640,8,257.03,0,0.9946,168
92641,8,392.51,0,0.9946,169
92642,8,428.76,0,0.9945,166
92643,8,416.96,0,0.9945,164
92644,8,387.1,0,0.9945,164
92645,8,415.52,0,0.9945,164
92646,8,485.46,0,0.9946,169
92647,8,458.93,0,0.9946,170
92648,8,541.75,0,0.9946,168
92649,8,456.87,0,0.9945,164
92650,8,396.5,0,0.9945,160
92651,8,408.99,0,0.9945,161
92652,8,456.41,0,0.9945,161
92653,8,431.99,0,0.9945,160
92654,8,443.85,0,0.9945,160
92655,8,430.92,0,0.9945,160
92656,8,394.1,0,0.9944,158
92657,8,439.75,0,0.9944,154
92658,8,376.92,0,0.9944,155
92659,8,404.09,0,0.9944,155
92660,8,406.89,0,0.9944,154
92661,8,376.45,0,0.9943,152
92662,8,372.06,0,0.9943,152
92663,8,405.46,0,0.9943,151
92664,8,385.5,0,0.9943,151
92665,8,377.58,0,0.9943,152
92666,9,348.68,0,0.9943,149
92667,8,493.24,0,0.9947,173
92668,7,541.93,0,0.9947,177
92669,7,504.73,0,0.9947,179
92670,8,398.2,0,0.9947,175
92671,7,429.53,0,0.9947,175
92672,8,275.74,0,0.9943,152
92673,8,302.52,0,0.9943,151
92674,8,386.98,0,0.9947,174
