sc_point_gid,class,capacity,capital_adder_per_mw,cf,mean_resource_temp,mean_resource_depth,lcoe_site_usd_per_mwh,lcoe_all_in_usd_per_mwh
37804,7,208.34,0,0.9948,194,5000,78.05596,79.02707
37805,7,97.41,0,0.9947,190,5000,78.38576,79.8088
37806,7,80.72,0,0.9947,192,5000,78.234314,80.33001
37807,8,43.55,0,0.9944,164,4000,77.50319,79.976295
37808,8,8.19,0,0.9945,166,4000,77.14982,80.3283
38488,7,170.31,0,0.9948,195,5000,77.9602,78.69267
38489,8,84.48,0,0.9944,159,4000,78.23373,79.20506
38490,8,118.34,0,0.9944,160,4000,78.0426,79.35734
38491,8,179.48,0,0.9944,158,4000,78.306145,81.258156
38492,8,34.04,0,0.9944,161,4000,77.89666,81.46047
39158,7,299.97,0,0.9948,195,5000,77.871796,87.73094
39173,8,137.13,0,0.9944,162,4000,77.74805,78.61709
39174,8,183.26,0,0.9944,160,4000,78.01441,79.1115
39175,8,90.31,0,0.9944,164,4000,77.51415,79.24346
39176,8,19.53,0,0.9944,159,4000,78.17956,81.941895
39180,8,0.1,0,0.9944,158,4000,78.382675,84.70664
39181,7,0.09,0,0.9947,180,5000,79.50187,85.52008
39182,7,0.46,0,0.9947,189,5000,78.43012,84.036095
39183,7,0.17,0,0.9947,176,5000,79.98478,86.17076
39842,7,542.54,0,0.9948,198,5000,77.65507,87.28921
39843,7,391.86,0,0.9948,199,5000,77.617874,87.152725
39857,8,172.92,0,0.9944,158,4000,78.402664,79.760315
39858,8,139.91,0,0.9944,162,4000,77.708305,78.84328
39859,8,77.62,0,0.9944,165,4000,77.315575,79.052216
39867,8,0.03,0,0.9946,175,5000,80.180046,86.229904
39868,7,0.22,0,0.9947,178,5000,79.65685,87.3455
39869,7,0.05,0,0.9947,187,5000,78.68157,89.77638
39870,6,0.28,0,0.9949,212,6000,80.426216,90.80884
39871,7,0.11,0,0.9947,179,5000,79.60998,89.99449
40525,7,57.99,0,0.9948,196,5000,77.79965,87.83756
40526,7,639.27,0,0.9948,199,5000,77.61281,87.10417
40527,7,448.18,0,0.9948,199,5000,77.556244,86.88783
40528,6,403.76,0,0.9948,200,5000,77.46905,86.79383
40539,8,35.05,0,0.9944,160,4000,78.05216,81.566765
40540,8,39.55,0,0.9944,158,4000,78.30134,80.542854
40541,8,189.81,0,0.9944,159,4000,78.15146,80.05541
40542,8,54.61,0,0.9943,158,4000,78.45558,79.98853
40543,8,62.61,0,0.9944,161,4000,77.92778,80.37623
40544,7,26.26,0,0.9947,184,5000,78.9518,82.909386
40545,8,15.62,0,0.9945,171,4000,76.62137,81.01919
40555,6,0.05,0,0.9948,206,6000,80.96945,92.17197
40556,6,0.12,0,0.9949,214,6000,80.190704,88.1662
40557,6,0.12,0,0.9948,207,6000,80.82737,88.09939
40558,8,0.19,0,0.9944,161,4000,77.88504,85.2685
41209,7,369.46,0,0.9948,196,5000,77.87671,87.76052
41210,7,649.88,0,0.9948,196,5000,77.8356,87.582275
41211,7,478.27,0,0.9948,199,5000,77.56782,86.79543
41212,6,277.47,0,0.9948,202,5000,77.344574,86.252396
41213,8,135.62,0,0.9944,165,4000,77.36248,85.71862
41214,8,201.73,0,0.9946,175,4000,76.16442,83.871124
41224,8,67.09,0,0.9943,158,4000,78.428185,80.652756
41225,8,74.87,0,0.9944,159,4000,78.26948,80.07957
41226,8,77.4,0,0.9944,162,4000,77.78629,79.150215
41227,8,128.11,0,0.9944,165,4000,77.30117,79.226105
41228,8,131.31,0,0.9945,167,4000,77.10956,79.82953
41229,8,63.95,0,0.9945,168,4000,76.90301,80.629814
41230,7,0.15,0,0.9947,181,5000,79.3884,84.166504
41231,8,0.92,0,0.9944,165,4000,77.40816,81.6326
41236,7,0.76,0,0.9947,179,5000,79.531715,86.268524
41241,7,12.73,0,0.9947,179,5000,79.59448,86.541145
41242,7,102.04,0,0.9946,176,5000,80.0131,86.366554
41243,8,85.63,0,0.9942,152,4000,79.487686,85.85119
41244,8,69.14,0,0.9943,157,4000,78.480606,84.46262
41245,9,125.82,0,0.9942,150,4000,79.85158,86.2968
41246,9,51.78,0,0.9942,148,4000,80.297005,87.00322
41893,7,223.42,0,0.9948,197,5000,77.76032,87.62506
41894,7,579.23,0,0.9948,194,5000,77.9866,87.6753
41895,7,189.08,0,0.9948,194,5000,77.99053,87.349785
41896,7,50.79,0,0.9948,198,5000,77.70194,87.04764
41897,8,13.18,0,0.9945,171,4000,76.591255,85.59419
41898,7,13.6,0,0.9946,184,4000,75.22957,82.9814
41899,8,70.92,0,0.9945,172,4000,76.469986,83.70166
41900,7,202.04,0,0.9946,180,4000,75.56927,82.054276
41906,8,106.83,0,0.9944,165,4000,77.40242,81.30542
41907,8,78.78,0,0.9944,163,4000,77.56491,79.528786
41908,8,42.19,0,0.9944,161,4000,77.91281,80.456825
41909,8,202.37,0,0.9943,157,4000,78.60191,81.16506
41910,9,213.28,0,0.9942,149,4000,80.0019,81.6541
41911,8,64.44,0,0.9943,153,4000,79.24051,81.75253
41912,8,10.63,0,0.9943,157,4000,78.487656,82.37829
41913,8,70.1,0,0.9944,160,4000,78.063095,81.925095
41914,8,29.53,0,0.9944,160,4000,78.03067,81.41809
41915,8,2.49,0,0.9944,164,4000,77.467415,81.59159
41921,7,0.26,0,0.9947,191,5000,78.3296,87.180824
41925,7,247.11,0,0.9947,179,5000,79.62356,86.290695
41926,7,72.94,0,0.9947,180,5000,79.480965,85.621254
41927,7,178.65,0,0.9947,180,5000,79.471725,85.12006
41928,8,94.12,0,0.9943,156,4000,78.634155,84.2798
41929,8,201.28,0,0.9942,151,4000,79.64592,86.22024
41930,8,253.57,0,0.9942,151,4000,79.587074,86.34678
41931,9,56.41,0,0.9942,149,4000,80.00577,87.06153
41932,6,136.62,0,0.9949,212,6000,80.38289,91.10779
41933,6,91.05,0,0.9948,202,6000,81.38378,91.48688
41934,8,34.95,0,0.9946,174,5000,80.21,89.47472
41935,7,0.25,0,0.9948,199,6000,81.622406,90.88536
42578,7,532.78,0,0.9948,196,5000,77.8065,87.6743
42579,7,414.7,0,0.9948,197,5000,77.71702,87.6043
42580,8,15.02,0,0.9945,166,4000,77.13521,87.27113
42581,7,0.03,0,0.9947,186,5000,78.77582,88.240234
42584,7,4.31,0,0.9946,184,4000,75.26963,82.00094
42585,7,159.22,0,0.9946,186,4000,75.10501,81.49003
42586,7,361.39,0,0.9946,185,4000,75.18361,80.891914
42587,7,125.77,0,0.9946,183,4000,75.29217,81.11975
42590,8,79.56,0,0.9944,165,4000,77.39871,82.07938
42591,7,123.98,0,0.9947,190,5000,78.40234,80.51552
42592,7,108.59,0,0.9947,188,5000,78.57502,79.75062
42593,7,332.59,0,0.9947,183,5000,79.0706,80.14028
42594,8,193.28,0,0.9943,153,4000,79.1641,80.26849
42595,8,174.41,0,0.9943,155,4000,78.80942,80.71115
42596,8,7.47,0,0.9942,151,4000,79.575745,81.966736
42597,8,52.19,0,0.9943,158,4000,78.385475,81.423386
42598,8,10.35,0,0.9944,165,4000,77.316536,80.845566
42605,8,7.53,0,0.9944,162,4000,77.784004,86.04193
42606,7,5.94,0,0.9947,190,5000,78.40985,86.35932
42607,7,17.39,0,0.9948,193,5000,78.14308,86.338844
42608,6,0.15,0,0.9949,210,6000,80.529015,89.091965
42609,7,93.06,0,0.9947,178,5000,79.74885,86.519104
42610,7,99.43,0,0.9946,175,5000,80.11252,85.48901
42611,8,283.42,0,0.9943,156,4000,78.7876,83.82324
42612,8,248.99,0,0.9943,158,4000,78.42845,83.22145
42613,8,177.07,0,0.9943,152,4000,79.441246,84.826355
42614,9,78.78,0,0.9942,150,4000,79.86584,86.19329
42615,9,86.37,0,0.9942,149,4000,80.01819,88.45335
42616,6,85.91,0,0.9948,208,6000,80.70872,89.16355
42617,6,371.27,0,0.9949,210,6000,80.560844,90.77151
42618,8,120.05,0,0.9946,169,5000,81.10844,90.89354
42619,6,3.54,0,0.9948,204,6000,81.133575,91.062775
42620,8,74.13,0,0.9946,172,5000,80.53822,91.08974
42621,6,12.76,0,0.9948,202,6000,81.37251,87.26238
42622,6,83.22,0,0.9948,203,6000,81.27858,87.572075
42623,8,16.17,0,0.9946,171,5000,80.80325,86.79919
43262,6,427.97,0,0.9948,200,5000,77.50166,87.60592
43263,6,485.24,0,0.9948,201,5000,77.42938,87.547554
43264,8,171.35,0,0.9945,167,4000,77.05955,87.28623
43265,8,18.84,0,0.9945,168,4000,76.88345,86.8757
43270,7,40.34,0,0.9946,177,4000,75.88973,81.944916
43271,7,134.29,0,0.9946,180,4000,75.57531,81.19058
43272,7,312.75,0,0.9946,180,4000,75.57439,80.68734
43274,8,81.03,0,0.9944,164,4000,77.48771,82.51926
43276,7,238.17,0,0.9947,182,5000,79.233864,80.34304
43277,7,185.72,0,0.9947,180,5000,79.47259,80.69658
43278,9,204.75,0,0.9942,149,4000,79.97139,81.006516
43279,6,180.9,0,0.9948,208,6000,80.62141,82.27803
43280,8,64.51,0,0.9945,166,4000,77.20957,79.32411
43281,8,65.85,0,0.9944,163,4000,77.6637,80.056335
43282,8,17.72,0,0.9944,161,4000,77.870674,81.11348
43289,7,0.86,0,0.9948,197,5000,77.75856,85.79469
43290,7,138.05,0,0.9948,195,5000,77.93973,85.333015
43291,7,8.0,0,0.9947,192,5000,78.203415,86.15721
43292,7,4.13,0,0.9947,184,5000,78.98601,85.17321
43293,7,83.65,0,0.9947,186,5000,78.71608,83.63924
43294,7,257.53,0,0.9947,179,5000,79.535446,84.426895
43295,8,207.2,0,0.9943,154,4000,79.14263,83.62736
43296,8,287.58,0,0.9943,152,4000,79.40534,84.4375
43297,8,215.91,0,0.9943,154,4000,79.1293,84.567665
43298,8,211.74,0,0.9943,153,4000,79.32337,87.56763
43299,9,57.0,0,0.9942,149,4000,79.94469,87.993546
43300,6,420.99,0,0.9949,212,6000,80.33848,88.37651
43301,7,235.77,0,0.9946,175,5000,80.08797,88.246124
43302,6,101.6,0,0.9948,203,6000,81.27512,91.66872
43303,6,52.46,0,0.9948,209,6000,80.62198,91.1617
43304,8,186.4,0,0.9945,167,5000,81.3545,87.380135
43305,8,147.82,0,0.9946,168,5000,81.25431,86.8268
43306,8,207.53,0,0.9946,169,5000,80.99108,86.34201
43307,8,193.25,0,0.9946,170,5000,80.82972,86.40107
43308,8,78.75,0,0.9945,166,5000,81.56814,86.46768
43309,8,33.8,0,0.9946,169,5000,80.97239,85.21087
43310,8,0.86,0,0.9946,168,5000,81.17033,86.060684
43311,7,0.08,0,0.9948,187,6000,83.1085,89.04869
43946,8,210.17,0,0.9945,166,4000,77.17879,87.521805
43947,8,293.49,0,0.9945,167,4000,77.04855,87.40476
43948,8,99.28,0,0.9945,166,4000,77.17921,87.63393
43949,8,12.24,0,0.9945,167,4000,77.035126,87.29662
43955,7,13.62,0,0.9946,180,4000,75.57627,81.36476
43956,7,433.32,0,0.9946,176,4000,76.00211,80.79078
43957,8,226.32,0,0.9945,167,4000,77.03916,82.752464
43959,7,204.94,0,0.9947,186,5000,78.8308,84.38777
43961,7,117.23,0,0.9947,178,5000,79.65918,79.8663
43962,7,299.4,0,0.9947,179,5000,79.643425,80.6744
43963,8,113.79,0,0.9942,151,4000,79.627464,81.23067
43965,8,2.74,0,0.9943,157,4000,78.47371,81.50028
43973,7,9.14,0,0.9948,193,5000,78.12125,85.05146
43974,7,123.4,0,0.9948,192,5000,78.1878,84.96348
43975,7,36.22,0,0.9947,191,5000,78.28803,85.47716
43976,7,6.05,0,0.9946,175,5000,80.10347,85.77662
43977,7,204.36,0,0.9947,188,5000,78.58373,83.26033
43978,7,338.89,0,0.9947,182,5000,79.20495,83.36429
43979,6,662.37,0,0.9949,218,6000,79.862366,84.14529
43980,6,569.42,0,0.9949,217,6000,79.97756,85.295
43981,8,189.51,0,0.9943,154,4000,79.01771,84.5368
43982,9,160.15,0,0.9942,149,4000,80.034454,88.26042
43983,9,165.64,0,0.9942,149,4000,79.98354,88.006195
43984,9,207.67,0,0.9942,150,4000,79.862885,87.61223
43985,8,96.49,0,0.9946,175,5000,80.19713,88.24644
43987,6,65.85,0,0.9948,202,6000,81.37351,86.999695
43988,8,267.27,0,0.9946,169,5000,80.96805,86.80162
43989,8,234.79,0,0.9946,169,5000,81.058014,86.51574
43990,6,585.13,0,0.9948,202,6000,81.338684,86.47607
43991,6,242.01,0,0.9948,201,6000,81.459915,86.51859
43992,8,9.03,0,0.9946,170,5000,80.86724,84.86326
43993,8,74.64,0,0.9946,170,5000,80.96916,84.90159
43994,8,0.82,0,0.9945,165,5000,81.82628,86.61356
43995,7,9.08,0,0.9948,192,6000,82.387886,88.029015
43996,7,12.17,0,0.9948,193,6000,82.28436,92.21948
43997,7,56.19,0,0.9948,193,6000,82.26968,91.81962
43998,7,11.67,0,0.9947,192,5000,78.20115,87.21772
43999,7,54.52,0,0.9947,185,5000,78.89568,87.3343
44000,7,4.28,0,0.9948,188,6000,83.01135,91.64394
44630,8,406.71,0,0.9945,168,4000,76.886375,80.38967
44631,8,381.83,0,0.9945,169,4000,76.84485,80.576416
44632,8,42.13,0,0.9945,173,4000,76.35791,80.11293
44639,7,17.98,0,0.9946,178,4000,75.81973,80.45606
44642,8,97.55,0,0.9944,162,4000,77.785774,79.01782
44644,7,87.05,0,0.9947,178,5000,79.69404,80.81274
44645,7,109.97,0,0.9947,178,5000,79.734695,80.39097
44646,7,370.49,0,0.9947,177,5000,79.78924,80.75744
44647,7,177.23,0,0.9947,177,5000,79.888725,81.163124
44648,8,3.54,0,0.9943,157,4000,78.47567,80.46692
44655,8,0.06,0,0.9944,164,4000,77.43803,86.66088
44658,7,45.41,0,0.9947,189,5000,78.45152,85.14566
44659,7,104.62,0,0.9947,190,5000,78.3769,84.501366
44660,7,294.66,0,0.9947,179,5000,79.585724,84.73257
44661,7,257.45,0,0.9947,180,5000,79.45517,84.08563
44662,8,188.97,0,0.9943,157,4000,78.46489,82.15734
44663,9,247.48,0,0.9942,150,4000,79.88351,83.868835
44664,8,320.53,0,0.9946,171,5000,80.67922,85.13319
44665,8,149.87,0,0.9946,173,5000,80.46755,85.31444
44666,8,115.32,0,0.9942,150,4000,79.80911,88.16108
44667,9,55.98,0,0.9942,147,4000,80.41476,88.400154
44668,8,62.22,0,0.9946,172,5000,80.62685,88.530815
44669,8,46.71,0,0.9946,167,5000,81.32757,88.41343
44670,8,34.53,0,0.9945,165,5000,81.76036,87.99797
44671,6,97.77,0,0.9948,200,6000,81.52199,86.79869
44672,8,221.02,0,0.9946,168,5000,81.18032,85.58014
44673,8,187.42,0,0.9946,169,5000,80.99156,85.62126
44674,7,141.71,0,0.9948,198,6000,81.78605,86.62446
44675,8,110.93,0,0.9945,167,5000,81.39822,86.14609
44676,8,146.02,0,0.9946,170,5000,80.91853,84.06717
44677,7,18.69,0,0.9948,196,6000,81.97409,86.19514
44678,7,8.33,0,0.9948,194,6000,82.21624,86.84198
44679,8,59.5,0,0.9945,167,5000,81.46365,86.87091
44680,7,193.59,0,0.9948,199,6000,81.64686,91.75025
44681,7,30.78,0,0.9948,195,6000,82.05038,91.63102
44682,7,5.7,0,0.9947,181,5000,79.35107,88.28022
44683,8,138.16,0,0.9946,170,5000,80.81774,88.732796
44684,7,102.14,0,0.9948,198,6000,81.77435,90.05374
44685,7,19.4,0,0.9948,198,6000,81.76884,90.580734
44686,7,0.13,0,0.9948,193,6000,82.375854,91.79211
44687,7,0.14,0,0.9948,199,6000,81.707115,90.607765
44688,6,22.94,0,0.9948,202,6000,81.292854,90.28093
45314,8,480.29,0,0.9945,169,4000,76.85649,80.14486
45315,8,484.98,0,0.9945,172,4000,76.44297,79.94294
45316,7,224.64,0,0.9946,179,4000,75.66894,79.19083
45317,7,3.53,0,0.9946,180,4000,75.638,79.60536
45322,7,8.2,0,0.9946,179,4000,75.69473,79.71421
45323,7,52.87,0,0.9946,180,4000,75.629715,79.36163
45325,7,250.38,0,0.9948,196,5000,77.80555,78.6968
45327,7,24.76,0,0.9947,184,5000,78.98983,81.25433
45328,7,76.44,0,0.9947,183,5000,79.10207,80.28273
45329,7,147.26,0,0.9947,178,5000,79.69122,80.58962
45330,7,253.15,0,0.9947,177,5000,79.87484,80.70365
45331,7,270.5,0,0.9947,178,5000,79.729904,80.96032
45332,8,10.65,0,0.9946,171,5000,80.71542,83.15908
45341,7,4.09,0,0.9947,188,5000,78.54284,86.01419
45342,7,109.09,0,0.9947,183,5000,79.136505,83.35733
45343,8,145.7,0,0.9946,175,5000,80.19301,84.02725
45344,7,329.36,0,0.9947,179,5000,79.60953,83.33371
45345,7,349.59,0,0.9947,187,5000,78.72132,82.51303
45346,7,416.79,0,0.9947,178,5000,79.72303,83.133644
45347,7,346.44,0,0.9946,175,5000,80.05928,83.97373
45348,9,327.87,0,0.9942,149,4000,80.05614,84.29031
45349,9,194.0,0,0.9941,146,4000,80.675766,84.29271
45350,9,253.55,0,0.9941,146,4000,80.69914,89.239655
45351,8,249.56,0,0.9946,175,5000,80.14546,88.31296
45352,8,217.08,0,0.9946,168,5000,81.20952,89.60209
45353,8,55.12,0,0.9945,165,5000,81.716705,89.326355
45354,8,39.75,0,0.9945,167,5000,81.44476,87.7409
45355,8,110.51,0,0.9946,168,5000,81.18898,86.84171
45356,8,159.35,0,0.9945,167,5000,81.42398,85.503685
45357,8,149.55,0,0.9946,169,5000,81.08368,84.66862
45358,6,77.69,0,0.9948,200,6000,81.53674,85.844955
45359,7,124.25,0,0.9948,195,6000,82.1145,85.39384
45360,6,154.12,0,0.9948,204,6000,81.16825,84.02206
45361,7,88.78,0,0.9948,197,6000,81.8941,85.137634
45362,7,54.21,0,0.9948,195,6000,82.10064,85.25274
45363,7,154.39,0,0.9948,195,6000,82.14132,85.78166
45364,8,85.04,0,0.9946,168,5000,81.163574,91.61794
45365,7,37.0,0,0.9948,192,6000,82.399414,92.13888
45366,8,1.96,0,0.9945,166,5000,81.568695,87.78245
45367,8,202.55,0,0.9946,169,5000,80.99618,88.334915
45368,7,217.61,0,0.9948,195,6000,82.050606,88.10213
45369,7,39.26,0,0.9948,197,6000,81.849365,89.19889
45370,7,20.65,0,0.9948,198,6000,81.721405,89.7668
45371,7,124.53,0,0.9948,199,6000,81.67728,90.35155
45372,8,139.95,0,0.9946,169,5000,81.01047,89.980415
45373,8,39.1,0,0.9946,169,5000,81.06816,92.26209
45374,8,46.54,0,0.9946,169,5000,81.07523,91.73067
45375,8,135.87,0,0.9946,170,5000,80.96711,91.121826
45376,8,30.77,0,0.9945,164,5000,81.88518,92.472984
45377,7,0.27,0,0.9948,190,6000,82.67775,94.021835
45998,6,731.33,0,0.9948,207,5000,77.00001,80.108795
45999,8,464.95,0,0.9945,174,4000,76.26103,79.56702
46000,7,185.42,0,0.9946,179,4000,75.71459,79.03214
46001,7,5.08,0,0.9946,179,4000,75.73227,79.2052
46002,7,20.12,0,0.9946,183,4000,75.307045,78.46131
46004,7,13.77,0,0.9946,183,4000,75.30659,77.827896
46005,7,117.08,0,0.9946,177,4000,75.87249,78.86181
46007,8,230.37,0,0.9945,171,4000,76.5758,77.61526
46008,8,169.81,0,0.9944,164,4000,77.42309,78.25847
46011,7,30.21,0,0.9947,183,5000,79.100395,82.211464
46012,7,72.04,0,0.9947,181,5000,79.31528,80.853905
46013,7,164.17,0,0.9947,180,5000,79.47314,80.84067
46014,7,379.8,0,0.9946,175,5000,80.07049,81.23378
46015,9,69.39,0,0.9942,149,4000,79.99885,82.01157
46016,8,5.85,0,0.9943,158,4000,78.45413,80.181656
46025,7,12.88,0,0.9947,186,5000,78.74568,85.03632
46026,7,131.36,0,0.9947,188,5000,78.60246,82.55304
46027,7,341.98,0,0.9947,178,5000,79.7554,83.10388
46028,7,335.96,0,0.9947,181,5000,79.38575,82.88441
46029,7,471.81,0,0.9947,183,5000,79.08569,82.349884
46030,7,425.6,0,0.9947,177,5000,79.84766,83.070114
46031,7,376.75,0,0.9947,181,5000,79.3801,82.325066
46032,8,447.32,0,0.9946,172,5000,80.60666,83.614365
46033,9,242.48,0,0.9942,148,4000,80.27588,83.2853
46034,9,215.73,0,0.9942,148,4000,80.325096,83.315765
46035,8,275.1,0,0.9946,171,5000,80.73651,83.87611
46036,6,582.67,0,0.9948,201,6000,81.47222,89.97725
46037,6,240.59,0,0.9948,200,6000,81.493126,88.56266
46038,8,241.47,0,0.9946,169,5000,81.04538,85.83691
46039,8,163.08,0,0.9945,165,5000,81.65392,85.931244
46040,7,355.71,0,0.9948,200,6000,81.56993,84.56668
46041,6,352.18,0,0.9948,206,6000,80.9262,83.97994
46042,6,303.54,0,0.9948,203,6000,81.2389,84.52414
46043,7,59.36,0,0.9948,195,6000,82.09248,85.51885
46044,6,104.76,0,0.9948,203,6000,81.20974,83.68573
46045,7,407.56,0,0.9948,200,6000,81.57233,84.50742
46046,7,147.09,0,0.9948,193,6000,82.34835,85.387764
46047,7,289.71,0,0.9948,195,6000,82.07975,85.75612
46048,7,142.67,0,0.9948,198,6000,81.75992,87.570076
46049,7,91.21,0,0.9948,191,6000,82.61313,88.50418
46050,7,84.07,0,0.9948,195,6000,82.10528,88.07631
46051,8,158.64,0,0.9945,164,5000,81.86264,87.42294
46052,7,393.43,0,0.9948,198,6000,81.72527,88.168816
46053,6,43.1,0,0.9948,201,6000,81.48306,88.7274
46054,6,110.8,0,0.9948,202,6000,81.36351,89.34916
46055,6,362.31,0,0.9948,202,6000,81.33454,89.968765
46056,8,56.82,0,0.9946,171,5000,80.72986,90.34046
46058,8,20.46,0,0.9946,168,5000,81.15488,91.41224
46059,8,272.6,0,0.9945,165,5000,81.70866,91.595985
46060,8,171.05,0,0.9946,167,5000,81.45189,91.51117
46061,7,0.01,0,0.9948,186,6000,83.24308,93.892715
46062,7,0.14,0,0.9948,189,6000,82.79991,93.71418
46063,8,37.63,0,0.9945,164,5000,81.96034,92.91968
46064,8,2.12,0,0.9945,164,5000,81.990105,92.20846
46066,7,0.04,0,0.9948,190,6000,82.736565,94.7997
46362,8,0.09,0,0.9946,160,7000,94.2769,99.767395
46682,6,788.96,0,0.9948,211,5000,76.712975,79.54163
46683,8,439.43,0,0.9946,174,4000,76.186325,79.1554
46684,7,455.21,0,0.9946,177,4000,75.87565,79.05588
46685,8,259.13,0,0.9945,173,4000,76.332634,79.70183
46686,7,155.23,0,0.9946,178,4000,75.803375,78.706726
46687,8,7.03,0,0.9946,175,4000,76.173546,78.416435
46688,7,170.62,0,0.9946,181,4000,75.52042,77.630516
46690,8,411.44,0,0.9946,174,4000,76.20454,77.75499
46691,8,335.47,0,0.9945,168,4000,77.00343,78.45815
46692,8,145.46,0,0.9944,163,4000,77.61338,78.62823
46693,7,78.93,0,0.9948,197,5000,77.765175,79.338455
46694,7,19.54,0,0.9947,187,5000,78.66914,81.22844
46695,7,20.27,0,0.9947,181,5000,79.30797,81.87573
46696,7,65.29,0,0.9947,178,5000,79.73356,81.98817
46697,7,196.53,0,0.9947,180,5000,79.51072,80.99086
46698,7,90.06,0,0.9947,178,5000,79.76935,81.25223
46699,8,26.98,0,0.9945,167,5000,81.459656,83.61049
46701,8,1.49,0,0.9943,155,4000,78.95202,81.02408
46702,8,2.87,0,0.9945,165,5000,81.69412,84.70511
46703,8,0.96,0,0.9946,167,5000,81.37393,84.33309
46704,8,0.04,0,0.9943,155,4000,78.94705,81.912315
46705,8,9.01,0,0.9944,161,4000,77.87816,81.480415
46706,8,1.6,0,0.9944,158,4000,78.30206,82.08884
46707,8,0.19,0,0.9945,164,5000,81.9017,86.26621
46708,8,1.11,0,0.9945,164,5000,81.90171,88.05289
46709,7,33.97,0,0.9947,187,5000,78.70755,84.49159
46710,7,36.35,0,0.9947,178,5000,79.68149,84.03491
46711,8,140.52,0,0.9943,156,4000,78.681595,82.466736
46712,7,176.78,0,0.9947,182,5000,79.18772,82.23256
46713,7,329.25,0,0.9947,183,5000,79.09865,82.153755
46714,7,453.74,0,0.9947,181,5000,79.34391,82.273384
46715,7,430.28,0,0.9947,181,5000,79.28997,82.05347
46716,7,329.64,0,0.9947,176,5000,79.92022,82.90483
46717,9,272.21,0,0.9942,150,4000,79.89659,82.6281
46718,9,303.17,0,0.9942,147,4000,80.464134,83.2988
46719,8,241.17,0,0.9946,171,5000,80.762184,84.87272
46720,7,392.68,0,0.9948,197,6000,81.86322,86.256645
46721,6,481.1,0,0.9948,204,6000,81.08451,85.92587
46722,8,271.41,0,0.9946,171,5000,80.72539,84.87173
46723,7,297.52,0,0.9948,200,6000,81.53573,85.5532
46724,7,282.43,0,0.9948,200,6000,81.58301,84.665665
46725,6,159.35,0,0.9948,204,6000,81.131325,83.73582
46726,6,28.91,0,0.9948,204,6000,81.14474,83.61799
46727,7,75.23,0,0.9948,190,6000,82.62372,85.069275
46728,6,149.09,0,0.9948,200,6000,81.53723,83.46106
46729,7,292.69,0,0.9948,196,6000,81.94973,84.95883
46730,7,149.42,0,0.9948,193,6000,82.35969,84.92659
46731,7,175.49,0,0.9948,193,6000,82.29294,86.1095
46732,7,182.6,0,0.9948,194,6000,82.15188,87.153786
46733,7,78.32,0,0.9948,190,6000,82.75259,87.28351
46734,7,395.79,0,0.9948,193,6000,82.33771,87.37343
46735,7,273.78,0,0.9948,196,6000,81.91808,87.73715
46736,6,162.57,0,0.9948,200,6000,81.51187,88.55707
46737,6,247.94,0,0.9948,203,6000,81.19184,88.457664
46738,7,57.56,0,0.9948,198,6000,81.709366,89.88251
46739,7,65.06,0,0.9948,197,6000,81.85144,90.64624
46741,8,8.12,0,0.9946,171,5000,80.75602,90.00589
46742,8,1.31,0,0.9946,168,5000,81.15647,91.77007
46743,8,139.42,0,0.9945,162,5000,82.25519,91.90389
46744,8,290.61,0,0.9945,166,5000,81.58365,91.1579
46745,7,0.05,0,0.9948,187,6000,83.057556,93.06865
46746,7,0.03,0,0.9948,187,6000,83.057556,93.09702
46747,8,25.97,0,0.9945,163,5000,82.17282,91.824646
46748,8,31.63,0,0.9945,165,5000,81.789665,91.48413
46752,7,0.04,0,0.9948,184,6000,83.434425,95.80117
46753,7,287.83,0,0.9948,187,6000,83.100555,94.98594
46755,7,103.45,0,0.9948,191,6000,82.51651,92.280235
47039,8,9.71,0,0.9946,157,7000,95.38798,101.29792
47040,8,53.53,0,0.9945,155,7000,96.38035,102.29055
47041,8,5.9,0,0.9945,157,7000,95.63847,101.54848
47044,9,0.0,0,0.9943,144,6000,93.62025,99.58164
47045,8,122.9,0,0.9946,161,7000,94.16028,99.806274
47046,8,264.19,0,0.9946,162,7000,93.89583,99.537056
47047,9,144.39,0,0.9942,142,6000,94.42312,100.23045
47048,9,21.22,0,0.9942,142,6000,94.47785,99.78488
47366,6,763.33,0,0.9948,217,5000,76.290886,78.839966
47367,7,487.93,0,0.9946,177,4000,75.912834,78.78547
47368,8,464.03,0,0.9945,174,4000,76.21263,79.335785
47369,8,495.98,0,0.9945,174,4000,76.22598,79.572586
47370,7,471.59,0,0.9946,177,4000,75.94897,79.504
47371,7,400.88,0,0.9946,180,4000,75.652885,77.901474
47372,7,417.22,0,0.9946,178,4000,75.81008,77.55355
47373,8,246.8,0,0.9945,172,4000,76.41611,78.16979
47374,8,310.22,0,0.9945,170,4000,76.64181,78.19982
47375,8,241.5,0,0.9945,168,4000,76.91943,78.45809
47376,8,130.52,0,0.9944,164,4000,77.49245,79.26211
47377,7,57.46,0,0.9948,194,5000,78.01409,80.2541
47378,7,52.41,0,0.9947,182,5000,79.17828,80.5855
47379,7,58.35,0,0.9947,179,5000,79.63223,81.47133
47380,7,122.81,0,0.9947,176,5000,79.95888,81.990875
47381,7,206.76,0,0.9947,178,5000,79.76,81.263565
47382,8,33.46,0,0.9942,151,4000,79.65999,81.319466
47383,7,13.42,0,0.9948,195,6000,82.099754,84.25577
