sc_point_gid,class,capacity,capital_adder_per_mw,cf,mean_resource_temp
82984,10,0,0,0,0
82985,10,0.17,0,0.0795,15.060115
82986,8,4.85,0,0.8455,159.8761
82987,10,2.21,0,0.2852,53.538002
82988,10,0,0,0,0
82989,10,1.93,0,0.5841,121.66115
82990,10,0.19,0,0.0247,4.9312515
82991,10,0,0,0,0
82992,10,2.13,0,0.3823,70.48171
82993,7,3.5,0,0.945,175.16095
82994,10,1.08,0,0.539,97.43704
82995,10,0,0,0,0
82998,10,0,0,0,0
82999,10,0,0,0,0
83000,10,0,0,0,0
83001,10,0,0,0,0
83002,10,0,0,0,0
83003,10,0,0,0,0
83004,10,0,0,0,0
83005,10,0,0,0,0
83006,10,0,0,0,0
83007,10,1.2,0,0.3131,53.739143
83008,10,3.46,0,0.4289,77.68118
83009,9,4.33,0,0.748,127.736984
83010,10,0,0,0,0
83011,10,0,0,0,0
83012,10,0,0,0,0
83013,10,0,0,0,0
83014,10,0,0,0,0
83016,10,0,0,0.0355,5.5872965
83017,10,0,0,0,0
83018,10,0,0,0,0
83603,10,5.77,0,0.7056,120.07786
83604,10,0.08,0,0.0556,9.231068
83606,10,0,0,0,0
83607,10,0,0,0,0
83609,10,0,0,0,0
83610,10,0,0,0,0
83611,10,0,0,0,0
83612,10,0,0,0,0
83613,10,0,0,0,0
83614,10,0,0,0,0
83615,10,0.81,0,0.0956,16.564962
83616,10,1.29,0,0.6141,101.89588
83617,10,1.7,0,0.5231,93.6049
83618,8,10.18,0,0.7129,153.03897
83619,10,4.78,0,0.6305,124.60024
83620,10,1.63,0,0.5453,102.25177
83621,7,4.22,0,0.945,175.28506
83622,8,4.95,0,0.9297,166.1506
83623,10,2.56,0,0.3066,53.876022
83624,8,1.2,0,0.9184,163.10753
83625,9,5.51,0,0.8969,144.28914
83626,10,2.78,0,0.5225,83.61156
83627,10,0,0,0,0
83628,10,1.8,0,0.0946,16.107296
83629,8,13.69,0,0.945,166.42772
83630,8,16.4,0,0.945,168.07852
83631,10,1.16,0,0.0941,15.0696745
83632,10,0,0,0,0
83633,10,0.68,0,0.5804,92.30277
83634,8,2.2,0,0.945,154.11946
83635,10,0,0,0,0
83637,10,0,0,0,0
83638,10,0,0,0,0
83639,10,0.8,0,0.4094,64.77299
83640,9,10.07,0,0.8364,137.84991
83641,10,1.56,0,0.1169,19.98211
83642,10,3.95,0,0.2461,42.273823
83643,8,12.63,0,0.945,173.86937
83644,8,0.11,0,0.945,160.03986
83646,10,0,0,0,0
83647,10,0,0,0,0
83648,10,1.09,0,0.1196,19.81312
83649,10,0.42,0,0.0472,8.419064
83650,10,8.25,0,0.5587,97.1179
83651,10,0.72,0,0.5046,85.052185
83652,10,0,0,0,0
83653,10,0,0,0,0
83654,10,0,0,0,0
83655,10,0,0,0,0
83656,10,0,0,0,0
83657,10,0,0,0,0
83658,10,0.97,0,0.3633,59.553764
83659,9,6.04,0,0.7896,132.64746
83660,10,4.16,0,0.2339,39.148647
83661,10,0,0,0,0
83662,10,0,0,0,0
83663,10,0,0,0,0
83664,10,0,0,0,0
83665,10,0,0,0,0
83666,10,1.29,0,0.222,41.49977
83667,10,0.35,0,0.1112,20.798391
83668,10,0.28,0,0.1881,30.53172
83669,9,1.14,0,0.7512,128.00508
83670,10,0.09,0,0.3024,56.733635
83671,10,0,0,0,0
83672,10,0,0,0,0
83673,10,0,0,0,0
83674,10,0,0,0,0
83675,10,0,0,0,0
83676,10,0.76,0,0.2625,48.619774
83681,10,0,0,0,0
83683,10,0,0,0,0
83684,10,0,0,0,0
83685,10,0,0,0,0
83686,10,0,0,0,0
83687,10,0,0,0,0
83688,10,0,0,0,0
83689,10,0,0,0,0
83690,10,0,0,0,0
83691,10,0,0,0,0
83692,10,0,0,0,0
83693,10,0.93,0,0.0637,10.8529215
83694,10,0.5,0,0.219,35.598988
83695,10,0,0,0,0
83696,10,0,0,0,0
83697,10,0,0,0,0
83698,9,0.27,0,0.7714,125.15196
83699,8,0.42,0,0.945,153.61392
83700,9,0.07,0,0.9045,140.4801
83701,10,0,0,0,0
83704,10,0,0,0,0
83705,10,0,0,0,0
83706,10,0,0,0,0
83707,10,0,0,0,0
84286,10,1.37,0,0.5914,101.52989
84287,10,3.78,0,0.5705,94.35381
84288,10,0,0,0,0
84290,10,0,0,0,0
84291,10,0,0,0,0
84294,10,0,0,0,0
84295,10,0,0,0,0
84296,10,0,0,0,0
84297,10,0,0,0,0
84298,10,1.02,0,0.1352,23.84654
84299,10,5.41,0,0.636,112.41167
84300,10,0.99,0,0.2285,39.389435
84301,10,1.9,0,0.5022,91.920944
84302,10,3.06,0,0.3983,81.85394
84303,8,9.96,0,0.903,174.09482
84304,10,0.48,0,0.2193,40.85251
84305,10,0.29,0,0.522,96.3255
84306,8,6.31,0,0.866,157.63058
84307,10,0.18,0,0.0364,6.748645
84308,10,0,0,0,0
84309,8,0.75,0,0.9225,159.56123
84310,10,0.54,0,0.2249,37.048428
84311,10,0,0,0,0
84312,10,4.96,0,0.4477,75.296135
84313,8,2.92,0,0.945,172.22333
84314,10,3.98,0,0.5251,94.05473
84315,10,0,0,0,0
84316,10,0.47,0,0.207,32.302055
84317,10,0.88,0,0.2806,44.38066
84318,10,0,0,0,0
84319,10,0,0,0,0
84320,10,0,0,0,0
84321,10,0,0,0,0
84322,10,0,0,0,0
84323,8,0.13,0,0.945,153.63293
84324,10,4.55,0,0.6769,113.57843
84325,10,3.59,0,0.4206,67.140175
84326,8,6.14,0,0.8432,151.30219
84327,8,4.74,0,0.9281,156.5467
84328,10,2.89,0,0.4912,81.2768
84329,10,0.92,0,0.0978,15.264086
84330,10,0,0,0,0
84331,10,0,0,0,0
84333,10,1.65,0,0.6585,115.95175
84334,10,0.03,0,0.0063,1.0673407
84335,10,0,0,0,0
84337,10,0,0,0,0
84338,10,0,0,0,0
84339,10,0,0,0,0
84340,10,0,0,0,0
84341,10,0,0,0,0
84342,10,0,0,0,0
84343,10,1.19,0,0.4359,74.34603
84344,10,6.81,0,0.4579,81.40951
84345,10,4.74,0,0.3001,50.565838
84346,10,0.78,0,0.0663,10.712263
84347,10,0,0,0,0
84348,10,0,0,0,0
84349,10,0,0,0,0
84350,10,0,0,0,0
84351,10,0,0,0,0
84352,10,0,0,0,0
84353,10,0.01,0,0.0048,0.8300623
84354,10,0.57,0,0.0709,12.4725895
84355,10,0,0,0,0
84356,10,0,0,0,0
84357,10,0,0,0,0
84358,10,0,0,0,0
84359,10,0,0,0,0
84360,10,0,0,0,0
84361,10,0,0,0,0
84362,10,0,0,0,0
84365,10,0,0,0,0
84366,10,0,0,0,0
84368,10,0,0,0,0
84369,10,0,0,0,0
84370,10,0,0,0,0
84371,10,0,0,0,0
84372,10,0,0,0,0
84373,10,0,0,0,0
84374,10,0,0,0,0
84375,10,0,0,0,0
84376,10,0,0,0,0
84377,10,0,0,0,0
84378,10,0.58,0,0.2795,44.864056
84381,10,0,0,0,0
84382,10,1.93,0,0.622,95.3926
84383,9,0.8,0,0.9425,143.90613
84384,10,0.01,0,0.0676,10.339846
84385,10,0,0,0,0
84386,10,0,0,0,0
84387,10,0,0,0,0
84388,10,0,0,0,0
84389,10,0,0,0,0
84390,10,0,0,0,0
84391,10,0,0,0,0
84392,10,0,0,0,0
84393,10,0,0,0,0
84969,8,12.26,0,0.9448,159.04802
84970,10,1.73,0,0.4171,69.83353
84971,10,2.76,0,0.2637,43.25669
84972,10,0,0,0,0
84973,10,0,0,0,0
84974,10,0,0,0,0
84975,10,0,0,0,0
84978,10,0,0,0,0
84979,10,0,0,0,0
84980,10,0,0,0,0
84981,10,0,0,0,0
84982,10,2.07,0,0.2611,48.279243
84983,10,7.24,0,0.5828,111.11683
84984,9,1.82,0,0.7852,138.7316
84985,9,1.85,0,0.7698,143.38594
84986,10,0.85,0,0.5735,111.361626
84987,7,0.02,0,0.9451,191.81036
84988,7,3.41,0,0.945,175.67342
84989,7,0.49,0,0.9451,181.25444
84990,10,0.11,0,0.0385,7.176723
84991,10,0.01,0,0.0555,10.18177
84992,10,0.18,0,0.5951,102.68384
84993,8,1.06,0,0.945,165.10574
84994,10,0,0,0,0
84995,10,0,0,0,0
84996,10,0.68,0,0.1385,22.1408
84997,10,1.25,0,0.5825,101.40938
84998,10,0,0,0,0
84999,10,0,0,0,0
85000,10,0.96,0,0.1449,22.612476
85001,10,0.15,0,0.0422,6.6390686
85002,10,0,0,0,0
85003,10,0.22,0,0.054,8.610374
85004,10,0.02,0,0.0485,7.731916
85005,10,0,0,0,0
85008,9,0.15,0,0.7972,129.9649
85009,10,0.95,0,0.6004,98.92408
85010,8,3.44,0,0.945,167.0701
85011,10,0,0,0,0
85012,10,0,0,0,0
85013,10,0,0,0,0
85014,10,0,0,0,0
85015,10,0,0,0,0
85017,10,0.23,0,0.6087,108.84292
85018,10,0,0,0,0
85020,10,0.66,0,0.2375,37.7322
85021,10,1.46,0,0.1772,27.738577
85022,10,0,0,0,0
85023,10,0,0,0,0
85024,10,0,0,0,0
85025,10,0,0,0,0
85026,10,0,0,0,0
85027,10,0,0,0,0
85028,10,0,0,0,0
85029,10,3.02,0,0.389,68.19544
85030,9,16.69,0,0.7494,126.82181
85031,10,13.43,0,0.6876,110.88774
85032,10,0.41,0,0.0185,2.9471798
85033,10,0.24,0,0.019,2.9686449
85034,10,3.52,0,0.3461,53.892967
85035,10,0.18,0,0.0176,2.802086
85036,10,0,0,0,0
85037,10,0,0,0,0
85038,10,0,0,0,0
85039,10,0,0,0,0
85040,10,0,0,0,0
85041,10,0,0,0,0
85042,10,0,0,0,0
85043,10,0,0,0,0
85044,10,0,0,0,0
85045,10,0,0,0,0
85049,10,0,0,0,0
85050,10,0,0,0,0
85051,10,0,0,0,0
85052,10,0,0,0,0
85053,10,0,0,0,0
85054,10,0,0,0,0
85055,10,0,0,0,0
85056,10,0,0,0,0
85057,10,0,0,0,0
85058,10,0,0,0,0
85059,10,0,0,0,0
85060,10,0,0,0,0
85061,10,0,0,0,0
85062,10,0,0,0,0
85063,10,0,0,0,0
85064,10,0,0,0,0
85065,10,0,0,0,0
85066,10,0.4,0,0.1325,20.201538
85067,10,0,0,0,0
85073,10,0,0,0,0
85074,10,0,0,0,0
85075,10,0,0,0,0
85076,10,0,0,0,0
85077,10,0,0,0,0
85653,10,21.68,0,0.6601,111.13709
85654,10,10.23,0,0.7045,117.40128
85655,10,0.86,0,0.0934,15.987561
85656,10,0,0,0.0004,0.064347625
85657,10,0,0,0,0
85659,10,0,0,0,0
85660,10,0,0,0,0
85662,10,0,0,0,0
85663,10,0,0,0,0
85664,10,0,0,0,0
85665,10,0.24,0,0.0779,15.168094
85666,7,10.38,0,0.9433,180.71046
85667,8,1.1,0,0.945,171.46024
85668,8,5.95,0,0.945,172.20004
85669,9,2.62,0,0.7648,136.05135
85670,8,1.32,0,0.9164,165.91995
85671,8,3.38,0,0.945,169.70522
85672,8,12.97,0,0.945,172.31007
85673,7,9.35,0,0.9108,181.75433
85674,9,1.18,0,0.6697,127.472336
85675,10,0.01,0,0.1709,31.384865
85677,8,0.18,0,0.8747,150.098
85678,8,0.14,0,0.938,165.15451
85679,10,0,0,0,0
85680,10,0.65,0,0.2145,36.56292
85681,10,3.11,0,0.5905,99.776146
85682,8,5.68,0,0.9377,162.11949
85683,10,7.1,0,0.5315,91.60361
85684,10,0,0,0,0
85685,10,0,0,0,0
85686,10,0,0,0,0
85687,10,0,0,0,0
85688,10,0,0,0,0
85690,8,0.34,0,0.8746,159.54843
85691,8,0.04,0,0.945,165.10437
85692,8,0.06,0,0.945,163.18382
85693,10,0,0,0,0
85694,7,5.05,0,0.9396,176.91153
85695,9,1.58,0,0.7857,135.62785
85696,10,0.8,0,0.6732,111.23484
85697,10,0,0,0,0
85698,10,0.08,0,0.6595,122.37187
85701,10,0.05,0,0.3134,54.79089
85703,10,0,0,0,0
85704,10,0.01,0,0.0066,1.0662303
85705,10,0,0,0,0
85706,10,0,0,0,0
85707,10,0,0,0,0
85708,10,0,0,0,0
85709,10,0,0,0,0
85710,10,0,0,0,0
85711,10,0,0,0,0
85712,10,0,0,0,0
85713,10,1.32,0,0.2313,39.472965
85714,10,3.22,0,0.1733,28.8563
85715,10,3.18,0,0.2425,38.82047
85716,10,0,0,0,0
85717,10,0,0,0,0
85718,10,1.92,0,0.1401,22.873753
85719,10,4.24,0,0.2315,38.60281
85720,10,0,0,0,0
85721,10,0,0,0,0
85722,10,0,0,0,0
85723,10,0,0,0,0
85724,10,0,0,0,0
85725,10,0,0,0,0
85726,10,0,0,0,0
85727,10,0,0,0,0
85728,10,0,0,0,0
85729,10,0,0,0,0
85730,10,0,0,0,0
85731,10,0,0,0,0
85733,10,0,0,0,0
85734,10,0,0,0,0
85735,10,0,0,0,0
85736,10,0,0,0,0
85737,10,0,0,0,0
85738,10,0.69,0,0.2395,40.133183
85739,10,0.47,0,0.0334,5.85143
85740,10,7.85,0,0.4703,82.08171
85741,10,2.02,0,0.1283,22.518684
85742,10,0,0,0,0
85743,10,0,0,0,0
85744,10,0.74,0,0.04,6.3929925
85745,10,4.45,0,0.383,60.89544
85746,10,0,0,0,0
85747,10,0,0,0,0
85748,9,1.1,0,0.8878,143.54053
85750,10,0.18,0,0.2401,35.107376
85751,10,0,0,0,0
85755,10,0,0,0,0
85756,10,0,0,0,0
85759,10,0,0,0,0
85760,10,0,0,0,0
85761,10,0,0,0,0
86337,10,20.62,0,0.6333,110.98083
86338,10,9.41,0,0.4917,83.37921
86339,10,2.62,0,0.6519,109.17503
86340,10,0.02,0,0.0174,2.8348897
86341,10,0,0,0,0
86343,10,0,0,0,0
86344,10,0,0,0,0
86345,10,0,0,0,0
86346,10,0,0,0,0
86347,10,0,0,0,0
86348,10,0,0,0,0
86349,10,0.04,0,0.0549,10.250695
86350,10,4.54,0,0.6296,117.72086
86351,8,1.15,0,0.945,161.76724
86352,7,12.94,0,0.945,175.23866
86353,9,6.47,0,0.7923,145.30156
86354,8,4.95,0,0.8774,161.20612
86355,7,4.12,0,0.9451,181.04413
86356,7,2.31,0,0.9451,185.55919
86357,7,10.04,0,0.9451,198.06857
86358,7,0.27,0,0.9201,178.66988
86359,10,0,0,0.0033,0.59785753
86360,8,0,0,0.945,168.20802
86361,9,0.14,0,0.7612,130.47139
86362,10,0,0,0,0
86363,10,0,0,0,0
86364,8,6.32,0,0.8818,160.10759
86365,8,2.88,0,0.915,165.0281
86366,8,2.42,0,0.945,169.22763
86367,10,3.21,0,0.6426,109.65258
86368,10,0,0,0,0
86369,10,0.05,0,0.0274,4.3582973
86370,10,0,0,0,0
86376,7,0.24,0,0.945,175.20204
86377,10,0.12,0,0.2573,50.731316
86378,9,4,0,0.7448,147.70543
86379,10,0.24,0,0.1807,31.773487
86380,10,0.04,0,0.049,8.401552
86381,10,0.02,0,0.0364,6.263369
86382,8,0.52,0,0.9299,170.7929
86383,9,0.49,0,0.7739,145.56863
86384,10,0,0,0,0
86387,10,0,0,0,0
86389,10,0,0,0,0
86390,10,0,0,0,0
86391,10,0,0,0,0
86392,10,0,0,0,0
86393,10,0,0,0,0
86394,10,0,0,0,0
86395,10,0,0,0,0
86396,10,0.82,0,0.3685,63.107903
86397,10,0.63,0,0.1748,30.274738
86398,10,0,0,0,0
86399,10,0,0,0,0
86400,10,0,0,0,0
86401,10,0,0,0,0
86402,10,0.61,0,0.0345,6.03264
86403,10,8.03,0,0.5308,90.906494
86404,10,10.27,0,0.7108,115.50195
86405,10,2.52,0,0.4423,71.93673
86406,10,0.07,0,0.0108,1.7841421
86407,10,0,0,0,0
86408,10,0,0,0,0
86409,10,0,0,0,0
86410,10,0,0,0,0
86411,10,0,0,0,0
86412,10,0,0,0,0
86413,10,0,0,0,0
86414,10,0,0,0,0
86415,10,0,0,0,0
86416,10,0,0,0,0
86417,10,0,0,0,0
86418,10,0,0,0,0
86419,10,0,0,0,0
86420,10,0,0,0,0
86421,10,0.39,0,0.2609,45.261616
86422,9,5.15,0,0.7498,133.21219
86423,10,0.51,0,0.0306,5.369254
86424,10,3.74,0,0.2004,34.906025
86425,10,5.79,0,0.3941,66.7936
86426,10,2.95,0,0.2644,44.76656
86427,10,3.95,0,0.1488,24.306229
86428,10,0.03,0,0.0012,0.18813293
86429,10,0,0,0,0
86430,10,0,0,0,0
86431,10,0,0,0,0
86432,10,0.03,0,0.0121,1.8573029
86436,10,0,0,0,0
86437,10,0,0,0,0
86439,10,0,0,0,0
86440,10,0,0,0,0
86441,10,0,0,0,0
86443,10,0,0,0,0
86444,10,0,0,0,0
87021,10,5.77,0,0.2332,39.952625
87022,10,11.7,0,0.6016,106.30151
87023,10,3.26,0,0.5585,96.08468
87024,10,0.02,0,0.0098,1.6235726
87025,10,0,0,0,0
87026,10,0,0,0,0
87028,10,0,0,0,0
87029,10,0,0,0,0
87030,10,0,0,0,0
87031,10,0,0,0,0
87032,10,0,0,0,0
87033,10,0,0,0,0
87034,10,3.78,0,0.5475,100.73704
87035,10,6.12,0,0.5775,106.97172
87036,8,6.79,0,0.8726,154.19777
87037,10,1.31,0,0.2462,45.49725
87038,10,1.73,0,0.4484,80.14389
87039,10,3.86,0,0.6246,120.2301
87040,9,1.72,0,0.71,132.1093
87041,10,2.95,0,0.6285,117.37918
87042,10,1.66,0,0.1378,23.911695
87043,10,0,0,0,0
87044,8,2.16,0,0.9157,163.15038
87045,8,3.2,0,0.9136,152.2378
87046,9,0.08,0,0.8954,140.49701
87047,8,2.04,0,0.945,156.24358
87048,10,0.13,0,0.0144,2.670848
87049,9,1.5,0,0.7565,136.23659
87050,8,5.77,0,0.8411,153.01521
87051,10,0,0,0,0
87052,10,1.71,0,0.2732,41.978775
87053,9,3.75,0,0.9072,145.15318
87054,10,0.12,0,0.3206,55.112545
87055,10,0.03,0,0.7483,116.1605
87058,10,0.03,0,0.4878,80.53536
87059,9,0,0,0.9449,149.60913
87060,7,2.84,0,0.945,175.14758
87061,9,1.42,0,0.7438,145.9436
87062,9,4.86,0,0.7383,142.72311
87063,8,3.38,0,0.945,167.05937
87064,10,0.52,0,0.2434,44.388042
87065,10,0.85,0,0.626,114.55054
87066,10,0,0,0,0
87067,8,1.36,0,0.8657,160.16644
87068,10,0.33,0,0.2862,51.487465
87069,10,0,0,0,0
87070,10,0,0,0,0
87071,10,0,0,0,0
87075,10,0,0,0,0
87077,10,0,0,0,0
87078,10,0,0,0,0
87079,10,0,0,0,0
87080,10,0.16,0,0.0939,15.88849
87081,10,0,0,0,0
87082,10,0,0,0,0
87083,10,0,0,0,0
87084,10,0,0,0,0
87085,10,0,0,0,0
87086,10,0,0,0,0
87087,10,0.36,0,0.043,7.361632
87088,10,6.87,0,0.5094,83.080505
87089,10,0.7,0,0.0515,8.082277
87090,10,0,0,0,0
87091,10,0,0,0,0
87092,10,0,0,0,0
87093,10,0,0,0,0
87094,10,0,0,0,0
87095,10,0,0,0,0
87096,10,0.04,0,0.0148,2.65974
87097,10,0.24,0,0.1046,18.798754
87098,10,0,0,0,0
87099,10,0,0,0,0
87100,10,0,0,0,0
87101,10,0,0,0,0
87102,10,0,0,0,0
87103,10,0,0,0,0
87104,10,0,0,0,0
87105,10,0,0,0,0
87106,10,1.93,0,0.4207,73.94523
87107,10,0,0,0,0
87108,10,0,0,0,0
87109,10,6.27,0,0.3891,66.7304
87110,10,1.65,0,0.1135,19.427837
87111,10,10.93,0,0.723,119.52308
87112,10,2.74,0,0.2205,37.73767
87113,10,0,0,0,0
87114,10,0,0,0,0
87115,10,0,0,0,0
87116,10,0,0,0,0
87704,10,6.5,0,0.173,28.435556
87705,10,2.84,0,0.1528,30.03935
87706,9,19.26,0,0.7422,135.28914
87707,10,0.15,0,0.1971,31.97357
87708,10,0.05,0,0.0126,2.2117214
87709,10,0,0,0,0
87710,10,0,0,0,0
87711,10,0,0,0,0
87713,10,0,0,0,0
87714,10,0,0,0,0
87715,10,0,0,0,0
87716,10,0,0,0,0
87717,10,0,0,0,0
87718,10,0,0,0,0
87719,10,3.37,0,0.3019,54.039345
87720,10,2.22,0,0.2009,35.13682
87721,10,2.81,0,0.3316,64.15498
87722,10,5.76,0,0.6183,109.34608
87723,10,0.45,0,0.116,21.541075
87724,10,6.02,0,0.432,76.31615
87725,8,6.43,0,0.8256,151.43378
87726,10,7.38,0,0.6661,121.33127
87727,10,0.14,0,0.0567,10.517057
87728,8,6.34,0,0.8703,159.4038
87729,8,15.65,0,0.945,163.62038
87730,8,20.41,0,0.945,160.48013
87731,8,17.15,0,0.945,162.87477
87732,10,2.19,0,0.1555,27.428326
87733,10,1,0,0.2943,50.67005
87734,8,14.51,0,0.9448,164.52739
87735,10,4.17,0,0.4635,71.20941
87736,9,14.55,0,0.854,137.09198
87737,10,0.08,0,0.3019,48.16001
87738,10,0.45,0,0.2805,48.62692
87739,10,0,0,0,0
87741,10,0,0,0,0
87742,10,0.01,0,0.0887,14.6435585
87744,8,5.04,0,0.8029,159.86859
87745,8,5.47,0,0.9292,170.39908
87746,10,1.09,0,0.2897,53.4235
87747,8,3.46,0,0.8455,154.86516
87748,10,0.79,0,0.594,112.22962
87749,10,0.63,0,0.6041,109.15201
87750,10,0.05,0,0.1629,27.465494
87751,8,5.44,0,0.8906,154.6041
87752,10,5.64,0,0.6282,110.179085
87753,10,0,0,0,0
87754,10,0,0,0,0
87755,10,0,0,0,0
87758,10,0,0,0,0
87759,10,0,0,0,0
87760,10,0,0,0,0
87762,10,0.02,0,0.006,0.98586416
87763,10,0.44,0,0.0473,7.682863
87764,10,1.04,0,0.0879,14.501116
87765,10,0,0,0,0
87766,10,0,0,0,0
87767,10,0,0,0,0
87768,10,0,0,0,0
87769,10,0,0,0,0
87770,10,0,0,0,0
87771,10,0,0,0,0
87772,10,0,0,0,0
87773,10,0,0,0,0
87774,10,0,0,0,0
87775,10,0,0,0,0
87776,10,0,0,0,0
87777,10,0,0,0,0
87778,10,0,0,0,0
87779,10,0,0,0,0
87780,10,0.27,0,0.0678,12.284845
87781,10,1.93,0,0.5176,94.22515
87782,10,0.31,0,0.026,4.415841
87783,10,1.1,0,0.1282,21.784544
87784,10,0,0,0,0
87785,10,0.45,0,0.0378,6.362324
87786,10,0.48,0,0.0525,8.577261
87787,10,1.96,0,0.1976,32.007256
87788,10,0,0,0,0
87789,10,0,0,0,0
87790,10,0,0,0,0
87791,10,0,0,0,0
87792,10,0,0,0,0
87793,10,1.04,0,0.1922,31.101004
87794,10,0,0,0,0
87795,10,0,0,0,0
87796,10,0.78,0,0.1273,20.701044
87797,10,0,0,0,0
87798,10,0,0,0,0
87799,10,0,0,0,0
87800,10,2.18,0,0.171,26.457363
87801,10,0.08,0,0.2304,35.643326
87802,10,0,0,0,0
87807,10,0,0,0,0
87808,10,0,0,0,0
88386,10,5,0,0.6055,97.3987
88387,10,8.51,0,0.3569,60.713646
88388,10,0.23,0,0.0089,1.5551727
88389,10,2.03,0,0.1151,19.676746
88390,10,4.89,0,0.5734,96.78842
88391,10,0.74,0,0.2438,40.907093
88392,10,0.06,0,0.0168,3.092299
88393,10,0,0,0,0
88394,10,0,0,0,0
88395,10,0,0,0,0
88397,10,0,0,0,0
88398,10,0,0,0,0
88399,10,0,0,0,0
88400,10,0,0,0,0
88401,10,0,0,0,0
88402,10,0,0,0,0
88403,10,0,0,0,0
88404,10,0.73,0,0.2341,41.791553
88405,10,0.34,0,0.0428,7.4684577
88406,10,6.23,0,0.3225,58.67799
88407,8,6,0,0.8454,160.10478
88408,7,9.71,0,0.945,181.35413
88409,9,14.5,0,0.7159,137.88815
88410,10,5.6,0,0.4375,83.109604
88411,10,0,0,0,0
88412,10,0.13,0,0.0174,3.0215511
88413,8,9.94,0,0.9371,157.56885
88414,8,10.82,0,0.945,163.50015
88415,9,4.33,0,0.8165,140.92834
88416,10,2.77,0,0.6463,113.528114
88417,9,4.18,0,0.7564,144.51564
88418,8,6.55,0,0.943,165.80168
88419,10,6.89,0,0.4396,79.69901
88420,7,19.81,0,0.945,178.53488
88421,10,0.65,0,0.5714,93.51877
88422,10,0,0,0,0
88423,10,0.08,0,0.0615,11.490937
88424,9,0.16,0,0.8218,144.20197
88426,7,0.2,0,0.9451,196.21057
88427,6,6.76,0,0.9451,200.92426
88428,8,0.67,0,0.83,163.35669
88429,8,4.31,0,0.8261,158.42233
88430,10,0.22,0,0.2227,42.215588
88431,9,3.43,0,0.7827,140.24048
88432,8,3.73,0,0.9314,165.08098
88433,8,0.16,0,0.8765,152.04909
88434,8,0.26,0,0.9427,163.11682
88435,10,2,0,0.3402,57.78079
88436,10,2.07,0,0.251,43.352455
88437,10,0,0,0,0
88438,10,0,0,0,0
88439,10,0,0,0,0
88440,10,0,0,0,0
88441,10,0,0,0,0
88443,10,0,0,0,0
88444,10,0,0,0,0
88445,10,0,0,0,0
88446,10,0.19,0,0.0163,2.6641762
88447,10,0.29,0,0.0257,4.2061763
88448,10,0,0,0,0
88449,10,0,0,0,0
88450,10,0,0,0,0
88451,10,0,0,0,0
88452,10,0,0,0,0
88453,10,0,0,0,0
88454,10,0,0,0,0
88455,10,0,0,0,0
88456,10,0,0,0,0
88457,10,0,0,0,0
88458,10,0,0,0,0
88459,10,0,0,0,0
88460,10,0,0,0,0
88461,10,0,0,0,0
88462,10,0,0,0,0
88463,10,0,0,0,0
88464,10,0.06,0,0.0224,4.0408626
88465,10,0.56,0,0.1289,23.214432
88466,10,4.49,0,0.3481,58.845325
88467,10,5.5,0,0.3232,54.724762
88468,10,0.58,0,0.0618,10.29849
88469,10,5.05,0,0.4358,71.71662
88470,10,1.26,0,0.0741,11.780408
88471,10,0.01,0,0.0012,0.19822405
88472,10,0,0,0,0
88473,10,0,0,0,0
88474,10,0,0,0,0
88475,10,0,0,0,0
88476,10,0,0,0,0
88477,10,2.48,0,0.3461,56.296104
88478,10,0,0,0,0
88479,10,0,0,0,0
88480,10,0,0,0,0
88481,10,0,0,0,0
88482,10,0,0,0,0
88483,10,0,0,0,0
88484,10,1.07,0,0.1433,19.994637
88485,10,0,0,0,0
88486,10,0,0,0,0
88491,10,0,0,0,0
88492,10,0,0,0,0
89070,10,0,0,0,0
89071,10,6.16,0,0.3387,58.37069
89072,10,9.56,0,0.3682,63.830074
89073,10,4.92,0,0.1834,32.097263
89074,10,10.18,0,0.4298,73.049255
89075,9,5.62,0,0.7447,125.78258
89076,10,0.5,0,0.0916,16.443222
89077,10,0,0,0,0
89078,10,0,0,0,0
89079,10,0,0,0,0
89080,10,0,0,0,0
89081,10,0,0,0,0
89082,10,0,0,0,0
89083,10,0,0,0,0
89084,10,0,0,0,0
89085,10,0,0,0,0
89086,10,0,0,0,0
89087,10,2.45,0,0.492,82.95901
89088,8,31.9,0,0.8627,155.58978
89089,10,2.47,0,0.4826,84.95239
89090,10,7.98,0,0.6013,112.09559
89091,8,8.79,0,0.822,160.09152
89092,7,11.71,0,0.9439,193.94568
89093,9,10.11,0,0.7374,135.69476
89094,9,7.99,0,0.7282,134.65616
89095,10,4.94,0,0.4021,68.764366
89096,10,0,0,0,0
89097,10,1.75,0,0.2371,38.881172
89098,8,6.43,0,0.945,163.33885
89099,10,3.41,0,0.6957,123.09921
89100,10,0.17,0,0.4724,77.83016
89101,10,4.63,0,0.5766,118.42153
89102,7,4.14,0,0.8933,181.01631
89103,10,0.02,0,0.321,68.30414
89104,8,3.18,0,0.8543,161.31296
89105,10,0.05,0,0.2237,40.154457
89106,7,0.21,0,0.9451,186.13293
89107,10,0.27,0,0.4491,86.80267
89108,10,0.08,0,0.5463,95.86712
89109,10,4.01,0,0.6502,119.298615
89110,10,0.1,0,0.186,33.22227
89111,10,1.35,0,0.6507,122.900604
89112,10,0.53,0,0.4627,79.50207
89113,8,3.95,0,0.9449,151.74623
