sc_point_gid,class,capacity,capital_adder_per_mw,cf,mean_resource_temp
43991,10,0,0,0,0
43998,10,0,0,0,0
43999,10,0,0,0,0
44630,10,0,0,0,0
44631,10,0,0,0,0
44632,10,0,0,0,0
44639,10,0,0,0,0
44642,10,0,0,0,0
44644,10,0.81,0,0.7599,97.844055
44645,10,0.3,0,0.0912,11.77962
44646,10,0,0,0,0
44647,10,0,0,0,0
44648,10,0,0,0,0
44655,10,0,0,0,0
44658,10,0,0,0,0
44659,10,0,0,0,0
44660,10,0,0,0,0
44661,10,0,0,0,0
44662,10,0,0,0,0
44663,10,0,0,0,0
44666,10,0,0,0,0
44667,10,0,0,0,0
44668,10,0,0,0,0
44672,10,0,0,0,0
44673,10,0,0,0,0
44674,10,0,0,0,0
44675,10,0,0,0,0
44682,10,0,0,0,0
44683,10,0,0,0,0
45314,10,0,0,0,0
45315,10,0,0,0,0
45316,10,0,0,0,0
45317,10,0,0,0,0
45322,10,0,0,0,0
45323,10,0,0,0,0
45325,10,0,0,0,0
45327,10,0.21,0,0.2489,31.736134
45328,10,0.27,0,0.0686,8.815457
45329,10,0.2,0,0.1657,21.40659
45330,10,0,0,0,0
45331,10,0,0,0,0
45332,10,0,0,0,0
45341,10,0,0,0,0
45342,10,0,0,0,0
45343,10,0,0,0,0
45344,10,0,0,0,0
45345,10,0,0,0,0
45346,10,0,0,0,0
45347,10,0,0,0,0
45354,10,0,0,0,0
45355,10,0,0,0,0
45357,10,0,0,0,0
45358,10,0,0,0,0
45367,10,0,0,0,0
45368,10,0,0,0,0
45998,10,0,0,0,0
45999,10,0,0,0,0
46000,10,0,0,0,0
46001,10,0,0,0,0
46002,10,0,0,0,0
46004,10,0,0,0,0
46005,10,0,0,0,0
46007,10,0,0,0,0
46008,10,0.74,0,0.043,6.188125
46011,10,0.05,0,0.0662,8.466408
46012,10,0,0,0,0
46013,10,0,0,0,0
46014,10,0,0,0,0
46015,10,0,0,0,0
46016,10,0,0,0,0
46025,10,0,0,0,0
46026,10,0,0,0,0
46027,10,0,0,0,0
46028,10,0,0,0,0
46029,10,0,0,0,0
46030,10,0,0,0,0
46031,10,0,0,0,0
46033,10,0,0,0,0
46034,10,0,0,0,0
46038,10,0,0,0,0
46039,10,0,0,0,0
46040,10,0,0,0,0
46041,10,0,0,0,0
46042,10,0,0,0,0
46044,10,0,0,0,0
46045,10,0,0,0,0
46682,10,10.54,0,0.2549,38.39019
46683,10,4.23,0,0.1483,21.259785
46684,10,0,0,0,0
46685,10,0,0,0,0
46686,10,0,0,0,0
46687,10,0,0,0,0
46688,10,0,0,0,0
46690,10,4.19,0,0.2196,36.164658
46691,10,1.11,0,0.0648,10.666706
46692,10,0.23,0,0.0151,2.1764708
46693,10,0,0,0,0
46694,10,0.21,0,0.35,44.83083
46695,10,0.09,0,0.2123,27.188982
46696,10,0,0,0,0
46697,10,0,0,0,0
46698,10,0,0,0,0
46701,10,0,0,0,0
46704,10,0,0,0,0
46705,10,0,0,0,0
46706,10,0,0,0,0
46709,10,0,0,0,0
46710,10,0,0,0,0
46711,10,0,0,0,0
46712,10,0,0,0,0
46713,10,0,0,0,0
46714,10,0,0,0,0
46715,10,0,0,0,0
46716,10,0,0,0,0
46717,10,0,0,0,0
46722,10,0,0,0,0
46723,10,0,0,0,0
46724,10,0,0,0,0
46725,10,0,0,0,0
46726,10,0,0,0,0
46728,10,0,0,0,0
46729,10,0,0,0,0
46737,10,0,0,0,0
47366,9,24.63,0,0.7893,125.05869
47367,10,5.68,0,0.222,35.33616
47368,10,0,0,0,0
47369,10,0,0,0,0
47370,10,0,0,0,0
47371,10,0,0,0,0
47372,10,4.84,0,0.1967,29.011932
47373,10,2.28,0,0.1345,18.47568
47374,10,2.48,0,0.1132,15.549368
47375,10,0,0,0,0
47376,10,0,0,0,0
47377,10,0,0,0,0
47378,10,0,0,0,0
47379,10,0,0,0,0
47380,10,0,0,0,0
47381,10,0,0,0,0
47382,10,0,0,0,0
47385,10,0,0,0,0
47389,10,0,0,0,0
47390,10,0,0,0,0
47391,10,0,0,0,0
47392,10,0,0,0,0
47393,10,0,0,0,0
47394,10,0,0,0,0
47395,10,0,0,0,0
47396,10,0,0,0,0
47397,10,0,0,0,0
47398,10,0,0,0,0
47399,10,0,0,0,0
47400,10,0,0,0,0
47401,10,0,0,0,0
47405,10,0,0,0,0
47406,10,0,0,0,0
47407,10,0,0,0,0
47408,10,0,0,0,0
47409,10,0,0,0,0
47410,10,0,0,0,0
47421,10,0,0,0,0
48051,10,0,0,0,0
48052,10,0,0,0,0
48053,10,0,0,0,0
48054,10,0,0,0,0
48055,10,0,0,0,0
48056,10,0.1,0,0.0043,0.6381808
48057,10,0.3,0,0.0174,2.3944156
48058,10,0.03,0,0.0042,0.5769788
48060,10,0,0,0,0
48061,10,0,0,0,0
48062,10,0,0,0,0
48063,10,0,0,0,0
48065,10,0,0,0,0
48066,10,0,0,0,0
48073,10,0,0,0,0
48075,10,0,0,0,0
48076,10,0,0,0,0
48077,10,0,0,0,0
48078,10,0,0,0,0
48079,10,0,0,0,0
48080,10,0,0,0,0
48081,10,0,0,0,0
48082,10,0,0,0,0
48083,10,0,0,0,0
48084,10,0,0,0,0
48085,10,0,0,0,0
48086,10,0,0,0,0
48087,10,0,0,0,0
48088,10,0,0,0,0
48089,10,0,0,0,0
48090,10,0,0,0,0
48091,10,0,0,0,0
48092,10,0,0,0,0
48093,10,0,0,0,0
48094,10,0,0,0,0
48096,10,0,0,0,0
48097,10,0,0,0,0
48105,10,0,0,0,0
48106,10,0,0,0,0
48736,10,0,0,0,0
48737,10,0,0,0,0
48738,10,0,0,0,0
48739,10,0,0,0,0
48740,10,0,0,0,0
48741,10,0,0,0,0
48742,10,0,0,0,0
48743,10,0,0,0,0
48744,10,0.57,0,0.2821,36.458714
48745,10,0.27,0,0.1578,21.190855
48746,10,0,0,0,0
48747,10,0,0,0,0
48749,10,0,0,0,0
48750,10,0,0,0,0
48752,10,0,0,0,0
48757,10,0,0,0,0
48758,10,0,0,0,0
48759,10,0,0,0,0
48760,10,0,0,0,0
48761,10,0,0,0,0
48762,10,0,0,0,0
48763,10,0,0,0,0
48764,10,0,0,0,0
48765,10,0,0,0,0
48766,10,0,0,0,0
48767,10,0,0,0,0
48768,10,0,0,0,0
48769,10,0,0,0,0
48770,10,0,0,0,0
48771,10,0,0,0,0
48772,10,0,0,0,0
48773,10,0,0,0,0
48774,10,0,0,0,0
48776,10,0,0,0,0
48777,10,0,0,0,0
48779,10,0,0,0,0
48789,10,1.26,0,0.4438,57.126713
48790,10,0,0,0,0
49418,10,0.03,0,0.001,0.1517468
49419,10,0,0,0,0
49420,10,0,0,0,0
49421,10,0,0,0,0
49422,10,0,0,0,0
49423,10,0,0,0,0
49424,10,0,0,0,0
49425,10,0,0,0,0
49426,10,2.94,0,0.2879,39.979393
49427,10,0,0,0,0
49428,10,0,0,0,0
49429,10,0.26,0,0.1803,24.36731
49430,10,0,0,0,0
49431,10,0,0,0,0
49433,10,0,0,0,0
49434,10,0,0,0,0
49435,10,0,0,0,0
49441,10,0,0,0,0
49442,10,0,0,0,0
49443,10,0,0,0,0
49444,10,0,0,0,0
49445,10,0,0,0,0
49446,10,0,0,0,0
49447,10,0,0,0,0
49448,10,0,0,0,0
49449,10,0,0,0,0
49450,10,0,0,0,0
49451,10,0,0,0,0
49452,10,0,0,0,0
49453,10,0,0,0,0
49454,10,0,0,0,0
49455,10,0,0,0,0
49456,10,0,0,0,0
49457,10,0,0,0,0
49458,10,0,0,0,0
49459,10,0,0,0,0
49460,10,0,0,0,0
49463,10,0,0,0,0
50103,10,0,0,0,0
50104,10,0,0,0,0
50105,10,0,0,0,0
50106,10,0,0,0,0
50107,10,0,0,0,0
50108,10,0,0,0,0
50109,10,0,0,0,0
50110,10,0,0,0,0
50111,10,0,0,0,0
50112,10,0,0,0,0
50113,10,0,0,0,0
50114,10,0,0,0,0
50115,10,0,0,0,0
50116,10,0,0,0,0
50117,10,0,0,0,0
50118,10,0,0,0,0
50119,10,0,0,0,0
50120,10,0,0,0,0
50126,10,0,0,0,0
50127,10,0,0,0,0
50128,10,0,0,0,0
50129,10,0,0,0,0
50130,10,0,0,0,0
50131,10,0,0,0,0
50132,10,0,0,0,0
50133,10,0,0,0,0
50134,10,0,0,0,0
50135,10,0,0,0,0
50136,10,0,0,0,0
50137,10,0,0,0,0
50138,10,0,0,0,0
50139,10,0,0,0,0
50140,10,0,0,0,0
50141,10,0,0,0,0
50142,10,0,0,0,0
50143,10,0,0,0,0
50144,10,0,0,0,0
50145,10,0,0,0,0
50786,10,0,0,0,0
50787,10,0,0,0,0
50788,10,0,0,0,0
50789,10,0,0,0,0
50790,10,0,0,0,0
50791,10,0,0,0,0
50792,10,0,0,0,0
50793,10,0,0,0,0
50794,10,0,0,0,0
50795,10,0,0,0,0
50796,10,0,0,0,0
50797,10,0,0,0,0
50798,10,0,0,0,0
50799,10,0,0,0,0
50801,10,0,0,0,0
50802,10,0,0,0,0
50803,10,0,0,0,0
50806,10,0,0,0,0
50807,10,0,0,0,0
50811,10,0,0,0,0
50812,10,0,0,0,0
50813,10,0,0,0,0
50814,10,0,0,0,0
50815,10,0,0,0,0
50816,10,0,0,0,0
50817,10,0,0,0,0
50818,10,0,0,0,0
50819,10,0,0,0,0
50820,10,0,0,0,0
50821,10,0,0,0,0
50822,10,0,0,0,0
50823,10,0,0,0,0
50824,10,0,0,0,0
50825,10,0,0,0,0
50826,10,0,0,0,0
50827,10,0,0,0,0
50829,10,0,0,0,0
51470,10,0,0,0,0
51471,10,0,0,0,0
51472,10,0,0,0,0
51473,10,0,0,0,0
51474,10,0,0,0,0
51475,10,0,0,0,0
51476,10,0,0,0,0
51477,10,0,0,0,0
51478,10,0,0,0,0
51479,10,0,0,0,0
51480,10,0,0,0,0
51481,10,0,0,0,0
51482,10,0,0,0,0
51483,10,0,0,0,0
51495,10,0,0,0,0
51496,10,0,0,0,0
51497,10,0,0,0,0
51498,10,0,0,0,0
51499,10,0,0,0,0
51500,10,0,0,0,0
51501,10,0,0,0,0
51502,10,0,0,0,0
51503,10,0,0,0,0
51504,10,0,0,0,0
51505,10,0,0,0,0
51506,10,0,0,0,0
51507,10,0,0,0,0
51508,10,0,0,0,0
51509,10,0,0,0,0
51510,10,0,0,0,0
51511,10,0,0,0,0
52153,10,0,0,0,0
52154,10,0,0,0,0
52155,10,0,0,0,0
52156,10,0,0,0,0
52157,10,0,0,0,0
52158,10,0,0,0,0
52159,10,0,0,0,0
52160,10,0,0,0,0
52161,10,0,0,0,0
52162,10,0,0,0,0
52163,10,0,0,0,0
52164,10,0,0,0,0
52165,10,0,0,0,0
52166,10,0,0,0,0
52167,10,0,0,0,0
52170,10,0,0,0,0
52171,10,0,0,0,0
52172,10,0,0,0,0
52173,10,0,0,0,0
52175,10,0,0,0,0
52176,10,0,0,0,0
52177,10,0,0,0,0
52178,10,0,0,0,0
52180,10,0,0,0,0
52181,10,0,0,0,0
52182,10,0,0,0,0
52183,10,0,0,0,0
52184,10,0,0,0,0
52185,10,0,0,0,0
52186,10,0,0,0,0
52187,10,0,0,0,0
52188,10,0,0,0,0
52190,10,0,0,0,0
52191,10,0,0,0,0
52192,10,0,0,0,0
52193,10,0,0,0,0
52194,10,0,0,0,0
52837,10,0,0,0,0
52838,10,0,0,0,0
52839,10,0,0,0,0
52840,10,0,0,0,0
52841,10,0,0,0,0
52842,10,0,0,0,0
52843,10,0,0,0,0
52844,10,0,0,0,0
52845,10,0,0,0,0
52846,10,0,0,0,0
52847,10,0,0,0,0
52848,10,0,0,0,0
52849,10,0,0,0,0
52850,10,0,0,0,0
52851,10,0,0,0,0
52854,10,0,0,0,0
52855,10,0,0,0,0
52857,10,0,0,0,0
52858,10,0,0,0,0
52859,10,0,0,0,0
52860,10,0,0,0,0
52861,10,0,0,0,0
52862,10,0,0,0,0
52863,10,0,0,0,0
52864,10,0,0,0,0
52865,10,1.89,0,0.2158,28.824236
52866,10,2.13,0,0.3197,43.238956
52867,10,0,0,0.0004,0.05428602
52868,10,0,0,0,0
52869,10,0,0,0,0
52870,10,0,0,0,0
52871,10,0,0,0,0
52872,10,0,0,0,0
52873,10,0,0,0,0
52874,10,0,0,0,0
52875,10,0,0,0,0
52876,10,0,0,0,0
52877,10,0,0,0,0
52878,10,0,0,0,0
52879,10,0,0,0,0
53524,10,0,0,0,0
53525,10,0,0,0,0
53526,10,0,0,0,0
53527,10,0,0,0,0
53528,10,0,0,0,0
53529,10,0,0,0,0
53530,10,0,0,0,0
53531,10,0,0,0,0
53532,10,0,0,0,0
53533,10,0,0,0,0
53534,10,0,0,0,0
53535,10,0,0,0,0
53536,10,0,0,0,0
53537,10,0,0,0,0
53538,10,0,0,0,0
53540,10,0,0,0,0
53541,10,0,0,0,0
53542,10,0,0,0,0
53543,10,0,0,0,0
53544,10,0,0,0,0
53545,10,0,0,0,0
53546,10,0,0,0,0
53547,10,0,0,0,0
53548,10,0,0,0,0
53549,10,0.05,0,0.0093,1.2420492
53550,10,4.13,0,0.4225,58.94967
53551,10,5.27,0,0.3326,44.465153
53552,10,3.58,0,0.2798,36.238537
53553,10,0.34,0,0.0346,4.492709
53554,10,0,0,0,0
53555,10,0,0,0,0
53556,10,0,0,0,0
53557,10,0,0,0,0
53558,10,0,0,0,0
53559,10,0,0,0,0
53560,10,0,0,0,0
53561,10,0,0,0,0
53562,10,0,0,0,0
53566,10,0,0,0,0
53567,10,0,0,0,0
54205,10,0,0,0,0
54206,10,0,0,0,0
54207,10,0,0,0,0
54208,10,0,0,0,0
54209,10,0,0,0,0
54210,10,0,0,0,0
54211,10,0,0,0,0
54212,10,0,0,0,0
54213,10,0,0,0,0
54214,10,0,0,0,0
54215,10,0,0,0,0
54216,10,0,0,0,0
54217,10,0,0,0,0
54218,10,0,0,0,0
54219,10,0,0,0,0
54220,10,0,0,0,0
54222,10,0,0,0,0
54223,10,0,0,0,0
54224,10,0,0,0,0
54225,10,0,0,0,0
54226,10,0,0,0,0
54227,10,0,0,0,0
54228,10,0,0,0,0
54229,10,0,0,0,0
54230,10,0,0,0,0
54231,10,0,0,0,0
54232,10,0,0,0,0
54233,10,0,0,0,0
54234,10,0.32,0,0.0461,6.1121044
54235,10,2.67,0,0.4542,60.440804
54236,10,4.77,0,0.611,79.87332
54237,10,12.39,0,0.8646,114.215675
54238,10,0,0,0,0
54239,10,0,0,0,0
54240,10,0,0,0,0
54241,10,0,0,0,0
54242,10,0,0,0,0
54243,10,0,0,0,0
54246,10,0,0,0,0
54247,10,0,0,0,0
54248,10,0,0,0,0
54249,10,0,0,0,0
54250,10,0,0,0,0
54251,10,0,0,0,0
54267,10,0,0,0,0
54268,10,0,0,0,0
54888,10,0,0,0,0
54889,10,0,0,0,0
54890,10,0,0,0,0
54891,10,0,0,0,0
54892,10,0,0,0,0
54893,10,0,0,0,0
54894,10,0,0,0,0
54895,10,0,0,0,0
54896,10,0,0,0,0
54897,10,0,0,0,0
54898,10,0,0,0,0
54899,10,0,0,0,0
54900,10,0,0,0,0
54901,10,0,0,0,0
54903,10,0,0,0,0
54904,10,0,0,0,0
54905,10,0,0,0,0
54906,10,0,0,0,0
54907,10,0,0,0,0
54908,10,0,0,0,0
54909,10,0,0,0,0
54910,10,0,0,0,0
54911,10,0,0,0,0
54912,10,0,0,0,0
54913,10,0,0,0,0
54915,10,0,0,0,0
54916,10,0.01,0,0.0005,0.073907875
54917,10,0.27,0,0.0227,3.2293463
54918,10,0,0,0,0
54919,10,0.24,0,0.025,3.3071368
54920,10,2.1,0,0.2325,31.704943
54921,10,3.31,0,0.3218,42.91033
54922,10,0,0,0.0002,0.022605937
54923,10,0,0,0,0
54924,10,0,0,0,0
54925,10,0,0,0,0
54929,10,0,0,0,0
54930,10,0,0,0,0
54931,10,0,0,0,0
54932,10,0,0,0,0
54933,10,0,0,0,0
54934,10,0,0,0,0
54935,10,0,0,0,0
54951,10,0,0,0,0
54952,10,0,0,0,0
55572,10,0,0,0,0
55573,10,0,0,0,0
55574,10,0,0,0,0
55575,10,0,0,0,0
55576,10,0,0,0,0
55577,10,0,0,0,0
55578,10,0,0,0,0
55579,10,0,0,0,0
55580,10,0,0,0,0
55581,10,0,0,0,0
55582,10,0,0,0,0
55583,10,0,0,0,0
55585,10,0,0,0,0
55587,10,0,0,0,0
55588,10,0,0,0,0
55589,10,0,0,0,0
55590,10,0,0,0,0
55591,10,0,0,0,0
55592,10,0,0,0,0
55593,10,0,0,0,0
55594,10,0.22,0,0.0364,4.9324527
55595,10,0.17,0,0.0186,2.5213206
55596,10,0.13,0,0.0362,4.8547025
55597,10,0,0,0,0
55598,10,0,0,0,0
55599,10,0,0,0,0
55600,10,0.05,0,0.0058,0.8064947
55601,10,0.71,0,0.1602,22.51208
55602,10,0,0,0,0
55603,10,0,0,0,0
55604,10,3.74,0,0.2649,34.7265
55605,10,5.36,0,0.7241,95.23545
55606,10,0.06,0,0.0086,1.132631
55607,10,0,0,0,0
55608,10,0,0,0,0
55609,10,0,0,0,0
55613,10,0,0,0,0
55614,10,0,0,0,0
55615,10,0,0,0,0
55616,10,0,0,0,0
55617,10,0,0,0,0
55618,10,0,0,0,0
56256,10,0,0,0,0
56257,10,0,0,0,0
56258,10,0,0,0,0
56259,10,0,0,0,0
56260,10,0,0,0,0
56261,10,0,0,0,0
56262,10,0,0,0,0
56263,10,0,0,0,0
56264,10,0,0,0,0
56265,10,0,0,0,0
56266,10,0,0,0,0
56267,10,0,0,0,0
56268,10,0,0,0,0
56269,10,0,0,0,0
56270,10,0,0,0,0
56271,10,0,0,0,0
56272,10,0,0,0,0
56273,10,0,0,0,0
56274,10,0,0,0,0
56275,10,0,0,0,0
56276,10,0,0,0,0
56277,10,0,0,0,0
56278,10,2.36,0,0.2852,39.1176
56279,10,1.96,0,0.6498,88.482895
56280,10,0.61,0,0.2346,31.429958
56281,10,1.06,0,0.1014,13.417049
56282,10,0,0,0,0
56283,10,0,0,0,0
56284,10,0,0,0,0
56285,10,0,0,0,0
56286,10,1.35,0,0.065,8.656762
56287,10,2.94,0,0.4702,62.569267
56288,10,2.83,0,0.3608,46.745186
56289,10,18.34,0,0.8017,105.20645
56290,10,1.4,0,0.1215,15.839001
56291,10,0,0,0,0
56292,10,0,0,0,0
56293,10,0,0,0,0
56297,10,0,0,0,0
56298,10,0,0,0,0
56299,10,0,0,0,0
56300,10,0,0,0,0
56301,10,0,0,0,0
56302,10,0,0,0,0
56319,10,0,0,0,0
56320,10,0,0,0,0
56323,10,0,0,0,0
56939,10,0,0,0,0
56940,10,0,0,0,0
56941,10,0,0,0,0
56942,10,0,0,0,0
56943,10,0,0,0,0
56944,10,0,0,0,0
56945,10,0,0,0,0
56946,10,0.46,0,0.0684,10.670492
56947,10,0.03,0,0.0092,1.4313664
56948,10,0,0,0,0
56949,10,0,0,0,0
56950,10,0,0,0,0
56951,10,0,0,0,0
56952,10,0,0,0,0
56953,10,0,0,0,0
56954,10,0,0,0,0
56955,10,0,0,0,0
56956,10,0,0,0,0
56957,10,0,0,0,0
56958,10,0,0,0,0
56959,10,0,0,0,0
56960,10,0,0,0,0
56961,10,0,0,0,0
56962,10,0,0,0,0
56963,10,0.62,0,0.0492,6.807771
56964,10,0.34,0,0.0393,5.239641
56965,10,2.59,0,0.731,98.23324
56966,10,0.86,0,0.1032,13.894189
56967,10,0,0,0,0
56968,10,0,0,0,0
56969,10,0,0,0,0
56970,10,7.28,0,0.4222,54.69473
56971,10,12.62,0,0.7091,93.97996
56972,10,0.53,0,0.0988,13.118597
56973,10,1.54,0,0.2135,27.95627
56974,10,0,0,0,0
56975,10,0,0,0,0
56976,10,0,0,0,0
56977,10,0,0,0,0
56980,10,0,0,0,0
56981,10,0,0,0,0
56982,10,0,0,0,0
56983,10,0,0,0,0
56984,10,0,0,0,0
56985,10,0,0,0,0
56986,10,0,0,0,0
57004,10,0,0,0,0
57623,10,0.41,0,0.0871,13.818911
57624,10,0,0,0,0
57625,10,0,0,0,0
57626,10,0,0,0,0
57627,10,0,0,0,0
57628,10,0,0,0,0
57629,10,0,0,0,0
57630,10,0,0,0,0
57631,10,0,0,0,0
57632,10,0,0,0,0
57633,10,0,0,0,0
57634,10,0,0,0,0
57635,10,0,0,0,0
57636,10,0,0,0,0
57637,10,0,0,0,0
57638,10,0,0,0,0
57639,10,0,0,0,0
57640,10,0,0,0,0
57641,10,0,0,0,0
57642,10,0,0,0,0
57643,10,0,0,0,0
57644,10,0,0,0,0
57645,10,0,0,0,0
57646,10,0,0,0,0
57647,10,0,0,0,0
57648,10,0.12,0,0.0049,0.652549
57649,10,0.48,0,0.0479,6.4426637
57650,10,0.06,0,0.0195,2.6301181
57651,10,0,0,0,0
57652,10,0,0,0,0
57653,10,0,0,0,0
57654,10,0.8,0,0.0583,7.8717384
57655,10,3.38,0,0.2085,28.152748
57656,10,0,0,0,0
57657,10,0,0,0,0
57658,10,0,0,0,0
57659,10,0,0,0,0
57660,10,0,0,0,0
57661,10,0,0,0,0
57663,10,0,0,0,0
57664,10,0,0,0,0
57665,10,0,0,0,0
57666,10,0,0,0,0
57667,10,0,0,0,0
57668,10,0,0,0,0
57669,10,0,0,0,0
57670,10,0,0,0,0
58307,10,0.75,0,0.0764,12.132373
58308,10,0,0,0,0
58309,10,0,0,0,0
58310,10,0,0,0,0
58311,10,0.01,0,0.0005,0.08368919
58312,10,1.03,0,0.2644,41.528122
58313,10,0.7,0,0.1081,16.965916
58314,10,0.82,0,0.1607,24.047634
58315,10,0.14,0,0.2551,37.27737
58316,10,0,0,0,0
58317,10,0,0,0,0
58318,10,0,0,0,0
58319,10,0,0,0,0
58320,10,0,0,0,0
58321,10,0,0,0,0
58322,10,0,0,0,0
58323,10,0,0,0,0
58324,10,0,0,0,0
58325,10,0,0,0,0
58326,10,0,0,0,0
58327,10,0,0,0,0
58328,10,0,0,0,0
58329,10,0,0,0,0
58330,10,0,0,0,0
58331,10,0,0,0,0
58332,10,0,0,0,0
58333,10,0,0,0,0
58334,10,1.6,0,0.1907,24.734983
58335,10,0,0,0,0
58336,10,0,0,0,0
58337,10,0,0,0,0
58338,10,0,0,0,0
58339,10,0,0,0,0
58340,10,0,0,0,0
58341,10,0,0,0,0
58342,10,0,0,0,0
58343,10,0,0,0,0
58344,10,0,0,0,0
58345,10,0,0,0,0
58347,10,0,0,0,0
58348,10,0,0,0,0
58349,10,0,0,0,0
58350,10,0,0,0,0
58351,10,0,0,0,0
58352,10,0,0,0,0
58353,10,0,0,0,0
58354,10,0,0,0,0
58355,10,0,0,0,0
58990,10,0,0,0,0
58991,10,0,0,0,0
58992,10,0,0,0,0
58993,10,0,0,0,0
58994,10,0,0,0,0
58995,10,0.07,0,0.006,0.96053857
58996,10,1.19,0,0.3508,54.886993
