up_reservoir_latitude,up_reservoir_longitude,low_reservoir_latitude,low_reservoir_longitude,capacity,capital_adder_per_mw
36.15990035867398,-111.68577981953136,36.175533380639095,-111.68461600095304,3324.170536556023,1419612.2269845225
36.11795735507677,-112.91808802528465,36.14413133750156,-112.92537029227894,2714.093477193405,1474373.479213474
44.96464913586286,-116.79848145484902,44.970949,-116.837102,1793.418835301131,1482448.2081889247
35.958544514650704,-113.80601195299523,35.93283476280767,-113.79751759702772,2759.6234580985933,1482968.3849285976
31.44854605060973,-104.91434374817798,31.44678079392892,-104.8788267579139,2566.195998189061,1505307.943887766
36.0833654761832,-113.07698565947771,36.08537843150484,-113.10443788181196,2922.3789058162115,1506939.653314915
35.72965995988554,-113.52780321457033,35.74754360680718,-113.5394606957717,2062.3823473654297,1518093.708462578
36.08877827733738,-112.9582984845918,36.092541620978,-112.93967759763385,2581.210959674293,1524046.9051544252
36.21817254913787,-112.5990201121377,36.197983853223064,-112.61881604720617,2998.256240615404,1534224.28542198
35.96532712550661,-113.28145223896004,35.959451456612825,-113.31217676285335,1765.913622339085,1549206.6502303914
36.142181617673,-112.95603752044192,36.125866050004554,-112.93696305099589,1814.3233937207376,1551955.0548779059
41.852412142027354,-112.05220791792188,41.845177,-112.037082,2981.586771423601,1556147.001599008
35.8777869597631,-113.2319961854247,35.87995280531369,-113.26180754192217,1155.3618796538933,1566935.970284
36.242198199074,-112.6467722066938,36.24343193693119,-112.66312650428316,1918.5203642918568,1588644.3491743114
44.84418645758824,-116.921144851306,44.835014,-116.902154,1633.2742304017772,1589674.8168510275
31.41301554904028,-104.90500891956184,31.407423568003328,-104.87672051861134,2471.327293304005,1591323.5570023234
41.73485010316231,-118.60286027512224,41.73137264342189,-118.5729368440873,2036.6848985442348,1598782.3941641771
36.16010023697178,-112.69652685193267,36.17595569285509,-112.71715606805188,2028.097931241766,1600866.3281895688
36.08895346882701,-112.55845449649192,36.07834392008246,-112.57590754478842,1126.788794072837,1604504.812414591
36.67428344028812,-111.62689972950731,36.68419970595326,-111.6506223039454,3197.0062188062043,1617539.030505218
35.95227717094546,-113.80418198805248,35.927484268933085,-113.7986381282582,2755.1586298683283,1623521.1624072443
35.720489005443106,-113.59816373395704,35.71064329866138,-113.58565115290232,1544.760901404991,1630121.9711244782
36.614478332672086,-112.65888993236857,36.59809017181935,-112.67103335665604,2468.1930217095537,1634596.3558491247
30.40993252189279,-104.64493852053066,30.38796382906142,-104.66899691888334,2764.6545801225725,1636436.467855374
33.20988360941589,-106.68219740012545,33.21842281467097,-106.66608214032064,2734.2523944126883,1639791.9008256074
36.151503015556486,-112.87575760529386,36.167092231708935,-112.88474337189558,2136.110002187682,1641658.4588215055
40.13954750971531,-117.03724367542716,40.14940263022207,-117.07296044830252,3466.4553450182907,1645854.5939983525
36.18713595060486,-112.7630774757192,36.186331283988366,-112.74956207217204,2223.1334482810876,1651482.6587248847
36.2309452150638,-112.65521376843716,36.215554615095634,-112.6794896116234,1042.3033548520111,1653109.0739998515
36.57270931402832,-112.67359652124904,36.57814928160622,-112.654196094817,1211.5916238417808,1654149.5219500759
36.10616049089633,-112.64694077548911,36.12726489787056,-112.64582383068146,1101.7996176924446,1662358.7262163816
35.91237606419184,-113.775936847008,35.927484268933085,-113.7986381282582,1605.3743855078428,1670572.0640587572
35.652253555727015,-113.3537438132217,35.65800793939724,-113.37376667871732,2176.292407271695,1685227.5976157296
36.100325101021646,-113.05761428868776,36.11420265627308,-113.08777825548222,1471.3529363314844,1696123.8678362728
40.258613490535254,-119.41714222880177,40.25078257685696,-119.38848102325495,1308.39129102241,1696448.2069080474
35.47229834383092,-118.56890307895236,35.46957014876248,-118.53754717605328,1722.5153200619318,1696871.223501584
42.09270273302881,-114.83091857623224,42.08756221469526,-114.79711463653412,3578.4637009963603,1702634.8275984144
36.17863439036932,-113.02620852140846,36.2025382328583,-113.01522577292752,3368.854420860227,1703469.035758924
36.007174997691195,-113.27470820894294,35.98489659240185,-113.30029915143236,1114.1389851478668,1706063.3307209269
40.00869461513338,-119.73217832563546,40.0152776199084,-119.70659118182633,1567.4635542049898,1706478.2381826572
39.04130154370313,-120.3977813705079,39.061146,-120.407324,2322.9437561876257,1708864.2225580073
35.87192325186625,-113.22553879780816,35.86763211452402,-113.26408865396868,2380.9417657325594,1710847.9957527574
