source_id,source_kind,tech,region,capacity_mw,start_year,energy_mwh
PR100_DST_2022_pr102,pr100_distributed_storage_2022,battery_li,pr102,2.2224397798917117,2009,8.889759120515206
PR100_DST_2022_pr103,pr100_distributed_storage_2022,battery_li,pr103,3.5960715094803923,2009,14.384286036333336
PR100_DST_2022_pr106,pr100_distributed_storage_2022,battery_li,pr106,5.479246842600001,2009,21.916987369200005
PR100_DST_2022_pr111,pr100_distributed_storage_2022,battery_li,pr111,0.2688222777333333,2009,1.0752891112222218
PR100_DST_2022_pr116,pr100_distributed_storage_2022,battery_li,pr116,3.1100837434434787,2009,12.440334971156524
PR100_DST_2022_pr127,pr100_distributed_storage_2022,battery_li,pr127,0.2115139989112904,2009,0.8460559957419358
PR100_DST_2022_pr149,pr100_distributed_storage_2022,battery_li,pr149,0.3147973275,2009,1.259189309
PR100_DST_2022_pr153,pr100_distributed_storage_2022,battery_li,pr153,1.6938783375294115,2009,6.775513353411765
PR100_DST_2022_pr167,pr100_distributed_storage_2022,battery_li,pr167,0.13188859375,2009,0.52755437484375
PR100_DST_2022_pr169,pr100_distributed_storage_2022,battery_li,pr169,4.507667630933334,2009,18.030670486466665
PR100_DST_2022_pr175,pr100_distributed_storage_2022,battery_li,pr175,0.4544459375,2009,1.81778375025
PR100_DST_2022_pr177,pr100_distributed_storage_2022,battery_li,pr177,0.469461888,2009,1.877847551
PR100_DST_2022_pr185,pr100_distributed_storage_2022,battery_li,pr185,0.1456340701666666,2009,0.5825362805
PR100_DST_2022_pr190,pr100_distributed_storage_2022,battery_li,pr190,0.2688222777333333,2009,1.0752891112222218
PR100_DST_2022_pr211,pr100_distributed_storage_2022,battery_li,pr211,2.699997150555556,2009,10.79998859377778
PR100_DST_2022_pr213,pr100_distributed_storage_2022,battery_li,pr213,0.8193617,2009,3.277446806
PR100_DST_2022_pr231,pr100_distributed_storage_2022,battery_li,pr231,1.497137201826087,2009,5.988548805173913
PR100_DST_2022_pr233,pr100_distributed_storage_2022,battery_li,pr233,0.1251963461538462,2009,0.500785384615385
