municipality_key,year,pv_mw,storage_mw,storage_mwh
salinas,2022,4.396454491,9.132078071,36.528312282
salinas,2025,5.3454952845,9.1879039385,36.7516157585
salinas,2028,6.5041948960000004,9.282160157,37.128640637000004
salinas,2030,7.186916579000001,9.429469679,37.717878718
salinas,2035,8.391901254499999,9.9077570675,39.6310282715
salinas,2040,9.726033764,10.564014367,42.256057464
salinas,2045,13.9577095685,11.291839588,45.16735835
salinas,2050,17.401369363,11.870064682,47.480258714
san german,2022,4.664676801000001,1.2461775,4.984710001
san german,2025,8.390156680499999,1.7655413185,7.062165276
san german,2028,9.006116695,2.003532858,8.014131431000001
san german,2030,10.066855314,2.2794187409999997,9.117674966
san german,2035,12.2807410545,3.2413878479999996,12.965551394999999
san german,2040,13.149121387000001,4.743459643,18.973838572
san german,2045,15.613302972000001,6.4740500784999995,25.89620032
san german,2050,17.543037046000002,7.864570637,31.458282555
san juan,2022,83.929643549,26.227735865,104.910943472
san juan,2025,143.27400702699998,41.8872615565,167.549046208
san juan,2028,162.353830419,47.654819147,190.619276553
san juan,2030,185.224941266,55.38903459,221.556138304
san juan,2035,229.7407274595,81.3827452235,325.5309809945
san juan,2040,253.070284929,119.475242292,477.900969244
san juan,2045,325.353377894,162.58394237000002,650.3357695595
san juan,2050,381.22262532999997,197.040288978,788.161155838
san lorenzo,2022,0.0,2.075765,8.303060001
san lorenzo,2025,5.0719351115,2.4746653975,9.8986615915
san lorenzo,2028,6.477914484,2.69930805,10.797232198
san lorenzo,2030,7.306336792,2.945702683,11.782810723
san lorenzo,2035,8.768478995999999,3.8178670035,15.271468016499998
san lorenzo,2040,10.387330657,5.213079916,20.852319668
san lorenzo,2045,15.522094523,6.830970639,27.323882558999998
san lorenzo,2050,19.700670742,8.133361337,32.533445343
san sebastian,2022,6.373054173,1.124944561,4.499778249
san sebastian,2025,8.7790263045,1.867052044,7.468208179
san sebastian,2028,9.459014953,2.0992437600000002,8.396975039
san sebastian,2030,10.656561195,2.336500374,9.346001499
san sebastian,2035,13.1212807625,3.193426908,12.773707632999999
san sebastian,2040,14.053275418,4.607431783,18.429727134
san sebastian,2045,16.757075659,6.2602671235,25.0410684935
san sebastian,2050,18.828174889,7.593828995,30.375315985
santa isabel,2022,4.396486243,1.821718011,7.286872039
santa isabel,2025,8.2838336075,2.2270159290000002,8.908063711499999
santa isabel,2028,8.861331367,2.4537184219999997,9.814873695
santa isabel,2030,9.832898575,2.756048509,11.024194036
santa isabel,2035,11.890655575,3.7734868525,15.0939474095
santa isabel,2040,12.727841673,5.268068159,21.072272646000002
santa isabel,2045,15.0524369195,6.960652478,27.8426099185
santa isabel,2050,16.912850464999998,8.313799707,33.255198829
toa alta,2022,0.0,5.773804894,23.095219574
toa alta,2025,11.6048412365,6.4389484715,25.7557938875
toa alta,2028,14.82179237,6.879880305,27.519521219999998
toa alta,2030,16.717264053,7.329461038,29.317844159
toa alta,2035,20.062718547499998,8.9542845785,35.8171383125
toa alta,2040,23.766732130999998,11.637914949999999,46.551659801999996
toa alta,2045,35.515328705499996,14.7755666105,59.102266441
toa alta,2050,45.076120087999996,17.307298318999997,69.22919325400001
toa baja,2022,14.711000003,4.8361775,19.344709998
toa baja,2025,16.188867409500002,5.669508995499999,22.678035979999997
toa baja,2028,19.629498621,6.296054385,25.184217539
toa baja,2030,21.656765669,6.957840299,27.831361204
toa baja,2035,25.234835303,9.325342161999998,37.301368654499996
toa baja,2040,29.196395238,13.175684537999999,52.702738153
toa baja,2045,41.761891707000004,17.659748384,70.638993527
toa baja,2050,51.987461168,21.273827703000002,85.095310834
trujillo alto,2022,0.0,3.6355675,14.542270002
trujillo alto,2025,12.347197515000001,4.7604720695000005,19.0418882795
trujillo alto,2028,15.769935514,5.355814835,21.423259343
trujillo alto,2030,17.786659622,5.970032515,23.880130071
trujillo alto,2035,21.346121292,8.182263684999999,32.729054739999995
trujillo alto,2040,25.287078886,11.81728928,47.269157139
trujillo alto,2045,37.7872277015,16.061748584,64.2469943445
trujillo alto,2050,47.959618464,19.485277709000002,77.941110806
utuado,2022,2.918,0.48033,1.921320002
utuado,2025,3.5886592994999997,1.262427377,5.049709507499999
utuado,2028,4.456297897,1.427510922,5.710043693
utuado,2030,4.967522445,1.610545863,6.442183456
utuado,2035,5.8698194755,2.2565040825000002,9.026016325
utuado,2040,6.868822884,3.284978448,13.13991379
utuado,2045,10.03751754,4.4761136665,17.90445466
utuado,2050,12.616142858,5.434625843,21.738503375999997
vega alta,2022,0.0,1.7032685170000001,6.813074066
vega alta,2025,5.870484962000001,2.259864988,9.0394599525
vega alta,2028,7.497828488,2.539994372,10.15997749
vega alta,2030,8.456681587,2.824612636,11.298450539000001
vega alta,2035,10.1490304895,3.8543103725,15.41724149
vega alta,2040,12.022761945,5.557631167,22.230524667
vega alta,2045,17.965967724000002,7.549897896,30.199591578
vega alta,2050,22.802439064,9.157610627,36.630442511
vega baja,2022,14.056021478,13.7790325,55.116130002000006
vega baja,2025,15.574268751,13.843398695000001,55.3735947805
vega baja,2028,17.657268909,13.918565205,55.674260817000004
vega baja,2030,18.884603204,13.990870600000001,55.963482389999996
vega baja,2035,21.050804481500002,14.256769371,57.0270774755
vega baja,2040,23.449140769,14.707260265,58.829041067000006
vega baja,2045,31.056352641000004,15.2373069995,60.9492280005
vega baja,2050,37.246996473,15.665761145,62.663044583
vieques,2022,0.0,0.070017498,0.28007118799999997
vieques,2025,1.7919727239999999,0.6912548359999999,2.7650253099999995
vieques,2028,2.2887213280000003,0.777957249,3.111822606
vieques,2030,2.58141241,0.867857471,3.47141724
vieques,2035,3.098003984,1.1911827750000001,4.7647310995000005
vieques,2040,3.6699628069999997,1.7212918670000001,6.88516746
vieques,2045,5.484133646999999,2.3399320255,9.3597281025
vieques,2050,6.960472447,2.838840451,11.355361807000001
villalba,2022,8.226252756000001,0.6329442,2.531776806
villalba,2025,8.401045594500001,1.383789463,5.5351578495
villalba,2028,8.903033086,1.57918359,6.316734364
villalba,2030,9.198810992,1.8202019470000002,7.280807785
villalba,2035,9.720850725,2.6471066820000004,10.5884267285
villalba,2040,10.298841626,3.9037344349999996,15.61493774
villalba,2045,12.132145361,5.3407555425,21.363022166
villalba,2050,13.624054155000001,6.492885165,25.971540661
yabucoa,2022,0.0,0.873804421,3.495217683
yabucoa,2025,3.9529877225,1.519793737,6.0791749500000005
yabucoa,2028,5.048786283,1.7068173450000002,6.827269377
yabucoa,2030,5.694445807,1.89440229,7.577609157
yabucoa,2035,6.8340168085,2.5756334174999997,10.3025336675
yabucoa,2040,8.095724741,3.708898111,14.835592444
yabucoa,2045,12.097680224000001,5.0362849105,20.145139645500002
yabucoa,2050,15.354397846,6.107885681999999,24.431542727999997
yauco,2022,9.965,7.6891975,30.756790002000002
yauco,2025,10.287794814000002,7.723883665,30.895534665999996
yauco,2028,11.214829137,7.775060073000001,31.100240285
yauco,2030,11.761050458,7.845083464,31.380333845000003
yauco,2035,12.7251158145,8.0793012005,32.317204799
yauco,2040,13.792507756,8.419554155,33.678216616
yauco,2045,17.1781209635,8.8036215315,35.2144861205
yauco,2050,19.933270601,9.110367749,36.441471006
