r,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
pr266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5642267171483234,1.1284534342966468,1.6926801514449703,1.875378950749141,2.0580777500533114,2.240776549357482,2.3840563631823626,2.5273361770072436,2.6205482338880706,2.7137602907688976,2.806972347649725,2.900184404530552,2.993396461411379,3.113333783470194,3.2332711055290093,3.3532084275878242,3.4731457496466396,3.5930830717054545,3.8640248180560217,4.1349665644065885,4.405908310757155,4.676850057107723,4.94779180345829,5.321165343145051,5.694538882831812,6.067912422518573,6.441285962205333,6.814659501892094
pr271,1.0690666665777775,1.0690666665777775,1.0690666665777775,1.0690666665777775,1.0690666665777775,1.0690666665777775,1.0690666665777775,1.0690666665777775,1.0690666665777775,1.0690666665777775,1.0690666665777775,1.0690666665777775,1.0690666665777775,1.2793465357215743,1.4896264048653713,1.6999062740091682,1.883385022397764,2.0668637707863597,2.2503425191749553,2.3942340006907896,2.5381254822066244,2.6317354652686764,2.7253454483307284,2.8189554313927805,2.9125654144548325,3.0061753975168846,3.126624737368307,3.247074077219729,3.367523417071151,3.487972756922573,3.6084220967739955,3.8805205045682065,4.152618912362417,4.4247173201566286,4.69681572795084,4.968914135745051,5.343881623023271,5.718849110301492,6.093816597579712,6.468784084857933,6.843751572136154
pr275,0.711428983,0.711428983,0.711428983,0.711428983,0.711428983,0.711428983,0.711428983,0.711428983,0.711428983,0.711428983,0.711428983,0.711428983,0.711428983,1.1538459542345638,1.5962629254691276,2.0386798967036914,2.258724048783525,2.4787682008633594,2.698812352943193,2.8713799085319573,3.043947464120722,3.1562129424240513,3.2684784207273805,3.3807438990307093,3.4930093773340385,3.6052748556373677,3.749728494723193,3.894182133809018,4.0386357728948425,4.183089411980668,4.327543051066493,4.653867838748946,4.980192626431399,5.306517414113852,5.632842201796306,5.959166989478759,6.408861593311553,6.858556197144345,7.308250800977139,7.7579454048099326,8.207640008642725
pr277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr280,0.676851964104839,0.676851964104839,0.676851964104839,0.676851964104839,0.676851964104839,0.676851964104839,0.676851964104839,0.676851964104839,0.676851964104839,0.676851964104839,0.676851964104839,0.676851964104839,0.676851964104839,0.8228236626103603,0.9687953611158817,1.114767059621403,1.1796136028578883,1.2444601460943736,1.309306689330859,1.401529000008542,1.4937513106862255,1.5606997932977675,1.6276482759093096,1.6945967585208517,1.761545241132394,1.828493723743936,1.8709733221673008,1.9134529205906656,1.9559325190140306,1.9984121174373954,2.0408917158607602,2.116286229500829,2.1916807431408976,2.2670752567809664,2.342469770421035,2.4178642840611038,2.5491671117452257,2.680469939429348,2.81177276711347,2.943075594797592,3.0743784224817143
pr281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4963586091355571,0.9927172182711143,1.4890758274066713,1.6497986703181522,1.8105215132296333,1.9712443561411142,2.0972897323782753,2.2233351086154363,2.305335137375578,2.3873351661357196,2.4693351948958617,2.5513352236560034,2.633335252416145,2.738845893109993,2.844356533803841,2.9498671744976894,3.0553778151915374,3.1608884558853854,3.399239927239437,3.637591398593488,3.8759428699475396,4.114294341301591,4.352645812655642,4.681108052296622,5.009570291937603,5.338032531578583,5.666494771219563,5.994957010860544
pr29,7.082047071486955,7.082047071486955,7.082047071486955,7.082047071486955,7.082047071486955,7.082047071486955,7.082047071486955,7.082047071486955,7.082047071486955,7.082047071486955,7.082047071486955,7.082047071486955,7.082047071486955,8.207832343876316,9.333617616265675,10.459402888655035,11.442663818243267,12.425924747831496,13.409185677419728,14.189053167861319,14.96892065830291,15.47759208845679,15.98626351861067,16.49493494876455,17.00360637891843,17.51227780907231,18.15226853532686,18.79225926158141,19.432249987835963,20.072240714090512,20.712231440345064,22.118318364511698,23.524405288678334,24.930492212844968,26.336579137011604,27.742666061178237,29.743150969524113,31.743635877869984,33.74412078621586,35.744605694561734,37.74509060290761
pr290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr296,8.2555127756,8.2555127756,8.2555127756,8.2555127756,8.2555127756,8.2555127756,8.2555127756,8.2555127756,8.2555127756,8.2555127756,8.2555127756,8.2555127756,8.2555127756,9.698569766565257,11.141626757530513,12.58468374849577,13.36736764890922,14.150051549322669,14.932735449736118,15.804875027258756,16.677014604781395,17.30870291459902,17.94039122441665,18.572079534234277,19.203767844051907,19.835456153869533,20.357516565952707,20.87957697803588,21.401637390119056,21.92369780220223,22.445758214285405,23.404510126282823,24.36326203828024,25.322013950277658,26.280765862275075,27.239517774272493,28.855170362071895,30.4708229498713,32.08647553767071,33.70212812547011,35.317780713269514
pr3,11.688715213588235,11.688715213588235,11.688715213588235,11.688715213588235,11.688715213588235,11.688715213588235,11.688715213588235,11.688715213588235,11.688715213588235,11.688715213588235,11.688715213588235,11.688715213588235,11.688715213588235,13.277259154504254,14.865803095420272,16.45434703633629,18.230340833975063,20.00633463161384,21.782328429252612,23.175134848080692,24.567941266908772,25.474044839032196,26.380148411155616,27.28625198327904,28.19235555540246,29.098459127525885,30.26435589790239,31.430252668278893,32.596149438655395,33.7620462090319,34.92794297940841,37.561736205664026,40.19552943191964,42.82932265817526,45.46311588443088,48.09690911068649,51.726429902516195,55.3559506943459,58.9854714861756,62.6149922780053,66.24451306983501
pr3000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr3001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9330316208824491,1.8660632417648981,2.799094862647347,3.101214120317731,3.4033333779881145,3.7054526356584985,3.9423868206398587,4.179321005621219,4.333460811084065,4.487600616546912,4.641740422009758,4.795880227472605,4.950020032935451,5.148353984491719,5.346687936047987,5.545021887604255,5.743355839160523,5.941689790716791,6.389731701414108,6.837773612111426,7.285815522808743,7.733857433506061,8.181899344203378,8.799327247806014,9.41675515140865,10.034183055011287,10.651610958613922,11.269038862216558
pr313,18.478466502235293,18.478466502235293,18.478466502235293,18.478466502235293,18.478466502235293,18.478466502235293,18.478466502235293,18.478466502235293,18.478466502235293,18.478466502235293,18.478466502235293,18.478466502235293,18.478466502235293,19.29463719360357,20.11080788497185,20.92697857634013,22.098951565982603,23.270924555625076,24.44289754526755,25.32317519045076,26.203452835633968,26.798303755601253,27.39315467556854,27.98800559553582,28.582856515503106,29.177707435470392,29.92637096251613,30.67503448956187,31.42369801660761,32.17236154365335,32.92102507069909,34.28632063057419,35.65161619044929,37.0169117503244,38.3822073101995,39.7475028700746,42.12451590367045,44.50152893726631,46.87854197086216,49.25555500445802,51.63256803805387
pr319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12290196765657535,0.2458039353131507,0.36870590296972605,0.4085020367930348,0.44829817061634364,0.4880943044396524,0.5193040477398201,0.5505137910399879,0.5708175889318591,0.5911213868237303,0.6114251847156014,0.6317289826074726,0.6520327804993438,0.6781579752929024,0.7042831700864611,0.7304083648800199,0.7565335596735786,0.7826587544671373,0.8416762960266594,0.9006938375861815,0.9597113791457037,1.0187289207052257,1.077746462264748,1.1590760791328003,1.2404056960008527,1.321735312868905,1.4030649297369575,1.48439454660501
pr32,11.649598962375,11.649598962375,11.649598962375,11.649598962375,11.649598962375,11.649598962375,11.649598962375,11.649598962375,11.649598962375,11.649598962375,11.649598962375,11.649598962375,11.649598962375,14.755230742630042,17.860862522885082,20.966494303140124,22.657458765641778,24.348423228143428,26.039387690645082,27.3085463535417,28.57770501643832,29.387158356599503,30.196611696760687,31.006065036921868,31.815518377083052,32.624971717244236,33.70357493322831,34.78217814921239,35.860781365196466,36.93938458118055,38.01798779716462,40.32077443678336,42.6235610764021,44.92634771602084,47.22913435563958,49.53192099525832,52.936416527534135,56.34091205980995,59.74540759208577,63.149903124361586,66.5543986566374
pr321,0.5021863855454546,0.5021863855454546,0.5021863855454546,0.5021863855454546,0.5021863855454546,0.5021863855454546,0.5021863855454546,0.5021863855454546,0.5021863855454546,0.5021863855454546,0.5021863855454546,0.5021863855454546,0.5021863855454546,0.5349610961293527,0.5677358067132507,0.6005105172971489,0.6348203029302634,0.6691300885633777,0.7034398741964922,0.7273092073687482,0.7511785405410041,0.7658425170871784,0.7805064936333527,0.795170470179527,0.8098344467257013,0.8244984232718756,0.8453435250801451,0.8661886268884146,0.8870337286966841,0.9078788305049535,0.928723932313223,0.9686778808566738,1.0086318294001246,1.0485857779435757,1.0885397264870265,1.1284936750304773,1.195877779948003,1.2632618848655284,1.330645989783054,1.3980300947005797,1.4654141996181052
pr334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr335,3.5668750003125,3.5668750003125,3.5668750003125,3.5668750003125,3.5668750003125,3.5668750003125,3.5668750003125,3.5668750003125,3.5668750003125,3.5668750003125,3.5668750003125,3.5668750003125,3.5668750003125,6.387878299055522,9.208881597798545,12.029884896541567,13.328326026840854,14.62676715714014,15.925208287439427,16.94349852065367,17.96178875386791,18.624247231952264,19.286705710036617,19.949164188120967,20.61162266620532,21.274081144289674,22.126476194403285,22.978871244516895,23.83126629463051,24.68366134474412,25.53605639485773,27.461640514247243,29.387224633636755,31.312808753026268,33.23839287241578,35.16397699180529,37.81754430075389,40.47111160970248,43.12467891865108,45.77824622759967,48.43181353654827
pr343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1746962206764245,0.349392441352849,0.5240886620292735,0.5806559759293193,0.6372232898293649,0.6937906037294107,0.7381529871472297,0.7825153705650486,0.8113757445368828,0.8402361185087168,0.869096492480551,0.897956866452385,0.9268172404242192,0.963952307423205,1.0010873744221909,1.0382224414211767,1.0753575084201625,1.1124925754191484,1.1963817242940777,1.280270873169007,1.3641600220439363,1.4480491709188654,1.5319383197937948,1.647542463383802,1.763146606973809,1.8787507505638164,1.9943548941538234,2.1099590377438306
pr35,10.585734516125,10.585734516125,10.585734516125,10.585734516125,10.585734516125,10.585734516125,10.585734516125,10.585734516125,10.585734516125,10.585734516125,10.585734516125,10.585734516125,10.585734516125,11.901061310284279,13.21638810444356,14.53171489860284,15.137412721517245,15.743110544431653,16.34880836734606,17.352526605797763,18.356244844249467,19.120216281221296,19.884187718193125,20.648159155164954,21.41213059213678,22.17610202910861,22.581471192849556,22.986840356590502,23.39220952033145,23.797578684072395,24.20294784781334,24.755279953722415,25.307612059631484,25.859944165540558,26.412276271449628,26.9646083773587,28.21130436161408,29.458000345869458,30.70469633012484,31.951392314380218,33.1980882986356
pr352,0.788432412125,0.788432412125,0.788432412125,0.788432412125,0.788432412125,0.788432412125,0.788432412125,0.788432412125,0.788432412125,0.788432412125,0.788432412125,0.788432412125,0.788432412125,0.8078244141172841,0.8272164161095681,0.8466084181018522,0.9264621711426395,1.006315924183427,1.0861696772242142,1.1476466120985664,1.2091235469729187,1.2487913850871915,1.2884592232014642,1.3281270613157372,1.36779489943001,1.4074627375442827,1.4592507044024472,1.5110386712606114,1.5628266381187759,1.61461460497694,1.6664025718351045,1.7806972937571994,1.8949920156792943,2.009286737601389,2.123581459523484,2.237876181445579,2.400037212825929,2.562198244206279,2.724359275586629,2.886520306966979,3.048681338347329
pr353,1.3888072614999998,1.3888072614999998,1.3888072614999998,1.3888072614999998,1.3888072614999998,1.3888072614999998,1.3888072614999998,1.3888072614999998,1.3888072614999998,1.3888072614999998,1.3888072614999998,1.3888072614999998,1.3888072614999998,3.042010689079741,4.695214116659482,6.348417544239224,6.670226101096732,6.992034657954241,7.313843214811749,7.77943165341406,8.245020092016372,8.59091512437898,8.936810156741592,9.2827051891042,9.628600221466812,9.97449525382942,10.188357889667751,10.402220525506081,10.61608316134441,10.82994579718274,11.04380843302107,11.389610406120868,11.735412379220666,12.081214352320464,12.427016325420261,12.77281829852006,13.432408554621556,14.091998810723053,14.75158906682455,15.411179322926047,16.070769579027544
pr363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr378,10.26316470632026,10.26316470632026,10.26316470632026,10.26316470632026,10.26316470632026,10.26316470632026,10.26316470632026,10.26316470632026,10.26316470632026,10.26316470632026,10.26316470632026,10.26316470632026,10.26316470632026,11.442789171720104,12.622413637119948,13.802038102519791,15.158161848114942,16.514285593710092,17.87040933930524,18.920633340471852,19.97085734163846,20.650304998166526,21.32975265469459,22.009200311222656,22.688647967750722,23.368095624278787,24.251007592006413,25.13391955973404,26.01683152746166,26.899743495189288,27.782655462916914,29.745928999558064,31.709202536199214,33.67247607284037,35.635749609481515,37.59902314612267,40.3585040502045,43.117984954286335,45.87746585836817,48.63694676245,51.396427666531835
pr38,4.39276045303125,4.39276045303125,4.39276045303125,4.39276045303125,4.39276045303125,4.39276045303125,4.39276045303125,4.39276045303125,4.39276045303125,4.39276045303125,4.39276045303125,4.39276045303125,4.39276045303125,4.842162442686838,5.291564432342428,5.740966421998016,6.196087301314202,6.651208180630389,7.106329059946575,7.524094940918559,7.941860821890542,8.226603914590928,8.511347007291313,8.796090099991698,9.080833192692083,9.365576285392468,9.663259838585756,9.960943391779045,10.258626944972333,10.556310498165622,10.85399405135891,11.470106506003773,12.086218960648637,12.7023314152935,13.318443869938365,13.934556324583228,14.862649076792438,15.790741829001648,16.718834581210857,17.646927333420066,18.575020085629276
pr392,7.445371605153228,7.445371605153228,7.445371605153228,7.445371605153228,7.445371605153228,7.445371605153228,7.445371605153228,7.445371605153228,7.445371605153228,7.445371605153228,7.445371605153228,7.445371605153228,7.445371605153228,9.051060288713963,10.656748972274697,12.26243765583543,12.975749631436768,13.689061607038107,14.402373582639445,15.41681900009396,16.431264417548476,17.16769772627544,17.904131035002404,18.640564343729366,19.376997652456332,20.113430961183294,20.580706543840307,21.04798212649732,21.515257709154334,21.982533291811347,22.44980887446836,23.279148524509115,24.10848817454987,24.937827824590624,25.76716747463138,26.596507124672133,28.040838229197476,29.485169333722823,30.929500438248166,32.37383154277351,33.818162647298855
pr40,4.63693750040625,4.63693750040625,4.63693750040625,4.63693750040625,4.63693750040625,4.63693750040625,4.63693750040625,4.63693750040625,4.63693750040625,4.63693750040625,4.63693750040625,4.63693750040625,4.63693750040625,5.404217398551874,6.171497296697499,6.938777194843123,7.687711517232727,8.436645839622331,9.185580162011934,9.772924854624863,10.360269547237792,10.742372270862683,11.124474994487572,11.506577718112464,11.888680441737353,12.270783165362245,12.76244034926581,13.254097533169379,13.745754717072945,14.237411900976513,14.729069084880079,15.839736334413614,16.950403583947146,18.06107083348068,19.171738083014215,20.28240533254775,21.812969630748274,23.343533928948798,24.874098227149325,26.40466252534985,27.935226823550373
pr400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6865633198628673,1.3731266397257347,2.059689959588602,2.282001825573813,2.5043136915590245,2.7266255575442355,2.900971545568899,3.0753175335935627,3.188739988336146,3.3021624430787284,3.4155848978213115,3.529007352563894,3.642429807306477,3.7883721453035677,3.9343144833006582,4.080256821297749,4.22619915929484,4.37214149729193,4.7018292963712005,5.031517095450471,5.361204894529741,5.690892693609011,6.020580492688281,6.474909522950139,6.929238553211998,7.383567583473855,7.837896613735714,8.292225643997572
pr41,14.056021478,14.056021478,14.056021478,14.056021478,14.056021478,14.056021478,14.056021478,14.056021478,14.056021478,14.056021478,14.056021478,14.056021478,14.056021478,15.79534321432619,17.53466495065238,19.27398668697857,20.60954739759196,21.945108108205353,23.280668818818743,24.25390667396639,25.22714452911404,25.83918748525623,26.45123044139842,27.063273397540605,27.675316353682796,28.287359309824986,29.12313727871085,29.95891524759671,30.794693216482575,31.630471185368435,32.4662491542543,34.18008666830089,35.89392418234748,37.60776169639407,39.32159921044067,41.035436724487255,43.698123060795034,46.360809397102805,49.023495733410584,51.686182069718356,54.348868406026135
pr428,0.4836477584347826,0.4836477584347826,0.4836477584347826,0.4836477584347826,0.4836477584347826,0.4836477584347826,0.4836477584347826,0.4836477584347826,0.4836477584347826,0.4836477584347826,0.4836477584347826,0.4836477584347826,0.4836477584347826,0.5478326716118427,0.6120175847889027,0.6762024979659628,0.7414971641160892,0.8067918302662157,0.8720864964163422,0.9225273549421859,0.9729682134680295,1.0055650589814669,1.0381619044949044,1.0707587500083418,1.1033555955217793,1.1359524410352166,1.1783936456761286,1.2208348503170405,1.2632760549579527,1.3057172595988646,1.3481584642397766,1.4422353150522516,1.5363121658647265,1.6303890166772015,1.7244658674896762,1.8185427183021512,1.9512934672032098,2.0840442161042687,2.2167949650053274,2.349545713906386,2.4822964628074446
pr440,1.07006250009375,1.07006250009375,1.07006250009375,1.07006250009375,1.07006250009375,1.07006250009375,1.07006250009375,1.07006250009375,1.07006250009375,1.07006250009375,1.07006250009375,1.07006250009375,1.07006250009375,1.2471270919735093,1.4241916838532689,1.6012562757330282,1.774087273207552,1.9469182706820762,2.1197492681566,2.2552903510672757,2.3908314339779513,2.4790089855836954,2.5671865371894396,2.6553640887951833,2.7435416404009274,2.8317191920066715,2.945178542138264,3.0586378922698563,3.172097242401448,3.2855565925330406,3.399015942664633,3.6553237694800638,3.911631596295495,4.167939423110926,4.424247249926357,4.680555076741788,5.03376222248037,5.386969368218953,5.740176513957536,6.093383659696118,6.446590805434701
pr441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr442,0.8248294516470587,0.8248294516470587,0.8248294516470587,0.8248294516470587,0.8248294516470587,0.8248294516470587,0.8248294516470587,0.8248294516470587,0.8248294516470587,0.8248294516470587,0.8248294516470587,0.8248294516470587,0.8248294516470587,0.8286692778158639,0.8325091039846689,0.8363489301534741,0.8897071204103395,0.943065310667205,0.9964235009240704,1.0345933851037727,1.072763269283475,1.0965490597066505,1.1203348501298258,1.1441206405530013,1.1679064309761766,1.1916922213993522,1.22468964119064,1.257687060981928,1.2906844807732156,1.3236819005645035,1.3566793203557914,1.4225870881428968,1.488494855930002,1.5544026237171074,1.6203103915042125,1.686218159291318,1.7919566211977909,1.8976950831042638,2.003433545010737,2.10917200691721,2.2149104688236827
pr45,15.50146666537778,15.50146666537778,15.50146666537778,15.50146666537778,15.50146666537778,15.50146666537778,15.50146666537778,15.50146666537778,15.50146666537778,15.50146666537778,15.50146666537778,15.50146666537778,15.50146666537778,20.95051743257427,26.399568199770755,31.848618966967244,35.2861877527331,38.72375653849895,42.1613253242648,44.85720628765475,47.5530872510447,49.306918464307635,51.06074967757056,52.8145808908335,54.568412104096424,56.32224331735936,58.57892369379681,60.83560407023426,63.09228444667171,65.34896482310916,67.60564519954661,72.70354891542796,77.8014526313093,82.89935634719063,87.99726006307198,93.09516377895332,100.12037264528422,107.1455815116151,114.170790377946,121.19599924427689,128.2212081106078
pr451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr452,0.8248294516470587,0.8248294516470587,0.8248294516470587,0.8248294516470587,0.8248294516470587,0.8248294516470587,0.8248294516470587,0.8248294516470587,0.8248294516470587,0.8248294516470587,0.8248294516470587,0.8248294516470587,0.8248294516470587,0.8286692778158639,0.8325091039846689,0.8363489301534741,0.8897071204103395,0.943065310667205,0.9964235009240704,1.0345933851037727,1.072763269283475,1.0965490597066505,1.1203348501298258,1.1441206405530013,1.1679064309761766,1.1916922213993522,1.22468964119064,1.257687060981928,1.2906844807732156,1.3236819005645035,1.3566793203557914,1.4225870881428968,1.488494855930002,1.5544026237171074,1.6203103915042125,1.686218159291318,1.7919566211977909,1.8976950831042638,2.003433545010737,2.10917200691721,2.2149104688236827
pr480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4963586091355571,0.9927172182711143,1.4890758274066713,1.6497986703181522,1.8105215132296333,1.9712443561411142,2.0972897323782753,2.2233351086154363,2.305335137375578,2.3873351661357196,2.4693351948958617,2.5513352236560034,2.633335252416145,2.738845893109993,2.844356533803841,2.9498671744976894,3.0553778151915374,3.1608884558853854,3.399239927239437,3.637591398593488,3.8759428699475396,4.114294341301591,4.352645812655642,4.681108052296622,5.009570291937603,5.338032531578583,5.666494771219563,5.994957010860544
pr489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12290196765657535,0.2458039353131507,0.36870590296972605,0.4085020367930348,0.44829817061634364,0.4880943044396524,0.5193040477398201,0.5505137910399879,0.5708175889318591,0.5911213868237303,0.6114251847156014,0.6317289826074726,0.6520327804993438,0.6781579752929024,0.7042831700864611,0.7304083648800199,0.7565335596735786,0.7826587544671373,0.8416762960266594,0.9006938375861815,0.9597113791457037,1.0187289207052257,1.077746462264748,1.1590760791328003,1.2404056960008527,1.321735312868905,1.4030649297369575,1.48439454660501
pr492,0.8653529413529412,0.8653529413529412,0.8653529413529412,0.8653529413529412,0.8653529413529412,0.8653529413529412,0.8653529413529412,0.8653529413529412,0.8653529413529412,0.8653529413529412,0.8653529413529412,0.8653529413529412,0.8653529413529412,0.8831580238372218,0.9009631063215023,0.9187681888057829,0.9974047276007971,1.0760412663958112,1.1546778051908255,1.2143033596227721,1.2739289140547185,1.3121371240144917,1.3503453339742648,1.388553543934038,1.426761753893811,1.4649699638535842,1.5154633645590017,1.565956765264419,1.6164501659698365,1.666943566675254,1.7174369673806713,1.8267006824268766,1.935964397473082,2.045228112519287,2.1544918275654927,2.263755542611698,2.4226221040964915,2.5814886655812854,2.740355227066079,2.8992217885508724,3.0580883500356664
pr5,0.4900384615384619,0.4900384615384619,0.4900384615384619,0.4900384615384619,0.4900384615384619,0.4900384615384619,0.4900384615384619,0.4900384615384619,0.4900384615384619,0.4900384615384619,0.4900384615384619,0.4900384615384619,0.4900384615384619,0.5309979535858971,0.5719574456333322,0.6129169376807673,0.6683869810734036,0.7238570244660398,0.7793270678586761,0.8217649243037994,0.8642027807489229,0.8915083583065196,0.9188139358641164,0.9461195134217133,0.9734250909793101,1.0007306685369068,1.0365575223130938,1.072384376089281,1.108211229865468,1.1440380836416553,1.1798649374178423,1.258299474501591,1.3367340115853394,1.4151685486690881,1.4936030857528366,1.5720376228365853,1.6844419694516748,1.7968463160667643,1.9092506626818535,2.021655009296943,2.1340593559120324
pr50,9.475927497467744,9.475927497467744,9.475927497467744,9.475927497467744,9.475927497467744,9.475927497467744,9.475927497467744,9.475927497467744,9.475927497467744,9.475927497467744,9.475927497467744,9.475927497467744,9.475927497467744,13.415735349778092,17.35554320208844,21.29535105439879,22.81720089410092,24.33905073380305,25.86090057350518,27.63353525670257,29.406169939899957,30.656707669665895,31.907245399431833,33.157783129197774,34.40832085896371,35.65885858872965,36.656647887566834,37.65443718640402,38.652226485241194,39.65001578407838,40.64780508291556,42.613885726716035,44.57996637051651,46.54604701431698,48.512127658117464,50.47820830191794,53.571249205795326,56.664290109672706,59.75733101355009,62.85037191742748,65.94341282130486
pr545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6320680244110172,1.2641360488220343,1.8962040732330514,2.100870151363497,2.305536229493942,2.5102023076243873,2.6707097521943286,2.8312171967642694,2.935636854499052,3.040056512233835,3.144476169968618,3.248895827703401,3.3533154854381837,3.4876737924082084,3.6220320993782327,3.7563904063482574,3.890748713318282,4.025107020288306,4.328626171234811,4.632145322181316,4.9356644731278205,5.239183624074326,5.542702775020831,5.960969880454057,6.379236985887283,6.7975040913205085,7.215771196753735,7.634038302186961
pr555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1430582297245067,2.2861164594490133,3.42917468917352,3.7993013777254387,4.169428066277358,4.539554754829276,4.829823125494813,5.12009149616035,5.308928369009818,5.497765241859287,5.686602114708755,5.875438987558224,6.064275860407692,6.307255037364902,6.550234214322112,6.7932133912793216,7.0361925682365305,7.27917174519374,7.828068461645964,8.376965178098187,8.925861894550412,9.474758611002635,10.023655327454858,10.780067041596004,11.536478755737152,12.292890469878298,13.049302184019446,13.805713898160592
pr583,0.5457467791612903,0.5457467791612903,0.5457467791612903,0.5457467791612903,0.5457467791612903,0.5457467791612903,0.5457467791612903,0.5457467791612903,0.5457467791612903,0.5457467791612903,0.5457467791612903,0.5457467791612903,0.5457467791612903,0.7298555243721646,0.913964269583039,1.0980730147939133,1.2165931153584661,1.3351132159230188,1.4536333164875717,1.546581589438401,1.63952986238923,1.699998252910543,1.760466643431856,1.8209350339531691,1.881403424474482,1.941871814995795,2.019677380937093,2.0974829468783915,2.17528851281969,2.2530940787609883,2.3308996447022867,2.5066645816459965,2.6824295185897067,2.8581944555334164,3.0339593924771266,3.2097243294208364,3.451938671184157,3.6941530129474773,3.9363673547107982,4.178581696474119,4.420796038237439
