r,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
pr1078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr1079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr1102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr1103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr1104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr1105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr111,0.5345333332888887,0.5345333332888887,0.5345333332888887,0.5345333332888887,0.5345333332888887,0.5345333332888887,0.5345333332888887,0.5345333332888887,0.5345333332888887,0.5345333332888887,0.5345333332888887,0.5345333332888887,0.5345333332888887,0.6396732678607872,0.7448132024326857,0.8499531370045841,0.941692511198882,1.0334318853931799,1.1251712595874777,1.1971170003453948,1.2690627411033122,1.3158677326343382,1.3626727241653642,1.4094777156963902,1.4562827072274163,1.5030876987584423,1.5633123686841532,1.6235370386098644,1.6837617085355754,1.7439863784612866,1.8042110483869975,1.940260252284103,2.0763094561812085,2.2123586600783143,2.34840786397542,2.4844570678725253,2.6719408115116354,2.859424555150746,3.046908298789856,3.2343920424289667,3.421875786068077
pr1110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr116,8.057648943373913,8.057648943373913,8.057648943373913,8.057648943373913,8.057648943373913,8.057648943373913,8.057648943373913,8.057648943373913,8.057648943373913,8.057648943373913,8.057648943373913,8.057648943373913,8.057648943373913,8.673708176176975,9.289767408980037,9.905826641783099,10.921861219036922,11.937895796290746,12.95393037354457,13.745453540124718,14.536976706704866,15.05040367342967,15.563830640154473,16.077257606879275,16.59068457360408,17.104111540328883,17.768189406661698,18.43226727299451,19.096345139327322,19.760423005660133,20.424500871992947,21.912239533665154,23.399978195337358,24.887716857009565,26.37545551868177,27.863194180353975,29.93485767028645,32.00652116021893,34.07818465015141,36.14984814008388,38.22151163001636
pr120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr1206,2.195272418285714,2.195272418285714,2.195272418285714,2.195272418285714,2.195272418285714,2.195272418285714,2.195272418285714,2.195272418285714,2.195272418285714,2.195272418285714,2.195272418285714,2.195272418285714,2.195272418285714,2.1896564742985425,2.1840405303113712,2.1784245863241996,2.264866880408653,2.351309174493107,2.4377514685775608,2.4907369737937453,2.5437224790099293,2.5739794362368076,2.604236393463686,2.634493350690564,2.6647503079174424,2.6950072651443207,2.743573905261554,2.792140545378788,2.8407071854960217,2.8892738256132557,2.9378404657304893,3.01277473727853,3.087709008826571,3.162643280374612,3.237577551922653,3.3125118234706936,3.475848179478933,3.639184535487172,3.8025208914954116,3.965857247503651,4.12919360351189
pr127,0.676851964104839,0.676851964104839,0.676851964104839,0.676851964104839,0.676851964104839,0.676851964104839,0.676851964104839,0.676851964104839,0.676851964104839,0.676851964104839,0.676851964104839,0.676851964104839,0.676851964104839,0.8228236626103603,0.9687953611158817,1.114767059621403,1.1796136028578883,1.2444601460943736,1.309306689330859,1.401529000008542,1.4937513106862255,1.5606997932977675,1.6276482759093096,1.6945967585208517,1.761545241132394,1.828493723743936,1.8709733221673008,1.9134529205906656,1.9559325190140306,1.9984121174373954,2.0408917158607602,2.116286229500829,2.1916807431408976,2.2670752567809664,2.342469770421035,2.4178642840611038,2.5491671117452257,2.680469939429348,2.81177276711347,2.943075594797592,3.0743784224817143
pr14,11.270884615384617,11.270884615384617,11.270884615384617,11.270884615384617,11.270884615384617,11.270884615384617,11.270884615384617,11.270884615384617,11.270884615384617,11.270884615384617,11.270884615384617,11.270884615384617,11.270884615384617,13.503755444503707,15.736626273622797,17.969497102741887,19.663272751819132,21.35704840089638,23.050824049973627,24.354696744294973,25.65856943861632,26.499848476625246,27.341127514634174,28.1824065526431,29.023685590652025,29.864964628660953,30.963361061784447,32.061757494907944,33.16015392803144,34.25855036115493,35.35694679427843,37.780789855322354,40.20463291636628,42.628475977410204,45.05231903845414,47.47616209949806,50.91564891133906,54.35513572318007,57.79462253502107,61.23410934686207,64.67359615870308
pr149,0.450757312,0.450757312,0.450757312,0.450757312,0.450757312,0.450757312,0.450757312,0.450757312,0.450757312,0.450757312,0.450757312,0.450757312,0.450757312,0.7708276562878169,1.0908980005756337,1.4109683448634505,1.5632606861144076,1.7155530273653645,1.8678453686163217,1.9872792028359432,2.1067130370555645,2.1844118639166954,2.2621106907778263,2.3398095176389577,2.4175083445000887,2.4952071713612196,2.5951833924004486,2.6951596134396776,2.7951358344789066,2.895112055518135,2.995088276557364,3.2209373402249164,3.4467864038924687,3.6726354675600215,3.8984845312275738,4.124333594895126,4.435566786751757,4.746799978608387,5.058033170465018,5.369266362321649,5.6804995541782795
pr153,11.547612323058823,11.547612323058823,11.547612323058823,11.547612323058823,11.547612323058823,11.547612323058823,11.547612323058823,11.547612323058823,11.547612323058823,11.547612323058823,11.547612323058823,11.547612323058823,11.547612323058823,11.601369889422095,11.655127455785367,11.708885022148639,12.455899685744754,13.20291434934087,13.949929012936986,14.48430739145282,15.018685769968654,15.351686835893108,15.684687901817565,16.01768896774202,16.350690033666474,16.68369109959093,17.14565497666896,17.60761885374699,18.069582730825022,18.531546607903053,18.993510484981083,19.916219234000557,20.83892798302003,21.761636732039506,22.68434548105898,23.607054230078454,25.087392696769076,26.567731163459698,28.048069630150323,29.528408096840945,31.008746563531567
pr16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2068257543531735,2.413651508706347,3.6204772630595206,4.011252123482649,4.4020269839057775,4.792801844328905,5.099263349845039,5.405724855361171,5.605096327179779,5.8044677989983855,6.003839270816993,6.2032107426356,6.402582214454207,6.659116414376006,6.915650614297806,7.172184814219605,7.428719014141405,7.685253214063204,8.264771105186615,8.844288996310027,9.423806887433438,10.003324778556848,10.58284266968026,11.38145214781226,12.180061625944258,12.978671104076255,13.777280582208254,14.575890060340253
pr167,0.35668750003125,0.35668750003125,0.35668750003125,0.35668750003125,0.35668750003125,0.35668750003125,0.35668750003125,0.35668750003125,0.35668750003125,0.35668750003125,0.35668750003125,0.35668750003125,0.35668750003125,0.41570903065783643,0.4747305612844229,0.5337520919110094,0.5913624244025173,0.6489727568940253,0.7065830893855333,0.7517634503557585,0.7969438113259838,0.8263363285278984,0.8557288457298131,0.8851213629317277,0.9145138801336424,0.943906397335557,0.9817261807127545,1.019545964089952,1.0573657474671494,1.095185530844347,1.1330053142215444,1.2184412564933547,1.3038771987651652,1.3893131410369755,1.4747490833087857,1.5601850255805962,1.6779207408267904,1.7956564560729846,1.9133921713191788,2.031127886565373,2.148863601811567
pr169,12.544596449,12.544596449,12.544596449,12.544596449,12.544596449,12.544596449,12.544596449,12.544596449,12.544596449,12.544596449,12.544596449,12.544596449,12.544596449,14.366345926173091,16.188095403346182,18.00984488051927,19.36652898042976,20.723213080340244,22.079897180250732,23.411033869263353,24.742170558275973,25.66780097166214,26.593431385048305,27.51906179843447,28.444692211820634,29.3703226252068,30.26390539408751,31.157488162968214,32.05107093184892,32.94465370072963,33.83823646961034,35.641169306705976,37.44410214380162,39.24703498089726,41.04996781799291,42.85290065508855,45.63013684273923,48.40737303038993,51.18460921804061,53.96184540569131,56.73908159334199
pr175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4963586091355571,0.9927172182711143,1.4890758274066713,1.6497986703181522,1.8105215132296333,1.9712443561411142,2.0972897323782753,2.2233351086154363,2.305335137375578,2.3873351661357196,2.4693351948958617,2.5513352236560034,2.633335252416145,2.738845893109993,2.844356533803841,2.9498671744976894,3.0553778151915374,3.1608884558853854,3.399239927239437,3.637591398593488,3.8759428699475396,4.114294341301591,4.352645812655642,4.681108052296622,5.009570291937603,5.338032531578583,5.666494771219563,5.994957010860544
pr177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417637257012218,1.2835274514024435,1.9252911771036654,2.1330967610371396,2.3409023449706137,2.5487079289040877,2.711677501394257,2.8746470738844265,2.980668492679754,3.086689911475081,3.1927113302704084,3.2987327490657354,3.404754167861063,3.5411734839503644,3.677592800039666,3.8140121161289677,3.950431432218269,4.086850748307571,4.395025776090277,4.703200803872983,5.011375831655689,5.3195508594383965,5.627725887221103,6.052409063683644,6.4770922401461855,6.901775416608727,7.326458593071269,7.7511417695338105
pr18,9.443,9.443,9.443,9.443,9.443,9.443,9.443,9.443,9.443,9.443,9.443,9.443,9.443,10.067835692533281,10.69267138506656,11.317507077599842,11.957054995432602,12.596602913265361,13.23615083109812,14.171699365464239,15.107247899830359,15.788816616263468,16.470385332696576,17.151954049129685,17.833522765562794,18.515091481995903,18.933988839666462,19.35288619733702,19.771783555007577,20.190680912678136,20.609578270348695,21.34009549799126,22.070612725633826,22.80112995327639,23.531647180918956,24.26216440856152,25.55636850801806,26.8505726074746,28.14477670693114,29.438980806387683,30.733184905844222
pr1800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr1802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21188068363814275,0.4237613672762855,0.6356420509144283,0.7042498380091919,0.7728576251039555,0.8414654121987192,0.8952704235375576,0.949075434876396,0.9840788009431013,1.0190821670098067,1.054085533076512,1.0890888991432173,1.1240922652099226,1.1691316104658152,1.2141709557217077,1.2592103009776001,1.3042496462334927,1.3492889914893853,1.4510341244662668,1.552779257443148,1.6545243904200295,1.7562695233969108,1.8580146563737923,1.9982253881345424,2.138436119895293,2.2786468516560427,2.418857583416793,2.5590683151775435
pr190,0.5345333332888887,0.5345333332888887,0.5345333332888887,0.5345333332888887,0.5345333332888887,0.5345333332888887,0.5345333332888887,0.5345333332888887,0.5345333332888887,0.5345333332888887,0.5345333332888887,0.5345333332888887,0.5345333332888887,0.6396732678607872,0.7448132024326857,0.8499531370045841,0.941692511198882,1.0334318853931799,1.1251712595874777,1.1971170003453948,1.2690627411033122,1.3158677326343382,1.3626727241653642,1.4094777156963902,1.4562827072274163,1.5030876987584423,1.5633123686841532,1.6235370386098644,1.6837617085355754,1.7439863784612866,1.8042110483869975,1.940260252284103,2.0763094561812085,2.2123586600783143,2.34840786397542,2.4844570678725253,2.6719408115116354,2.859424555150746,3.046908298789856,3.2343920424289667,3.421875786068077
pr196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr2,10.858064023870588,10.858064023870588,10.858064023870588,10.858064023870588,10.858064023870588,10.858064023870588,10.858064023870588,10.858064023870588,10.858064023870588,10.858064023870588,10.858064023870588,10.858064023870588,10.858064023870588,12.391253660567997,13.924443297265407,15.457632933962817,16.47635454056101,17.495076147159203,18.513797753757398,19.24802430720976,19.982250860662127,20.441498743096933,20.900746625531735,21.35999450796654,21.819242390401342,22.278490272836148,22.91151032412005,23.544530375403955,24.17755042668786,24.810570477971762,25.443590529255665,26.721630149522927,27.999669769790188,29.27770939005745,30.55574901032471,31.83378863059197,33.85749389260924,35.88119915462651,37.904904416643774,39.92860967866104,41.952314940678306
pr2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr21,41.67981549141936,41.67981549141936,41.67981549141936,41.67981549141936,41.67981549141936,41.67981549141936,41.67981549141936,41.67981549141936,41.67981549141936,41.67981549141936,41.67981549141936,41.67981549141936,41.67981549141936,45.08553141326155,48.491247335103736,51.896963256945924,55.159349998759346,58.421736740572776,61.6841234823862,64.19725802402743,66.71039256566866,68.31315128281966,69.91590999997065,71.51866871712166,73.12142743427265,74.72418615142365,76.74901405288949,78.77384195435532,80.79866985582116,82.82349775728699,84.84832565875283,88.84496123997287,92.84159682119294,96.83823240241298,100.83486798363305,104.8315035648531,111.30411842185373,117.77673327885438,124.24934813585502,130.72196299285565,137.1945778498563
pr211,3.938167265555556,3.938167265555556,3.938167265555556,3.938167265555556,3.938167265555556,3.938167265555556,3.938167265555556,3.938167265555556,3.938167265555556,3.938167265555556,3.938167265555556,3.938167265555556,3.938167265555556,5.328960826479773,6.71975438740399,8.110547948328206,8.985956910059826,9.861365871791447,10.736774833523068,11.423306068722567,12.109837303922067,12.556466785408826,13.003096266895586,13.449725748382345,13.896355229869103,14.342984711355863,14.91766942187548,15.492354132395096,16.067038842914712,16.641723553434332,17.216408263953948,18.514637006025115,19.81286574809628,21.111094490167446,22.409323232238613,23.707551974309776,25.496586952061065,27.285621929812354,29.074656907563643,30.863691885314932,32.65272686306622
pr213,8.6287755725,8.6287755725,8.6287755725,8.6287755725,8.6287755725,8.6287755725,8.6287755725,8.6287755725,8.6287755725,8.6287755725,8.6287755725,8.6287755725,8.6287755725,8.812857404604086,8.996939236708174,9.18102106881226,9.563021439272047,9.945021809731832,10.32702218019162,10.565963233047592,10.804904285903564,10.943093951561819,11.081283617220073,11.219473282878328,11.357662948536582,11.495852614194837,11.713122291307867,11.930391968420897,12.147661645533928,12.364931322646958,12.582200999759989,12.93057909629296,13.278957192825928,13.627335289358898,13.975713385891867,14.324091482424837,15.050207895118396,15.776324307811954,16.50244072050551,17.22855713319907,17.95467354589263
pr2222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31166635028544915,0.6233327005708983,0.9349990508563474,1.0359178240973868,1.1368365973384262,1.2377553705794657,1.316899968106123,1.3960445656327805,1.4475328429505114,1.4990211202682424,1.5505093975859734,1.6019976749037046,1.6534859522214356,1.7197366743582767,1.785987396495118,1.8522381186319592,1.9184888407688003,1.9847395629056417,2.134401786573655,2.2840640102416687,2.4337262339096823,2.583388457577696,2.7330506812457096,2.9392939610870625,3.145537240928415,3.351780520769768,3.558023800611121,3.7642670804524734
pr231,1.450943275304348,1.450943275304348,1.450943275304348,1.450943275304348,1.450943275304348,1.450943275304348,1.450943275304348,1.450943275304348,1.450943275304348,1.450943275304348,1.450943275304348,1.450943275304348,1.450943275304348,3.7136150283068208,5.976286781309294,8.238958534311767,9.105154450481265,9.971350366650764,10.837546282820263,11.514554670065198,12.191563057310134,12.631343540589846,13.071124023869558,13.51090450714927,13.950684990428982,14.390465473708694,14.957832573357319,15.525199673005941,16.092566772654564,16.65993387230319,17.227300971951813,18.503601995151588,19.779903018351362,21.056204041551137,22.33250506475091,23.608806087950686,25.376945463535584,27.14508483912048,28.913224214705377,30.681363590290275,32.44950296587517
pr232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr233,0.4900384615384619,0.4900384615384619,0.4900384615384619,0.4900384615384619,0.4900384615384619,0.4900384615384619,0.4900384615384619,0.4900384615384619,0.4900384615384619,0.4900384615384619,0.4900384615384619,0.4900384615384619,0.4900384615384619,0.5309979535858971,0.5719574456333322,0.6129169376807673,0.6683869810734036,0.7238570244660398,0.7793270678586761,0.8217649243037994,0.8642027807489229,0.8915083583065196,0.9188139358641164,0.9461195134217133,0.9734250909793101,1.0007306685369068,1.0365575223130938,1.072384376089281,1.108211229865468,1.1440380836416553,1.1798649374178423,1.258299474501591,1.3367340115853394,1.4151685486690881,1.4936030857528366,1.5720376228365853,1.6844419694516748,1.7968463160667643,1.9092506626818535,2.021655009296943,2.1340593559120324
pr234,13.171634509714284,13.171634509714284,13.171634509714284,13.171634509714284,13.171634509714284,13.171634509714284,13.171634509714284,13.171634509714284,13.171634509714284,13.171634509714284,13.171634509714284,13.171634509714284,13.171634509714284,18.606494701396592,24.0413548930789,29.476215084761208,31.765608447406617,34.055001810052026,36.34439517269744,38.05099406442626,39.75759295615508,40.84255760426257,41.92752225237007,43.012486900477555,44.09745154858505,45.18241619669254,46.63626355450263,48.0901109123127,49.543958270122786,50.99780562793286,52.451652985742946,55.527259877997274,58.6028667702516,61.67847366250592,64.75408055476025,67.82968744701458,72.42848859543679,77.027289743859,81.62609089228121,86.22489204070341,90.82369318912562
