* mat,cons_share
Aluminum,0.187693953
Boron,9.09246E-05
Chromium,0.079677727
Cobalt,0.171634091
Copper,0.204153611
Dysprosium,0.099348576
Hafnium,0.0349375
Indium,0.499724
Lead,0.001149189
Lithium,0.219822424
Magnesium,5.54438E-05
Manganese,0.339230757
Neodymium,0.099348576
Nickel,0.08265232
Praseodymium,0.1
Selenium,0.419864348
Silver,0.128551797
Steel,0.093364462
Tantalum,0.015123117
Tellurium,0.64014865
Terbium,0.1
Tin,0.285189189
Tungsten,0.000892021
Vanadium,0.130768759
Yttrium,0.002236
