tech,sc_point_gid,region,class,capacity,capital_adder_per_mw,cost_total_trans_usd_per_mw,supply_curve_cost_per_mw,cf,latitude,longitude,poi_bus,poi_name,poi_kv,poi_distance_km,mapping_method,class_method,source_country,cost_dollar_year,cost_basis,source_capex_usd_per_kw,source_opex_usd_per_kw_year,source_fixed_charge_rate,source_lcoe_usd_per_mwh,source_total_lcoe_usd_per_mwh,cost_source,pr100_exclusions_applied,pr100_exclusions_config,additional_geographic_screen
upv,89,pr352,4,55.069,0.0,50806.195,50806.195,0.1994479,18.48,-66.906,352,MORA230,230.0,13.855010269778642,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.8208,10.470556,0.051500004,22.855398929045474,24.352979943770386,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,90,pr335,4,95.956,0.0,40092.426,40092.426,0.19872612,18.48,-66.879,335,HATILLO115,115.0,10.933331483253786,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470556,0.051500004,21.71389813366405,22.899968678702766,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,91,pr335,4,17.248,0.0,31128.342,31128.342,0.19817322,18.48,-66.852,335,HATILLO115,115.0,8.488797233286604,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470557,0.0515,25.13841418865504,26.06186580931517,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,92,pr335,4,33.264,0.0,23193.727,23193.727,0.19972928,18.48,-66.824,335,HATILLO115,115.0,6.325002708199322,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.8207,10.470557,0.0515,23.97882148608186,24.66152466199972,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,93,pr335,5,39.802,0.0,18577.3,18577.3,0.19996195,18.48,-66.797,335,HATILLO115,115.0,5.066088545311295,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.8208,10.470557,0.051499996,23.55876183129624,24.104945090872796,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,98,pr440,5,59.227,0.0,14711.667,14711.667,0.20073964,18.481,-66.661,440,CAMBGP230,230.0,4.011917974512132,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470556,0.051500008,22.581623819613608,23.0124795607077,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,99,pr440,4,172.669,0.0,24825.111,24825.111,0.199824,18.481,-66.634,440,CAMBGP230,230.0,6.769886207050146,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470556,0.051500008,21.467092972850345,22.197469314837694,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,100,pr440,4,42.616,0.0,35523.992,35523.992,0.1995668,18.481,-66.606,440,CAMBGP230,230.0,9.687504840930114,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470558,0.051499996,23.434045279359363,24.48053892277772,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,101,pr343,4,9.191,0.0,19378.215,19378.215,0.19954796,18.481,-66.579,343,ABBOTT115,115.0,5.284500659602105,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.8208,10.470557,0.051500004,25.67519753025317,26.24611010341433,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,102,pr343,5,21.574,0.0,20073.678,20073.678,0.19992852,18.481,-66.552,343,ABBOTT115,115.0,5.474155291854562,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470557,0.051500004,24.650371375303003,25.2406476560239,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,104,pr196,4,12.432,0.0,25135.21,25135.21,0.19752784,18.481,-66.497,196,MANATI230,230.0,6.854451573365814,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470557,0.051500004,25.50363932735144,26.251735353271563,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,106,pr196,5,14.035,0.0,20122.756,20122.756,0.2011842,18.481,-66.443,196,MANATI230,230.0,5.48753885114278,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470557,0.051500004,24.94322458606849,25.531250816215305,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,107,pr196,5,6.188000000000001,0.0,25135.158,25135.158,0.2011842,18.481,-66.415,196,MANATI230,230.0,6.854437249972794,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470557,0.0515,26.51445051584328,27.24894897816441,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,108,pr41,5,17.808,0.0,14318.423,14318.423,0.20101622,18.481,-66.388,41,VEGABAJA115,115.0,3.9046791333566873,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470557,0.051499996,24.738999062149684,25.157761018916663,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,110,pr41,4,37.408,0.0,26432.605,26432.605,0.1990452,18.481,-66.334,41,VEGABAJA115,115.0,7.208255048601995,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.8208,10.470557,0.0515,23.811739758069702,24.59245271208012,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,111,pr93,4,53.431,0.0,30115.648,30115.648,0.19863304,18.481,-66.306,93,DORADO115,115.0,8.212632283134651,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.8208,10.470556,0.051500008,22.99844424565911,23.889785202820093,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,112,pr93,4,9.541,0.0,26212.582,26212.582,0.1991312,18.481,-66.279,93,DORADO115,115.0,7.1482540248298125,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.8208,10.470558,0.051500004,25.60708976299398,26.38096976143258,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,156,pr32,3,6.055000000000001,0.0,19777.045,19777.045,0.19142877,18.453,-67.152,32,AGUADILLA115,115.0,5.393262714255764,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470556,0.0515,27.90899088239066,28.516366449777315,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,157,pr352,3,46.396,0.0,34357.504,34357.504,0.19535384,18.453,-67.124,352,MORA230,230.0,9.369400008944096,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470557,0.051500008,23.70660171852116,24.740559454103785,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,158,pr352,3,53.865,0.0,23993.725,23993.725,0.1941583,18.454,-67.097,352,MORA230,230.0,6.543164407986427,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470557,0.051500004,23.51641557864011,24.242930956132938,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,159,pr352,3,35.889,0.0,13923.464,13923.464,0.19340725,18.454,-67.07,352,MORA230,230.0,3.7969725698791916,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470557,0.0515,24.59845065774813,25.021681860044264,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,160,pr352,3,69.47500000000001,0.0,5378.491,5378.491,0.19306168,18.454,-67.042,352,MORA230,230.0,1.4667316008310398,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470556,0.051500008,23.167007579759737,23.33079009042305,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,161,pr352,3,49.035,0.0,9626.829,9626.829,0.19267298,18.454,-67.015,352,MORA230,230.0,2.625266603143011,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470558,0.051500004,23.878451430207583,24.17219311293419,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,162,pr352,3,72.611,0.0,19369.166,19369.166,0.19332108,18.454,-66.988,352,MORA230,230.0,5.282032901867795,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470556,0.051500004,23.043930235284623,23.63295671707319,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,163,pr352,3,25.641,0.0,29603.963,29603.963,0.19379997,18.454,-66.961,352,MORA230,230.0,8.073094212491513,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.8208,10.470557,0.051500008,25.188024426824352,26.086071866626853,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,164,pr352,3,113.813,0.0,40338.965,40338.965,0.19384117,18.454,-66.933,352,MORA230,230.0,11.000563492030786,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.8208,10.470556,0.051500008,22.13887796075006,23.362315692106066,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,165,pr352,3,132.90200000000002,0.0,50735.06,50735.06,0.19494765,18.454,-66.906,352,MORA230,230.0,13.835610396907217,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470556,0.051500008,22.01428186505916,23.54428836799333,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,166,pr335,3,103.187,0.0,36551.57,36551.57,0.19463803,18.454,-66.879,335,HATILLO115,115.0,9.967728624914297,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470556,0.051500004,22.04872369734644,23.15275519835514,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,167,pr335,3,59.472,0.0,26410.092,26410.092,0.19453761,18.454,-66.852,335,HATILLO115,115.0,7.2021154674838765,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470556,0.051500008,23.30507309033627,24.10319542645069,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,168,pr335,3,51.74400000000001,0.0,16321.881,16321.881,0.19532354,18.454,-66.824,335,HATILLO115,115.0,4.451028552305141,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.8208,10.470557,0.051500008,23.44635904614907,23.937627331816607,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,169,pr335,3,58.695,0.0,8575.659,8575.659,0.19594766,18.454,-66.797,335,HATILLO115,115.0,2.338609339013656,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470556,0.051500008,23.15831735785825,23.415611891795887,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,170,pr335,3,19.845,0.0,9972.954,9972.954,0.1960186,18.454,-66.77,335,HATILLO115,115.0,2.7196560597204558,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470558,0.0515,25.253051323038463,25.55216043510685,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,175,pr440,4,67.662,0.0,25008.473,25008.473,0.19652526,18.455,-66.634,440,CAMBGP230,230.0,6.819889467128707,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470556,0.051500008,22.81879814290652,23.56691929207797,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
