branch_uuid,branch_type,branch_name,from_bus,to_bus,from_kv,to_kv,r_pu,x_pu,rate_input_pu,rate_mw_assuming_system_base,suspect_unlimited_rating,from_region,to_region,is_region_boundary
4564b5be-16bc-4379-8525-415f457a1bf0,Line,INABON      -692_HOSP SANCRIS-700~1,692,700,38.0,38.0,0.0006,0.0025,0.48,48.0,False,pr313,pr313,False
d7265087-72d3-40cc-86db-2e36875347fc,Line,0133        -34602_0131        -34603~1,34602,34603,38.0,38.0,0.071949,0.100976,0.2,20.0,False,pr8,pr8,False
801f45fb-e251-465c-b078-5a434306f09c,Line,BARTOLO     -647_INDIERA     -648~1,647,648,38.0,38.0,0.042,0.0494,0.204,20.4,False,pr169,pr169,False
95987e2d-0eb1-44d8-adc5-2c0fcfe4bae3,Line,BAY VIEW    -64_BACARDI 1877-465~1,64,465,38.0,38.0,0.002819,0.018723,0.76,76.0,False,pr63,pr63,False
dbc9098c-23ff-447d-a678-3c0d911c4dee,Line,CAPARRA SEC -65_TRIPLE S    -671~1,65,671,38.0,38.0,0.0067,0.020826,0.4,40.0,False,pr87,pr87,False
92e4dd12-7bcc-4832-9f67-d415a624e6d6,Line,VILLAMIL    -130_10600-15NO  -13001~1,130,13001,38.0,38.0,0.00138,0.00184,0.4,40.0,False,pr86,pr86,False
d9a2a602-0db2-48ae-b986-ba3d89628b20,Line,FLEXIBLEPACK-913_UPR BAYAMON -914~1,913,914,38.0,38.0,0.00298,0.00931,0.4,40.0,False,pr45,pr45,False
d7ec73e2-fc55-483c-aaf5-778727cfa7a4,Line,CERAMCO     -785_OWENS LP    -786~1,785,786,38.0,38.0,0.022757,0.025725,0.2,20.0,False,pr234,pr234,False
4aef770e-2eff-475a-aaa8-2a06446060b2,Line,TAFT        -133_MUSEOARTE PR-205~1,133,205,38.0,38.0,0.020768,0.025392,0.2,20.0,False,pr392,pr392,False
dfd77aac-3cd9-42df-886b-6c3d4306a30a,Line,BAIROA      -201_FERRERO     -654~1,201,654,38.0,38.0,0.022523,0.07469,0.48,48.0,False,pr21,pr21,False
508dd668-34c6-4377-accf-de6a3ed89778,Line,CDTSVILLALBA-329_CANARICO    -678~1,329,678,38.0,38.0,0.233322,0.28527,0.2,20.0,False,pr213,pr313,True
0807f691-f372-4bbb-97c1-80077e1e0a07,Line,AAA 3382    -572_ESC.VOC.SL  -1145~1,572,1145,38.0,38.0,0.007162,0.008756,0.19699999999999998,19.7,False,pr234,pr234,False
b4718667-f846-4fb4-ad45-a5c577811fe4,Line,VIRGENCITA  -263_AAA 9476    -601~1,263,601,38.0,38.0,0.005985,0.019846,0.48,48.0,False,pr93,pr93,False
9da71886-d25a-4bff-b190-b6a8c036b65d,Line,MOCA GIS    -1068_HEW PACKARD2-10682~1,1068,10682,38.0,38.0,0.0,0.001,1210.002566077499,121000.2566077499,True,pr100,pr100,False
aa99cfe8-f11f-452e-b72e-3784a06baf22,Line,AWNING      -573_USAF        -611~1,573,611,38.0,38.0,0.007136,0.031936,0.59,59.0,False,pr100,pr100,False
7cdc385a-3b08-4c5f-8496-b7662c0ea580,Line,COLISEO SEC -1048_HATOREYTCB2 -1154~1,1048,1154,38.0,38.0,0.0025,0.0033,0.81,81.0,False,pr87,pr87,False
97f248f0-dc80-4478-bfc8-03a5a9c5eff3,Line,DOMINGUITO  -386_TAP DOMGUITO-1106~1,386,1106,38.0,38.0,0.00205,0.013617,0.76,76.0,False,pr335,pr335,False
facf4565-7556-49fd-bc55-82b613768cf5,Line,CAONILLAS 2 -258_2400-2411NO -25801~1,258,25801,38.0,38.0,0.057,0.075,0.2,20.0,False,pr38,pr38,False
1b8d2b3b-ad24-435a-93a8-ff1bb966f612,Line,VASALLO     -630_HOSP SANCRIS-700~1,630,700,38.0,38.0,0.0006,0.0025,0.48,48.0,False,pr313,pr313,False
4661aa1e-e53d-4e92-8656-8b0504195966,Line,CRUV        -155_ESCUELA VOC -157~1,155,157,38.0,38.0,0.00129,0.00427,0.48,48.0,False,pr87,pr87,False
7bd6600f-f073-4f23-add8-bfbcd09262ae,Line,BPPR        -906_CEE         -907~1,906,907,38.0,38.0,0.005255,0.006425,0.2,20.0,False,pr87,pr87,False
2fd8bdd8-4732-4422-80ca-a2d56be39a4c,Line,BAYAMON SECT-43_HOMEDEP BAY -443~1,43,443,38.0,38.0,0.000861,0.002675,0.4,40.0,False,pr45,pr45,False
6b91be46-4812-4291-8d56-bef59ac13372,Line,MERCEDITA   -365_200-71NO    -36502~1,365,36502,38.0,38.0,0.039371,0.130562,0.48,48.0,False,pr3,pr3,False
9f1f745a-66de-4d3a-857d-b32d1648e2fd,Line,MAYAGUEZ    -28_5645        -2803~1,28,2803,38.0,38.0,0.032935,0.109215,0.48,48.0,False,pr29,pr29,False
61003288-5ec9-4f95-ace1-103d343bd2c0,Line,"Utility_PV_ReV_Grid_1472,CERRIJDIAZT~new",81,901378,38.0,38.0,0.0,0.1,0.87325,87.325,False,pr313,pr313,False
0cf67fee-a3b0-409a-a60a-7cbabc664753,Line,HERMA DAVILA-165_10700-11    -54701~1,165,54701,38.0,38.0,0.009266,0.03073,0.48,48.0,False,pr378,pr378,False
093434a1-cf60-4cea-909e-1116c9ae99ff,Line,VEGA BAJA   -42_VEGA ALTA   -89~1,42,89,38.0,38.0,0.0768,0.1517,0.76,76.0,False,pr41,pr41,False
9e8a69ae-6a36-4310-813a-898c399a8425,Line,MARTIN PEÑA -59_HATO REY TC -109~1,59,109,38.0,38.0,0.01761,0.06051,0.48,48.0,False,pr392,pr87,True
c2211dd1-f5e0-4427-8449-2b0557b5d57a,Line,LAS LOMAS   -76_10100-19    -118901~1,76,118901,38.0,38.0,7e-06,1.1e-05,0.4,40.0,False,pr87,pr87,False
05d79193-b0e8-4be6-8f45-dd434bc6ff1a,Line,S.GERMANTC38-300_1299NO      -63501~1,300,63501,38.0,38.0,0.001368,0.004537,0.48,48.0,False,pr169,pr169,False
a687f3ee-86ed-4260-bab1-2e9d457b25bb,Line,MIRAMAR     -171_PRISMA      -1041~1,171,1041,38.0,38.0,0.060082,0.06685,0.198,19.8,False,pr86,pr632,True
5043023c-4694-4774-a791-f79a498e746f,Line,EMS MAYAGUEZ-672_PROPPER     -673~1,672,673,38.0,38.0,0.01239,0.01388,0.204,20.4,False,pr116,pr116,False
e79d089c-78b7-469c-b8a0-24d7481bb52c,Line,C MEDICO SEC-69_TAP CMEDICO -142~1,69,142,38.0,38.0,0.002409,0.009005,0.4,40.0,False,pr50,pr50,False
b095e4e9-dac4-4035-958f-555159632bfd,Line,ETHICON     -536_LANCO SLOREN-910~1,536,910,38.0,38.0,0.009728,0.011893,0.19699999999999998,19.7,False,pr234,pr234,False
6102df8f-1b81-4e3a-9445-047a97fca8b3,Line,CAPUCHINOS  -55_ACB 1089    -339~1,55,339,38.0,38.0,0.001158,0.003841,0.48,48.0,False,pr84,pr84,False
ccdda33f-5a86-47c9-a241-66258d9ecf40,Line,RISER L-7900-940_WALMART JDIA-1080~1,940,1080,38.0,38.0,0.0007,0.004704,0.76,76.0,False,pr313,pr313,False
e1640cf2-aaa3-4d10-a03b-86582f9a0d64,Line,VILLA DL REY-224_ACB 621     -1067~1,224,1067,38.0,38.0,0.007852,0.05215,0.76,76.0,False,pr21,pr21,False
3aecb876-ea27-4944-b870-2c1870602272,Line,MIRAMAR     -171_ISLA GRANDE -186~1,171,186,38.0,38.0,0.0039,0.0088,0.361,36.1,False,pr86,pr86,False
4edb94e8-031c-4c92-b835-8f4bb18c84f8,Line,ICI PAINTS  -743_MOVA CAROLNA-744~1,743,744,38.0,38.0,0.001461,0.009704,0.76,76.0,False,pr82,pr82,False
d80acf01-948b-489d-9ef9-1952e18638bd,Line,DR. CENTER  -448_DAVIS&GECK  -793~1,448,793,38.0,38.0,0.0074,0.024541,0.48,48.0,False,pr153,pr153,False
8750ce5f-4447-4094-a94c-8316663653ef,Line,UTUADO      -1127_2400-2411NO -25801~1,1127,25801,38.0,38.0,0.057,0.075,0.2,20.0,False,pr38,pr38,False
09e1220b-6013-4a2f-8993-99b3f160239c,Line,TAPSERRALLES-732_ROVIRA      -1199~1,732,1199,38.0,38.0,0.087971,0.099445,0.2,20.0,False,pr3,pr3,False
fe48ba50-2ff8-4284-9df2-9f415ab5ac92,Line,AGUADILLA DH-129_SENS AGUADI -527~1,129,527,38.0,38.0,0.02185,0.03343,0.408,40.8,False,pr32,pr32,False
4dc0e411-67ac-4454-8666-d7b4c36a9c2c,Line,MARTINPEÑAB2-1155_AUTO DE CAR2-11551~1,1155,11551,38.0,38.0,0.0,0.001,1210.002566077499,121000.2566077499,True,pr392,pr392,False
456e5c97-004f-4909-a8f0-7311cb623705,Line,QUINTANA NO -950_AUXILIOMUTUO-951~1,950,951,38.0,38.0,0.00386,0.01281,0.48,48.0,False,pr87,pr87,False
afbd17fc-4b96-4d4a-9198-d702ff41a83c,Line,NAVY VIEQUES-581_PUNTA ARENA -1033~1,581,1033,38.0,38.0,0.169529,0.22258,0.22399999999999998,22.4,False,pr101,pr101,False
84faf40a-f7e7-4936-874f-8ccc3984cac3,Line,JOBOS 38    -94_REYNOLDS    -287~1,94,287,38.0,38.0,0.0124,0.0205,0.19699999999999998,19.7,False,pr8,pr8,False
0c6bc237-ddb1-4cef-b7c8-3dc8fe0deb3f,Line,RAMEY 2     -385_UPR AGUDILLA-794~1,385,794,38.0,38.0,0.00632,0.009669,0.408,40.8,False,pr32,pr32,False
c7889ba2-9e76-4161-ae4b-b8b194d4e447,Line,EL NUEVO DIA-723_MATO SANTOS -724~1,723,724,38.0,38.0,0.00186,0.00582,0.4,40.0,False,pr87,pr87,False
2f5e4c00-6c53-4b6d-8608-00461d9c157c,Line,NARANJO     -327_PROD.CANTERA-639~1,327,639,38.0,38.0,0.040484,0.049498,0.2,20.0,False,pr313,pr313,False
1c471914-c168-47f6-a638-9f3c16812a3e,Line,CORANGE     -323_KMART PONCE -1011~1,323,1011,38.0,38.0,0.006031,0.02,0.48,48.0,False,pr103,pr103,False
c3cd0565-d41d-4f8f-b0b6-98d0697a5c64,Line,ELI LILLY-W -182_TAP BARRAZAS-1130~1,182,1130,38.0,38.0,0.003697,0.015904,0.76,76.0,False,pr82,pr85,True
87f100d6-efed-4843-93e6-0db74d6a84e7,Line,PLAYTEX     -772_CDT COMERIO -773~1,772,773,38.0,38.0,0.005776,0.007062,0.204,20.4,False,pr275,pr275,False
419462ec-55f9-4644-8323-fd3be1b7ff2c,Line,CATAÑO SEC  -46_CARIB PETROL-790~1,46,790,38.0,38.0,0.0088,0.0329,0.48,48.0,False,pr45,pr45,False
beae6d70-a7ae-48fb-874b-0b648a5ae948,Line,PLAYTEX     -746_EMERSON     -748~1,746,748,38.0,38.0,0.013137,0.01201,0.4,40.0,False,pr93,pr93,False
ee70ddf0-0ece-405c-99f6-a365d4cf6ef7,Line,VIEQUES SEC -1039_CULEBRAT.OFF-1181~1,1039,1181,38.0,38.0,0.321825,0.223878,0.19,19.0,False,pr101,pr101,False
644f6fb2-a0c8-4f88-bc2a-ed5ae2793d85,Line,TOA  ALTA   -493_9400-01C    -9202~1,493,9202,38.0,38.0,0.081158,0.099228,0.2,20.0,False,pr93,pr93,False
85fa76d2-163a-4f5f-be19-f670f6fa3b59,Line,VETERANO    -693_CBA JDIAZ   -1177~1,693,1177,38.0,38.0,0.008839,0.010807,0.2,20.0,False,pr313,pr313,False
2cc768b4-1bc3-4db7-b20d-168091a0a4b5,Line,ACB 5611    -390_BAXTER      -1082~1,390,1082,38.0,38.0,0.003555,0.004019,0.2,20.0,False,pr32,pr32,False
3f93a921-a4ad-49d2-bfe1-72452da6ff99,Line,HATO TEJAS  -90_10700-05A   -101902~2,90,101902,38.0,38.0,1.1e-05,7.5e-05,0.76,76.0,False,pr378,pr378,False
dfbfc4cd-dfd9-422b-a76d-ef00d86096bf,Line,DR. CENTER  -448_XTRA MANATI -716~1,448,716,38.0,38.0,0.001171,0.003884,0.48,48.0,False,pr153,pr153,False
f2224369-96d4-4720-8bb7-761635f95502,Line,FUETAGUAVIVA-564_AEROPUERTO  -1075~1,564,1075,38.0,38.0,0.008705,0.030048,0.4,40.0,False,pr84,pr84,False
cc82b35e-fc0b-4de0-b50d-064fb174dd76,Line,CAMUY WWTP  -623_QUEBTAP     -1016~1,623,1016,38.0,38.0,0.026287,0.087376,0.48,48.0,False,pr100,pr100,False
08dec6a6-e433-4069-9ce8-72f138a653f4,Line,ESPLAS      -426_REEDCO      -763~1,426,763,38.0,38.0,0.001609,0.005335,0.48,48.0,False,pr14,pr14,False
c8218a6b-a59a-4217-8ded-4c6289687f9c,Line,UIA FAJARDO -718_TAP W LAMBER-1134~1,718,1134,38.0,38.0,0.001553,0.005151,0.48,48.0,False,pr18,pr18,False
33610a6b-c3be-4834-84a3-52db5ddeb684,Line,BARCELONETA -97_AIR MASTER  -791~1,97,791,38.0,38.0,0.01415,0.04691,0.48,48.0,False,pr102,pr102,False
5a791972-e237-40e3-a195-b7e8645ce528,Line,AAASEGIOCUEV-521_SAINT JUST  -522~1,521,522,38.0,38.0,0.029812,0.03645,0.204,20.4,False,pr85,pr85,False
c60c51dc-b1fd-40b4-a658-c56608446db5,Line,TAP DOMGUITO-1106_2100-37NO   -50401~1,1106,50401,38.0,38.0,0.021491,0.142738,0.76,76.0,False,pr335,pr335,False
490e4dc7-6295-4381-b25f-4f85a4d1d492,Line,XTRA 7875   -680_2000-19NO   -3405~1,680,3405,38.0,38.0,0.008919,0.029577,0.48,48.0,False,pr35,pr35,False
ed6d2076-ecdc-4dee-9a7a-091b5f10217e,Line,TAP S.JOSÉ  -1128_AAA 8174    -1169~1,1128,1169,38.0,38.0,0.015812,0.02069,0.198,19.8,False,pr38,pr38,False
47543936-9b12-4f4c-8f01-e77db08dce75,Line,HAMILTON    -450_TAPHAMILTON -1152~1,450,1152,38.0,38.0,0.015572,0.017603,0.2,20.0,False,pr296,pr296,False
30805a02-44b5-4af8-867a-ca6006c4bf42,Line,AAA 2774    -413_3047NO1     -41301~1,413,41301,38.0,38.0,0.049134,0.060074,0.2,20.0,False,pr16,pr16,False
41de321a-0011-4be5-92f9-982c632df996,Line,CAGUAX      -199_UNIV. TURABO-574~1,199,574,38.0,38.0,0.01119,0.03686,0.48,48.0,False,pr21,pr21,False
42261d5a-ccd3-4760-9ec2-aa26153b8a3c,Line,PUERTATIERRA-132_COVADONGA   -138~1,132,138,38.0,38.0,0.0055,0.007,0.223,22.3,False,pr632,pr632,False
ff212a77-10e4-40ac-a9b4-1f214d6569d8,Line,MC NEILL    -248_EMERSON     -748~1,248,748,38.0,38.0,0.002059,0.006829,0.48,48.0,False,pr93,pr93,False
e1237905-cab4-46fc-9e45-9433e79dc74d,Line,ACME FT     -975_PHARMA SEAL -1046~1,975,1046,38.0,38.0,0.005255,0.006425,0.204,20.4,False,pr93,pr93,False
2f16d489-af8c-435c-b654-ceccf9f6bbb6,Line,YAUCO 1     -26_INDIERA     -648~1,26,648,38.0,38.0,0.0841,0.0989,0.204,20.4,False,pr169,pr169,False
8338eee7-0d5c-4db2-9e47-24c9267551d9,Line,GRANDE      -982_ACB 3199    -1193~1,982,1193,38.0,38.0,0.059076,0.072228,0.2,20.0,False,pr85,pr85,False
dcddf309-1336-472f-8972-4e34745dc29a,Line,BEST BUY    -799_KMART       -900~1,799,900,38.0,38.0,0.017657,0.021589,0.2,20.0,False,pr87,pr87,False
1747f4f1-afbb-43d7-b6f8-8f908d5b5d0f,Line,SYNTEX      -351_POLICIA HUM -1086~1,351,1086,38.0,38.0,0.008044,0.026675,0.48,48.0,False,pr14,pr14,False
50150e11-2e1b-4f38-a5ba-7bc747229779,Line,MARTIN PEÑA -59_AUTO DE CAR1-5911~1,59,5911,38.0,38.0,0.0,0.001,1210.002566077499,121000.2566077499,True,pr392,pr392,False
cb9e25b1-d429-48d2-9b2a-d6409744a0c5,Line,BETTER ROADS-682_HOSP CAROLNA-1081~1,682,1081,38.0,38.0,0.006587,0.021845,0.79,79.0,False,pr85,pr85,False
fad19523-20f2-4d87-8ca6-55ee33fd3372,Line,PALO SECO   -62_HOMEDEP BAY -443~1,62,443,38.0,38.0,0.062743,0.195015,0.4,40.0,False,pr63,pr45,True
3cb3ddf9-a83e-406b-b096-51e988c4fff8,Line,CUTLER HAMER-590_ADS         -1117~1,590,1117,38.0,38.0,0.002239,0.007426,0.48,48.0,False,pr40,pr40,False
8ceecd39-0574-4cc5-aff5-0af9161c2b67,Line,MERCK       -591_TAP ACB2285C-1153~1,591,1153,38.0,38.0,0.020463,0.067861,0.48,48.0,False,pr102,pr102,False
c223bdf2-3079-4355-8cbd-53d800f11983,Line,BALDRICH    -54_AUXILIOMUTUO-951~1,54,951,38.0,38.0,0.00386,0.01281,0.48,48.0,False,pr87,pr87,False
f9254739-f62f-48c4-8806-e579dc2ce66b,Line,S.ISABEL SEC-7_TAPHAMILTON -1152~1,7,1152,38.0,38.0,0.001452,0.001641,0.2,20.0,False,pr296,pr296,False
cd3847e8-faa2-49e5-bd4b-a8d5c636294d,Line,SPRINT      -706_ROOMS TO GO -1094~1,706,1094,38.0,38.0,0.052134,0.063741,0.2,20.0,False,pr378,pr378,False
34f68ea5-b8d2-4290-bec8-fc3e8c610aa8,Line,DERCOM      -784_3500-05B    -34502~1,784,34502,38.0,38.0,0.003153,0.003564,0.2,20.0,False,pr234,pr234,False
f491f562-2c9e-4490-b544-e16066322a2b,Line,STEELPROCSOR-446_UNIONCARBIDE-780~1,446,780,38.0,38.0,0.001019,0.003167,0.4,40.0,False,pr45,pr45,False
3720142a-5ac3-427a-adda-eca9b7206e9c,Line,MERCK       -591_UNE         -592~1,591,592,38.0,38.0,0.019524,0.064746,0.48,48.0,False,pr102,pr102,False
9d55b26b-39e1-431c-818b-4f7ae971013a,Line,HORIZON     -1813_HORIZON_HV  -97001~1,1813,97001,38.0,38.0,0.0,0.0001,12100.025660774989,1210002.566077499,True,pr8,pr8,False
e0a9361a-5837-4202-96fc-1e4c0e215a10,Line,LAS MESAS NO-370_MARICAO NO  -371~1,370,371,38.0,38.0,0.266954,0.32639,0.2,20.0,False,pr29,pr29,False
ccad853b-b920-4e5c-bf36-94fe187ad137,Line,TREN LOMAS  -618_16400-19    -61801~1,618,61801,38.0,38.0,0.000832,0.001802,0.408,40.8,False,pr87,pr87,False
0d21d52c-a930-4dcd-8276-9f254003a125,Line,ASDA ARECIBO-589_2200-07D    -3903~1,589,3903,38.0,38.0,0.025483,0.084506,0.48,48.0,False,pr40,pr40,False
c9dd4ee2-62f4-47f0-90b0-3f6f1d9551e2,Line,HATILLO     -174_HATILLO NO  -274~NO,174,274,38.0,38.0,0.0,0.001,1210.002566077499,121000.2566077499,True,pr335,pr335,False
bd5a71fb-550d-4156-9650-33d213cf0e6a,Line,BACARDI 1   -946_INTER SHIP  -949~1,946,949,38.0,38.0,0.012233,0.014957,0.2,20.0,False,pr87,pr87,False
6dc9fc8a-1c9a-4097-994d-46d19de535d3,Line,TAP 3145    -124_3100-07NO   -98201~1,124,98201,38.0,38.0,0.016432,0.02009,0.2,20.0,False,pr85,pr85,False
3bc58243-0686-4454-80fb-c75f3735049b,Line,BACARDI 1877-465_BACARDI 1876-969~1,465,969,38.0,38.0,0.00186,0.00582,0.4,40.0,False,pr63,pr63,False
058111b4-3c88-4624-833c-9432c83f50d1,Line,SAN GERMAN  -27_UIA S.GERMAN-427~1,27,427,38.0,38.0,0.00042,0.000514,0.2,20.0,False,pr169,pr169,False
97287634-df77-4e97-a60b-2616ce3bb6a7,Line,MARINA PTO  -614_PTO DEL REY -1084~1,614,1084,38.0,38.0,0.011704,0.038815,0.48,48.0,False,pr18,pr18,False
4d842951-66ea-4f89-b9e1-b4309680bc37,Line,HORIZON     -1813_200-41C     -108901~1,1813,108901,38.0,38.0,0.009898,0.032826,0.48,48.0,False,pr8,pr8,False
ab76cbc1-ffa5-4bd8-b8a6-7ab8fc0e73ac,Line,ISABELA PBLO-561_13700-09NO  -56302~1,561,56302,38.0,38.0,0.000216,0.000717,0.48,48.0,False,pr100,pr100,False
39d95284-2ff3-400e-9390-ecf8bb249124,Line,IMPRENTA    -721_AYERST WYETH-722~1,721,722,38.0,38.0,0.000299,0.001989,0.76,76.0,False,pr87,pr87,False
508a8734-fa85-4544-a726-65fc9a943478,Line,SAN LORENZO -194_ACB9301     -1190~1,194,1190,38.0,38.0,0.022358,0.027336,0.19699999999999998,19.7,False,pr234,pr234,False
295dd04a-bea3-4522-b4bc-cad56d826cbb,Line,CIDRA SECC. -221_JENSEN      -251~1,221,251,38.0,38.0,0.009374,0.031088,0.48,48.0,False,pr10,pr10,False
a7049c5f-59e3-4000-9d71-ebad149443c5,Line,H TEJAS TC  -379_PANAME GRAIN-708~1,379,708,38.0,38.0,0.004824,0.03204,0.76,76.0,False,pr378,pr378,False
dcdd709b-0305-42bb-bfe8-ef691130a031,Line,SAN DANIEL  -552_PLAZA NORTE -554~1,552,554,38.0,38.0,0.01242,0.028665,0.316,31.6,False,pr335,pr335,False
9147c764-25c3-4ca9-a9ce-fedbe08738f6,Line,MOCA GIS    -1068_PRIDCO2     -10681~1,1068,10681,38.0,38.0,0.0,0.001,1210.002566077499,121000.2566077499,True,pr100,pr100,False
57e17049-e3a8-4b76-b5b9-48be4f48b442,Line,RAMALLO     -454_V. SUAREZ   -1167~1,454,1167,38.0,38.0,0.002188,0.007256,0.48,48.0,False,pr21,pr21,False
fefc98d2-6e9f-456b-8a3d-fe76ee4e6256,Line,PALMER      -179_RGRAND STATE-468~1,179,468,38.0,38.0,0.0063,0.0503,0.48,48.0,False,pr211,pr211,False
8e83da0f-310e-4b0f-b543-6601a1e9b224,Line,BEST BUY    -799_TAP L7500   -1119~1,799,1119,38.0,38.0,0.008131,0.009941,0.2,20.0,False,pr87,pr87,False
1888796d-291c-48aa-bc78-2fbfca14aa1f,Line,MANATI TC   -148_ORTHO PHARMA-444~1,148,444,38.0,38.0,0.006435,0.02134,0.48,48.0,False,pr153,pr153,False
04d0c120-c958-4cb5-8895-9d43c64fca07,Line,SWITCHGEAR  -97082_V ALEGRE MV -97083~1,97082,97083,13.2,13.2,0.0,5.7e-05,21228.115194342085,2122811.5194342085,True,pr313,pr313,False
2aa01b85-5b56-49af-89f5-29fbcbcf59cd,Line,QUEBRA PB NO-1064_COLISEO RAY -1171~1,1064,1171,38.0,38.0,0.009966,0.033051,0.48,48.0,False,pr100,pr100,False
be004970-a4d4-4b1d-ade5-8d8eea938aac,Line,GCB 3760    -660_XTRA 4079   -1010~1,660,1010,38.0,38.0,0.01899,0.06298,0.48,48.0,False,pr8,pr8,False
57a012b2-2312-4c0f-b062-2ded1abc1fa4,Line,GUARAGUAO   -13_ESC JOSE ARC-1097~1,13,1097,38.0,38.0,0.09009,0.29876,0.2,20.0,False,pr45,pr45,False
99c98fdc-adab-4eec-83be-36352f015819,Line,MOCA GIS    -1068_HEW PACKARD1-10683~1,1068,10683,38.0,38.0,0.0,0.001,1210.002566077499,121000.2566077499,True,pr100,pr100,False
3f930e17-4113-4dec-8bcf-ba42e861fbbe,Line,COMSAT      -250_15C         -101401~1,250,101401,38.0,38.0,0.001116,0.003703,0.48,48.0,False,pr10,pr10,False
5a82f86c-5b0b-4092-a0cf-db981f10f4ed,Line,AAA 1171    -500_DEPTO FAMILI-1042~1,500,1042,38.0,38.0,0.005627,0.037372,0.76,76.0,False,pr392,pr392,False
c641349b-ef72-4114-b3b8-8ae1e92b452f,Line,JUANA DIAZ  -193_CANARICO    -678~1,193,678,38.0,38.0,0.001034,0.001264,0.2,20.0,False,pr313,pr313,False
8a7443c0-ad48-41d1-98de-b02d83c8ac98,Line,AGUILITA    -458_0135A       -45802~1,458,45802,38.0,38.0,0.084886,0.0987,0.2,20.0,False,pr3,pr313,True
dbb82ed7-5dfa-4cfe-a363-8e55b24900d8,Line,VENEZUELA   -51_FONDOSECUPEY-754~1,51,754,38.0,38.0,0.00492,0.01633,0.79,79.0,False,pr84,pr84,False
cf9c0c3d-ced4-4aa0-9876-322aabf2f1fd,Line,0237A       -8101_0235A       -36501~1,8101,36501,38.0,38.0,0.135189,0.15282,0.2,20.0,False,pr3,pr3,False
ef32b056-b503-4560-97dd-04a2b0ccd97d,Line,PONCE 38    -4_1800-NO     -60801~1,4,60801,38.0,38.0,8.6e-05,0.000286,0.48,48.0,False,pr3,pr3,False
80ce3ca5-9618-4dda-be08-b5bc082053d7,Line,AGUADILLA DH-129_TBONE NO    -1071~1,129,1071,38.0,38.0,0.06363,0.070195,0.2,20.0,False,pr32,pr32,False
55dcd9fa-d12b-4e59-9965-e15d9de9289c,Line,TALLABOA    -324_PENITENCIARI-638~1,324,638,38.0,38.0,0.029915,0.099207,0.48,48.0,False,pr2,pr2,False
a58928f1-f955-47f8-9dd2-8bd561517f1c,Line,MOCA_SW     -97101_BATTERY_MV  -98003~1,97101,98003,13.8,13.8,0.00062,0.00071,1283.6823658271328,128368.23658271327,True,pr100,pr100,False
9e99923b-235d-4496-9777-5bc11b25262c,Line,MITA        -455_POLITECNICA -1113~1,455,1113,38.0,38.0,0.033272,0.03702,0.2,20.0,False,pr87,pr87,False
94965f83-a2b4-4e3d-8823-6752073a543e,Line,L3000 B     -997_ESC CLARA   -1096~1,997,1096,38.0,38.0,0.053391,0.06527,0.2,20.0,False,pr234,pr234,False
39f5afa7-9a10-433c-80c6-fa6a7816f39d,Line,J DIAZ TC   -325_MERCEDES PON-1020~1,325,1020,38.0,38.0,0.009588,0.063679,0.76,76.0,False,pr313,pr313,False
365a34c2-9f67-43c9-bc80-e09a5d462f21,Line,GOLF 1      -1003_SANJUANMEAT -1004~1,1003,1004,38.0,38.0,0.016615,0.087915,0.48,48.0,False,pr296,pr296,False
0e320fd0-564c-435e-aa66-e902f3d44188,Line,AIBONITO    -210_H.MENONITA  -696~1,210,696,38.0,38.0,0.005453,0.006164,0.2,20.0,False,pr10,pr10,False
92dfbdbb-acc3-4b69-b7b8-b9df49d5b6d5,Line,S.GERMANTC38-300_GE SGM      -316~1,300,316,38.0,38.0,0.02894,0.09602,0.48,48.0,False,pr169,pr169,False
852ec663-c68c-4805-8d7d-9c5f7dd14e9f,Line,BOQUERON    -119_LAJAS       -143~1,119,143,38.0,38.0,0.1094,0.3006,0.19699999999999998,19.7,False,pr169,pr169,False
e3c4c33b-1550-4c7a-b5a5-d35249240af8,Line,FAJARDO 2   -295_PALL FAJARDO-613~1,295,613,38.0,38.0,0.010721,0.035552,0.48,48.0,False,pr18,pr18,False
724c8e9d-489b-4e5d-98b9-3a483806c1cc,Line,BERWIND 38  -123_MALL OF S.J.-1205~1,123,1205,38.0,38.0,0.0001,0.001,0.48,48.0,False,pr84,pr84,False
fac403b0-81f5-42f3-852a-578d9efb104e,Line,COMERIO     -12_ESC JOSE ARC-1097~1,12,1097,38.0,38.0,0.13032,0.15934,0.2,20.0,False,pr275,pr45,True
5e918037-ab30-4ece-acc8-38546fa7640a,Line,NATIONAL    -963_EL COMANDANT-964~1,963,964,38.0,38.0,0.002141,0.014218,0.76,76.0,False,pr82,pr82,False
7a500de8-e1c6-44e3-871f-13893e95bc40,Line,CENTRJUVENIL-733_TAP9600     -1178~1,733,1178,38.0,38.0,0.000125,0.000466,0.4,40.0,False,pr45,pr45,False
490159b5-4a38-4a4c-bbb1-2209e89638f2,Line,XTRA ARECIBO-587_6900-07BNO  -22801~1,587,22801,38.0,38.0,0.017625,0.058451,0.48,48.0,False,pr40,pr335,True
968f63ae-bc98-4ec3-abae-c2c5d347ea47,Line,"Utility_PV_ReV_Grid_1559,AGUIRRE115~new",1813,904330,38.0,38.0,0.0,0.1,0.64001,64.00099999999999,False,pr8,pr8,False
